	auctionStimValue	auctionCondition	chosenAuctionAmount	subcode
786	0.5	go	98.0	sub-63
787	4.0	stop	204.0	sub-63
788	2.0	go	170.0	sub-63
789	4.0	go	204.0	sub-63
790	2.0	stop	196.0	sub-63
791	4.0	go	264.0	sub-63
792	4.0	go	264.0	sub-63
793	1.0	go	176.0	sub-63
794	4.0	stop	264.0	sub-63
795	0.5	go	117.0	sub-63
716	2.0	stop	0.0	sub-078
717	4.0	go	176.0	sub-078
718	1.0	go	170.0	sub-078
719	1.0	go	176.0	sub-078
720	4.0	stop	39.0	sub-078
721	2.0	stop	88.0	sub-078
722	1.0	stop	264.0	sub-078
723	4.0	go	216.0	sub-078
724	2.0	go	117.0	sub-078
725	1.0	go	98.0	sub-078
726	2.0	stop	54.0	sub-078
727	0.5	go	102.0	sub-078
728	0.5	go	98.0	sub-078
729	0.5	stop	132.0	sub-078
730	4.0	stop	170.0	sub-078
731	0.5	stop	102.0	sub-078
732	4.0	stop	176.0	sub-078
733	0.5	go	216.0	sub-078
734	2.0	go	162.0	sub-078
735	4.0	stop	44.0	sub-078
736	0.5	stop	196.0	sub-078
737	2.0	go	147.0	sub-078
738	2.0	go	136.0	sub-078
739	1.0	go	196.0	sub-078
740	1.0	stop	196.0	sub-078
741	4.0	go	234.0	sub-078
742	2.0	stop	147.0	sub-078
743	0.5	go	132.0	sub-078
744	0.5	go	117.0	sub-078
745	0.5	go	88.0	sub-078
746	2.0	stop	216.0	sub-078
747	0.5	go	196.0	sub-078
748	2.0	go	102.0	sub-078
749	2.0	stop	132.0	sub-078
750	4.0	go	68.0	sub-078
751	4.0	stop	156.0	sub-078
752	1.0	stop	162.0	sub-078
753	1.0	go	216.0	sub-078
754	1.0	go	156.0	sub-078
755	1.0	stop	117.0	sub-078
756	4.0	stop	294.0	sub-078
757	0.5	go	162.0	sub-078
758	4.0	stop	196.0	sub-078
759	4.0	go	176.0	sub-078
760	4.0	stop	216.0	sub-078
761	2.0	go	162.0	sub-078
762	4.0	go	162.0	sub-078
763	1.0	stop	136.0	sub-078
764	1.0	stop	98.0	sub-078
765	2.0	go	176.0	sub-078
766	4.0	go	196.0	sub-078
767	1.0	stop	68.0	sub-078
768	2.0	stop	68.0	sub-078
769	4.0	stop	108.0	sub-078
770	0.5	stop	245.0	sub-078
771	2.0	stop	156.0	sub-078
772	4.0	go	68.0	sub-078
773	1.0	stop	54.0	sub-078
774	0.5	stop	204.0	sub-078
775	2.0	go	44.0	sub-078
776	2.0	stop	117.0	sub-078
777	4.0	go	98.0	sub-078
778	4.0	go	78.0	sub-078
779	4.0	stop	102.0	sub-078
780	0.5	stop	264.0	sub-078
781	0.5	stop	234.0	sub-078
782	1.0	stop	176.0	sub-078
783	0.5	stop	195.0	sub-078
784	1.0	go	117.0	sub-078
785	2.0	stop	98.0	sub-078
786	0.5	stop	216.0	sub-078
787	2.0	go	156.0	sub-078
788	0.5	go	136.0	sub-078
789	1.0	go	176.0	sub-078
790	0.5	go	156.0	sub-078
791	2.0	go	98.0	sub-078
792	0.5	stop	270.0	sub-078
793	1.0	go	162.0	sub-078
794	1.0	go	170.0	sub-078
795	1.0	stop	195.0	sub-078
716	1.0	go	0.0	sub-079
717	1.0	stop	147.0	sub-079
718	2.0	stop	88.0	sub-079
719	2.0	go	195.0	sub-079
720	4.0	stop	170.0	sub-079
721	1.0	stop	204.0	sub-079
722	0.5	go	49.0	sub-079
723	4.0	go	117.0	sub-079
724	4.0	go	170.0	sub-079
725	2.0	go	220.0	sub-079
726	0.5	stop	39.0	sub-079
727	2.0	go	54.0	sub-079
728	0.5	go	88.0	sub-079
729	4.0	go	216.0	sub-079
730	0.5	stop	98.0	sub-079
731	1.0	stop	270.0	sub-079
732	1.0	stop	270.0	sub-079
733	1.0	stop	234.0	sub-079
734	0.5	go	108.0	sub-079
735	2.0	stop	44.0	sub-079
736	0.5	go	136.0	sub-079
737	1.0	stop	245.0	sub-079
738	1.0	go	108.0	sub-079
739	1.0	stop	220.0	sub-079
740	1.0	stop	204.0	sub-079
741	2.0	stop	34.0	sub-079
742	1.0	go	98.0	sub-079
743	2.0	stop	54.0	sub-079
744	1.0	go	132.0	sub-079
745	4.0	stop	147.0	sub-079
746	4.0	stop	216.0	sub-079
747	2.0	go	98.0	sub-079
748	1.0	go	176.0	sub-079
749	0.5	stop	78.0	sub-079
750	2.0	go	102.0	sub-079
751	1.0	stop	234.0	sub-079
752	0.5	stop	49.0	sub-079
753	0.5	go	176.0	sub-079
754	4.0	stop	195.0	sub-079
755	1.0	go	136.0	sub-079
756	1.0	go	162.0	sub-079
757	1.0	go	170.0	sub-079
758	2.0	stop	49.0	sub-079
759	0.5	go	162.0	sub-079
760	2.0	go	68.0	sub-079
761	2.0	stop	54.0	sub-079
762	1.0	go	195.0	sub-079
763	4.0	go	204.0	sub-079
764	0.5	stop	132.0	sub-079
765	2.0	stop	98.0	sub-079
766	2.0	stop	78.0	sub-079
767	4.0	go	132.0	sub-079
768	0.5	go	117.0	sub-079
769	0.5	stop	162.0	sub-079
770	4.0	stop	176.0	sub-079
771	4.0	stop	216.0	sub-079
772	0.5	stop	88.0	sub-079
773	0.5	go	170.0	sub-079
774	0.5	stop	68.0	sub-079
775	2.0	stop	78.0	sub-079
776	1.0	go	117.0	sub-079
777	4.0	stop	264.0	sub-079
778	2.0	go	196.0	sub-079
779	4.0	go	156.0	sub-079
780	1.0	stop	264.0	sub-079
781	0.5	stop	136.0	sub-079
782	4.0	stop	196.0	sub-079
783	4.0	stop	204.0	sub-079
784	4.0	go	196.0	sub-079
785	4.0	go	162.0	sub-079
786	2.0	stop	68.0	sub-079
787	2.0	go	78.0	sub-079
788	0.5	go	78.0	sub-079
789	4.0	go	176.0	sub-079
790	4.0	stop	195.0	sub-079
791	2.0	go	162.0	sub-079
792	4.0	go	147.0	sub-079
793	0.5	go	147.0	sub-079
794	0.5	stop	54.0	sub-079
795	2.0	go	176.0	sub-079
716	2.0	stop	0.0	sub-51
717	1.0	stop	132.0	sub-51
718	0.5	stop	68.0	sub-51
719	0.5	go	270.0	sub-51
720	2.0	go	102.0	sub-51
721	2.0	stop	216.0	sub-51
722	2.0	go	196.0	sub-51
723	0.5	go	245.0	sub-51
724	2.0	stop	195.0	sub-51
725	2.0	stop	204.0	sub-51
726	1.0	go	216.0	sub-51
727	2.0	stop	170.0	sub-51
728	1.0	stop	108.0	sub-51
729	2.0	go	117.0	sub-51
730	2.0	stop	220.0	sub-51
731	4.0	stop	270.0	sub-51
732	0.5	go	264.0	sub-51
733	1.0	stop	220.0	sub-51
734	0.5	stop	98.0	sub-51
735	0.5	stop	117.0	sub-51
736	4.0	stop	176.0	sub-51
737	0.5	go	204.0	sub-51
738	0.5	go	264.0	sub-51
739	1.0	stop	234.0	sub-51
740	0.5	go	204.0	sub-51
741	0.5	stop	78.0	sub-51
742	4.0	stop	162.0	sub-51
743	1.0	stop	234.0	sub-51
744	1.0	go	195.0	sub-51
745	2.0	go	102.0	sub-51
746	2.0	go	162.0	sub-51
747	1.0	stop	245.0	sub-51
748	1.0	go	147.0	sub-51
749	2.0	stop	132.0	sub-51
750	2.0	go	78.0	sub-51
751	0.5	stop	44.0	sub-51
752	4.0	stop	204.0	sub-51
753	2.0	go	176.0	sub-51
754	0.5	go	196.0	sub-51
755	1.0	stop	196.0	sub-51
756	4.0	stop	294.0	sub-51
757	0.5	stop	54.0	sub-51
758	1.0	go	147.0	sub-51
759	4.0	go	195.0	sub-51
760	4.0	go	132.0	sub-51
761	4.0	stop	176.0	sub-51
762	4.0	go	117.0	sub-51
763	4.0	go	136.0	sub-51
764	1.0	go	176.0	sub-51
765	0.5	go	195.0	sub-51
766	4.0	stop	170.0	sub-51
767	1.0	go	132.0	sub-51
768	0.5	stop	88.0	sub-51
769	2.0	stop	234.0	sub-51
770	4.0	go	132.0	sub-51
771	0.5	stop	68.0	sub-51
772	1.0	stop	102.0	sub-51
773	2.0	stop	270.0	sub-51
774	2.0	stop	98.0	sub-51
775	0.5	go	216.0	sub-51
776	0.5	go	195.0	sub-51
777	4.0	go	196.0	sub-51
778	2.0	go	108.0	sub-51
779	1.0	go	117.0	sub-51
780	1.0	go	170.0	sub-51
781	4.0	go	162.0	sub-51
782	0.5	stop	108.0	sub-51
783	4.0	stop	117.0	sub-51
784	4.0	stop	117.0	sub-51
785	1.0	go	136.0	sub-51
786	4.0	stop	147.0	sub-51
787	4.0	go	170.0	sub-51
788	1.0	go	162.0	sub-51
789	4.0	go	147.0	sub-51
790	4.0	go	162.0	sub-51
791	0.5	stop	49.0	sub-51
792	2.0	go	132.0	sub-51
793	1.0	stop	170.0	sub-51
794	2.0	go	147.0	sub-51
795	1.0	stop	162.0	sub-51
716	2.0	stop	195.0	sub-80
717	1.0	stop	117.0	sub-80
718	4.0	go	220.0	sub-80
719	1.0	go	245.0	sub-80
720	4.0	stop	294.0	sub-80
721	2.0	stop	132.0	sub-80
722	0.5	stop	216.0	sub-80
723	1.0	stop	162.0	sub-80
724	1.0	stop	44.0	sub-80
725	4.0	stop	156.0	sub-80
726	4.0	stop	196.0	sub-80
727	0.5	stop	170.0	sub-80
728	1.0	go	117.0	sub-80
729	2.0	go	108.0	sub-80
730	1.0	stop	147.0	sub-80
731	1.0	stop	196.0	sub-80
732	4.0	go	136.0	sub-80
733	0.5	go	54.0	sub-80
734	2.0	stop	204.0	sub-80
735	4.0	stop	216.0	sub-80
736	0.5	go	204.0	sub-80
737	0.5	go	220.0	sub-80
738	1.0	go	162.0	sub-80
739	1.0	go	264.0	sub-80
740	4.0	go	245.0	sub-80
741	1.0	go	102.0	sub-80
742	0.5	go	196.0	sub-80
743	4.0	stop	170.0	sub-80
744	0.5	stop	195.0	sub-80
745	2.0	go	156.0	sub-80
746	4.0	go	117.0	sub-80
747	4.0	stop	156.0	sub-80
748	2.0	stop	264.0	sub-80
749	0.5	go	156.0	sub-80
750	2.0	go	49.0	sub-80
751	1.0	go	162.0	sub-80
752	2.0	stop	234.0	sub-80
753	0.5	stop	220.0	sub-80
754	2.0	stop	294.0	sub-80
755	4.0	go	176.0	sub-80
756	2.0	stop	108.0	sub-80
757	2.0	go	162.0	sub-80
758	4.0	stop	176.0	sub-80
759	2.0	go	176.0	sub-80
760	1.0	go	195.0	sub-80
761	1.0	stop	195.0	sub-80
762	4.0	go	204.0	sub-80
763	2.0	go	204.0	sub-80
764	1.0	stop	136.0	sub-80
765	4.0	go	108.0	sub-80
766	0.5	go	34.0	sub-80
767	0.5	stop	176.0	sub-80
768	0.5	stop	117.0	sub-80
769	4.0	go	270.0	sub-80
770	2.0	stop	270.0	sub-80
771	0.5	stop	49.0	sub-80
772	0.5	go	44.0	sub-80
773	1.0	stop	324.0	sub-80
774	2.0	go	170.0	sub-80
775	0.5	stop	98.0	sub-80
776	2.0	go	49.0	sub-80
777	2.0	stop	170.0	sub-80
778	0.5	stop	162.0	sub-80
779	0.5	stop	136.0	sub-80
780	4.0	go	245.0	sub-80
781	4.0	stop	204.0	sub-80
782	2.0	stop	294.0	sub-80
783	2.0	go	132.0	sub-80
784	0.5	go	245.0	sub-80
785	0.5	go	39.0	sub-80
786	4.0	go	195.0	sub-80
787	1.0	go	98.0	sub-80
788	4.0	stop	324.0	sub-80
789	2.0	go	78.0	sub-80
790	4.0	stop	264.0	sub-80
791	0.5	go	162.0	sub-80
792	1.0	stop	264.0	sub-80
793	1.0	go	44.0	sub-80
794	1.0	go	68.0	sub-80
795	1.0	stop	204.0	sub-80
716	2.0	stop	88.0	sub-81
717	0.5	stop	68.0	sub-81
718	2.0	stop	270.0	sub-81
719	2.0	stop	195.0	sub-81
720	4.0	go	0.0	sub-81
721	1.0	go	54.0	sub-81
722	4.0	stop	170.0	sub-81
723	2.0	stop	245.0	sub-81
724	0.5	go	98.0	sub-81
725	2.0	stop	102.0	sub-81
726	2.0	go	78.0	sub-81
727	1.0	stop	78.0	sub-81
728	2.0	go	195.0	sub-81
729	2.0	stop	176.0	sub-81
730	2.0	go	204.0	sub-81
731	1.0	stop	196.0	sub-81
732	4.0	stop	98.0	sub-81
733	4.0	go	324.0	sub-81
734	1.0	go	162.0	sub-81
735	1.0	go	98.0	sub-81
736	2.0	stop	162.0	sub-81
737	0.5	stop	98.0	sub-81
738	1.0	stop	49.0	sub-81
739	1.0	stop	68.0	sub-81
740	1.0	go	196.0	sub-81
741	4.0	stop	136.0	sub-81
742	1.0	go	156.0	sub-81
743	2.0	go	108.0	sub-81
744	1.0	go	68.0	sub-81
745	1.0	go	156.0	sub-81
746	2.0	go	176.0	sub-81
747	2.0	go	147.0	sub-81
748	4.0	go	196.0	sub-81
749	0.5	stop	78.0	sub-81
750	4.0	stop	270.0	sub-81
751	4.0	go	216.0	sub-81
752	1.0	stop	54.0	sub-81
753	0.5	go	39.0	sub-81
754	1.0	stop	68.0	sub-81
755	4.0	go	245.0	sub-81
756	1.0	go	44.0	sub-81
757	2.0	stop	170.0	sub-81
758	4.0	stop	264.0	sub-81
759	2.0	go	88.0	sub-81
760	0.5	go	78.0	sub-81
761	1.0	stop	54.0	sub-81
762	4.0	go	264.0	sub-81
763	0.5	stop	54.0	sub-81
764	4.0	stop	234.0	sub-81
765	0.5	go	34.0	sub-81
766	4.0	go	204.0	sub-81
767	0.5	stop	34.0	sub-81
768	0.5	stop	39.0	sub-81
769	1.0	stop	44.0	sub-81
770	0.5	go	54.0	sub-81
771	0.5	go	88.0	sub-81
772	4.0	go	195.0	sub-81
773	4.0	stop	220.0	sub-81
774	0.5	go	54.0	sub-81
775	2.0	stop	117.0	sub-81
776	0.5	go	147.0	sub-81
777	1.0	stop	176.0	sub-81
778	0.5	stop	44.0	sub-81
779	4.0	stop	294.0	sub-81
780	2.0	go	102.0	sub-81
781	4.0	go	234.0	sub-81
782	0.5	go	68.0	sub-81
783	1.0	stop	39.0	sub-81
784	1.0	go	44.0	sub-81
785	0.5	go	264.0	sub-81
786	0.5	stop	54.0	sub-81
787	0.5	stop	49.0	sub-81
788	4.0	go	44.0	sub-81
789	4.0	stop	234.0	sub-81
790	4.0	stop	270.0	sub-81
791	0.5	stop	44.0	sub-81
792	2.0	go	54.0	sub-81
793	1.0	go	34.0	sub-81
794	2.0	go	98.0	sub-81
795	2.0	stop	98.0	sub-81
716	0.5	go	0.0	sub-072
717	0.5	go	196.0	sub-072
718	0.5	go	132.0	sub-072
719	4.0	go	170.0	sub-072
720	0.5	go	156.0	sub-072
721	1.0	go	176.0	sub-072
722	2.0	stop	98.0	sub-072
723	0.5	go	324.0	sub-072
724	2.0	go	216.0	sub-072
725	4.0	go	195.0	sub-072
726	0.5	go	136.0	sub-072
727	0.5	go	147.0	sub-072
728	0.5	stop	54.0	sub-072
729	0.5	go	136.0	sub-072
730	2.0	go	220.0	sub-072
731	2.0	stop	102.0	sub-072
732	2.0	go	147.0	sub-072
733	4.0	go	216.0	sub-072
734	1.0	stop	195.0	sub-072
735	4.0	stop	195.0	sub-072
736	0.5	go	216.0	sub-072
737	1.0	go	195.0	sub-072
738	2.0	stop	0.0	sub-072
739	4.0	go	195.0	sub-072
740	4.0	go	196.0	sub-072
741	1.0	go	176.0	sub-072
742	2.0	go	195.0	sub-072
743	4.0	stop	196.0	sub-072
744	4.0	stop	170.0	sub-072
745	1.0	stop	216.0	sub-072
746	1.0	go	245.0	sub-072
747	0.5	stop	324.0	sub-072
748	0.5	stop	102.0	sub-072
749	4.0	stop	204.0	sub-072
750	1.0	stop	196.0	sub-072
751	2.0	go	204.0	sub-072
752	1.0	stop	195.0	sub-072
753	4.0	go	170.0	sub-072
754	4.0	stop	195.0	sub-072
755	0.5	stop	170.0	sub-072
756	2.0	stop	176.0	sub-072
757	2.0	go	245.0	sub-072
758	2.0	go	220.0	sub-072
759	2.0	stop	117.0	sub-072
760	1.0	go	0.0	sub-072
761	0.5	stop	98.0	sub-072
762	0.5	stop	78.0	sub-072
763	0.5	stop	147.0	sub-072
764	2.0	stop	102.0	sub-072
765	1.0	go	245.0	sub-072
766	1.0	stop	170.0	sub-072
767	1.0	stop	0.0	sub-072
768	1.0	stop	220.0	sub-072
769	1.0	stop	204.0	sub-072
770	2.0	stop	78.0	sub-072
771	4.0	stop	220.0	sub-072
772	1.0	stop	176.0	sub-072
773	0.5	stop	117.0	sub-072
774	0.5	stop	132.0	sub-072
775	2.0	go	270.0	sub-072
776	0.5	go	220.0	sub-072
777	4.0	go	162.0	sub-072
778	4.0	stop	196.0	sub-072
779	2.0	stop	98.0	sub-072
780	4.0	stop	220.0	sub-072
781	4.0	stop	0.0	sub-072
782	4.0	go	176.0	sub-072
783	2.0	go	170.0	sub-072
784	1.0	stop	196.0	sub-072
785	1.0	go	108.0	sub-072
786	1.0	go	195.0	sub-072
787	4.0	stop	216.0	sub-072
788	1.0	go	34.0	sub-072
789	0.5	stop	88.0	sub-072
790	2.0	go	195.0	sub-072
791	2.0	stop	162.0	sub-072
792	1.0	go	170.0	sub-072
793	2.0	stop	88.0	sub-072
794	4.0	go	176.0	sub-072
795	4.0	go	245.0	sub-072
716	4.0	stop	162.0	sub-65
717	2.0	go	245.0	sub-65
718	1.0	stop	44.0	sub-65
719	2.0	go	170.0	sub-65
720	2.0	stop	88.0	sub-65
721	4.0	stop	98.0	sub-65
722	2.0	stop	117.0	sub-65
723	2.0	stop	136.0	sub-65
724	0.5	stop	117.0	sub-65
725	0.5	stop	132.0	sub-65
726	0.5	stop	147.0	sub-65
727	4.0	stop	136.0	sub-65
728	0.5	go	324.0	sub-65
729	1.0	go	220.0	sub-65
730	1.0	go	204.0	sub-65
731	2.0	stop	98.0	sub-65
732	4.0	go	324.0	sub-65
733	4.0	go	204.0	sub-65
734	0.5	stop	108.0	sub-65
735	0.5	go	234.0	sub-65
736	0.5	stop	147.0	sub-65
737	1.0	stop	156.0	sub-65
738	1.0	go	245.0	sub-65
739	2.0	go	234.0	sub-65
740	1.0	go	220.0	sub-65
741	1.0	stop	117.0	sub-65
742	0.5	stop	88.0	sub-65
743	4.0	stop	44.0	sub-65
744	0.5	go	294.0	sub-65
745	1.0	stop	98.0	sub-65
746	1.0	go	156.0	sub-65
747	1.0	stop	68.0	sub-65
748	0.5	stop	68.0	sub-65
749	1.0	go	245.0	sub-65
750	4.0	go	264.0	sub-65
751	2.0	go	245.0	sub-65
752	1.0	stop	68.0	sub-65
753	0.5	go	216.0	sub-65
754	4.0	go	324.0	sub-65
755	0.5	go	234.0	sub-65
756	4.0	stop	88.0	sub-65
757	1.0	stop	147.0	sub-65
758	0.5	go	204.0	sub-65
759	2.0	go	176.0	sub-65
760	0.5	stop	78.0	sub-65
761	4.0	stop	68.0	sub-65
762	2.0	go	204.0	sub-65
763	4.0	go	264.0	sub-65
764	1.0	go	270.0	sub-65
765	2.0	stop	108.0	sub-65
766	4.0	stop	78.0	sub-65
767	2.0	go	176.0	sub-65
768	2.0	stop	132.0	sub-65
769	1.0	stop	132.0	sub-65
770	0.5	go	204.0	sub-65
771	4.0	go	234.0	sub-65
772	4.0	go	156.0	sub-65
773	2.0	go	162.0	sub-65
774	1.0	stop	108.0	sub-65
775	2.0	go	162.0	sub-65
776	0.5	go	264.0	sub-65
777	2.0	go	195.0	sub-65
778	0.5	stop	102.0	sub-65
779	4.0	stop	98.0	sub-65
780	2.0	stop	102.0	sub-65
781	4.0	stop	108.0	sub-65
782	0.5	go	245.0	sub-65
783	4.0	go	204.0	sub-65
784	1.0	go	204.0	sub-65
785	4.0	go	245.0	sub-65
786	1.0	go	108.0	sub-65
787	0.5	go	264.0	sub-65
788	4.0	go	147.0	sub-65
789	1.0	go	195.0	sub-65
790	2.0	stop	78.0	sub-65
791	2.0	stop	270.0	sub-65
792	4.0	stop	234.0	sub-65
793	0.5	stop	324.0	sub-65
794	1.0	stop	162.0	sub-65
795	2.0	stop	147.0	sub-65
716	2.0	stop	264.0	sub-64
717	2.0	go	0.0	sub-64
718	4.0	go	294.0	sub-64
719	1.0	stop	98.0	sub-64
720	0.5	go	44.0	sub-64
721	0.5	stop	49.0	sub-64
722	2.0	go	196.0	sub-64
723	1.0	go	88.0	sub-64
724	2.0	go	170.0	sub-64
725	4.0	go	195.0	sub-64
726	0.5	go	294.0	sub-64
727	4.0	go	34.0	sub-64
728	4.0	stop	49.0	sub-64
729	0.5	go	34.0	sub-64
730	4.0	go	132.0	sub-64
731	1.0	stop	117.0	sub-64
732	2.0	go	220.0	sub-64
733	2.0	stop	136.0	sub-64
734	1.0	go	234.0	sub-64
735	1.0	stop	204.0	sub-64
736	1.0	stop	294.0	sub-64
737	2.0	go	39.0	sub-64
738	2.0	stop	98.0	sub-64
739	0.5	go	34.0	sub-64
740	1.0	stop	264.0	sub-64
741	4.0	stop	49.0	sub-64
742	1.0	go	245.0	sub-64
743	2.0	stop	204.0	sub-64
744	2.0	go	216.0	sub-64
745	0.5	stop	264.0	sub-64
746	4.0	stop	234.0	sub-64
747	4.0	stop	78.0	sub-64
748	4.0	stop	34.0	sub-64
749	0.5	go	234.0	sub-64
750	4.0	go	195.0	sub-64
751	2.0	go	34.0	sub-64
752	0.5	stop	132.0	sub-64
753	0.5	stop	195.0	sub-64
754	4.0	stop	88.0	sub-64
755	4.0	go	264.0	sub-64
756	1.0	stop	234.0	sub-64
757	4.0	stop	264.0	sub-64
758	0.5	stop	270.0	sub-64
759	0.5	go	108.0	sub-64
760	0.5	stop	170.0	sub-64
761	2.0	stop	324.0	sub-64
762	0.5	stop	102.0	sub-64
763	2.0	go	245.0	sub-64
764	4.0	stop	162.0	sub-64
765	1.0	go	102.0	sub-64
766	2.0	go	54.0	sub-64
767	0.5	go	132.0	sub-64
768	0.5	stop	147.0	sub-64
769	1.0	stop	54.0	sub-64
770	4.0	stop	108.0	sub-64
771	4.0	go	162.0	sub-64
772	2.0	stop	270.0	sub-64
773	0.5	stop	117.0	sub-64
774	4.0	go	34.0	sub-64
775	1.0	stop	136.0	sub-64
776	1.0	go	270.0	sub-64
777	2.0	stop	132.0	sub-64
778	2.0	go	234.0	sub-64
779	1.0	go	88.0	sub-64
780	1.0	stop	216.0	sub-64
781	0.5	go	98.0	sub-64
782	4.0	stop	68.0	sub-64
783	2.0	stop	294.0	sub-64
784	0.5	go	117.0	sub-64
785	4.0	go	162.0	sub-64
786	1.0	go	78.0	sub-64
787	1.0	go	49.0	sub-64
788	1.0	go	54.0	sub-64
789	2.0	stop	156.0	sub-64
790	0.5	stop	108.0	sub-64
791	2.0	stop	234.0	sub-64
792	4.0	go	147.0	sub-64
793	1.0	go	68.0	sub-64
794	0.5	go	270.0	sub-64
795	1.0	stop	264.0	sub-64
716	2.0	stop	0.0	sub-78
717	4.0	go	176.0	sub-78
718	1.0	go	170.0	sub-78
719	1.0	go	176.0	sub-78
720	4.0	stop	39.0	sub-78
721	2.0	stop	88.0	sub-78
722	1.0	stop	264.0	sub-78
723	4.0	go	216.0	sub-78
724	2.0	go	117.0	sub-78
725	1.0	go	98.0	sub-78
726	2.0	stop	54.0	sub-78
727	0.5	go	102.0	sub-78
728	0.5	go	98.0	sub-78
729	0.5	stop	132.0	sub-78
730	4.0	stop	170.0	sub-78
731	0.5	stop	102.0	sub-78
732	4.0	stop	176.0	sub-78
733	0.5	go	216.0	sub-78
734	2.0	go	162.0	sub-78
735	4.0	stop	44.0	sub-78
736	0.5	stop	196.0	sub-78
737	2.0	go	147.0	sub-78
738	2.0	go	136.0	sub-78
739	1.0	go	196.0	sub-78
740	1.0	stop	196.0	sub-78
741	4.0	go	234.0	sub-78
742	2.0	stop	147.0	sub-78
743	0.5	go	132.0	sub-78
744	0.5	go	117.0	sub-78
745	0.5	go	88.0	sub-78
746	2.0	stop	216.0	sub-78
747	0.5	go	196.0	sub-78
748	2.0	go	102.0	sub-78
749	2.0	stop	132.0	sub-78
750	4.0	go	68.0	sub-78
751	4.0	stop	156.0	sub-78
752	1.0	stop	162.0	sub-78
753	1.0	go	216.0	sub-78
754	1.0	go	156.0	sub-78
755	1.0	stop	117.0	sub-78
756	4.0	stop	294.0	sub-78
757	0.5	go	162.0	sub-78
758	4.0	stop	196.0	sub-78
759	4.0	go	176.0	sub-78
760	4.0	stop	216.0	sub-78
761	2.0	go	162.0	sub-78
762	4.0	go	162.0	sub-78
763	1.0	stop	136.0	sub-78
764	1.0	stop	98.0	sub-78
765	2.0	go	176.0	sub-78
766	4.0	go	196.0	sub-78
767	1.0	stop	68.0	sub-78
768	2.0	stop	68.0	sub-78
769	4.0	stop	108.0	sub-78
770	0.5	stop	245.0	sub-78
771	2.0	stop	156.0	sub-78
772	4.0	go	68.0	sub-78
773	1.0	stop	54.0	sub-78
774	0.5	stop	204.0	sub-78
775	2.0	go	44.0	sub-78
776	2.0	stop	117.0	sub-78
777	4.0	go	98.0	sub-78
778	4.0	go	78.0	sub-78
779	4.0	stop	102.0	sub-78
780	0.5	stop	264.0	sub-78
781	0.5	stop	234.0	sub-78
782	1.0	stop	176.0	sub-78
783	0.5	stop	195.0	sub-78
784	1.0	go	117.0	sub-78
785	2.0	stop	98.0	sub-78
786	0.5	stop	216.0	sub-78
787	2.0	go	156.0	sub-78
788	0.5	go	136.0	sub-78
789	1.0	go	176.0	sub-78
790	0.5	go	156.0	sub-78
791	2.0	go	98.0	sub-78
792	0.5	stop	270.0	sub-78
793	1.0	go	162.0	sub-78
794	1.0	go	170.0	sub-78
795	1.0	stop	195.0	sub-78
716	1.0	go	0.0	sub-79
717	1.0	stop	147.0	sub-79
718	2.0	stop	88.0	sub-79
719	2.0	go	195.0	sub-79
720	4.0	stop	170.0	sub-79
721	1.0	stop	204.0	sub-79
722	0.5	go	49.0	sub-79
723	4.0	go	117.0	sub-79
724	4.0	go	170.0	sub-79
725	2.0	go	220.0	sub-79
726	0.5	stop	39.0	sub-79
727	2.0	go	54.0	sub-79
728	0.5	go	88.0	sub-79
729	4.0	go	216.0	sub-79
730	0.5	stop	98.0	sub-79
731	1.0	stop	270.0	sub-79
732	1.0	stop	270.0	sub-79
733	1.0	stop	234.0	sub-79
734	0.5	go	108.0	sub-79
735	2.0	stop	44.0	sub-79
736	0.5	go	136.0	sub-79
737	1.0	stop	245.0	sub-79
738	1.0	go	108.0	sub-79
739	1.0	stop	220.0	sub-79
740	1.0	stop	204.0	sub-79
741	2.0	stop	34.0	sub-79
742	1.0	go	98.0	sub-79
743	2.0	stop	54.0	sub-79
744	1.0	go	132.0	sub-79
745	4.0	stop	147.0	sub-79
746	4.0	stop	216.0	sub-79
747	2.0	go	98.0	sub-79
748	1.0	go	176.0	sub-79
749	0.5	stop	78.0	sub-79
750	2.0	go	102.0	sub-79
751	1.0	stop	234.0	sub-79
752	0.5	stop	49.0	sub-79
753	0.5	go	176.0	sub-79
754	4.0	stop	195.0	sub-79
755	1.0	go	136.0	sub-79
756	1.0	go	162.0	sub-79
757	1.0	go	170.0	sub-79
758	2.0	stop	49.0	sub-79
759	0.5	go	162.0	sub-79
760	2.0	go	68.0	sub-79
761	2.0	stop	54.0	sub-79
762	1.0	go	195.0	sub-79
763	4.0	go	204.0	sub-79
764	0.5	stop	132.0	sub-79
765	2.0	stop	98.0	sub-79
766	2.0	stop	78.0	sub-79
767	4.0	go	132.0	sub-79
768	0.5	go	117.0	sub-79
769	0.5	stop	162.0	sub-79
770	4.0	stop	176.0	sub-79
771	4.0	stop	216.0	sub-79
772	0.5	stop	88.0	sub-79
773	0.5	go	170.0	sub-79
774	0.5	stop	68.0	sub-79
775	2.0	stop	78.0	sub-79
776	1.0	go	117.0	sub-79
777	4.0	stop	264.0	sub-79
778	2.0	go	196.0	sub-79
779	4.0	go	156.0	sub-79
780	1.0	stop	264.0	sub-79
781	0.5	stop	136.0	sub-79
782	4.0	stop	196.0	sub-79
783	4.0	stop	204.0	sub-79
