	auctionStimValue	auctionCondition	chosenAuctionAmount	subcode
778	1.0	stop	136.0	sub-66
779	0.5	stop	136.0	sub-66
780	0.5	go	162.0	sub-66
781	1.0	stop	156.0	sub-66
782	2.0	go	147.0	sub-66
783	2.0	stop	162.0	sub-66
784	0.5	go	176.0	sub-66
785	2.0	go	162.0	sub-66
786	1.0	stop	162.0	sub-66
787	0.5	go	162.0	sub-66
788	4.0	go	176.0	sub-66
789	0.5	go	136.0	sub-66
790	2.0	stop	156.0	sub-66
791	4.0	go	132.0	sub-66
792	0.5	go	132.0	sub-66
793	1.0	go	132.0	sub-66
794	2.0	stop	136.0	sub-66
795	1.0	stop	136.0	sub-66
716	4.0	go	0.0	sub-67
717	4.0	go	220.0	sub-67
718	0.5	go	34.0	sub-67
719	1.0	go	78.0	sub-67
720	1.0	stop	132.0	sub-67
721	0.5	stop	102.0	sub-67
722	2.0	go	44.0	sub-67
723	4.0	stop	234.0	sub-67
724	2.0	stop	204.0	sub-67
725	0.5	go	0.0	sub-67
726	1.0	go	49.0	sub-67
727	0.5	go	108.0	sub-67
728	4.0	stop	294.0	sub-67
729	4.0	stop	264.0	sub-67
730	0.5	go	98.0	sub-67
731	0.5	stop	136.0	sub-67
732	0.5	go	117.0	sub-67
733	2.0	stop	147.0	sub-67
734	2.0	go	34.0	sub-67
735	4.0	stop	204.0	sub-67
736	2.0	stop	156.0	sub-67
737	0.5	stop	88.0	sub-67
738	4.0	stop	234.0	sub-67
739	1.0	go	132.0	sub-67
740	2.0	go	147.0	sub-67
741	1.0	stop	54.0	sub-67
742	4.0	go	196.0	sub-67
743	1.0	go	108.0	sub-67
744	2.0	go	162.0	sub-67
745	0.5	stop	98.0	sub-67
746	2.0	go	147.0	sub-67
747	1.0	stop	39.0	sub-67
748	4.0	go	170.0	sub-67
749	1.0	stop	54.0	sub-67
750	1.0	go	44.0	sub-67
751	4.0	go	170.0	sub-67
752	1.0	stop	68.0	sub-67
753	2.0	stop	136.0	sub-67
754	0.5	stop	108.0	sub-67
755	1.0	stop	68.0	sub-67
756	0.5	go	88.0	sub-67
757	1.0	stop	98.0	sub-67
758	1.0	go	49.0	sub-67
759	4.0	stop	324.0	sub-67
760	1.0	go	39.0	sub-67
761	2.0	stop	132.0	sub-67
762	4.0	stop	294.0	sub-67
763	0.5	stop	117.0	sub-67
764	1.0	stop	78.0	sub-67
765	1.0	stop	147.0	sub-67
766	2.0	go	136.0	sub-67
767	0.5	go	88.0	sub-67
768	1.0	stop	44.0	sub-67
769	1.0	go	68.0	sub-67
770	0.5	go	78.0	sub-67
771	2.0	stop	162.0	sub-67
772	4.0	go	176.0	sub-67
773	2.0	go	176.0	sub-67
774	1.0	go	54.0	sub-67
775	4.0	stop	264.0	sub-67
776	2.0	go	117.0	sub-67
777	4.0	go	216.0	sub-67
778	4.0	stop	204.0	sub-67
779	0.5	stop	108.0	sub-67
780	2.0	stop	132.0	sub-67
781	4.0	go	196.0	sub-67
782	0.5	go	49.0	sub-67
783	2.0	go	216.0	sub-67
784	0.5	stop	147.0	sub-67
785	4.0	go	117.0	sub-67
786	2.0	stop	117.0	sub-67
787	0.5	stop	117.0	sub-67
788	0.5	go	34.0	sub-67
789	2.0	go	156.0	sub-67
790	0.5	stop	132.0	sub-67
791	4.0	stop	270.0	sub-67
792	2.0	stop	162.0	sub-67
793	1.0	go	34.0	sub-67
794	4.0	go	156.0	sub-67
795	2.0	stop	147.0	sub-67
716	2.0	stop	0.0	sub-52
717	0.5	stop	245.0	sub-52
718	0.5	go	88.0	sub-52
719	1.0	go	170.0	sub-52
720	0.5	stop	44.0	sub-52
721	2.0	go	204.0	sub-52
722	4.0	go	264.0	sub-52
723	1.0	go	162.0	sub-52
724	1.0	stop	195.0	sub-52
725	4.0	go	324.0	sub-52
726	0.5	stop	34.0	sub-52
727	0.5	go	49.0	sub-52
728	4.0	stop	264.0	sub-52
729	2.0	go	234.0	sub-52
730	4.0	go	324.0	sub-52
731	2.0	go	220.0	sub-52
732	1.0	go	176.0	sub-52
733	1.0	stop	220.0	sub-52
734	2.0	go	324.0	sub-52
735	4.0	go	204.0	sub-52
736	4.0	stop	204.0	sub-52
737	4.0	stop	294.0	sub-52
738	1.0	go	196.0	sub-52
739	2.0	go	245.0	sub-52
740	0.5	stop	270.0	sub-52
741	4.0	go	294.0	sub-52
742	2.0	stop	245.0	sub-52
743	2.0	stop	98.0	sub-52
744	4.0	stop	204.0	sub-52
745	2.0	stop	54.0	sub-52
746	2.0	go	220.0	sub-52
747	2.0	stop	44.0	sub-52
748	1.0	go	196.0	sub-52
749	0.5	go	34.0	sub-52
750	0.5	go	54.0	sub-52
751	4.0	stop	234.0	sub-52
752	0.5	go	44.0	sub-52
753	1.0	go	220.0	sub-52
754	0.5	go	49.0	sub-52
755	2.0	stop	39.0	sub-52
756	1.0	stop	162.0	sub-52
757	1.0	stop	294.0	sub-52
758	2.0	go	196.0	sub-52
759	4.0	go	264.0	sub-52
760	2.0	go	195.0	sub-52
761	4.0	go	204.0	sub-52
762	2.0	stop	44.0	sub-52
763	4.0	stop	264.0	sub-52
764	1.0	stop	270.0	sub-52
765	1.0	go	234.0	sub-52
766	1.0	stop	176.0	sub-52
767	4.0	go	234.0	sub-52
768	1.0	go	162.0	sub-52
769	4.0	stop	324.0	sub-52
770	0.5	stop	49.0	sub-52
771	1.0	stop	117.0	sub-52
772	4.0	go	294.0	sub-52
773	4.0	stop	324.0	sub-52
774	0.5	stop	68.0	sub-52
775	1.0	stop	136.0	sub-52
776	0.5	go	39.0	sub-52
777	0.5	go	34.0	sub-52
778	0.5	go	39.0	sub-52
779	0.5	stop	54.0	sub-52
780	2.0	stop	195.0	sub-52
781	0.5	stop	78.0	sub-52
782	1.0	stop	196.0	sub-52
783	0.5	stop	88.0	sub-52
784	4.0	go	234.0	sub-52
785	4.0	stop	234.0	sub-52
786	2.0	go	204.0	sub-52
787	1.0	go	170.0	sub-52
788	0.5	go	216.0	sub-52
789	2.0	stop	68.0	sub-52
790	1.0	go	195.0	sub-52
791	0.5	stop	39.0	sub-52
792	4.0	stop	294.0	sub-52
793	2.0	stop	54.0	sub-52
794	1.0	stop	204.0	sub-52
795	2.0	go	270.0	sub-52
