,int_param,cohensd_int,int_pval,int_pval_ez,int_pval_simple,cohensd_int_simple
0,2.26742878737133,1.7117608868759098,0.09865687139560132,0.057473098497139226,0.02808421343689729,0.1756756885720208
0,1.457098520376963,0.2867134956882503,0.0692460711067653,0.13655761922793755,0.05393524149292206,0.1541090133704373
0,4.458275166827955,0.21237238961803206,0.0008581066414922747,0.00515302717188508,0.0011704705134356961,0.2782766423972074
0,1.8669777850171845,0.18463671618114613,0.4019480010770137,0.39510421816486496,0.38930920685447823,0.06875262150001023
0,3.0971539894732185,0.2272719960152919,0.10343068921550774,0.1970355178767389,0.09867931320871652,0.14106146724291327
0,2.980530794106876,0.11246858829879428,0.3790857257732809,0.4209168050905421,0.3763014444705105,0.0755113464416525
0,3.9038683481969585,0.8225864174411707,6.480784669576625e-05,0.0002245213203669858,1.242155905486023e-05,0.3761115087853113
0,3.0970391472498884,0.0740823440758598,0.010082165902425966,0.0402387646852073,0.0073233761004432765,0.21472866083250755
0,3.0387262683831326,0.5124060535260085,0.014401366791124044,0.053557262725414806,0.008846984491623952,0.22405585892784774
0,1.2553432270666611,0.4768541844393504,0.0206586802686706,0.02173915856243812,0.011476021554701229,0.2163030477135673
0,2.4322240673462225,0.024078011014297417,0.6076843906133474,0.9387318564393052,0.6044662187033967,0.04136087228450434
0,1.1987021757338805,-0.08986075337317186,0.6798088045712439,0.08719160524695313,0.6488199481779675,-0.036362523866744614
0,1.6302808420537451,0.22404530180939905,0.41921155153615375,0.21838792605863774,0.3918459164839887,0.07308091568860192
0,1.5554317234043515,0.040628694732969414,0.2934912084821501,0.6956264895442219,0.2661624212933533,0.09492336109267913
0,3.3402552709515683,0.2992843552281781,0.03668537749928912,0.08028243219146418,0.0205982692984094,0.1852475050382008
0,4.472806268928264,0.5345074056839609,0.018724635029177303,0.04805780832828661,0.0043344876231874215,0.2442964021276763
0,4.351097038781855,0.3361060522683946,0.00036558581582540916,0.0039934779645128295,0.0005887637588361617,0.27568689098500043
0,2.0338115776100216,-0.004829421812513265,0.9150657270970448,0.9780726093445712,0.915918634775576,-0.009007704940683895
0,2.8994807003639225,0.4183692680188646,0.06038074339401036,0.1207936438819605,0.03260332243122088,0.1827006208079556
0,3.1988119273887903,0.26917921381930965,0.23572475572565316,0.28445939757614425,0.2014889276835728,0.10906080758433173
0,3.403054048393498,0.4203430551110065,0.0659550522609319,0.17214480836918356,0.029997680512847364,0.17358902507735072
0,2.5319442325382533,0.1400003399079153,0.4481338572714635,0.22901346792976346,0.4409316474405989,0.06154129244016166
0,3.661170894524667,0.4679760360092004,0.0002187531012171064,0.0005835785168181027,7.712450199845581e-05,0.33969215939899633
0,3.141837698561777,0.6850863330838157,0.0005089814335837749,0.0021108694838802046,0.0001851400258322037,0.30015109078384017
0,1.4120957105654548,0.05661816138097206,0.14811793622116393,0.04912071772562216,0.12955689231785114,0.12113715874683273
0,1.303217234485349,-0.15808255806945454,0.055045751510588235,0.2865915861688461,0.054069276410397854,-0.1646262943493738
0,1.0841675593253417,0.21309115620672667,0.29818817645988066,0.4068607643552404,0.2705719241308011,0.09405189683290542
0,2.8631714301819726,0.18939384428670614,0.2434256743104885,0.19911310245288827,0.2156940588093625,0.1057037516752132
0,4.813245863015041,0.3115210089955668,0.02242405375207981,0.10560582947638864,0.01669897851270841,0.19151654651411024
0,2.4990178017798432,0.16548564866539758,0.025928993936690948,0.1070955840904076,0.02380776684080296,0.18082465970904807
0,4.417127869016756,0.6276684496713724,1.9146430891282323e-05,0.00013782569006150233,1.023225392751354e-05,0.3550222033810898
0,2.9842717442245603,0.17827408601756387,0.3762840922687559,0.6866501837164376,0.36907841598912616,0.07173583687050149
0,4.168296873879392,0.2374384486458597,0.13639367168478386,0.35870392426614445,0.11803972264383128,0.1249165706708626
0,1.1621063109764336,0.382763023796094,0.030485836266304363,0.069577955726321,0.02604417189879671,0.19031067304626686
0,2.5066280562721843,0.21859339617318865,0.25732154406965035,0.7147922895941576,0.22237229195205088,0.09748268605601497
0,4.812414315913014,0.3453465355276188,0.009778097068237993,0.0766753437295957,0.009960948607644538,0.2205487552727614
0,2.4895571919967185,0.1777172368412335,0.29514869166857616,0.0756037345824448,0.23608602022683586,0.10115287688968767
0,3.185585692660365,0.10029723664110768,0.00021922372098275093,0.0031177874417163843,0.00019067859741424018,0.3203549913027047
0,2.6905745123855795,0.1806319271135928,0.030906916097304244,0.12924760443384645,0.028363102487568136,0.18744944730520707
0,2.8768565719983834,0.26849445566979513,0.01919064158747665,0.07612441211700847,0.014517132008172609,0.2091054218534978
0,3.679478930548125,0.4307159644135412,0.006862429234801229,0.03985439958018541,0.004915644462317357,0.22526157304897615
0,1.8949120540973108,0.0881851929139404,0.35231593606144684,0.16274647889200686,0.32042430646526066,0.08480993320556451
0,4.628484540652439,0.6774141883360351,0.0003898712937470143,0.0012844192888566634,7.152460280171413e-05,0.34126045959365603
0,3.886303764465952,0.17317684555830293,0.0022246208284672567,0.004959972675172362,0.0023052456580772963,0.2611379506988974
0,3.968572336185613,0.12000254955240365,0.12898646709035047,0.10100710516285497,0.12531273830831227,0.13092125745494093
0,2.360377734142889,-0.0457216653059234,0.7211146868295664,0.486569296169512,0.7217715549099553,-0.028431999339126112
0,4.132145520330699,0.44925383811237857,0.007278588242904292,0.001065764164785164,0.003235731388927695,0.2522080945381285
0,3.1506672479696243,0.2869270258082573,0.03157690628015832,0.054096485178040214,0.025639458620469933,0.1908326855389239
0,4.111065190378372,0.358877117206974,1.0794911128866266e-06,1.13122368499194e-05,6.137426724963753e-07,0.40212880920567
0,4.107545482490362,0.043108181884876286,0.7396442796925102,0.6971179512269645,0.725599667011625,0.029947380716471274
0,4.078368445903521,0.5074649749380106,0.0024039534453582693,0.008008056185756783,0.0012208263614594075,0.2772371079948478
0,3.7689201300979867,0.334628934800282,0.007335519912128884,0.04148706892600338,0.0069674023970521535,0.2160677881976444
