	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	stopSignalOnset	EndTrialTimeStamp	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	feedbackResp.rt	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	beginningSSD	EndingSSD	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionResponse.rt	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 130
0																																																	[]	[]	[]	[]	[]	9.0	78.1156201363																																																																							2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
1	200.0	s	-200.0				0.0	0.0	0.0	2.0																																														s	1.0	0.718077898026	None	0.0	0.5	trianglemagenta.gif	go	0.37	0.500169038773	0.017307996749900002	0.718077898026	1.0	s	92.3617539406																																																								2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
2	200.0	w	200.0				0.0	1.0	1.0	8.0																																														w	1.0	0.36748290062	None	0.0	0.5	diamondblue.gif	stop	0.67	0.51510310173	0.0440800189972	0.36748290062	1.0	w	95.3651478291																																																								2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
3	-200.0	a	-200.0				0.0	2.0	2.0	3.0																																														a	1.0	0.43422603607199994	None	0.0	2.0	squaregray.gif	stop	0.0	0.514620065689	0.044666051864599994	0.43422603607199994	1.0	a	98.3685588837																																																								2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
4	-200.0	a	-200.0				0.0	3.0	3.0	7.0																																														a	1.0	0.46773481369	None	0.0	4.0	linecyan.gif	go	0.0	0.514469146729	0.0221149921417	0.46773481369	1.0	a	101.371257782																																																								2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
5	200.0	w	200.0				0.0	4.0	4.0	0.0																																														w	1.0	0.485095977783	None	0.0	4.0	hexagonwhite.gif	stop	4.08	0.515114068985	0.041579961776699995	0.485095977783	1.0	w	104.374832869																																																								2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
6	-200.0	q	200.0				0.0	5.0	5.0	9.0																																														q	1.0	0.384427070618	None	0.0	4.0	hexagonwhite.gif	stop	3.87	0.51492190361	0.0008978843688960001	0.384427070618	1.0	q	107.37814688700001																																																								2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
7	200.0	s	-200.0				0.0	6.0	6.0	6.0																																														s	1.0	0.333741903305	None	0.0	2.0	invertedtriangleorange.gif	go	2.23	0.51557803154	0.0122539997101	0.333741903305	1.0	s	110.381582975																																																								2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
8	200.0	w	200.0				0.0	7.0	7.0	4.0																																														w	1.0	0.38406586647	None	0.0	2.0	squaregray.gif	stop	2.19	0.514957904816	0.0009279251098630001	0.38406586647	1.0	w	113.385146856																																																								2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
9	-200.0	q	200.0				0.0	8.0	8.0	5.0																																														q	1.0	0.351015090942	None	0.0	0.5	trianglemagenta.gif	go	0.67	0.514724969864	0.0009589195251460001	0.351015090942	1.0	q	116.388089895																																																								2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
10	-200.0	q	200.0				0.0	9.0	9.0	1.0																																														q	1.0	0.334236860275	None	0.0	2.0	squaregray.gif	stop	0.0	0.515160799026	0.0011389255523699998	0.334236860275	1.0	q	119.391418934																																																								2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
11				m	0.0	200.0										0.0	0.0	0.0	1.0																																																				171.468287945	stop	diamondblue.gif	stop	0.5	m	1.0	0.618407964706	None	0.0	0.0015451908111600002	0.513185024261	0.763430118561	174.469712973																																										2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
12				m	0.0	200.0										0.0	1.0	1.0	1.0																																																				174.47015190099998	go	linecyan.gif	go	4.0	m	1.0	0.467651128769	None	0.0	0.0009520053863530001	0.515564918518		177.472730875																																										2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
13				z	0.0	-200.0										1.0	0.0	2.0	0.0																																																				177.473090887	stop	squaregray.gif	stop	2.0	z	1.0	0.667673826218	None	0.0	0.000951051712036	0.515986919403	0.766340970993	180.476113796																																										2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
14				z	0.0	-200.0										1.0	1.0	3.0	0.0																																																				180.476472855	stop	diamondblue.gif	stop	0.5	z	1.0	0.617841005325	None	0.0	0.0009629726409910001	0.515803813934	0.766269922256	183.479519844																																										2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
15				z	0.0	-200.0										2.0	0.0	4.0	0.0																																																				183.479908943	stop	hexagonwhite.gif	stop	4.0	z	1.0	0.601180076599	None	0.0	0.00108504295349	0.515788078308	0.76601099968	186.48290896400002																																										2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
16				z	0.0	-200.0										2.0	1.0	5.0	0.0																																																				186.483270884	go	linecyan.gif	go	4.0	None	0.0		None	0.0	0.000949144363403	0.5156891345979999		189.48688197099997																																										2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
17				m	0.0	200.0										3.0	0.0	6.0	1.0																																																				189.487290859	go	trianglemagenta.gif	go	0.5	m	1.0	0.7515082359309999	None	0.0	0.000978946685791	0.514804840088		192.489501953																																										2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
18				z	0.0	-200.0										3.0	1.0	7.0	0.0																																																				192.48986697200002	go	linecyan.gif	go	4.0	None	0.0		None	0.0	0.0010049343109099999	0.515855073929		195.49285292599998																																										2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
19				m	0.0	200.0										4.0	0.0	8.0	1.0																																																				195.49321484599997	stop	hexagonwhite.gif	stop	4.0	m	1.0	0.734879016876	None	0.0	0.0009729862213130002	0.5158729553220001	0.7663788795469999	198.496634007																																										2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
20				m	0.0	200.0										4.0	1.0	9.0	1.0																																																				198.497049809	stop	squaregray.gif	stop	2.0	m	1.0	0.701135158539	None	0.0	0.0009570121765139998	0.515283107758	0.7658660411830001	201.499625921																																										2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
21																																																																																					9.0	56.990738153500004																																								2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
22																																																						9.0	6.65742516518																																																																							2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
23	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																													w	1.0	0.834726810455	None	0.0	2.0	invertedtriangleorange.gif	go																								2.16	0.514117002487	0.0009248256683350001	0.834726810455	1.0	w	268.358704805																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
24	-200.0	q	200.0																	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0																													q	1.0	0.367548942566	None	0.0	4.0	linecyan.gif	go																								3.91	0.5136299133300001	0.000926971435547	0.367548942566	1.0	q	271.36181879																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
25	200.0	s	-200.0																	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0																													s	1.0	0.350723981857	None	0.0	2.0	invertedtriangleorange.gif	go																								1.81	0.514353990555	0.0009601116180419999	0.350723981857	1.0	s	274.364980936																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
26	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0																													a	1.0	0.334416151047	None	0.0	0.5	trianglemagenta.gif	go																								0.39	0.514132022858	0.0009520053863530001	0.334416151047	1.0	a	277.36835098299997																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
27	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0																													w	1.0	0.38387298584	None	0.0	0.5	trianglemagenta.gif	go																								0.3	0.514420032501	0.0009751319885249999	0.38387298584	1.0	w	280.371703863																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
28	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	1.0	1.0	5.0	3.0																													a	1.0	0.35093188285800003	None	0.0	1.0	crossyellow.gif	go																								1.11	0.514506101608	0.00700807571411	0.350931882858	1.0	a	283.375110865																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
29	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	1.0	2.0	6.0	3.0																													a	1.0	0.417950868607	None	0.0	4.0	linecyan.gif	go																								4.17	0.51443696022	0.0008859634399410001	0.417950868607	1.0	a	286.378579855																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
30	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	3.0	7.0	0.0																													w	1.0	0.5008330345149999	None	0.0	2.0	invertedtriangleorange.gif	go																								0.0	0.5140080451969999	0.000900030136108	0.500833034515	1.0	w	289.38176679599997																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
31	200.0	s	-200.0																	0.0	0.0	0.0	0.0	2.0	0.0	8.0	2.0																													s	1.0	0.41743612289399995	None	0.0	2.0	invertedtriangleorange.gif	go																								1.88	0.51435303688	0.0009059906005860001	0.417436122894	1.0	s	292.385113955																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
32	200.0	w	200.0																	0.0	0.0	0.0	0.0	2.0	1.0	9.0	0.0																													w	1.0	0.40084695816	None	0.0	2.0	invertedtriangleorange.gif	go																								0.0	0.514308929443	0.00094199180603	0.40084695816	1.0	w	295.388863802																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
33	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	2.0	10.0	3.0																													a	1.0	0.317359924316	None	0.0	2.0	invertedtriangleorange.gif	go																								1.96	0.513361930847	0.0010008811950700002	0.317359924316	1.0	a	298.391935825																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
34	200.0	s	-200.0																	0.0	0.0	0.0	0.0	2.0	3.0	11.0	2.0																													s	1.0	0.334714889526	None	0.0	2.0	invertedtriangleorange.gif	go																								1.93	0.514055013657	0.00090503692627	0.334714889526	1.0	s	301.39517784099996																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
35	200.0	s	-200.0																	0.0	0.0	0.0	0.0	3.0	0.0	12.0	2.0																													s	1.0	0.367653131485	None	0.0	1.0	crossyellow.gif	go																								1.25	0.514246940613	0.0009059906005860001	0.367653131485	1.0	s	304.398599863																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
36	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	3.0	1.0	13.0	3.0																													a	1.0	0.36816596984899996	None	0.0	0.5	diamondblue.gif	stop																								0.34	0.5141859054569999	0.0009019374847410001	0.368165969849	1.0	a	307.402070999																																	2015_Jul_06_1004	59.7029304128	LearningTask	1	55	
