	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	feedbackResp.keys	feedbackResp.corr	feedbackResp.rt	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	resp.rt	secondPracComputedRewardOutput	secondPracLearningStimOnset	secondPracLearningFixOnset	secondPracPresentationRT	secondPracPresentationAcc	secondPracPresentationResp	secondPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	stopSignalOnset	EndTrialTimeStamp	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionResponse.rt	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 131
23	200.0	s	-200.0																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0																													s	1.0	None	0.0		1.0	squaregray.gif	go								0.618134021759																								0.0	0.508081912994	0.0013308525085399998	0.618134021759	1.0	s	293.787405014																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
24	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0																													w	1.0	None	0.0		0.5	linecyan.gif	stop								0.51767206192																								0.0	0.514042139053	0.0009012222290039999	0.51767206192	1.0	w	296.790364981																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
25	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0																													w	1.0	None	0.0		2.0	circlewhite.gif	stop								0.43377208709700005																								0.0	0.514477014542	0.0009169578552250001	0.43377208709700005	1.0	w	299.793761969																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
26	-200.0	q	200.0																	0.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0																													q	1.0	None	0.0		0.5	hexagongreen.gif	go								0.48433709144599996																								0.46	0.5141119956970001	0.000907897949219	0.48433709144599996	1.0	q	302.797137976																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
27	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0																													w	1.0	None	0.0		1.0	triangleorange.gif	stop								0.434278011322																								0.0	0.513828039169	0.00108194351196	0.434278011322	1.0	w	305.800670862																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
28	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	1.0	5.0	2.0																													s	1.0	None	0.0		4.0	crossblue.gif	stop								0.434487104416																								3.79	0.5138151645660001	0.0009150505065920001	0.434487104416	1.0	s	308.803885937																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
29	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	2.0	6.0	0.0																													w	1.0	None	0.0		1.0	triangleorange.gif	stop								0.534539937973																								1.17	0.514227867126	0.000930070877075	0.534539937973	1.0	w	311.806962967																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
30	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	1.0	3.0	7.0	3.0																													a	1.0	None	0.0		0.5	linecyan.gif	stop								0.48436498642																								0.62	0.51429605484	0.000970125198364	0.48436498642	1.0	a	314.810956955																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
31	200.0	s	-200.0																	0.0	0.0	0.0	0.0	2.0	0.0	8.0	2.0																													s	1.0	None	0.0		4.0	diamondmagenta.gif	go								0.46753787994400003																								3.86	0.513837099075	0.00101804733276	0.46753787994400003	1.0	s	317.813838005																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
32	200.0	w	200.0																	0.0	0.0	0.0	0.0	2.0	1.0	9.0	0.0																													w	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.46761798858599996																								1.78	0.51442193985	0.00089693069458	0.46761798858599996	1.0	w	320.817178965																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
33	-200.0	q	200.0																	0.0	0.0	0.0	0.0	2.0	2.0	10.0	1.0																													q	1.0	None	0.0		1.0	triangleorange.gif	stop								0.467600107193																								0.95	0.51429104805	0.0009760856628420001	0.467600107193	1.0	q	323.82071495099996																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
34	-200.0	q	200.0																	0.0	0.0	0.0	0.0	2.0	3.0	11.0	1.0																													q	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.584197998047																								1.8	0.514061927795	0.0009148120880130001	0.584197998047	1.0	q	326.824019909																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
35	200.0	s	-200.0																	0.0	0.0	0.0	0.0	3.0	0.0	12.0	2.0																													s	1.0	None	0.0		0.5	linecyan.gif	stop								0.46778321266199996																								0.51	0.514379024506	0.00108504295349	0.46778321266199996	1.0	s	329.827610016																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
36	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	3.0	1.0	13.0	3.0																													a	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.500741958618																								0.0	0.51425409317	0.00090503692627	0.500741958618	1.0	a	332.830761909																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
37	200.0	s	-200.0																	0.0	0.0	0.0	0.0	3.0	2.0	14.0	2.0																													s	1.0	None	0.0		1.0	squaregray.gif	go								0.534879922867																								0.91	0.5141999721530001	0.0009119510650630002	0.534879922867	1.0	s	335.834097862																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
38	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	3.0	15.0	1.0																													q	1.0	None	0.0		0.5	hexagongreen.gif	go								0.601066827774																								0.4	0.513848781586	0.00103282928467	0.601066827774	1.0	q	338.83762002																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
39	200.0	w	200.0																	0.0	0.0	0.0	0.0	4.0	0.0	16.0	0.0																													w	1.0	None	0.0		2.0	circlewhite.gif	stop								0.550812005997																								1.98	0.514223098755	0.0009109973907470001	0.550812005997	1.0	w	341.840801954																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
40	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	1.0	17.0	3.0																													a	1.0	None	0.0		0.5	linecyan.gif	stop								0.517771959305																								0.0	0.51420712471	0.000908136367798	0.517771959305	1.0	a	344.84431886699997																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
41	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	2.0	18.0	3.0																													a	1.0	None	0.0		1.0	triangleorange.gif	stop								0.483933925629																								1.25	0.514168024063	0.0009398460388180001	0.483933925629	1.0	a	347.847881079																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
42	-200.0	q	200.0																	0.0	0.0	0.0	0.0	4.0	3.0	19.0	1.0																													q	1.0	None	0.0		1.0	squaregray.gif	go								0.41788005828900004																								0.83	0.513964891434	0.000890016555786	0.41788005828900004	1.0	q	350.851054907																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
43	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	0.0	20.0	2.0																													s	1.0	None	0.0		0.5	hexagongreen.gif	go								0.6011729240420001																								0.5	0.51423406601	0.0009319782257080001	0.6011729240420001	1.0	s	353.85461807300004																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
44	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	1.0	21.0	2.0																													s	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.468086957932																								0.0	0.513819932938	0.0009210109710689999	0.468086957932	1.0	s	356.857835054																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
45	200.0	w	200.0																	0.0	0.0	0.0	0.0	5.0	2.0	22.0	0.0																													w	1.0	None	0.0		4.0	crossblue.gif	stop								0.517832994461																								4.22	0.5143229961399999	0.00089693069458	0.517832994461	1.0	w	359.861047029																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
46	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	3.0	23.0	2.0																													s	1.0	None	0.0		4.0	diamondmagenta.gif	go								0.417522907257																								3.78	0.514625072479	0.00101804733276	0.417522907257	1.0	s	362.864786863																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
47	-200.0	q	200.0																	0.0	0.0	0.0	0.0	6.0	0.0	24.0	1.0																													q	1.0	None	0.0		0.5	linecyan.gif	stop								0.517559051514																								0.34	0.51442694664	0.00089693069458	0.517559051514	1.0	q	365.868048906																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
