	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	feedbackResp.keys	feedbackResp.corr	feedbackResp.rt	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	resp.rt	secondPracComputedRewardOutput	secondPracLearningStimOnset	secondPracLearningFixOnset	secondPracPresentationRT	secondPracPresentationAcc	secondPracPresentationResp	secondPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	stopSignalOnset	EndTrialTimeStamp	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionResponse.rt	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 131
134	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	2.0	2.0	10.0	3.0																													a	1.0	None	0.0		1.0	squaregray.gif	go								0.434240102768																								0.9	0.513673067093	0.0008990764617919999	0.434240102768	1.0	a	652.106215																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
135	200.0	w	200.0																	1.0	0.0	1.0	0.0	2.0	3.0	11.0	0.0																													w	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.517663002014																								2.14	0.5142819881440001	0.0009031295776369999	0.517663002014	1.0	w	655.1095600130001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
136	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	3.0	0.0	12.0	3.0																													a	1.0	None	0.0		0.5	hexagongreen.gif	go								0.41771411895800004																								0.0	0.514413118362	0.00090503692627	0.41771411895800004	1.0	a	658.113133907																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
137	-200.0	q	200.0																	1.0	0.0	1.0	0.0	3.0	1.0	13.0	1.0																													q	1.0	None	0.0		0.5	hexagongreen.gif	go								0.534317016602																								0.4	0.514168977737	0.0009150505065920001	0.534317016602	1.0	q	661.116348982																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
138	-200.0	q	200.0																	1.0	0.0	1.0	0.0	3.0	2.0	14.0	1.0																													q	1.0	None	0.0		1.0	triangleorange.gif	stop								0.53447508812																								1.06	0.514321804047	0.00104594230652	0.53447508812	1.0	q	664.119529963																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
139	200.0	s	-200.0																	1.0	0.0	1.0	0.0	3.0	3.0	15.0	2.0																													s	1.0	None	0.0		2.0	circlewhite.gif	stop								0.483898878098																								1.82	0.5146369934080001	0.000913143157959	0.483898878098	1.0	s	667.123046875																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
140	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	4.0	0.0	16.0	3.0																													a	1.0	None	0.0		1.0	squaregray.gif	go								0.40090489387500006																								0.9	0.514389038086	0.00089693069458	0.40090489387500006	1.0	a	670.126465082																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
141	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	4.0	1.0	17.0	3.0																													a	1.0	None	0.0		4.0	crossblue.gif	stop								0.43412208557099996																								3.98	0.5141119956970001	0.00104594230652	0.43412208557099996	1.0	a	673.129778862																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
142	200.0	s	-200.0																	1.0	0.0	1.0	0.0	4.0	2.0	18.0	2.0																													s	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.450589895248																								0.0	0.51450586319	0.0008978843688960001	0.450589895248	1.0	s	676.133236885																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
143	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	4.0	3.0	19.0	3.0																													a	1.0	None	0.0		4.0	crossblue.gif	stop								0.417583942413																								3.86	0.5142149925230001	0.0010859966278099998	0.417583942413	1.0	a	679.136453867																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
144	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	5.0	0.0	20.0	3.0																													a	1.0	None	0.0		1.0	squaregray.gif	go								0.467645168304																								0.0	0.5146980285639999	0.000922203063965	0.467645168304	1.0	a	682.139980078																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
145	200.0	s	-200.0																	1.0	0.0	1.0	0.0	5.0	1.0	21.0	2.0																													s	1.0	None	0.0		4.0	crossblue.gif	stop								0.401252031326																								3.96	0.514317989349	0.0008859634399410001	0.401252031326	1.0	s	685.143332005																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
146	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	5.0	2.0	22.0	3.0																													a	1.0	None	0.0		2.0	circlewhite.gif	stop								0.401191949844																								1.87	0.51438498497	0.0008978843688960001	0.401191949844	1.0	a	688.14682889																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
147	200.0	s	-200.0																	1.0	0.0	1.0	0.0	5.0	3.0	23.0	2.0																													s	1.0	None	0.0		0.5	linecyan.gif	stop								0.40079903602600003																								0.35	0.513857841492	0.000959873199463	0.40079903602600003	1.0	s	691.1503689289999																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
148	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	6.0	0.0	24.0	3.0																													a	1.0	None	0.0		0.5	hexagongreen.gif	go								0.367710828781																								0.61	0.513888120651	0.0009479522705080001	0.367710828781	1.0	a	694.1535809039999																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
149	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	6.0	1.0	25.0	3.0																													a	1.0	None	0.0		4.0	diamondmagenta.gif	go								0.40086793899499995																								4.24	0.514312982559	0.0008909702301030001	0.40086793899499995	1.0	a	697.157351017																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
150	200.0	w	200.0																	1.0	0.0	1.0	0.0	6.0	2.0	26.0	0.0																													w	1.0	None	0.0		2.0	circlewhite.gif	stop								0.667793035507																								1.76	0.513781070709	0.0008571147918700001	0.667793035507	1.0	w	700.160264015																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
151	-200.0	q	200.0																	1.0	0.0	1.0	0.0	6.0	3.0	27.0	1.0																													q	1.0	None	0.0		0.5	hexagongreen.gif	go								0.517721891403																								0.39	0.514041185379	0.000888109207153	0.517721891403	1.0	q	703.1634690760001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
152	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	7.0	0.0	28.0	3.0																													a	1.0	None	0.0		4.0	diamondmagenta.gif	go								0.45121192932099996																								0.0	0.513576030731	0.0012309551239	0.45121192932099996	1.0	a	706.1671559810001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
153	-200.0	q	200.0																	1.0	0.0	1.0	0.0	7.0	1.0	29.0	1.0																													q	1.0	None	0.0		1.0	squaregray.gif	go								0.517783880234																								0.0	0.514124155045	0.0012731552124000001	0.517783880234	1.0	q	709.1701939110001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
154	200.0	s	-200.0																	1.0	0.0	1.0	0.0	7.0	2.0	30.0	2.0																													s	1.0	None	0.0		4.0	diamondmagenta.gif	go								0.517644882202																								3.87	0.514633178711	0.00101709365845	0.517644882202	1.0	s	712.1738820080001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
155	200.0	s	-200.0																	1.0	0.0	1.0	0.0	7.0	3.0	31.0	2.0																													s	1.0	None	0.0		0.5	linecyan.gif	stop								0.48445606231700006																								0.48	0.514238834381	0.0012688636779800001	0.48445606231700006	1.0	s	715.1770970819999																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
156	200.0	s	-200.0																	1.0	0.0	1.0	0.0	8.0	0.0	32.0	2.0																													s	1.0	None	0.0		4.0	crossblue.gif	stop								0.5179209709170001																								0.0	0.51429104805	0.0012679100036600002	0.5179209709170001	1.0	s	718.181164026																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
157	-200.0	q	200.0																	1.0	0.0	1.0	0.0	8.0	1.0	33.0	1.0																													q	1.0	None	0.0		0.5	linecyan.gif	stop								0.534327983856																								0.35	0.513324975967	0.00101184844971	0.534327983856	1.0	q	721.183937073																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
158	200.0	w	200.0																	1.0	0.0	1.0	0.0	8.0	2.0	34.0	0.0																													w	1.0	None	0.0		1.0	squaregray.gif	go								0.568016052246																								1.11	0.514242887497	0.000890016555786	0.568016052246	1.0	w	724.187201977																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
159	200.0	w	200.0																	1.0	0.0	1.0	0.0	8.0	3.0	35.0	0.0																													w	1.0	None	0.0		2.0	circlewhite.gif	stop								0.600797891617																								1.97	0.51430606842	0.0013620853424100002	0.600797891617	1.0	w	727.190711975																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
160	-200.0	q	200.0																	1.0	0.0	1.0	0.0	9.0	0.0	36.0	1.0																													q	1.0	None	0.0		1.0	triangleorange.gif	stop								0.467641830444																								0.0	0.5140898227690001	0.0014138221740699999	0.467641830444	1.0	q	730.193916082																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
161	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	9.0	1.0	37.0	3.0																													a	1.0	None	0.0		1.0	squaregray.gif	go								0.484457969666																								0.83	0.514475107193	0.000877141952515	0.484457969666	1.0	a	733.1973528860001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
162	200.0	s	-200.0																	1.0	0.0	1.0	0.0	9.0	2.0	38.0	2.0																													s	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.434357881546																								1.97	0.514373064041	0.00128602981567	0.434357881546	1.0	s	736.200927973																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
163	200.0	w	200.0																	1.0	0.0	1.0	0.0	9.0	3.0	39.0	0.0																													w	1.0	None	0.0		2.0	circlewhite.gif	stop								0.467725992203																								0.0	0.514034032822	0.000902891159058	0.467725992203	1.0	w	739.204128981																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
164	200.0	s	-200.0																	1.0	0.0	1.0	0.0	10.0	0.0	40.0	2.0																													s	1.0	None	0.0		0.5	hexagongreen.gif	go								0.467997074127																								0.46	0.514290094376	0.00127601623535	0.467997074127	1.0	s	742.20758605																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
165	200.0	w	200.0																	1.0	0.0	1.0	0.0	10.0	1.0	41.0	0.0																													w	1.0	None	0.0		4.0	crossblue.gif	stop								0.417874097824																								3.82	0.514374017715	0.0009069442749019998	0.417874097824	1.0	w	745.210985899																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
166	200.0	w	200.0																	1.0	0.0	1.0	0.0	10.0	2.0	42.0	0.0																													w	1.0	None	0.0		2.0	circlewhite.gif	stop								0.46764993667599997																								2.0	0.513924837112	0.0008838176727290001	0.46764993667599997	1.0	w	748.214237928																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
167	-200.0	q	200.0																	1.0	0.0	1.0	0.0	10.0	3.0	43.0	1.0																													q	1.0	None	0.0		4.0	crossblue.gif	stop								0.5844690799710001																								0.0	0.514361143112	0.000881195068359	0.5844690799710001	1.0	q	751.217489004																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
168	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	11.0	0.0	44.0	3.0																													a	1.0	None	0.0		1.0	squaregray.gif	go								0.517581224442																								0.0	0.514442920685	0.0008909702301030001	0.517581224442	1.0	a	754.221265078																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
169	-200.0	q	200.0																	1.0	0.0	1.0	0.0	11.0	1.0	45.0	1.0																													q	1.0	None	0.0		1.0	triangleorange.gif	stop								0.584853887558																								1.24	0.5140681266780001	0.000912189483643	0.584853887558	1.0	q	757.22438693																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
170	-200.0	q	200.0																	1.0	0.0	1.0	0.0	11.0	2.0	46.0	1.0																													q	1.0	None	0.0		2.0	circlewhite.gif	stop								0.600965976715																								1.91	0.514282941818	0.000946044921875	0.600965976715	1.0	q	760.227771997																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
171	200.0	s	-200.0																	1.0	0.0	1.0	0.0	11.0	3.0	47.0	2.0																													s	1.0	None	0.0		0.5	linecyan.gif	stop								0.550802946091																								0.5	0.514348983765	0.0008838176727290001	0.550802946091	1.0	s	763.231116056																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
172	200.0	s	-200.0																	1.0	0.0	1.0	0.0	12.0	0.0	48.0	2.0																													s	1.0	None	0.0		1.0	triangleorange.gif	stop								0.48438596725500005																								0.89	0.514376163483	0.000888109207153	0.48438596725500005	1.0	s	766.2345399860001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
173	200.0	w	200.0																	1.0	0.0	1.0	0.0	12.0	1.0	49.0	0.0																													w	1.0	None	0.0		1.0	squaregray.gif	go								0.484659910202																								1.04	0.513795137405	0.000912189483643	0.484659910202	1.0	w	769.237849951																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
174	200.0	w	200.0																	1.0	0.0	1.0	0.0	12.0	2.0	50.0	0.0																													w	1.0	None	0.0		1.0	squaregray.gif	go								0.484536170959																								1.25	0.5143229961399999	0.00088095664978	0.484536170959	1.0	w	772.241241932																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
175	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	12.0	3.0	51.0	3.0																													a	1.0	None	0.0		4.0	diamondmagenta.gif	go								0.55154299736																								0.0	0.514415025711	0.0008959770202639998	0.55154299736	1.0	a	775.244920969																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
176	200.0	s	-200.0																	1.0	0.0	1.0	0.0	13.0	0.0	52.0	2.0																													s	1.0	None	0.0		0.5	linecyan.gif	stop								0.451235055923																								0.46	0.513600826263	0.0008938312530519999	0.451235055923	1.0	s	778.247958899																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
177	200.0	s	-200.0																	1.0	0.0	1.0	0.0	13.0	1.0	53.0	2.0																													s	1.0	None	0.0		4.0	crossblue.gif	stop								0.567855119705																								4.25	0.514560937881	0.0008950233459470001	0.567855119705	1.0	s	781.251410961																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
178	200.0	w	200.0																	1.0	0.0	1.0	0.0	13.0	2.0	54.0	0.0																													w	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.45113396644599996																								2.24	0.514166116714	0.000890016555786	0.45113396644599996	1.0	w	784.2550349239999																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
179	200.0	s	-200.0																	1.0	0.0	1.0	0.0	13.0	3.0	55.0	2.0																													s	1.0	None	0.0		2.0	circlewhite.gif	stop								0.43450284004199996																								0.0	0.513981103897	0.000900983810425	0.43450284004199996	1.0	s	787.258162975																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
180	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	14.0	0.0	56.0	3.0																													a	1.0	None	0.0		1.0	squaregray.gif	go								0.501412153244																								0.77	0.514117002487	0.0008769035339360002	0.501412153244	1.0	a	790.26147294																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
181	200.0	w	200.0																	1.0	0.0	1.0	0.0	14.0	1.0	57.0	0.0																													w	1.0	None	0.0		2.0	circlewhite.gif	stop								0.40081310272200005																								1.85	0.514312982559	0.0008959770202639998	0.40081310272200005	1.0	w	793.265173912																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
182	-200.0	q	200.0																	1.0	0.0	1.0	0.0	14.0	2.0	58.0	1.0																													q	1.0	None	0.0		0.5	hexagongreen.gif	go								0.534350156784																								0.47	0.513992786407	0.0008919239044189998	0.534350156784	1.0	q	796.2683460710001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
183	200.0	s	-200.0																	1.0	0.0	1.0	0.0	14.0	3.0	59.0	2.0																													s	1.0	None	0.0		1.0	triangleorange.gif	stop								0.467741012573																								0.83	0.514190196991	0.00107502937317	0.467741012573	1.0	s	799.2718598839999																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
184	200.0	s	-200.0																	1.0	0.0	1.0	0.0	15.0	0.0	60.0	2.0																													s	1.0	None	0.0		4.0	diamondmagenta.gif	go								0.501376152039																								3.8	0.51406288147	0.0009019374847410001	0.501376152039	1.0	s	802.27501893																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
185	200.0	s	-200.0																	1.0	0.0	1.0	0.0	15.0	1.0	61.0	2.0																													s	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.5344059467319999																								0.0	0.514157056808	0.00089693069458	0.5344059467319999	1.0	s	805.278378963																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
186	-200.0	q	200.0																	1.0	0.0	1.0	0.0	15.0	2.0	62.0	1.0																													q	1.0	None	0.0		1.0	squaregray.gif	go								0.651121854782																								0.98	0.513992071152	0.000977039337158	0.651121854782	1.0	q	808.281790018																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
187	-200.0	q	200.0																	1.0	0.0	1.0	0.0	15.0	3.0	63.0	1.0																													q	1.0	None	0.0		2.0	circlewhite.gif	stop								0.618008136749																								1.88	0.5141048431399999	0.0008869171142580001	0.618008136749	1.0	q	811.28518796																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
188	-200.0	q	200.0																	1.0	0.0	1.0	0.0	16.0	0.0	64.0	1.0																													q	1.0	None	0.0		4.0	crossblue.gif	stop								0.567523002625																								3.97	0.514539957047	0.000907182693481	0.567523002625	1.0	q	814.288805962																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
189	200.0	s	-200.0																	1.0	0.0	1.0	0.0	16.0	1.0	65.0	2.0																													s	1.0	None	0.0		2.0	circlewhite.gif	stop								0.48385286331200006																								2.08	0.513997793198	0.000888824462891	0.48385286331200006	1.0	s	817.291965008																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
190	200.0	w	200.0																	1.0	0.0	1.0	0.0	16.0	2.0	66.0	0.0																													w	1.0	None	0.0		4.0	diamondmagenta.gif	go								0.417929172516																								4.24	0.5141780376430001	0.0008749961853029999	0.417929172516	1.0	w	820.2952680589999																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
191	200.0	s	-200.0																	1.0	0.0	1.0	0.0	16.0	3.0	67.0	2.0																													s	1.0	None	0.0		0.5	linecyan.gif	stop								0.451101064682																								0.0	0.514255046844	0.0008840560913089999	0.451101064682	1.0	s	823.299237967																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
192	200.0	w	200.0																	1.0	0.0	1.0	0.0	17.0	0.0	68.0	0.0																													w	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.41789484024000007																								1.98	0.513406038284	0.000943899154663	0.41789484024000007	1.0	w	826.302238941																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
193	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	17.0	1.0	69.0	3.0																													a	1.0	None	0.0		0.5	linecyan.gif	stop								0.600818872452																								0.0	0.514328956604	0.00088095664978	0.600818872452	1.0	a	829.3055200580001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
194	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	17.0	2.0	70.0	3.0																													a	1.0	None	0.0		1.0	triangleorange.gif	stop								0.518313169479																								1.04	0.514093875885	0.0008838176727290001	0.518313169479	1.0	a	832.309169054																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
195	200.0	w	200.0																	1.0	0.0	1.0	0.0	17.0	3.0	71.0	0.0																													w	1.0	None	0.0		2.0	circlewhite.gif	stop								0.48433709144599996																								2.14	0.513891935349	0.000892877578735	0.48433709144599996	1.0	w	835.3121860030001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
196	-200.0	q	200.0																	1.0	0.0	1.0	0.0	18.0	0.0	72.0	1.0																													q	1.0	None	0.0		0.5	hexagongreen.gif	go								0.451423168182																								0.65	0.514277935028	0.000951051712036	0.451423168182	1.0	q	838.31555891																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
197	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	18.0	1.0	73.0	3.0																													a	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.50089597702																								1.75	0.514327049255	0.0008909702301030001	0.50089597702	1.0	a	841.31899786																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
198	200.0	s	-200.0																	1.0	0.0	1.0	0.0	18.0	2.0	74.0	2.0																													s	1.0	None	0.0		1.0	squaregray.gif	go								0.450958967209																								0.8	0.5144951343540001	0.000885009765625	0.450958967209	1.0	s	844.3222160339999																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
199	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	18.0	3.0	75.0	3.0																													a	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.383985042572																								1.96	0.514536142349	0.00108504295349	0.383985042572	1.0	a	847.325922966																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
200	200.0	w	200.0																	1.0	0.0	1.0	0.0	19.0	0.0	76.0	0.0																													w	1.0	None	0.0		1.0	triangleorange.gif	stop								0.433861017227																								0.0	0.514086961746	0.000888109207153	0.433861017227	1.0	w	850.3290550710001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
201	-200.0	q	200.0																	1.0	0.0	1.0	0.0	19.0	1.0	77.0	1.0																													q	1.0	None	0.0		1.0	triangleorange.gif	stop								0.401215076447																								0.98	0.514194965363	0.0008878707885739998	0.401215076447	1.0	q	853.332419872																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
202	-200.0	q	200.0																	1.0	0.0	1.0	0.0	19.0	2.0	78.0	1.0																													q	1.0	None	0.0		1.0	squaregray.gif	go								0.534570932388																								1.05	0.514019012451	0.0009150505065920001	0.534570932388	1.0	q	856.3358368869999																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
203	200.0	s	-200.0																	1.0	0.0	1.0	0.0	19.0	3.0	79.0	2.0																													s	1.0	None	0.0		4.0	diamondmagenta.gif	go								0.45110607147200005																								3.85	0.514236927032	0.0008780956268310002	0.45110607147200005	1.0	s	859.3392500880001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
204	200.0	s	-200.0																	1.0	0.0	1.0	0.0	20.0	0.0	80.0	2.0																													s	1.0	None	0.0		0.5	linecyan.gif	stop								0.58447098732																								0.7	0.5140779018399999	0.000934839248657	0.58447098732	1.0	s	862.342648983																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
205	-200.0	q	200.0																	1.0	0.0	1.0	0.0	20.0	1.0	81.0	1.0																													q	1.0	None	0.0		2.0	invertedtriangleyellow.gif	go								0.450993776321																								0.0	0.514059066772	0.0009150505065920001	0.450993776321	1.0	q	865.345956087																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
206	200.0	w	200.0																	1.0	0.0	1.0	0.0	20.0	2.0	82.0	0.0																													w	1.0	None	0.0		4.0	crossblue.gif	stop								0.467533111572																								0.0	0.514307975769	0.000890016555786	0.467533111572	1.0	w	868.34937191																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
207	-200.0	q	200.0																	1.0	0.0	1.0	0.0	20.0	3.0	83.0	1.0																													q	1.0	None	0.0		1.0	triangleorange.gif	stop								0.317384958267																								1.08	0.514173984528	0.000888824462891	0.317384958267	1.0	q	871.3529639239999																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
208	200.0	s	-200.0																	1.0	0.0	1.0	0.0	21.0	0.0	84.0	2.0																													s	1.0	None	0.0		4.0	crossblue.gif	stop								0.450392007828																								3.95	0.513990879059	0.000900030136108	0.450392007828	1.0	s	874.356050968																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
209	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	21.0	1.0	85.0	3.0																													a	1.0	None	0.0		4.0	diamondmagenta.gif	go								0.483793020248																								4.03	0.514512062073	0.000881910324097	0.483793020248	1.0	a	877.3594770430001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
210	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	21.0	2.0	86.0	3.0																													a	1.0	None	0.0		4.0	crossblue.gif	stop								0.551148176193																								3.8	0.514358043671	0.0008831024169919999	0.551148176193	1.0	a	880.3629610539999																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
211	-200.0	q	200.0																	1.0	0.0	1.0	0.0	21.0	3.0	87.0	1.0																													q	1.0	None	0.0		2.0	circlewhite.gif	stop								0.500803947449																								1.81	0.514218091965	0.0008981227874760001	0.500803947449	1.0	q	883.3662149910001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
212	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	22.0	0.0	88.0	3.0																													a	1.0	None	0.0		1.0	triangleorange.gif	stop								0.517782926559																								0.89	0.514326095581	0.00101208686829	0.517782926559	1.0	a	886.3694288730001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
213	200.0	w	200.0																	1.0	0.0	1.0	0.0	22.0	1.0	89.0	0.0																													w	1.0	None	0.0		2.0	circlewhite.gif	stop								0.434298992157																								1.94	0.514390945435	0.0008878707885739998	0.434298992157	1.0	w	889.373184919																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
214	-200.0	q	200.0																	1.0	0.0	1.0	0.0	22.0	2.0	90.0	1.0																													q	1.0	None	0.0		0.5	hexagongreen.gif	go								0.500806808472																								0.64	0.5142600536349999	0.0009109973907470001	0.500806808472	1.0	q	892.3763408660001																										2015_Jun_23_1140	59.9610295852	LearningTask	1	15	
