	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	EndTrialTimeStamp	stopSignalOnset	key_resp_9.rt	key_resp_3.keys	key_resp_3.rt	feedbackResp.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	beginningSSD	EndingSSD	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	auctionResponse.rt	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 131
196	200.0	w	200.0																	1.0	0.0	1.0	0.0	18.0	0.0	72.0	0.0																													w	1.0	0.517946958542	None	0.0	4.0	crossblue.gif	stop																										3.98	0.513988018036	0.0009591579437260001	0.517946958542	1.0	w	820.9216489789999																																2015_Jul_02_1354	59.89603920810001	LearningTask	1	75	
197	-200.0	q	200.0																	1.0	0.0	1.0	0.0	18.0	1.0	73.0	1.0																													q	1.0	0.33429288864100004	None	0.0	2.0	trianglemagenta.gif	go																										2.03	0.514276981354	0.0008759498596189999	0.334292888641	1.0	q	823.924760818																																2015_Jul_02_1354	59.89603920810001	LearningTask	1	75	
198	200.0	w	200.0																	1.0	0.0	1.0	0.0	18.0	2.0	74.0	0.0																													w	1.0	0.8014080524439999	None	0.0	1.0	invertedtrianglegreen.gif	go																										1.05	0.514375925064	0.000881910324097	0.801408052444	1.0	w	826.928287029																																2015_Jul_02_1354	59.89603920810001	LearningTask	1	75	
199	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	18.0	3.0	75.0	3.0																													a	1.0	0.417675018311	None	0.0	1.0	circleorange.gif	stop																										0.0	0.513676166534	0.0009720325469970001	0.417675018311	1.0	a	829.931488037																																2015_Jul_02_1354	59.89603920810001	LearningTask	1	75	
200	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	19.0	0.0	76.0	3.0																													a	1.0	0.384066104889	None	0.0	4.0	crossblue.gif	stop																										0.0	0.514359951019	0.0008749961853029999	0.901639223099	0.0	s	832.935150862	0.0	0.515470027924	0.000941038131714	0.384066104889	1.0	a	835.9385988710001																									2015_Jul_02_1354	59.89603920810001	LearningTask	1	75	
201	200.0	w	200.0																	1.0	0.0	1.0	0.0	19.0	1.0	77.0	0.0																													w	1.0	0.46744799613999993	None	0.0	1.0	invertedtrianglegreen.gif	go																										1.01	0.513730049133	0.000890016555786	0.46744799614	1.0	w	838.9415349960001																																2015_Jul_02_1354	59.89603920810001	LearningTask	1	75	
202	-200.0	q	200.0																	1.0	0.0	1.0	0.0	19.0	2.0	78.0	1.0																													q	1.0	0.317853927612	None	0.0	0.5	hexagoncyan.gif	go																										0.0	0.514406919479	0.000880002975464	0.317853927612	1.0	q	841.9447858330001																																2015_Jul_02_1354	59.89603920810001	LearningTask	1	75	
203	200.0	s	-200.0																	1.0	0.0	1.0	0.0	19.0	3.0	79.0	2.0																													s	1.0	0.35084319114699997	None	0.0	0.5	hexagoncyan.gif	go																										0.0	0.51442193985	0.00088095664978	0.350843191147	1.0	s	844.9489438530001																																2015_Jul_02_1354	59.89603920810001	LearningTask	1	75	
204	-200.0	q	200.0																	1.0	0.0	1.0	0.0	20.0	0.0	80.0	1.0																													q	1.0	0.43376493454	None	0.0	4.0	crossblue.gif	stop																										3.94	0.514143943787	0.000877857208252	0.43376493454	1.0	q	847.9516808989999																																2015_Jul_02_1354	59.89603920810001	LearningTask	1	75	
205	200.0	w	200.0																	1.0	0.0	1.0	0.0	20.0	1.0	81.0	0.0																													w	1.0	0.367650032043	None	0.0	1.0	circleorange.gif	stop																										0.79	0.514050006866	0.0009169578552250001	0.367650032043	1.0	w	850.955238819																																2015_Jul_02_1354	59.89603920810001	LearningTask	1	75	
