	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	stopSignalOnset	EndTrialTimeStamp	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	feedbackResp.rt	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	thirdComputedRewardOutput	thirdLearningStimOnset	thirdLearningFixOnset	thirdPresentationRT	thirdPresentationAcc	thirdPresentationResp	thirdEndTrialTimeStamp	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionResponse.rt	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 138
0																																																	[]	[]	[]	[]	[]	9.0	59.578469038																																																																															2015_Jul_07_0953	60.1413233	LearningTask	1	80	
1	200.0	s	-200.0				0.0	0.0	0.0	2.0																																														s	1.0	0.634742975235	None	0.0	4.0	diamondyellow.gif	stop	3.92	0.514573097229	0.0205430984497	0.634742975235	1.0	s	96.6077048779																																																																2015_Jul_07_0953	60.1413233	LearningTask	1	80	
2	-200.0	q	200.0				0.0	1.0	1.0	9.0																																														q	1.0	0.45121192932099996	None	0.0	1.0	squareblue.gif	stop	0.99	0.514782905579	0.042601823806800006	0.45121192932099996	1.0	q	99.61053705219999																																																																2015_Jul_07_0953	60.1413233	LearningTask	1	80	
3	-200.0	q	200.0				0.0	2.0	2.0	5.0																																														q	1.0	0.45125699043300005	None	0.0	1.0	squareblue.gif	stop	1.01	0.51513504982	0.000907897949219	0.45125699043300005	1.0	q	102.61416196799999																																																																2015_Jul_07_0953	60.1413233	LearningTask	1	80	
4	200.0	s	-200.0				0.0	3.0	3.0	6.0																																														s	1.0	0.467441082001	None	0.0	1.0	squareblue.gif	stop	1.24	0.514661073685	0.000881195068359	0.467441082001	1.0	s	105.617491961																																																																2015_Jul_07_0953	60.1413233	LearningTask	1	80	
5	200.0	w	200.0				0.0	4.0	4.0	4.0																																														w	1.0	0.468365192413	None	0.0	1.0	squareblue.gif	stop	0.92	0.515043973923	0.000885009765625	0.468365192413	1.0	w	108.621075869																																																																2015_Jul_07_0953	60.1413233	LearningTask	1	80	
6	-200.0	a	-200.0				0.0	5.0	5.0	3.0																																														a	1.0	0.45080208778399994	None	0.0	4.0	diamondyellow.gif	stop	4.19	0.514857053757	0.0009031295776369999	0.45080208778399994	1.0	a	111.6243999																																																																2015_Jul_07_0953	60.1413233	LearningTask	1	80	
7	200.0	w	200.0				0.0	6.0	6.0	0.0																																														w	1.0	0.450979948044	None	0.0	0.5	crossgreen.gif	go	0.63	0.514882087708	0.042876005172699995	0.450979948044	1.0	w	114.627644062																																																																2015_Jul_07_0953	60.1413233	LearningTask	1	80	
8	200.0	w	200.0				0.0	7.0	7.0	8.0																																														w	1.0	0.48430204391500004	None	0.0	1.0	squareblue.gif	stop	0.0	0.515021085739	0.0012109279632599999	0.48430204391500004	1.0	w	117.63138198899999																																																																2015_Jul_07_0953	60.1413233	LearningTask	1	80	
9	-200.0	a	-200.0				0.0	8.0	8.0	7.0																																														a	1.0	0.41758608818099996	None	0.0	4.0	diamondyellow.gif	stop	4.23	0.514631986618	0.0008959770202639998	0.41758608818099996	1.0	a	120.63451886200001																																																																2015_Jul_07_0953	60.1413233	LearningTask	1	80	
10	-200.0	q	200.0				0.0	9.0	9.0	1.0																																														q	1.0	0.6180400848390001	None	0.0	2.0	invertedtrianglewhite.gif	go	2.2	0.5151500701899999	0.06272315979	0.6180400848390001	1.0	q	123.637845039																																																																2015_Jul_07_0953	60.1413233	LearningTask	1	80	
11				m	0.0	200.0										0.0	0.0	0.0	1.0																																																				178.468276024	stop	diamondyellow.gif	stop	4.0	m	1.0	0.450437068939	None	0.0	0.0013611316680899998	0.513436079025	0.7638061046600001	181.46932292																																																		2015_Jul_07_0953	60.1413233	LearningTask	1	80	
12				z	0.0	-200.0										0.0	1.0	1.0	0.0																																																				181.469764948	stop	triangleorange.gif	stop	2.0	z	1.0	0.350780010223	None	0.0	0.0013599395752	0.51570892334	0.765789985657	184.472524881																																																		2015_Jul_07_0953	60.1413233	LearningTask	1	80	
13				z	0.0	-200.0										1.0	0.0	2.0	0.0																																																				184.472890854	stop	circlegray.gif	stop	0.5	None	0.0		None	0.0	0.0356168746948	0.5157988071440001	0.765986919403	187.475775957																																																		2015_Jul_07_0953	60.1413233	LearningTask	1	80	
14				m	0.0	200.0										1.0	1.0	3.0	1.0																																																				187.476285934	stop	circlegray.gif	stop	0.5	None	0.0		None	0.0	0.00102615356445	0.51555109024	0.76553606987	190.479220867																																																		2015_Jul_07_0953	60.1413233	LearningTask	1	80	
15				z	0.0	-200.0										2.0	0.0	4.0	0.0																																																				190.479588032	go	hexagonmagenta.gif	go	4.0	z	1.0	0.384149074554	None	0.0	0.00197911262512	0.515779018402		193.482719898																																																		2015_Jul_07_0953	60.1413233	LearningTask	1	80	
16				z	0.0	-200.0										2.0	1.0	5.0	0.0																																																				193.483087063	stop	circlegray.gif	stop	0.5	None	0.0		None	0.0	0.000994920730591	0.515971899033	0.766116857529	196.48609185200002																																																		2015_Jul_07_0953	60.1413233	LearningTask	1	80	
17				z	0.0	-200.0										3.0	0.0	6.0	0.0																																																				196.48650097799998	go	hexagonmagenta.gif	go	4.0	z	1.0	0.7344288825990001	None	0.0	0.000977039337158	0.515884160995		199.489235878																																																		2015_Jul_07_0953	60.1413233	LearningTask	1	80	
18				m	0.0	200.0										3.0	1.0	7.0	1.0																																																				199.489596844	stop	squareblue.gif	stop	1.0	None	0.0		None	0.0	0.0010039806366	0.5156810283659999	0.766318798065	202.492541075																																																		2015_Jul_07_0953	60.1413233	LearningTask	1	80	
19				m	0.0	200.0										4.0	0.0	8.0	1.0																																																				202.492909908	go	invertedtrianglewhite.gif	go	2.0	m	1.0	0.484319925308	None	0.0	0.0009670257568360001	0.515897035599		205.496161938																																																		2015_Jul_07_0953	60.1413233	LearningTask	1	80	
20				m	0.0	200.0										4.0	1.0	9.0	1.0																																																				205.49653005599998	stop	triangleorange.gif	stop	2.0	None	0.0		None	0.0	0.0009589195251460001	0.516202926636	0.766112804413	208.49983692200001																																																		2015_Jul_07_0953	60.1413233	LearningTask	1	80	
21																																																																																					9.0	64.2924239635																																																2015_Jul_07_0953	60.1413233	LearningTask	1	80	
22																																																						9.0	20.1061351299																																																																															2015_Jul_07_0953	60.1413233	LearningTask	1	80	
23	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0																													a	1.0	0.434346914291	None	0.0	4.0	diamondyellow.gif	stop																								4.21	0.504707098007	0.0009119510650630002	0.434346914291	1.0	a	296.115766048																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
24	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0																													a	1.0	0.401038885117	None	0.0	2.0	triangleorange.gif	stop																								0.0	0.513821840286	0.0011348724365200001	0.401038885117	1.0	a	299.11836504900003																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
25	-200.0	q	200.0																	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0																													q	1.0	0.36832714080799994	None	0.0	4.0	hexagonmagenta.gif	go																								4.04	0.514643907547	0.0008978843688960001	0.36832714080799994	1.0	q	302.122056007																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
26	-200.0	q	200.0																	0.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0																													q	1.0	0.434117078781	None	0.0	2.0	invertedtrianglewhite.gif	go																								1.84	0.514338970184	0.0008959770202639998	0.434117078781	1.0	q	305.12548589700003																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
27	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	1.0	0.0	4.0	3.0																													a	1.0	0.417466163635	None	0.0	4.0	diamondyellow.gif	stop																								0.0	0.514070987701	0.000953912734985	0.417466163635	1.0	a	308.128746986																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
28	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	1.0	5.0	0.0																													w	1.0	0.500592947006	None	0.0	1.0	linecyan.gif	go																								1.23	0.51434803009	0.009210109710690001	0.500592947006	1.0	w	311.132179022																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
29	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	1.0	2.0	6.0	3.0																													a	1.0	0.468608140945	None	0.0	2.0	invertedtrianglewhite.gif	go																								0.0	0.5141038894650001	0.000913858413696	0.468608140945	1.0	a	314.135314941																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
30	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	3.0	7.0	2.0																													s	1.0	0.517933130264	None	0.0	1.0	squareblue.gif	stop																								0.97	0.514923095703	0.0009319782257080001	0.517933130264	1.0	s	317.139095068																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
31	200.0	w	200.0																	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0																													w	1.0	0.434104204178	None	0.0	2.0	triangleorange.gif	stop																								1.91	0.514128923416	0.0009019374847410001	0.434104204178	1.0	w	320.142467976																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
32	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	1.0	9.0	3.0																													a	1.0	0.48432302475	None	0.0	2.0	triangleorange.gif	stop																								0.0	0.514225006104	0.000898838043213	0.48432302475	1.0	a	323.145900965																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
33	200.0	w	200.0																	0.0	0.0	0.0	0.0	2.0	2.0	10.0	0.0																													w	1.0	0.401179790497	None	0.0	1.0	squareblue.gif	stop																								0.87	0.514069080353	0.0009150505065920001	0.401179790497	1.0	w	326.149250984																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
34	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	3.0	11.0	3.0																													a	1.0	0.467437028885	None	0.0	4.0	diamondyellow.gif	stop																								4.11	0.513991117477	0.00095009803772	0.467437028885	1.0	a	329.15250206																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
35	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	0.0	12.0	1.0																													q	1.0	0.400721073151	None	0.0	0.5	crossgreen.gif	go																								0.27	0.514518976212	0.0009431838989260002	0.400721073151	1.0	q	332.156277895																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
36	200.0	s	-200.0																	0.0	0.0	0.0	0.0	3.0	1.0	13.0	2.0																													s	1.0	0.450615882874	None	0.0	1.0	squareblue.gif	stop																								1.16	0.513967990875	0.0009109973907470001	0.450615882874	1.0	s	335.159151077																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
37	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	2.0	14.0	1.0																													q	1.0	0.500864982605	None	0.0	4.0	hexagonmagenta.gif	go																								3.98	0.514322042465	0.0009059906005860001	0.500864982605	1.0	q	338.16248488400004																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
38	200.0	w	200.0																	0.0	0.0	0.0	0.0	3.0	3.0	15.0	0.0																													w	1.0	0.483771085739	None	0.0	0.5	circlegray.gif	stop																								0.35	0.514823913574	0.000922918319702	0.483771085739	1.0	w	341.165994883																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
39	200.0	s	-200.0																	0.0	0.0	0.0	0.0	4.0	0.0	16.0	2.0																													s	1.0	0.450626134872	None	0.0	2.0	invertedtrianglewhite.gif	go																								2.01	0.514401912689	0.0008978843688960001	0.450626134872	1.0	s	344.169177055																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
40	200.0	s	-200.0																	0.0	0.0	0.0	0.0	4.0	1.0	17.0	2.0																													s	1.0	0.467190980911	None	0.0	1.0	linecyan.gif	go																								1.23	0.514715909958	0.0009529590606689998	0.467190980911	1.0	s	347.172976017																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
41	-200.0	q	200.0																	0.0	0.0	0.0	0.0	4.0	2.0	18.0	1.0																													q	1.0	0.417435884476	None	0.0	0.5	crossgreen.gif	go																								0.0	0.51368689537	0.0012719631195099999	0.417435884476	1.0	q	350.17636203800004																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
42	-200.0	q	200.0																	0.0	0.0	0.0	0.0	4.0	3.0	19.0	1.0																													q	1.0	0.500960826874	None	0.0	2.0	triangleorange.gif	stop																								1.98	0.5138750076290001	0.0009658336639400001	0.500960826874	1.0	q	353.17940402																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
43	-200.0	q	200.0																	0.0	0.0	0.0	0.0	5.0	0.0	20.0	1.0																													q	1.0	0.451088905334	None	0.0	4.0	hexagonmagenta.gif	go																								0.0	0.514080047607	0.000962018966675	0.451088905334	1.0	q	356.18277406699997																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
44	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	5.0	1.0	21.0	3.0																													a	1.0	0.41759490966799995	None	0.0	4.0	hexagonmagenta.gif	go																								4.06	0.51444196701	0.0009069442749019998	0.41759490966799995	1.0	a	359.18618392900004																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
45	200.0	w	200.0																	0.0	0.0	0.0	0.0	5.0	2.0	22.0	0.0																													w	1.0	0.41737413406400004	None	0.0	1.0	linecyan.gif	go																								0.81	0.5143699646000001	0.000908851623535	0.41737413406400004	1.0	w	362.18997407																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
46	200.0	w	200.0																	0.0	0.0	0.0	0.0	5.0	3.0	23.0	0.0																													w	1.0	0.484068155289	None	0.0	0.5	crossgreen.gif	go																								0.63	0.513963937759	0.000931024551392	0.484068155289	1.0	w	365.192934036																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
47	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	6.0	0.0	24.0	3.0																													a	1.0	0.46788787841799995	None	0.0	2.0	invertedtrianglewhite.gif	go																								1.79	0.51433801651	0.0008859634399410001	0.46788787841799995	1.0	a	368.19616103199996																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
48	200.0	w	200.0																	0.0	0.0	0.0	0.0	6.0	1.0	25.0	0.0																													w	1.0	0.368180036545	None	0.0	2.0	invertedtrianglewhite.gif	go																								0.0	0.5142509937290001	0.0008940696716310001	0.368180036545	1.0	w	371.199851036																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
49	200.0	s	-200.0																	0.0	0.0	0.0	0.0	6.0	2.0	26.0	2.0																													s	1.0	0.35074996948200005	None	0.0	1.0	squareblue.gif	stop																								0.8	0.513920783997	0.000917911529541	0.35074996948200005	1.0	s	374.20299887699997																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
50	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	6.0	3.0	27.0	3.0																													a	1.0	0.451370000839	None	0.0	2.0	triangleorange.gif	stop																								0.0	0.51441693306	0.00116991996765	0.451370000839	1.0	a	377.20636487																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
51	200.0	s	-200.0																	0.0	0.0	0.0	0.0	7.0	0.0	28.0	2.0																													s	1.0	0.5009880065919999	None	0.0	0.5	circlegray.gif	stop																								0.39	0.514590024948	0.0009069442749019998	0.5009880065919999	1.0	s	380.209852934																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
52	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	7.0	1.0	29.0	3.0																													a	1.0	0.434206962585	None	0.0	0.5	crossgreen.gif	go																								0.73	0.5142688751219999	0.000909805297852	0.434206962585	1.0	a	383.21306204800004																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
53	200.0	s	-200.0																	0.0	0.0	0.0	0.0	7.0	2.0	30.0	2.0																													s	1.0	0.401002883911	None	0.0	2.0	invertedtrianglewhite.gif	go																								1.98	0.5144078731539999	0.0009548664093019999	0.401002883911	1.0	s	386.216347933																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
54	200.0	w	200.0																	0.0	0.0	0.0	0.0	7.0	3.0	31.0	0.0																													w	1.0	0.36748290062	None	0.0	0.5	circlegray.gif	stop																								0.0	0.514631986618	0.000900983810425	0.36748290062	1.0	w	389.219974995																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
55	-200.0	q	200.0																	0.0	0.0	0.0	0.0	8.0	0.0	32.0	1.0																													q	1.0	0.46754884719800005	None	0.0	2.0	triangleorange.gif	stop																								1.82	0.514181137085	0.00090503692627	0.46754884719800005	1.0	q	392.223294973																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
56	-200.0	q	200.0																	0.0	0.0	0.0	0.0	8.0	1.0	33.0	1.0																													q	1.0	0.434079170227	None	0.0	2.0	invertedtrianglewhite.gif	go																								0.0	0.514361858368	0.0009448528289790001	0.434079170227	1.0	q	395.226522923																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
57	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	8.0	2.0	34.0	3.0																													a	1.0	0.468219995499	None	0.0	1.0	linecyan.gif	go																								1.04	0.514189004898	0.000892877578735	0.468219995499	1.0	a	398.229980946																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
58	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	8.0	3.0	35.0	3.0																													a	1.0	0.45121693611100006	None	0.0	0.5	circlegray.gif	stop																								0.57	0.514446973801	0.000913858413696	0.45121693611100006	1.0	a	401.233250856																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
59	200.0	w	200.0																	0.0	0.0	0.0	0.0	9.0	0.0	36.0	0.0																													w	1.0	0.401527881622	None	0.0	2.0	triangleorange.gif	stop																								1.92	0.5141119956970001	0.0009479522705080001	0.401527881622	1.0	w	404.236685991																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
60	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	9.0	1.0	37.0	3.0																													a	1.0	0.50062084198	None	0.0	0.5	crossgreen.gif	go																								0.0	0.514759063721	0.0009589195251460001	0.50062084198	1.0	a	407.240164995																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
61	200.0	s	-200.0																	0.0	0.0	0.0	0.0	9.0	2.0	38.0	2.0																													s	1.0	0.667991161346	None	0.0	2.0	triangleorange.gif	stop																								0.0	0.514355897903	0.000900983810425	0.667991161346	1.0	s	410.243762016																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
62	200.0	s	-200.0																	0.0	0.0	0.0	0.0	9.0	3.0	39.0	2.0																													s	1.0	0.5006999969479999	None	0.0	4.0	hexagonmagenta.gif	go																								3.97	0.5138540267939999	0.0009548664093019999	0.5006999969479999	1.0	s	413.246841908																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
63	200.0	s	-200.0																	0.0	0.0	0.0	0.0	10.0	0.0	40.0	2.0																													s	1.0	0.417734146118	None	0.0	0.5	crossgreen.gif	go																								0.53	0.514330863953	0.000917911529541	0.417734146118	1.0	s	416.250087976																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
64	200.0	w	200.0																	0.0	0.0	0.0	0.0	10.0	1.0	41.0	0.0																													w	1.0	0.400818824768	None	0.0	1.0	squareblue.gif	stop																								0.9	0.514413833618	0.000908851623535	0.400818824768	1.0	w	419.25397086099997																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
65	-200.0	q	200.0																	0.0	0.0	0.0	0.0	10.0	2.0	42.0	1.0																													q	1.0	0.38411808013899995	None	0.0	2.0	triangleorange.gif	stop																								0.0	0.513953924179	0.0009160041809079999	0.38411808013899995	1.0	q	422.25700998300005																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
66	200.0	s	-200.0																	0.0	0.0	0.0	0.0	10.0	3.0	43.0	2.0																													s	1.0	0.350358009338	None	0.0	0.5	circlegray.gif	stop																								0.57	0.514549970627	0.0009119510650630002	0.350358009338	1.0	s	425.26041197800004																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
67	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	11.0	0.0	44.0	3.0																													a	1.0	0.417286157608	None	0.0	1.0	squareblue.gif	stop																								1.07	0.5144388675689999	0.000902891159058	0.417286157608	1.0	a	428.263779879																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
68	-200.0	q	200.0																	0.0	0.0	0.0	0.0	11.0	1.0	45.0	1.0																													q	1.0	0.384170055389	None	0.0	4.0	hexagonmagenta.gif	go																								3.89	0.514307022095	0.0009319782257080001	0.384170055389	1.0	q	431.267328978																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
69	-200.0	q	200.0																	0.0	0.0	0.0	0.0	11.0	2.0	46.0	1.0																													q	1.0	0.3841381073	None	0.0	0.5	crossgreen.gif	go																								0.59	0.514071941376	0.0010359287262	0.3841381073	1.0	q	434.27078104																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
70	200.0	w	200.0																	0.0	0.0	0.0	0.0	11.0	3.0	47.0	0.0																													w	1.0	0.350491046906	None	0.0	1.0	linecyan.gif	go																								0.0	0.5142378807069999	0.0009059906005860001	0.350491046906	1.0	w	437.274092913																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
71	200.0	w	200.0																	0.0	0.0	0.0	0.0	12.0	0.0	48.0	0.0																													w	1.0	0.367191076279	None	0.0	2.0	triangleorange.gif	stop																								0.0	0.514317989349	0.0009059906005860001	0.367191076279	1.0	w	440.27725505800004																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
72	-200.0	q	200.0																	0.0	0.0	0.0	0.0	12.0	1.0	49.0	1.0																													q	1.0	0.484853982925	None	0.0	0.5	circlegray.gif	stop																								0.57	0.514235019684	0.0009450912475589999	0.484853982925	1.0	q	443.28051304800005																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
73	-200.0	q	200.0																	0.0	0.0	0.0	0.0	12.0	2.0	50.0	1.0																													q	1.0	0.46728587150600004	None	0.0	0.5	circlegray.gif	stop																								0.42	0.514465093613	0.000984907150269	0.46728587150600004	1.0	q	446.28401494																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
74	-200.0	q	200.0																	0.0	0.0	0.0	0.0	12.0	3.0	51.0	1.0																													q	1.0	0.35095477104199996	None	0.0	4.0	diamondyellow.gif	stop																								4.23	0.514308929443	0.0009119510650630002	0.35095477104199996	1.0	q	449.287576914																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
75	200.0	w	200.0																	0.0	0.0	0.0	0.0	13.0	0.0	52.0	0.0																													w	1.0	0.317988872528	None	0.0	4.0	diamondyellow.gif	stop																								4.04	0.513654947281	0.0009479522705080001	0.317988872528	1.0	w	452.290791035																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
76	-200.0	q	200.0																	0.0	0.0	0.0	0.0	13.0	1.0	53.0	1.0																													q	1.0	0.367942094803	None	0.0	1.0	linecyan.gif	go																								0.86	0.514398813248	0.000900983810425	0.367942094803	1.0	q	455.29421186400003																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
77	-200.0	q	200.0																	0.0	0.0	0.0	0.0	13.0	2.0	54.0	1.0																													q	1.0	0.334185838699	None	0.0	2.0	invertedtrianglewhite.gif	go																								2.08	0.514269828796	0.0009608268737789999	0.334185838699	1.0	q	458.29750704800006																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
78	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	13.0	3.0	55.0	3.0																													a	1.0	0.41728305816699995	None	0.0	2.0	triangleorange.gif	stop																								0.0	0.5140378475190001	0.0009059906005860001	0.367870092392	0.0	q	461.301120043	0.14289498329199998	0.0	0.51567196846	0.00096607208252	0.417283058167	1.0	a	464.304308891																																	2015_Jul_07_0953	60.1413233	LearningTask	1	80	
79	200.0	w	200.0																	0.0	0.0	0.0	0.0	14.0	0.0	56.0	0.0																													w	1.0	0.334125995636	None	0.0	0.5	circlegray.gif	stop																								0.0	0.513845920563	0.0009319782257080001	0.334125995636	1.0	w	467.308146																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
80	200.0	w	200.0																	0.0	0.0	0.0	0.0	14.0	1.0	57.0	0.0																													w	1.0	0.40054988861100005	None	0.0	1.0	linecyan.gif	go																								0.0	0.513951063156	0.0009200572967529999	0.40054988861100005	1.0	w	470.31100106199995																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
81	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	14.0	2.0	58.0	3.0																													a	1.0	0.40150213241599997	None	0.0	2.0	triangleorange.gif	stop																								1.75	0.514568090439	0.00088906288147	0.40150213241599997	1.0	a	473.314270973																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
82	-200.0	q	200.0																	0.0	0.0	0.0	0.0	14.0	3.0	59.0	1.0																													q	1.0	0.38412189483599996	None	0.0	0.5	crossgreen.gif	go																								0.0	0.514228105545	0.0009210109710689999	0.38412189483599996	1.0	q	476.317759991																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
83	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	15.0	0.0	60.0	3.0																													a	1.0	0.401578187943	None	0.0	1.0	linecyan.gif	go																								1.21	0.514267921448	0.0008981227874760001	0.401578187943	1.0	a	479.32115507099996																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
84	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	15.0	1.0	61.0	3.0																													a	1.0	0.383975028992	None	0.0	1.0	linecyan.gif	go																								1.21	0.514525175095	0.0013680458068800001	0.383975028992	1.0	a	482.324583054																																									2015_Jul_07_0953	60.1413233	LearningTask	1	80	
