	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	EndTrialTimeStamp	stopSignalOnset	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	feedbackResp.rt	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	auctionResponse.rt	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 131
175	-200.0	q	200.0																	1.0	0.0	1.0	0.0	12.0	3.0	51.0	1.0																													q	1.0	0.36813497543300006	None	0.0	2.0	hexagonorange.gif	stop																								1.96	0.514405012131	0.00089693069458	0.36813497543300006	1.0	q	783.874397039																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
176	200.0	s	-200.0																	1.0	0.0	1.0	0.0	13.0	0.0	52.0	2.0																													s	1.0	0.450960874557	None	0.0	1.0	circleblue.gif	go																								0.0	0.513914823532	0.000922918319702	0.450960874557	1.0	s	786.8777079580001																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
177	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	13.0	1.0	53.0	3.0																													a	1.0	0.434098005295	None	0.0	1.0	circleblue.gif	go																								1.04	0.5143229961399999	0.000882863998413	0.434098005295	1.0	a	789.8810911180001																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
178	-200.0	q	200.0																	1.0	0.0	1.0	0.0	13.0	2.0	54.0	1.0																													q	1.0	0.333770990372	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.93	0.514672040939	0.0008862018585209999	0.333770990372	1.0	q	792.88501811																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
179	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	13.0	3.0	55.0	3.0																													a	1.0	0.484534978867	None	0.0	0.5	crosscyan.gif	stop																								0.0	0.5133271217350001	0.0008940696716310001	0.484534978867	1.0	a	795.887681007																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
180	200.0	w	200.0																	1.0	0.0	1.0	0.0	14.0	0.0	56.0	0.0																													w	1.0	0.38432002067599996	None	0.0	0.5	squaremagenta.gif	go																								0.0	0.514652967453	0.000881910324097	0.38432002067599996	1.0	w	798.891009092																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
181	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	14.0	1.0	57.0	3.0																													a	1.0	0.417557001114	None	0.0	4.0	diamondwhite.gif	go																								0.0	0.5142078399660001	0.0009469985961910001	0.417557001114	1.0	a	801.894657135																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
182	200.0	w	200.0																	1.0	0.0	1.0	0.0	14.0	2.0	58.0	0.0																													w	1.0	0.33434486389199997	None	0.0	1.0	circleblue.gif	go																								1.01	0.513908147812	0.00115394592285	0.33434486389199997	1.0	w	804.898205042																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
183	200.0	w	200.0																	1.0	0.0	1.0	0.0	14.0	3.0	59.0	0.0																													w	1.0	0.35094499588	None	0.0	0.5	squaremagenta.gif	go																								0.44	0.513708114624	0.0009479522705080001	0.35094499588	1.0	w	807.9014310839999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
184	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	15.0	0.0	60.0	3.0																													a	1.0	0.367797851562	None	0.0	0.5	crosscyan.gif	stop																								0.33	0.514010906219	0.0008759498596189999	0.367797851562	1.0	a	810.904687166																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
185	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	15.0	1.0	61.0	3.0																													a	1.0	0.384304046631	None	0.0	2.0	hexagonorange.gif	stop																								1.84	0.514168024063	0.0008909702301030001	0.384304046631	1.0	a	813.907860041																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
186	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	15.0	2.0	62.0	3.0																													a	1.0	0.367802143097	None	0.0	2.0	hexagonorange.gif	stop																								2.02	0.514018058777	0.00103402137756	0.367802143097	1.0	a	816.911301136																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
187	200.0	s	-200.0																	1.0	0.0	1.0	0.0	15.0	3.0	63.0	2.0																													s	1.0	0.36694288253799995	None	0.0	4.0	diamondwhite.gif	go																								0.0	0.514497041702	0.0008740425109860002	0.36694288253799995	1.0	s	819.914668083																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
188	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	16.0	0.0	64.0	3.0																													a	1.0	0.36733007431000003	None	0.0	4.0	diamondwhite.gif	go																								0.0	0.514141798019	0.000880002975464	0.36733007431000003	1.0	a	822.917967081																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
189	200.0	s	-200.0																	1.0	0.0	1.0	0.0	16.0	1.0	65.0	2.0																													s	1.0	0.36776089668300005	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.95	0.514225959778	0.0009589195251460001	0.36776089668300005	1.0	s	825.921677113																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
190	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	16.0	2.0	66.0	3.0																													a	1.0	0.401182174683	None	0.0	2.0	hexagonorange.gif	stop																								1.8	0.513961076736	0.00088906288147	0.401182174683	1.0	a	828.924726009																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
191	-200.0	q	200.0																	1.0	0.0	1.0	0.0	16.0	3.0	67.0	1.0																													q	1.0	0.433858156204	None	0.0	0.5	squaremagenta.gif	go																								0.37	0.514497041702	0.00087308883667	0.433858156204	1.0	q	831.9283239839999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
192	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	17.0	0.0	68.0	3.0																													a	1.0	0.36785197258	None	0.0	1.0	invertedtrianglegreen.gif	stop																								1.25	0.51357793808	0.0009059906005860001	0.36785197258	1.0	a	834.9314429760001																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
193	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	17.0	1.0	69.0	3.0																													a	1.0	0.367660045624	None	0.0	0.5	squaremagenta.gif	go																								0.31	0.5142018795009999	0.0008749961853029999	0.367660045624	1.0	a	837.9349341389999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
194	-200.0	q	200.0																	1.0	0.0	1.0	0.0	17.0	2.0	70.0	1.0																													q	1.0	0.301028013229	None	0.0	4.0	diamondwhite.gif	go																								3.77	0.513903141022	0.0008780956268310002	0.301028013229	1.0	q	840.938491106																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
195	-200.0	q	200.0																	1.0	0.0	1.0	0.0	17.0	3.0	71.0	1.0																													q	1.0	0.334362983704	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.0	0.513576030731	0.00119805335999	0.334362983704	1.0	q	843.9415500160001																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
196	200.0	s	-200.0																	1.0	0.0	1.0	0.0	18.0	0.0	72.0	2.0																													s	1.0	0.350997924805	None	0.0	2.0	lineyellow.gif	go																								2.06	0.514019966125	0.0008749961853029999	0.350997924805	1.0	s	846.944983959																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
197	200.0	s	-200.0																	1.0	0.0	1.0	0.0	18.0	1.0	73.0	2.0																													s	1.0	0.400754928589	None	0.0	0.5	squaremagenta.gif	go																								0.6	0.514133214951	0.0008790493011469999	0.400754928589	1.0	s	849.948021173																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
198	200.0	s	-200.0																	1.0	0.0	1.0	0.0	18.0	2.0	74.0	2.0																													s	1.0	0.33403301239	None	0.0	0.5	crosscyan.gif	stop																								0.42	0.51434803009	0.00094199180603	0.33403301239	1.0	s	852.9513280389999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
199	200.0	s	-200.0																	1.0	0.0	1.0	0.0	18.0	3.0	75.0	2.0																													s	1.0	0.35049486160300003	None	0.0	2.0	hexagonorange.gif	stop																								2.08	0.5149171352390001	0.00102996826172	0.35049486160300003	1.0	s	855.955279112																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
200	-200.0	q	200.0																	1.0	0.0	1.0	0.0	19.0	0.0	76.0	1.0																													q	1.0	0.351044893265	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.97	0.513836145401	0.0008831024169919999	0.351044893265	1.0	q	858.9583680630001																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
201	200.0	w	200.0																	1.0	0.0	1.0	0.0	19.0	1.0	77.0	0.0																													w	1.0	0.38453912735	None	0.0	0.5	squaremagenta.gif	go																								0.69	0.5142300128939999	0.00087308883667	0.38453912735	1.0	w	861.9615449910001																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
202	200.0	s	-200.0																	1.0	0.0	1.0	0.0	19.0	2.0	78.0	2.0																													s	1.0	0.384051084518	None	0.0	2.0	lineyellow.gif	go																								1.85	0.514010906219	0.000931024551392	0.384051084518	1.0	s	864.964939117																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
203	-200.0	q	200.0																	1.0	0.0	1.0	0.0	19.0	3.0	79.0	1.0																													q	1.0	0.351577997208	None	0.0	0.5	squaremagenta.gif	go																								0.0	0.514029026031	0.0009489059448239998	0.351577997208	1.0	q	867.9685430530001																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
204	200.0	w	200.0																	1.0	0.0	1.0	0.0	20.0	0.0	80.0	0.0																													w	1.0	0.31788110733	None	0.0	0.5	crosscyan.gif	stop																								0.27	0.514173030853	0.000888109207153	0.31788110733	1.0	w	870.9718761439999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
205	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	20.0	1.0	81.0	3.0																													a	1.0	0.366889953613	None	0.0	4.0	trianglegray.gif	stop																								4.12	0.514256000519	0.0009100437164310001	0.366889953613	1.0	a	873.975394964																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
206	-200.0	q	200.0																	1.0	0.0	1.0	0.0	20.0	2.0	82.0	1.0																													q	1.0	0.384547948837	None	0.0	0.5	squaremagenta.gif	go																								0.0	0.513900995255	0.0008718967437739999	0.384547948837	1.0	q	876.9786760810001																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
207	-200.0	q	200.0																	1.0	0.0	1.0	0.0	20.0	3.0	83.0	1.0																													q	1.0	0.35136890411399996	None	0.0	2.0	hexagonorange.gif	stop																								1.89	0.514021158218	0.0009031295776369999	0.35136890411399996	1.0	q	879.981959105																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
208	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	21.0	0.0	84.0	3.0																													a	1.0	0.367260932922	None	0.0	2.0	hexagonorange.gif	stop																								2.24	0.51384305954	0.0009119510650630002	0.367260932922	1.0	a	882.985033035																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
209	200.0	w	200.0																	1.0	0.0	1.0	0.0	21.0	1.0	85.0	0.0																													w	1.0	0.35117602348300003	None	0.0	0.5	squaremagenta.gif	go																								0.0	0.514363050461	0.0008740425109860002	0.35117602348300003	1.0	w	885.988350153																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
210	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	21.0	2.0	86.0	3.0																													a	1.0	0.468343019485	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.8	0.514219999313	0.0008769035339360002	0.468343019485	1.0	a	888.992529154																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
211	200.0	s	-200.0																	1.0	0.0	1.0	0.0	21.0	3.0	87.0	2.0																													s	1.0	0.384251832962	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.86	0.513292074203	0.0008831024169919999	0.384251832962	1.0	s	891.9949400419999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
212	200.0	s	-200.0																	1.0	0.0	1.0	0.0	22.0	0.0	88.0	2.0																													s	1.0	0.38438296318099996	None	0.0	2.0	hexagonorange.gif	stop																								2.12	0.514487028122	0.0009019374847410001	0.38438296318099996	1.0	s	894.998593092																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
213	200.0	s	-200.0																	1.0	0.0	1.0	0.0	22.0	1.0	89.0	2.0																													s	1.0	0.434384822845	None	0.0	0.5	squaremagenta.gif	go																								0.0	0.514225006104	0.0008709430694580001	0.434384822845	1.0	s	898.002104998																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
214	200.0	s	-200.0																	1.0	0.0	1.0	0.0	22.0	2.0	90.0	2.0																													s	1.0	0.36766505241400005	None	0.0	4.0	trianglegray.gif	stop																								4.03	0.513981819153	0.00089693069458	0.36766505241400005	1.0	s	901.005203009																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
215	200.0	s	-200.0																	1.0	0.0	1.0	0.0	22.0	3.0	91.0	2.0																													s	1.0	0.38387799263000005	None	0.0	2.0	hexagonorange.gif	stop																								0.0	0.514551877975	0.0009808540344239999	0.38387799263000005	1.0	s	904.0088250639999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
216	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	23.0	0.0	92.0	3.0																													a	1.0	0.367589950562	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.0	0.513915061951	0.000880002975464	0.367589950562	1.0	a	907.0120630260001																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
217	200.0	w	200.0																	1.0	0.0	1.0	0.0	23.0	1.0	93.0	0.0																													w	1.0	0.384535074234	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.91	0.514041900635	0.00088095664978	0.384535074234	1.0	w	910.015426159																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
218	200.0	w	200.0																	1.0	0.0	1.0	0.0	23.0	2.0	94.0	0.0																													w	1.0	0.367375135422	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.98	0.5139558315280001	0.000994920730591	0.367375135422	1.0	w	913.0185770989999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
219	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	23.0	3.0	95.0	3.0																													a	1.0	0.38427805900600004	None	0.0	0.5	squaremagenta.gif	go																								0.72	0.514415025711	0.000869989395142	0.38427805900600004	1.0	a	916.022186995																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
220	-200.0	q	200.0																	1.0	0.0	1.0	0.0	24.0	0.0	96.0	1.0																													q	1.0	0.45090508461	None	0.0	0.5	crosscyan.gif	stop																								0.29	0.5141270160679999	0.000882863998413	0.45090508461	1.0	q	919.025114059																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
221	200.0	s	-200.0																	1.0	0.0	1.0	0.0	24.0	1.0	97.0	2.0																													s	1.0	0.451646089554	None	0.0	2.0	hexagonorange.gif	stop																								2.06	0.514019012451	0.0009379386901860002	0.451646089554	1.0	s	922.02837801																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
222	200.0	s	-200.0																	1.0	0.0	1.0	0.0	24.0	2.0	98.0	2.0																													s	1.0	0.38426685333300004	None	0.0	2.0	hexagonorange.gif	stop																								1.95	0.514032840729	0.0009679794311519998	0.38426685333300004	1.0	s	925.0323371889999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
223	200.0	w	200.0																	1.0	0.0	1.0	0.0	24.0	3.0	99.0	0.0																													w	1.0	0.434317111969	None	0.0	2.0	hexagonorange.gif	stop																								2.12	0.514088153839	0.000880002975464	0.434317111969	1.0	w	928.03570199																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
224																				1.0	0.0	1.0	0.0																																																																							9.0	3.6000919342																																2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
225	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0																													a	1.0	0.517916917801	None	0.0	4.0	diamondwhite.gif	go																								0.0	0.509978055954	0.000930070877075	0.517916917801	1.0	a	935.177313089																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
226	-200.0	q	200.0																	2.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0																													q	1.0	0.5008909702300001	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.82	0.513635873795	0.0008749961853029999	0.5008909702300001	1.0	q	938.180144072																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
227	200.0	w	200.0																	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0																													w	1.0	0.5508668422699999	None	0.0	4.0	trianglegray.gif	stop																								4.09	0.514250040054	0.000974893569946	0.5508668422699999	1.0	w	941.18372798																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
228	200.0	w	200.0																	2.0	0.0	2.0	0.0	0.0	3.0	3.0	0.0																													w	1.0	0.43439102172899996	None	0.0	0.5	crosscyan.gif	stop																								0.27	0.513845920563	0.0009369850158689999	0.43439102172899996	1.0	w	944.1869151589999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
229	-200.0	q	200.0																	2.0	0.0	2.0	0.0	1.0	0.0	4.0	1.0																													q	1.0	0.434208869934	None	0.0	2.0	hexagonorange.gif	stop																								2.04	0.514187812805	0.0008859634399410001	0.434208869934	1.0	q	947.190153122																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
230	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	1.0	1.0	5.0	3.0																													a	1.0	0.46776294708300004	None	0.0	4.0	diamondwhite.gif	go																								0.0	0.514305114746	0.00095009803772	0.46776294708300004	1.0	a	950.193462133																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
231	-200.0	q	200.0																	2.0	0.0	2.0	0.0	1.0	2.0	6.0	1.0																													q	1.0	0.400640010834	None	0.0	1.0	circleblue.gif	go																								1.08	0.5145931243899999	0.0009191036224369998	0.400640010834	1.0	q	953.197065115																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
232	200.0	s	-200.0																	2.0	0.0	2.0	0.0	1.0	3.0	7.0	2.0																													s	1.0	0.400739908218	None	0.0	0.5	crosscyan.gif	stop																								0.25	0.514053821564	0.00088095664978	0.400739908218	1.0	s	956.200196028																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
233	200.0	w	200.0																	2.0	0.0	2.0	0.0	2.0	0.0	8.0	0.0																													w	1.0	0.384306907654	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.92	0.514014005661	0.0010168552398699998	0.384306907654	1.0	w	959.203341007																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
234	200.0	s	-200.0																	2.0	0.0	2.0	0.0	2.0	1.0	9.0	2.0																													s	1.0	0.334084033966	None	0.0	4.0	trianglegray.gif	stop																								4.07	0.514603853226	0.0008749961853029999	0.334084033966	1.0	s	962.207059145																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
235	-200.0	q	200.0																	2.0	0.0	2.0	0.0	2.0	2.0	10.0	1.0																													q	1.0	0.33477687835700004	None	0.0	2.0	hexagonorange.gif	stop																								1.97	0.513849973679	0.00117206573486	0.33477687835700004	1.0	q	965.2103459839999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
236	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	2.0	3.0	11.0	3.0																													a	1.0	0.417163848877	None	0.0	0.5	crosscyan.gif	stop																								0.4	0.5137867927549999	0.0009529590606689998	0.417163848877	1.0	a	968.2137460710001																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
237	200.0	s	-200.0																	2.0	0.0	2.0	0.0	3.0	0.0	12.0	2.0																													s	1.0	0.41782307624799997	None	0.0	1.0	circleblue.gif	go																								0.0	0.514193058014	0.000877141952515	0.41782307624799997	1.0	s	971.21700716																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
238	-200.0	q	200.0																	2.0	0.0	2.0	0.0	3.0	1.0	13.0	1.0																													q	1.0	0.451071977615	None	0.0	1.0	circleblue.gif	go																								0.95	0.5140910148619999	0.000900983810425	0.451071977615	1.0	q	974.22063899																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
239	-200.0	q	200.0																	2.0	0.0	2.0	0.0	3.0	2.0	14.0	1.0																													q	1.0	0.38432788848899996	None	0.0	2.0	hexagonorange.gif	stop																								1.98	0.513610839844	0.000888824462891	0.38432788848899996	1.0	q	977.223651171																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
240	200.0	w	200.0																	2.0	0.0	2.0	0.0	3.0	3.0	15.0	0.0																													w	1.0	0.38399291038500005	None	0.0	1.0	invertedtrianglegreen.gif	stop																								1.04	0.5147938728329999	0.0008728504180910001	0.38399291038500005	1.0	w	980.2270851139999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
241	200.0	w	200.0																	2.0	0.0	2.0	0.0	4.0	0.0	16.0	0.0																													w	1.0	0.400859832764	None	0.0	1.0	invertedtrianglegreen.gif	stop																								1.15	0.51430106163	0.000880002975464	0.400859832764	1.0	w	983.23054719																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
242	200.0	w	200.0																	2.0	0.0	2.0	0.0	4.0	1.0	17.0	0.0																													w	1.0	0.417299032211	None	0.0	0.5	crosscyan.gif	stop																								0.69	0.514232873917	0.000881910324097	0.417299032211	1.0	w	986.2336721419999																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
243	-200.0	q	200.0																	2.0	0.0	2.0	0.0	4.0	2.0	18.0	1.0																													q	1.0	0.41777300834700004	None	0.0	4.0	diamondwhite.gif	go																								3.81	0.514295816422	0.00092601776123	0.41777300834700004	1.0	q	989.236898184																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
244	200.0	s	-200.0																	2.0	0.0	2.0	0.0	4.0	3.0	19.0	2.0																													s	1.0	0.40128612518299994	None	0.0	2.0	hexagonorange.gif	stop																								1.91	0.51443696022	0.00088095664978	0.40128612518299994	1.0	s	992.240803003																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
245	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	5.0	0.0	20.0	3.0																													a	1.0	0.334199905396	None	0.0	4.0	diamondwhite.gif	go																								4.08	0.513855934143	0.0008740425109860002	0.334199905396	1.0	a	995.243771076																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
246	200.0	s	-200.0																	2.0	0.0	2.0	0.0	5.0	1.0	21.0	2.0																													s	1.0	0.400952100754	None	0.0	1.0	invertedtrianglegreen.gif	stop																								0.89	0.5142099857329999	0.0011479854583699997	0.400952100754	1.0	s	998.24723506																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
247	200.0	w	200.0																	2.0	0.0	2.0	0.0	5.0	2.0	22.0	0.0																													w	1.0	0.43417501449600004	None	0.0	1.0	circleblue.gif	go																								1.24	0.5142378807069999	0.0008838176727290001	0.43417501449600004	1.0	w	1001.25063205																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
248	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	5.0	3.0	23.0	3.0																													a	1.0	0.36836314201399994	None	0.0	1.0	circleblue.gif	go																								0.0	0.514140844345	0.0008769035339360002	0.334698915482	0.0	q	1004.25380397				1.17	0.515393972397	0.00115299224854	0.36836314201399994	1.0	a	1007.25737119																								2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
249	-200.0	q	200.0																	2.0	0.0	2.0	0.0	6.0	0.0	24.0	1.0																													q	1.0	0.434168100357	None	0.0	4.0	trianglegray.gif	stop																								4.03	0.514317989349	0.000902891159058	0.434168100357	1.0	q	1010.26069403																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
250	200.0	s	-200.0																	2.0	0.0	2.0	0.0	6.0	1.0	25.0	2.0																													s	1.0	0.40118408203100003	None	0.0	0.5	crosscyan.gif	stop																								0.68	0.5143048763279999	0.00088095664978	0.40118408203100003	1.0	s	1013.26377797																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
251	200.0	w	200.0																	2.0	0.0	2.0	0.0	6.0	2.0	26.0	0.0																													w	1.0	0.367245912552	None	0.0	1.0	circleblue.gif	go																								1.04	0.514225006104	0.00107097625732	0.367245912552	1.0	w	1016.26736307																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
252	200.0	w	200.0																	2.0	0.0	2.0	0.0	6.0	3.0	27.0	0.0																													w	1.0	0.400816917419	None	0.0	2.0	lineyellow.gif	go																								2.03	0.514242172241	0.000869989395142	0.400816917419	1.0	w	1019.27087498																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
253	200.0	w	200.0																	2.0	0.0	2.0	0.0	7.0	0.0	28.0	0.0																													w	1.0	0.401485919952	None	0.0	4.0	trianglegray.gif	stop																								4.06	0.513916969299	0.000882863998413	0.401485919952	1.0	w	1022.27438998																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
254	200.0	w	200.0																	2.0	0.0	2.0	0.0	7.0	1.0	29.0	0.0																													w	1.0	0.38430094718900004	None	0.0	4.0	diamondwhite.gif	go																								4.2	0.5139122009279999	0.000888109207153	0.38430094718900004	1.0	w	1025.27755618																																		2015_Jun_25_1004	59.9351535495	LearningTask	1	20	
