	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	feedbackResp.keys	feedbackResp.corr	feedbackResp.rt	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	resp.rt	secondPracComputedRewardOutput	secondPracLearningStimOnset	secondPracLearningFixOnset	secondPracPresentationRT	secondPracPresentationAcc	secondPracPresentationResp	secondPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	EndTrialTimeStamp	stopSignalOnset	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	thirdComputedRewardOutput	thirdLearningStimOnset	thirdLearningFixOnset	thirdPresentationRT	thirdPresentationAcc	thirdPresentationResp	thirdEndTrialTimeStamp	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionResponse.rt	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 145
0																																																	[]	[]	[]	[]	[]	9.0	32.7111461163																																																																																						2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
1	-200.0	q	200.0				0.0	0.0	0.0	5.0																																														q	1.0	None	0.0	0.0910699367523	4.0	lineyellow.gif	stop	0.0	0.506857872009	0.006176948547359999	[]	0.0	None	46.8751819134	0.434407949448	3.76	0.515663146973	0.0012419223785399998	0.434407949448	1.0	q	49.8780040741																																																															2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
2	200.0	w	200.0				0.0	1.0	1.0	4.0																																														w	1.0	None	0.0		4.0	lineyellow.gif	stop	4.1	0.515017032623	0.0009298324584960001	0.333935022354	1.0	w	52.880967140200006	0.33393502235399997																																																																						2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
3	-200.0	a	-200.0				0.0	2.0	2.0	3.0																																														a	1.0	None	0.0		2.0	diamondgreen.gif	go	1.76	0.5153310298920001	0.0013179779052700001	0.400714874268	1.0	a	55.8846380711	0.40071487426799995																																																																						2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
4	-200.0	q	200.0				0.0	3.0	3.0	9.0																																														q	1.0	None	0.0		0.5	hexagonwhite.gif	go	0.67	0.514957904816	0.0013129711151099999	0.367340087891	1.0	q	58.8878390789	0.367340087891																																																																						2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
5	200.0	w	200.0				0.0	4.0	4.0	0.0																																														w	1.0	None	0.0		4.0	lineyellow.gif	stop	3.82	0.515093803406	0.0009448528289790001	0.334342002869	1.0	w	61.890981912600004	0.334342002869																																																																						2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
6	200.0	s	-200.0				0.0	5.0	5.0	6.0																																														s	1.0	None	0.0		0.5	squaremagenta.gif	stop	0.51	0.5154941082	0.00130605697632	0.417734861374	1.0	s	64.89452505109999	0.417734861374																																																																						2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
7	-200.0	q	200.0				0.0	6.0	6.0	1.0																																														q	1.0	None	0.0		1.0	invertedtrianglecyan.gif	go	1.21	0.51517701149	0.00128698348999	0.33394408226	1.0	q	67.8979890347	0.33394408226																																																																						2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
8	200.0	w	200.0				0.0	7.0	7.0	8.0																																														w	1.0	None	0.0		4.0	circleblue.gif	go	4.25	0.5149769783020001	0.0013649463653599998	0.301106929779	1.0	w	70.9012720585	0.301106929779																																																																						2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
9	-200.0	a	-200.0				0.0	8.0	8.0	7.0																																														a	1.0	None	0.0		4.0	lineyellow.gif	stop	0.0	0.515053987503	0.000904083251953	0.434345006943	1.0	a	73.9045610428	0.43434500694300004																																																																						2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
10	200.0	s	-200.0				0.0	9.0	9.0	2.0																																														s	1.0	None	0.0		0.5	squaremagenta.gif	stop	0.73	0.5152590274809999	0.0008919239044189998	0.35108590126	1.0	s	76.9083240032	0.35108590126																																																																						2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
11				z	0.0	-200.0										0.0	0.0	0.0	0.0																																																												125.134146929	go	circleblue.gif	go	4.0	z	1.0	0.7179629802699999	None	0.0	0.0013041496276900001	0.510207176208	128.13215994799998																																																		2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
12				z	0.0	-200.0										0.0	1.0	1.0	0.0																																																												128.132637978	go	diamondgreen.gif	go	2.0	z	1.0	0.384091854095	None	0.0	0.000978946685791	0.5152070522309999	131.135239124																																																		2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
13				z	0.0	-200.0										1.0	0.0	2.0	0.0																																																												131.13565707200001	stop	squaremagenta.gif	stop	0.5	z	1.0	0.31727695465100003	None	0.0	0.0011668205261199998	0.515518903732	134.138957024	0.7659327983859999																																																	2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
14				m	0.0	200.0										1.0	1.0	3.0	1.0																																																												134.139322996	go	circleblue.gif	go	4.0	m	1.0	0.350431919098	None	0.0	0.000951051712036	0.515878200531	137.142344952																																																		2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
15				m	0.0	200.0										2.0	0.0	4.0	1.0																																																												137.142756939	go	hexagonwhite.gif	go	0.5	m	1.0	0.384216785431	None	0.0	0.000976800918579	0.515464782715	140.145333052																																																		2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
16				z	0.0	-200.0										2.0	1.0	5.0	0.0																																																												140.145698071	go	invertedtrianglecyan.gif	go	1.0	z	1.0	0.617969989777	None	0.0	0.00103497505188	0.5160429477690001	143.148733139																																																		2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
17				m	0.0	200.0										3.0	0.0	6.0	1.0																																																												143.14909791899998	go	diamondgreen.gif	go	2.0	m	1.0	0.46800303459200004	None	0.0	0.00095009803772	0.515953063965	146.152209044																																																		2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
18				m	0.0	200.0										3.0	1.0	7.0	1.0																																																												146.152650118	stop	lineyellow.gif	stop	4.0	None	0.0		None	0.0	0.0009591579437260001	0.515588998795	149.156034946	0.765822172165																																																	2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
19				z	0.0	-200.0										4.0	0.0	8.0	0.0																																																												149.15644002	go	hexagonwhite.gif	go	0.5	z	1.0	0.467409133911	None	0.0	0.0009560585021970001	0.515501976013	152.15910196299998																																																		2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
20				m	0.0	200.0										4.0	1.0	9.0	1.0																																																												152.159466982	go	hexagonwhite.gif	go	0.5	m	1.0	0.367322921753	None	0.0	0.000962018966675	0.515652179718	155.16224002799999																																																		2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
21																																																																																													9.0	51.765980005299994																																															2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
22																																																						9.0	9.811310052869999																																																																																						2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
23	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0																													a	1.0	None	0.0		0.5	hexagonwhite.gif	go								0.884809970856																								0.74	0.508418083191	0.00101494789124	0.884809970856	1.0	a	219.88649010700001																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
24	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0																													a	1.0	None	0.0		2.0	crossgray.gif	stop								0.43463993072499996																								2.09	0.5130391120910001	0.0012850761413599999	0.434639930725	1.0	a	222.88914299																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
25	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0																													a	1.0	None	0.0		4.0	circleblue.gif	go								0.367303133011																								4.24	0.514337062836	0.0009350776672360002	0.367303133011	1.0	a	225.892754078																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
26	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0																													w	1.0	None	0.0		4.0	circleblue.gif	go								0.31737303733800004																								3.8	0.514038801193	0.000907897949219	0.317373037338	1.0	w	228.89606213599998																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
27	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0																													w	1.0	None	0.0		4.0	circleblue.gif	go								0.284077167511																								0.0	0.513894081116	0.000968217849731	0.284077167511	1.0	w	231.899294138																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
28	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	1.0	5.0	0.0																													w	1.0	None	0.0		1.0	invertedtrianglecyan.gif	go								0.35108494758599995																								0.78	0.513935089111	0.0009019374847410001	0.351084947586	1.0	w	234.903106928																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
29	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	2.0	6.0	0.0																													w	1.0	None	0.0		2.0	diamondgreen.gif	go								0.3343501091																								2.06	0.513839960098	0.0011668205261199998	0.3343501091	1.0	w	237.90629792200002																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
30	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	3.0	7.0	0.0																													w	1.0	None	0.0		1.0	invertedtrianglecyan.gif	go								0.35078096389799995																								0.0	0.514099121094	0.000908136367798	0.350780963898	1.0	w	240.909325123																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
31	-200.0	q	200.0																	0.0	0.0	0.0	0.0	2.0	0.0	8.0	1.0																													q	1.0	None	0.0		4.0	lineyellow.gif	stop								0.9017660617829999																								4.03	0.514032840729	0.000903844833374	0.901766061783	1.0	q	243.91267609599998																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
32	-200.0	q	200.0																	0.0	0.0	0.0	0.0	2.0	1.0	9.0	1.0																													q	1.0	None	0.0		2.0	crossgray.gif	stop								0.367557048798																								2.15	0.514532089233	0.000892162322998	0.367557048798	1.0	q	246.91622901																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
33	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	2.0	10.0	3.0																													a	1.0	None	0.0		1.0	triangleorange.gif	stop								0.401086091995																								1.08	0.5141038894650001	0.0012948513031	0.401086091995	1.0	a	249.91962504400001																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
34	-200.0	q	200.0																	0.0	0.0	0.0	0.0	2.0	3.0	11.0	1.0																													q	1.0	None	0.0		1.0	triangleorange.gif	stop								0.334038972855																								1.12	0.514217853546	0.00095796585083	0.334038972855	1.0	q	252.92291593599998																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
35	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	3.0	0.0	12.0	3.0																													a	1.0	None	0.0		4.0	circleblue.gif	go								0.334331035614																								3.98	0.514390945435	0.000898838043213	0.334331035614	1.0	a	255.92633390400002																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
36	200.0	w	200.0																	0.0	0.0	0.0	0.0	3.0	1.0	13.0	0.0																													w	1.0	None	0.0		0.5	squaremagenta.gif	stop								0.333950042725																								0.61	0.514332056046	0.00088906288147	0.333950042725	1.0	w	258.92970705																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
37	200.0	w	200.0																	0.0	0.0	0.0	0.0	3.0	2.0	14.0	0.0																													w	1.0	None	0.0		0.5	squaremagenta.gif	stop								0.534102201462																								0.7	0.5140378475190001	0.0009489059448239998	0.534102201462	1.0	w	261.932971001																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
38	200.0	s	-200.0																	0.0	0.0	0.0	0.0	3.0	3.0	15.0	2.0																													s	1.0	None	0.0		2.0	diamondgreen.gif	go								0.401031017303																								2.22	0.514111042023	0.0009901523590089998	0.401031017303	1.0	s	264.936465979																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
39	-200.0	q	200.0																	0.0	0.0	0.0	0.0	4.0	0.0	16.0	1.0																													q	1.0	None	0.0		2.0	diamondgreen.gif	go								0.317444086075																								1.9	0.514115810394	0.000978946685791	0.317444086075	1.0	q	267.939768076																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
40	200.0	w	200.0																	0.0	0.0	0.0	0.0	4.0	1.0	17.0	0.0																													w	1.0	None	0.0		4.0	lineyellow.gif	stop								0.31775808334399996																								4.05	0.513919115067	0.000998020172119	0.317758083344	1.0	w	270.943053961																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
41	-200.0	q	200.0																	0.0	0.0	0.0	0.0	4.0	2.0	18.0	1.0																													q	1.0	None	0.0		4.0	circleblue.gif	go								0.317941904068																								4.22	0.514217853546	0.000974893569946	0.317941904068	1.0	q	273.946425915																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
42	200.0	s	-200.0																	0.0	0.0	0.0	0.0	4.0	3.0	19.0	2.0																													s	1.0	None	0.0		4.0	circleblue.gif	go								0.433970928192																								3.82	0.514535903931	0.0008919239044189998	0.433970928192	1.0	s	276.950217009																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
43	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	0.0	20.0	2.0																													s	1.0	None	0.0		1.0	triangleorange.gif	stop								0.434298992157																								0.9	0.5140068531040001	0.0009129047393799999	0.434298992157	1.0	s	279.953179121																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
44	-200.0	q	200.0																	0.0	0.0	0.0	0.0	5.0	1.0	21.0	1.0																													q	1.0	None	0.0		1.0	invertedtrianglecyan.gif	go								0.36705398559600005																								1.24	0.514781951904	0.0009031295776369999	0.367053985596	1.0	q	282.95704698599997																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
45	-200.0	q	200.0																	0.0	0.0	0.0	0.0	5.0	2.0	22.0	1.0																													q	1.0	None	0.0		2.0	diamondgreen.gif	go								0.36778211593599996																								2.0	0.5136258602139999	0.0009479522705080001	0.367782115936	1.0	q	285.960196972																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
46	200.0	w	200.0																	0.0	0.0	0.0	0.0	5.0	3.0	23.0	0.0																													w	1.0	None	0.0		2.0	crossgray.gif	stop								0.317994117737																								0.0	0.514256954193	0.000892877578735	0.317994117737	1.0	w	288.963386059																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
47	-200.0	q	200.0																	0.0	0.0	0.0	0.0	6.0	0.0	24.0	1.0																													q	1.0	None	0.0		1.0	invertedtrianglecyan.gif	go								0.36790108680699996																								1.21	0.5141270160679999	0.00107312202454	0.367901086807	1.0	q	291.966959953																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
48	200.0	s	-200.0																	0.0	0.0	0.0	0.0	6.0	1.0	25.0	2.0																													s	1.0	None	0.0		2.0	diamondgreen.gif	go								0.40073895454400005																								2.13	0.514027118683	0.00094199180603	0.400738954544	1.0	s	294.97046995200003																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
49	200.0	s	-200.0																	0.0	0.0	0.0	0.0	6.0	2.0	26.0	2.0																													s	1.0	None	0.0		2.0	crossgray.gif	stop								0.45103096962																								0.0	0.513870954514	0.0010008811950700002	0.45103096962	1.0	s	297.97355413400004																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
50	-200.0	q	200.0																	0.0	0.0	0.0	0.0	6.0	3.0	27.0	1.0																													q	1.0	None	0.0		0.5	squaremagenta.gif	stop								0.41772413253799995																								0.3	0.514045953751	0.0009448528289790001	0.417724132538	1.0	q	300.976815939																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
51	-200.0	q	200.0																	0.0	0.0	0.0	0.0	7.0	0.0	28.0	1.0																													q	1.0	None	0.0		2.0	diamondgreen.gif	go								0.35089588165299995																								1.95	0.514387130737	0.0009191036224369998	0.350895881653	1.0	q	303.980204105																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
52	200.0	w	200.0																	0.0	0.0	0.0	0.0	7.0	1.0	29.0	0.0																													w	1.0	None	0.0		1.0	invertedtrianglecyan.gif	go								0.250850915909																								0.75	0.514461994171	0.0009109973907470001	0.250850915909	1.0	w	306.983608007																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
53	-200.0	q	200.0																	0.0	0.0	0.0	0.0	7.0	2.0	30.0	1.0																													q	1.0	None	0.0		1.0	invertedtrianglecyan.gif	go								0.318055868149																								0.8	0.513976097107	0.0009140968322749999	0.318055868149	1.0	q	309.98749709099997																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
54	200.0	s	-200.0																	0.0	0.0	0.0	0.0	7.0	3.0	31.0	2.0																													s	1.0	None	0.0		0.5	hexagonwhite.gif	go								0.400537967682																								0.0	0.513997077942	0.0009858608245850002	0.400537967682	1.0	s	312.990447998																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
55	200.0	w	200.0																	0.0	0.0	0.0	0.0	8.0	0.0	32.0	0.0																													w	1.0	None	0.0		2.0	crossgray.gif	stop								0.28423404693599996																								1.83	0.514292955399	0.000907182693481	0.284234046936	1.0	w	315.993979931																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
56	-200.0	q	200.0																	0.0	0.0	0.0	0.0	8.0	1.0	33.0	1.0																													q	1.0	None	0.0		0.5	squaremagenta.gif	stop								0.284422874451																								0.34	0.5139060020449999	0.0009019374847410001	0.284422874451	1.0	q	318.997143984																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
57	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	8.0	2.0	34.0	3.0																													a	1.0	None	0.0		1.0	invertedtrianglecyan.gif	go								0.41764783859300003																								1.09	0.514118909836	0.000926971435547	0.417647838593	1.0	a	322.000519991																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
58	200.0	s	-200.0																	0.0	0.0	0.0	0.0	8.0	3.0	35.0	2.0																													s	1.0	None	0.0		4.0	circleblue.gif	go								0.41771793365500004																								0.0	0.514410018921	0.0008931159973139998	0.417717933655	1.0	s	325.004589081																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
59	200.0	w	200.0																	0.0	0.0	0.0	0.0	9.0	0.0	36.0	0.0																													w	1.0	None	0.0		1.0	triangleorange.gif	stop								0.300755023956																								1.17	0.513411045074	0.0009169578552250001	0.300755023956	1.0	w	328.007323027																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
60	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	9.0	1.0	37.0	3.0																													a	1.0	None	0.0		2.0	diamondgreen.gif	go								0.417484045029																								2.14	0.514235019684	0.0009140968322749999	0.417484045029	1.0	a	331.010638952																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
61	-200.0	q	200.0																	0.0	0.0	0.0	0.0	9.0	2.0	38.0	1.0																													q	1.0	None	0.0		4.0	circleblue.gif	go								0.300507068634																								4.13	0.514351844788	0.000903844833374	0.300507068634	1.0	q	334.01407003400004																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
62	200.0	s	-200.0																	0.0	0.0	0.0	0.0	9.0	3.0	39.0	2.0																													s	1.0	None	0.0		1.0	invertedtrianglecyan.gif	go								0.350760936737																								1.23	0.514137983322	0.000909090042114	0.350760936737	1.0	s	337.017538071																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
63	-200.0	q	200.0																	0.0	0.0	0.0	0.0	10.0	0.0	40.0	1.0																													q	1.0	None	0.0		2.0	diamondgreen.gif	go								0.367294788361																								1.79	0.514372825623	0.00110292434692	0.367294788361	1.0	q	340.020976067																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
64	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	10.0	1.0	41.0	3.0																													a	1.0	None	0.0		2.0	diamondgreen.gif	go								0.36755514144900003																								1.9	0.514204978943	0.0008909702301030001	0.367555141449	1.0	a	343.02412009200003																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
65	200.0	s	-200.0																	0.0	0.0	0.0	0.0	10.0	2.0	42.0	2.0																													s	1.0	None	0.0		2.0	crossgray.gif	stop								0.367300987244																								2.01	0.514435052872	0.00090217590332	0.367300987244	1.0	s	346.02784013699994																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
66	-200.0	q	200.0																	0.0	0.0	0.0	0.0	10.0	3.0	43.0	1.0																													q	1.0	None	0.0		2.0	diamondgreen.gif	go								0.317516803741																								2.1	0.513636112213	0.0010070800781199999	0.317516803741	1.0	q	349.030869007																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
67	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	11.0	0.0	44.0	3.0																													a	1.0	None	0.0		0.5	squaremagenta.gif	stop								0.38434195518500003																								0.0	0.514470815659	0.0009570121765139998	0.384341955185	1.0	a	352.03474593199996																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
68	200.0	w	200.0																	0.0	0.0	0.0	0.0	11.0	1.0	45.0	0.0																													w	1.0	None	0.0		2.0	diamondgreen.gif	go								0.300854921341																								1.99	0.513979911804	0.000900983810425	0.300854921341	1.0	w	355.03776311900003																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
69	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	11.0	2.0	46.0	3.0																													a	1.0	None	0.0		1.0	invertedtrianglecyan.gif	go								0.333759069443																								1.24	0.514019012451	0.00092601776123	0.333759069443	1.0	a	358.041095972																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
70	200.0	s	-200.0																	0.0	0.0	0.0	0.0	11.0	3.0	47.0	2.0																													s	1.0	None	0.0		0.5	hexagonwhite.gif	go								0.401074886322																								0.57	0.514183998108	0.00125288963318	0.401074886322	1.0	s	361.04426503199994																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
71	200.0	w	200.0																	0.0	0.0	0.0	0.0	12.0	0.0	48.0	0.0																													w	1.0	None	0.0		0.5	hexagonwhite.gif	go								0.45074295997599995																								0.35	0.5145049095149999	0.000900983810425	0.450742959976	1.0	w	364.047940969																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
72	200.0	s	-200.0																	0.0	0.0	0.0	0.0	12.0	1.0	49.0	2.0																													s	1.0	None	0.0		2.0	crossgray.gif	stop								0.383800983429																								1.86	0.513839960098	0.0009379386901860002	0.383800983429	1.0	s	367.051243067																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
73	200.0	s	-200.0																	0.0	0.0	0.0	0.0	12.0	2.0	50.0	2.0																													s	1.0	None	0.0		4.0	lineyellow.gif	stop								0.384078979492																								4.13	0.51424407959	0.0009129047393799999	0.384078979492	1.0	s	370.054753065																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
74	200.0	s	-200.0																	0.0	0.0	0.0	0.0	12.0	3.0	51.0	2.0																													s	1.0	None	0.0		2.0	crossgray.gif	stop								0.367659091949																								2.06	0.514317989349	0.0008978843688960001	0.367659091949	1.0	s	373.058108091																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
75	-200.0	q	200.0																	0.0	0.0	0.0	0.0	13.0	0.0	52.0	1.0																													q	1.0	None	0.0		0.5	squaremagenta.gif	stop								0.317469120026																								0.72	0.514115095139	0.000917196273804	0.317469120026	1.0	q	376.06121802300004																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
76	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	13.0	1.0	53.0	3.0																													a	1.0	None	0.0		0.5	hexagonwhite.gif	go								0.35103607177699997																								0.51	0.51433801651	0.0009160041809079999	0.351036071777	1.0	a	379.06470704099996																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
77	200.0	w	200.0																	0.0	0.0	0.0	0.0	13.0	2.0	54.0	0.0																													w	1.0	None	0.0		1.0	triangleorange.gif	stop								0.40106892585799997																								1.07	0.5142390728	0.0009129047393799999	0.401068925858	1.0	w	382.068087101																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
78	200.0	s	-200.0																	0.0	0.0	0.0	0.0	13.0	3.0	55.0	2.0																													s	1.0	None	0.0		2.0	crossgray.gif	stop								0.384128808975																								2.22	0.514601945877	0.000900030136108	0.384128808975	1.0	s	385.071558952																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
79	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	14.0	0.0	56.0	3.0																													a	1.0	None	0.0		1.0	invertedtrianglecyan.gif	go								0.38421797752400005																								0.0	0.514033794403	0.0011467933654800001	0.384217977524	1.0	a	388.07482600199995																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
80	200.0	s	-200.0																	0.0	0.0	0.0	0.0	14.0	1.0	57.0	2.0																													s	1.0	None	0.0		2.0	diamondgreen.gif	go								0.384697914124																								0.0	0.514300107956	0.0009450912475589999	0.384697914124	1.0	s	391.07815814																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
81	200.0	w	200.0																	0.0	0.0	0.0	0.0	14.0	2.0	58.0	0.0																													w	1.0	None	0.0		1.0	invertedtrianglecyan.gif	go								0.317831039429																								0.77	0.514310836792	0.000922918319702	0.317831039429	1.0	w	394.08150410699994																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
82	200.0	w	200.0																	0.0	0.0	0.0	0.0	14.0	3.0	59.0	0.0																													w	1.0	None	0.0		4.0	lineyellow.gif	stop								0.33426809310899996																								4.22	0.513960838318	0.0009369850158689999	0.334268093109	1.0	w	397.08467412																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
83	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	15.0	0.0	60.0	3.0																													a	1.0	None	0.0		4.0	lineyellow.gif	stop								0.35092401504500004																								0.0	0.514415025711	0.0009400844573969999	0.350924015045	1.0	a	400.088278055																																								2015_Jun_25_1032	59.7564325402	LearningTask	1	66	
