	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	feedbackResp.rt	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	stopSignalOnset	EndTrialTimeStamp	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	auctionResponse.rt	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 131
188	200.0	s	-200.0																	1.0	0.0	1.0	0.0	16.0	0.0	64.0	2.0																													s	1.0	0.33430886268599996	None	0.0	1.0	diamondgray.gif	go																									1.11	0.514257907867	0.0008869171142580001	0.334308862686	1.0	s	793.681292057																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
189	200.0	s	-200.0																	1.0	0.0	1.0	0.0	16.0	1.0	65.0	2.0																													s	1.0	0.36750793456999997	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.74	0.513881206512	0.0008862018585209999	0.36750793457	1.0	s	796.684360027																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
190	200.0	w	200.0																	1.0	0.0	1.0	0.0	16.0	2.0	66.0	0.0																													w	1.0	0.400926828384	None	0.0	4.0	triangleyellow.gif	go																									3.86	0.514189958572	0.000904083251953	0.400926828384	1.0	w	799.687542915																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
191	200.0	w	200.0																	1.0	0.0	1.0	0.0	16.0	3.0	67.0	0.0																													w	1.0	0.384077072144	None	0.0	2.0	squareblue.gif	stop																									1.91	0.514522075653	0.0008909702301030001	0.384077072144	1.0	w	802.691127062																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
192	-200.0	q	200.0																	1.0	0.0	1.0	0.0	17.0	0.0	68.0	1.0																													q	1.0	0.4844739437100001	q	1.0	1.0	diamondgray.gif	go								0.7918829917910001																	0.84	0.514573097229	0.0008709430694580001	0.48447394371	1.0	q	805.6945869919999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
193	-200.0	q	200.0																	1.0	0.0	1.0	0.0	17.0	1.0	69.0	1.0																													q	1.0	0.451297044754	None	0.0	1.0	hexagonwhite.gif	stop																									1.2	0.514158964157	0.0009679794311519998	0.451297044754	1.0	q	808.6982159610001																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
194	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	17.0	2.0	70.0	3.0																													a	1.0	0.484738111496	None	0.0	4.0	triangleyellow.gif	go																									4.14	0.5139930248260001	0.00115609169006	0.484738111496	1.0	a	811.7012100219999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
195	-200.0	q	200.0																	1.0	0.0	1.0	0.0	17.0	3.0	71.0	1.0																													q	1.0	0.45130801200900006	None	0.0	2.0	linegreen.gif	go																									2.07	0.514322042465	0.0008790493011469999	0.451308012009	1.0	q	814.7045929430001																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
196	-200.0	q	200.0																	1.0	0.0	1.0	0.0	18.0	0.0	72.0	1.0																													q	1.0	0.48444986343400004	None	0.0	2.0	linegreen.gif	go																									2.11	0.5139780044560001	0.00100898742676	0.484449863434	1.0	q	817.707931995																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
197	-200.0	q	200.0																	1.0	0.0	1.0	0.0	18.0	1.0	73.0	1.0																													q	1.0	0.417520999908	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.72	0.514305830002	0.000888824462891	0.417520999908	1.0	q	820.7113459110001																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
198	200.0	s	-200.0																	1.0	0.0	1.0	0.0	18.0	2.0	74.0	2.0																													s	1.0	0.6011290550230001	None	0.0	4.0	triangleyellow.gif	go																									4.16	0.514359951019	0.0008940696716310001	0.601129055023	1.0	s	823.714926004																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
199	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	18.0	3.0	75.0	3.0																													a	1.0	0.384481906891	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.35	0.514089107513	0.0009169578552250001	0.384481906891	1.0	a	826.7182009219999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
200	-200.0	q	200.0																	1.0	0.0	1.0	0.0	19.0	0.0	76.0	1.0																													q	1.0	0.668022871017	None	0.0	0.5	circleorange.gif	go																									0.71	0.5142371654510001	0.000900030136108	0.668022871017	1.0	q	829.721504927																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
201	200.0	w	200.0																	1.0	0.0	1.0	0.0	19.0	1.0	77.0	0.0																													w	1.0	0.48466420173600006	None	0.0	2.0	squareblue.gif	stop																									0.0	0.513997077942	0.0008721351623539999	0.250921964645	0.0	q	832.724759102	0.0	0.515579938889	0.000942945480347	0.48466420173600006	1.0	w	835.728174925																										2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
202	200.0	s	-200.0																	1.0	0.0	1.0	0.0	19.0	2.0	78.0	2.0																													s	1.0	0.38438796997100005	None	0.0	1.0	diamondgray.gif	go																									0.0	0.5143940448759999	0.000880002975464	[]	0.0	None	838.731561899	0.75	0.515781164169	0.00094199180603	0.38438796997100005	1.0	s	841.7352499960001																										2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
203	200.0	s	-200.0																	1.0	0.0	1.0	0.0	19.0	3.0	79.0	2.0																													s	1.0	0.41788005828900004	q	0.0	0.5	invertedtrianglecyan.gif	stop								0.258496046066																	0.0	0.514078855515	0.0008838176727290001	0.417880058289	1.0	s	844.738301992																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
204	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	20.0	0.0	80.0	3.0																													a	1.0	0.367829084396	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.39	0.514366149902	0.00101017951965	0.367829084396	1.0	a	847.741935015																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
205	200.0	s	-200.0																	1.0	0.0	1.0	0.0	20.0	1.0	81.0	2.0																													s	1.0	0.384183883667	None	0.0	2.0	linegreen.gif	go																									2.15	0.513992071152	0.0008790493011469999	0.384183883667	1.0	s	850.7451310160001																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
206	-200.0	q	200.0																	1.0	0.0	1.0	0.0	20.0	2.0	82.0	1.0																													q	1.0	0.41743779182400004	None	0.0	1.0	diamondgray.gif	go																									1.0	0.514086008072	0.0008790493011469999	0.417437791824	1.0	q	853.7485170360001																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
207	-200.0	q	200.0																	1.0	0.0	1.0	0.0	20.0	3.0	83.0	1.0																													q	1.0	0.484342098236	w	0.0	4.0	crossmagenta.gif	stop								0.592191934586																	4.07	0.514153003693	0.00103402137756	0.484342098236	1.0	q	856.7519838810001																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
208	200.0	s	-200.0																	1.0	0.0	1.0	0.0	21.0	0.0	84.0	2.0																													s	1.0	0.450934886932	None	0.0	4.0	triangleyellow.gif	go																									3.86	0.514177083969	0.0008790493011469999	0.450934886932	1.0	s	859.7552430630001																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
209	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	21.0	1.0	85.0	3.0																													a	1.0	0.468273878098	None	0.0	1.0	hexagonwhite.gif	stop																									1.13	0.514213085175	0.0008831024169919999	0.468273878098	1.0	a	862.758518934																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
210	200.0	w	200.0																	1.0	0.0	1.0	0.0	21.0	2.0	86.0	0.0																													w	1.0	0.484304189682	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.59	0.514350891113	0.00123190879822	0.484304189682	1.0	w	865.7618448730001																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
211	200.0	s	-200.0																	1.0	0.0	1.0	0.0	21.0	3.0	87.0	2.0																													s	1.0	0.434279918671	None	0.0	1.0	hexagonwhite.gif	stop																									1.04	0.514619827271	0.0008838176727290001	0.434279918671	1.0	s	868.76531601																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
212	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	22.0	0.0	88.0	3.0																													a	1.0	0.551453828812	None	0.0	2.0	linegreen.gif	go																									0.0	0.514314889908	0.0008759498596189999	0.551453828812	1.0	a	871.769016981																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
213	200.0	w	200.0																	1.0	0.0	1.0	0.0	22.0	1.0	89.0	0.0																													w	1.0	0.450489044189	None	0.0	1.0	hexagonwhite.gif	stop																									0.0	0.5139698982240001	0.000923871994019	0.450489044189	1.0	w	874.772119999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
214	200.0	w	200.0																	1.0	0.0	1.0	0.0	22.0	2.0	90.0	0.0																													w	1.0	0.45124411582900004	None	0.0	0.5	circleorange.gif	go																									0.33	0.514142990112	0.000880002975464	0.451244115829	1.0	w	877.775479078																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
215	200.0	w	200.0																	1.0	0.0	1.0	0.0	22.0	3.0	91.0	0.0																													w	1.0	0.451297044754	None	0.0	1.0	hexagonwhite.gif	stop																									0.8	0.514315128326	0.0008780956268310002	0.451297044754	1.0	w	880.7790939810001																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
216	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	23.0	0.0	92.0	3.0																													a	1.0	0.567008972168	w	0.0	4.0	crossmagenta.gif	stop								0.058987855911300006																	0.0	0.514196872711	0.00089693069458	0.567008972168	1.0	a	883.7821979519999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
217	-200.0	q	200.0																	1.0	0.0	1.0	0.0	23.0	1.0	93.0	1.0																													q	1.0	0.534533977509	None	0.0	0.5	circleorange.gif	go																									0.52	0.514369010925	0.000890016555786	0.534533977509	1.0	q	886.785476923																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
218	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	23.0	2.0	94.0	3.0																													a	1.0	0.517810106277	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.49	0.5145049095149999	0.000880002975464	0.517810106277	1.0	a	889.78923893																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
219	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	23.0	3.0	95.0	3.0																													a	1.0	0.634575128555	None	0.0	1.0	hexagonwhite.gif	stop																									0.0	0.514050006866	0.0009019374847410001	0.634575128555	1.0	a	892.792185068																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
220	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	24.0	0.0	96.0	3.0																													a	1.0	0.43381905555699996	None	0.0	4.0	crossmagenta.gif	stop																									4.0	0.5145409107209999	0.00103092193604	0.433819055557	1.0	a	895.7955379489999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
221	-200.0	q	200.0																	1.0	0.0	1.0	0.0	24.0	1.0	97.0	1.0																													q	1.0	0.48433804511999995	q	1.0	2.0	squareblue.gif	stop								0.77504992485																	2.01	0.5143408775330001	0.0011987686157200002	0.48433804512	1.0	q	898.7992780210001																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
222	200.0	w	200.0																	1.0	0.0	1.0	0.0	24.0	2.0	98.0	0.0																													w	1.0	0.41806006431599996	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.41	0.514158964157	0.00089693069458	0.418060064316	1.0	w	901.8023169039999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
223	200.0	s	-200.0																	1.0	0.0	1.0	0.0	24.0	3.0	99.0	2.0																													s	1.0	0.467824935913	None	0.0	0.5	circleorange.gif	go																									0.72	0.51441693306	0.00102591514587	0.467824935913	1.0	s	904.8059020039999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
224																				1.0	0.0	1.0	0.0																																																																															9.0	36.267991066																								2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
225	200.0	w	200.0																	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0																													w	1.0	0.38421392440800006	None	0.0	4.0	crossmagenta.gif	stop																									3.89	0.510360002518	0.0009119510650630002	0.384213924408	1.0	w	944.7515408989999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
226	200.0	s	-200.0																	2.0	0.0	2.0	0.0	0.0	1.0	1.0	2.0																													s	1.0	0.5008778572079999	None	0.0	4.0	crossmagenta.gif	stop																									0.0	0.513517141342	0.00088095664978	0.500877857208	1.0	s	947.754221916																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
227	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	0.0	2.0	2.0	3.0																													a	1.0	0.451017141342	None	0.0	1.0	hexagonwhite.gif	stop																									1.24	0.514199018478	0.0009379386901860002	0.451017141342	1.0	a	950.7574560639999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
228	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	0.0	3.0	3.0	3.0																													a	1.0	0.500866174698	None	0.0	4.0	triangleyellow.gif	go																									3.79	0.514101982117	0.0009582042694089999	0.500866174698	1.0	a	953.760854006																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
229	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	1.0	0.0	4.0	3.0																													a	1.0	0.450981140137	None	0.0	2.0	linegreen.gif	go																									1.85	0.514369010925	0.000881195068359	0.450981140137	1.0	a	956.764139891																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
230	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	1.0	1.0	5.0	3.0																													a	1.0	0.417915821075	q	0.0	4.0	triangleyellow.gif	go								0.842299938202																	0.0	0.5140399932859999	0.0008821487426760002	0.417915821075	1.0	a	959.7674319739999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
231	200.0	s	-200.0																	2.0	0.0	2.0	0.0	1.0	2.0	6.0	2.0																													s	1.0	0.43422198295599995	None	0.0	1.0	diamondgray.gif	go																									0.82	0.514467954636	0.000900030136108	0.434221982956	1.0	s	962.77088809																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
232	200.0	s	-200.0																	2.0	0.0	2.0	0.0	1.0	3.0	7.0	2.0																													s	1.0	0.501331806183	None	0.0	2.0	squareblue.gif	stop																									2.09	0.514400959015	0.0008721351623539999	0.501331806183	1.0	s	965.7744870189999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
233	-200.0	q	200.0																	2.0	0.0	2.0	0.0	2.0	0.0	8.0	1.0																													q	1.0	0.450935125351	None	0.0	0.5	circleorange.gif	go																									0.0	0.5140600204469999	0.0008959770202639998	0.450935125351	1.0	q	968.778189898																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
234	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	2.0	1.0	9.0	3.0																													a	1.0	0.38484787941	None	0.0	4.0	crossmagenta.gif	stop																									3.99	0.513672828674	0.00088095664978	0.38484787941	1.0	a	971.781233072																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
235	200.0	s	-200.0																	2.0	0.0	2.0	0.0	2.0	2.0	10.0	2.0																													s	1.0	0.31768488884	None	0.0	1.0	hexagonwhite.gif	stop																									1.11	0.513842821121	0.00112295150757	0.31768488884	1.0	s	974.7846920489999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
236	200.0	s	-200.0																	2.0	0.0	2.0	0.0	2.0	3.0	11.0	2.0																													s	1.0	0.317408084869	None	0.0	1.0	diamondgray.gif	go																									0.0	0.514323949814	0.0008780956268310002	0.133686065674	0.0	q	977.7879419330001	0.0	0.515533924103	0.000941038131714	0.317408084869	1.0	s	980.7913520339999																										2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
237	200.0	s	-200.0																	2.0	0.0	2.0	0.0	3.0	0.0	12.0	2.0																													s	1.0	0.43463206291199996	None	0.0	4.0	triangleyellow.gif	go																									3.88	0.513995885849	0.00095009803772	0.434632062912	1.0	s	983.7946510310001																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
238	-200.0	q	200.0																	2.0	0.0	2.0	0.0	3.0	1.0	13.0	1.0																													q	1.0	0.401444911957	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.32	0.514302015305	0.000888824462891	0.401444911957	1.0	q	986.798016071																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
239	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	3.0	2.0	14.0	3.0																													a	1.0	0.46776485443099997	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.27	0.514295816422	0.0009148120880130001	0.467764854431	1.0	a	989.801481009																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
240	200.0	w	200.0																	2.0	0.0	2.0	0.0	3.0	3.0	15.0	0.0																													w	1.0	0.451252222061	None	0.0	2.0	squareblue.gif	stop																									0.0	0.514037132263	0.000941038131714	0.451252222061	1.0	w	992.804704905																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
241	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	4.0	0.0	16.0	3.0																													a	1.0	0.383554935455	None	0.0	1.0	hexagonwhite.gif	stop																									1.16	0.5144519805910001	0.000880002975464	0.383554935455	1.0	a	995.808197975																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
242	200.0	w	200.0																	2.0	0.0	2.0	0.0	4.0	1.0	17.0	0.0																													w	1.0	0.45110201835600006	None	0.0	0.5	circleorange.gif	go																									0.0	0.513989925385	0.0009379386901860002	0.451102018356	1.0	w	998.8115179539999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
243	-200.0	q	200.0																	2.0	0.0	2.0	0.0	4.0	2.0	18.0	1.0																													q	1.0	0.351413965225	None	0.0	1.0	diamondgray.gif	go																									0.86	0.513900995255	0.0008950233459470001	0.351413965225	1.0	q	1001.81483388																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
244	200.0	w	200.0																	2.0	0.0	2.0	0.0	4.0	3.0	19.0	0.0																													w	1.0	0.317361116409	None	0.0	0.5	circleorange.gif	go																									0.6	0.514158964157	0.0008790493011469999	0.317361116409	1.0	w	1004.81868196																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
245	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	5.0	0.0	20.0	3.0																													a	1.0	0.350883960724	None	0.0	1.0	hexagonwhite.gif	stop																									0.0	0.514005899429	0.0009617805480960001	0.350883960724	1.0	a	1007.82192588																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
246	-200.0	q	200.0																	2.0	0.0	2.0	0.0	5.0	1.0	21.0	1.0																													q	1.0	0.38400101661700003	None	0.0	1.0	diamondgray.gif	go																									0.0	0.513808965683	0.000873804092407	0.384001016617	1.0	q	1010.82501101																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
247	200.0	s	-200.0																	2.0	0.0	2.0	0.0	5.0	2.0	22.0	2.0																													s	1.0	0.384293079376	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.53	0.514298915863	0.0008680820465089999	0.384293079376	1.0	s	1013.82890391																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
248	-200.0	q	200.0																	2.0	0.0	2.0	0.0	5.0	3.0	23.0	1.0																													q	1.0	0.317538022995	None	0.0	4.0	crossmagenta.gif	stop																									4.17	0.513753890991	0.000890016555786	0.317538022995	1.0	q	1016.83251309																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
249	200.0	w	200.0																	2.0	0.0	2.0	0.0	6.0	0.0	24.0	0.0																													w	1.0	0.36711692810099994	None	0.0	4.0	crossmagenta.gif	stop																									3.88	0.513757944107	0.000900983810425	0.367116928101	1.0	w	1019.83519292																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
250	-200.0	q	200.0																	2.0	0.0	2.0	0.0	6.0	1.0	25.0	1.0																													q	1.0	0.417619943619	q	1.0	0.5	circleorange.gif	go								0.5917930603029999																	0.26	0.5144460201259999	0.00088095664978	0.417619943619	1.0	q	1022.83867693																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
251	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	6.0	2.0	26.0	3.0																													a	1.0	0.38429594039899995	None	0.0	1.0	diamondgray.gif	go																									0.95	0.5141398906710001	0.0008709430694580001	0.384295940399	1.0	a	1025.84199309																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
252	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	6.0	3.0	27.0	3.0																													a	1.0	0.40114593505900004	None	0.0	1.0	diamondgray.gif	go																									0.0	0.514311075211	0.000881195068359	0.401145935059	1.0	a	1028.84505105																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
253	-200.0	q	200.0																	2.0	0.0	2.0	0.0	7.0	0.0	28.0	1.0																													q	1.0	0.401266098022	None	0.0	2.0	linegreen.gif	go																									0.0	0.514547109604	0.00088906288147	0.401266098022	1.0	q	1031.84928703																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
254	200.0	s	-200.0																	2.0	0.0	2.0	0.0	7.0	1.0	29.0	2.0																													s	1.0	0.350862979889	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.75	0.513783931732	0.000877857208252	0.350862979889	1.0	s	1034.85209703																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
255	200.0	w	200.0																	2.0	0.0	2.0	0.0	7.0	2.0	30.0	0.0																													w	1.0	0.317717075348	None	0.0	4.0	triangleyellow.gif	go																									0.0	0.5143048763279999	0.000923871994019	0.317717075348	1.0	w	1037.85535693																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
256	200.0	w	200.0																	2.0	0.0	2.0	0.0	7.0	3.0	31.0	0.0																													w	1.0	0.334150075912	None	0.0	2.0	squareblue.gif	stop																									0.0	0.51419210434	0.00093412399292	0.334150075912	1.0	w	1040.85872507																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
257	200.0	w	200.0																	2.0	0.0	2.0	0.0	8.0	0.0	32.0	0.0																													w	1.0	0.43463492393500003	None	0.0	1.0	diamondgray.gif	go																									1.22	0.514355897903	0.0008759498596189999	0.434634923935	1.0	w	1043.86210799																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
258	200.0	s	-200.0																	2.0	0.0	2.0	0.0	8.0	1.0	33.0	2.0																													s	1.0	0.401130914688	None	0.0	4.0	triangleyellow.gif	go																									0.0	0.514129161835	0.000900983810425	0.401130914688	1.0	s	1046.86571693																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
259	200.0	w	200.0																	2.0	0.0	2.0	0.0	8.0	2.0	34.0	0.0																													w	1.0	0.334231853485	None	0.0	4.0	crossmagenta.gif	stop																									4.02	0.5140910148619999	0.000928163528442	0.334231853485	1.0	w	1049.86893296																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
260	200.0	s	-200.0																	2.0	0.0	2.0	0.0	8.0	3.0	35.0	2.0																													s	1.0	0.35062599182099996	None	0.0	2.0	squareblue.gif	stop																									2.13	0.514547109604	0.0008780956268310002	0.350625991821	1.0	s	1052.87224793																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
261	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	9.0	0.0	36.0	3.0																													a	1.0	0.5343232154850001	None	0.0	1.0	hexagonwhite.gif	stop																									0.76	0.514387845993	0.0008859634399410001	0.534323215485	1.0	a	1055.8759860999999																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
262	200.0	s	-200.0																	2.0	0.0	2.0	0.0	9.0	1.0	37.0	2.0																													s	1.0	0.35073900222800003	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.7	0.513835906982	0.0008869171142580001	0.350739002228	1.0	s	1058.87921596																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
263	-200.0	q	200.0																	2.0	0.0	2.0	0.0	9.0	2.0	38.0	1.0																													q	1.0	0.38406586647	None	0.0	2.0	linegreen.gif	go																									1.91	0.514055967331	0.00117492675781	0.38406586647	1.0	q	1061.8827579																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
264	200.0	w	200.0																	2.0	0.0	2.0	0.0	9.0	3.0	39.0	0.0																													w	1.0	0.318469047546	None	0.0	1.0	hexagonwhite.gif	stop																									0.0	0.513715982437	0.0008790493011469999	0.318469047546	1.0	w	1064.88649797																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
265	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	10.0	0.0	40.0	3.0																													a	1.0	0.384036064148	None	0.0	0.5	invertedtrianglecyan.gif	stop																									0.64	0.513540029526	0.0009169578552250001	0.384036064148	1.0	a	1067.88917208																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
266	200.0	s	-200.0																	2.0	0.0	2.0	0.0	10.0	1.0	41.0	2.0																													s	1.0	0.38482499122599995	None	0.0	2.0	squareblue.gif	stop																									1.91	0.514337062836	0.000949144363403	0.384824991226	1.0	s	1070.89254093																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
267	200.0	w	200.0																	2.0	0.0	2.0	0.0	10.0	2.0	42.0	0.0																													w	1.0	0.334599971771	None	0.0	2.0	squareblue.gif	stop																									0.0	0.514368057251	0.0008790493011469999	0.334599971771	1.0	w	1073.89610195																																	2015_Jul_06_1123	59.7196767341	LearningTask	1	77	
