	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	feedbackResp.keys	feedbackResp.corr	feedbackResp.rt	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	resp.rt	secondPracComputedRewardOutput	secondPracLearningStimOnset	secondPracLearningFixOnset	secondPracPresentationRT	secondPracPresentationAcc	secondPracPresentationResp	secondPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	stopSignalOnset	EndTrialTimeStamp	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionResponse.rt	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 138
10	200.0	w	200.0				0.0	9.0	9.0	4.0																																														w	1.0	None	0.0		0.5	squaregreen.gif	go	0.0	0.515615940094	0.00129008293152	0.350402832031	1.0	w	113.654066801	0.35040283203100003																																																															2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
11				z	0.0	-200.0										0.0	0.0	0.0	0.0																																																												182.536314964	stop	lineblue.gif	stop	2.0	z	1.0	0.38384318351700003	None	0.0	0.0012888908386199998	0.510603904724	0.7609429359440001	185.534756899																																										2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
12				z	0.0	-200.0										0.0	1.0	1.0	0.0																																																												185.53515386599997	go	crossyellow.gif	go	2.0	z	1.0	0.517780065536	None	0.0	0.00182199478149	0.5152070522309999		188.537497997																																										2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
13				m	0.0	200.0										1.0	0.0	2.0	1.0																																																												188.538088799	go	hexagonmagenta.gif	go	1.0	m	1.0	0.384119033813	None	0.0	0.0018110275268599998	0.515667200089		191.54063296299998																																										2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
14				z	0.0	-200.0										1.0	1.0	3.0	0.0																																																												191.541001797	go	circlewhite.gif	go	4.0	z	1.0	0.467970132828	None	0.0	0.00137209892273	0.516075134277		194.544338942																																										2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
15				m	0.0	200.0										2.0	0.0	4.0	1.0																																																												194.54476690299998	go	squaregreen.gif	go	0.5	m	1.0	0.500338792801	None	0.0	0.000943899154663	0.515866041183		197.547648907																																										2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
16				z	0.0	-200.0										2.0	1.0	5.0	0.0																																																												197.548017979	go	squaregreen.gif	go	0.5	z	1.0	0.634108066559	None	0.0	0.00101089477539	0.5160868167880001		200.551196814																																										2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
17				m	0.0	200.0										3.0	0.0	6.0	1.0																																																												200.551567793	go	crossyellow.gif	go	2.0	m	1.0	0.40045809745800004	None	0.0	0.0009751319885249999	0.5159311294560001		203.554411888																																										2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
18				m	0.0	200.0										3.0	1.0	7.0	1.0																																																												203.554775953	go	squaregreen.gif	go	0.5	m	1.0	0.48477101326000005	None	0.0	0.0009479522705080001	0.515653133392		206.557973862																																										2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
19				m	0.0	200.0										4.0	0.0	8.0	1.0																																																												206.558338881	stop	diamondcyan.gif	stop	1.0	m	1.0	0.40079784393299994	None	0.0	0.00109195709229	0.515492916107	0.765722990036	209.560813904																																										2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
20				z	0.0	-200.0										4.0	1.0	9.0	0.0																																																												209.561266899	go	crossyellow.gif	go	2.0	z	1.0	0.4676458835600001	None	0.0	0.000941038131714	0.515991926193		212.56434989																																										2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
21																																																																																													9.0	8.71985507011																																								2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
22																																																						9.0	79.6225609779																																																																															2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
23	-200.0	q	200.0																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0																													q	1.0	None	0.0		4.0	trianglegray.gif	stop								0.46776890754699996																								3.86	0.5082101821899999	0.0008859634399410001	0.467768907547	1.0	q	304.051252842																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
24	-200.0	q	200.0																	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0																													q	1.0	None	0.0		4.0	circlewhite.gif	go								0.41775393486																								3.81	0.513850927353	0.0008838176727290001	0.41775393486	1.0	q	307.05411601099996																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
25	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0																													w	1.0	None	0.0		1.0	hexagonmagenta.gif	go								0.38415288925200003																								1.12	0.514224767685	0.000951766967773	0.384152889252	1.0	w	310.057446957																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
26	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0																													w	1.0	None	0.0		4.0	circlewhite.gif	go								0.400460004807																								4.18	0.514350175858	0.000909090042114	0.400460004807	1.0	w	313.060830832																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
27	-200.0	q	200.0																	0.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0																													q	1.0	None	0.0		4.0	trianglegray.gif	stop								0.351181983948																								0.0	0.514506101608	0.0009059906005860001	0.351181983948	1.0	q	316.064247847																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
28	-200.0	q	200.0																	0.0	0.0	0.0	0.0	1.0	1.0	5.0	1.0																													q	1.0	None	0.0		1.0	hexagonmagenta.gif	go								0.35073900222800003																								0.91	0.5140450000760001	0.00094199180603	0.350739002228	1.0	q	319.06783080099996																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
29	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	2.0	6.0	2.0																													s	1.0	None	0.0		0.5	squaregreen.gif	go								0.31809091568000003																								0.55	0.513756990433	0.0009150505065920001	0.31809091568	1.0	s	322.070813894																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
30	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	3.0	7.0	0.0																													w	1.0	None	0.0		2.0	lineblue.gif	stop								0.43364906311000007																								1.84	0.515059947968	0.0010659694671599999	0.43364906311	1.0	w	325.07475280799997																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
31	-200.0	q	200.0																	0.0	0.0	0.0	0.0	2.0	0.0	8.0	1.0																													q	1.0	None	0.0		4.0	trianglegray.gif	stop								0.417895078659																								0.0	0.5137720108030001	0.0009129047393799999	0.417895078659	1.0	q	328.07777094799997																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
32	200.0	w	200.0																	0.0	0.0	0.0	0.0	2.0	1.0	9.0	0.0																													w	1.0	None	0.0		0.5	squaregreen.gif	go								0.367795944214																								0.68	0.514101982117	0.000900030136108	0.367795944214	1.0	w	331.080925941																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
33	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	2.0	10.0	3.0																													a	1.0	None	0.0		2.0	lineblue.gif	stop								0.350805997849																								0.0	0.514543056488	0.00105500221252	0.350805997849	1.0	a	334.084707975																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
34	200.0	w	200.0																	0.0	0.0	0.0	0.0	2.0	3.0	11.0	0.0																													w	1.0	None	0.0		0.5	squaregreen.gif	go								0.385056972504																								0.41	0.5136349201199999	0.0011758804321300002	0.385056972504	1.0	w	337.08745098099996																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
35	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	0.0	12.0	1.0																													q	1.0	None	0.0		2.0	crossyellow.gif	go								0.300799846649																								0.0	0.514506816864	0.0009198188781739999	0.300799846649	1.0	q	340.090982914																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
36	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	1.0	13.0	1.0																													q	1.0	None	0.0		0.5	squaregreen.gif	go								0.333853006363																								0.0	0.514327049255	0.0009279251098630001	0.333853006363	1.0	q	343.094432831																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
37	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	3.0	2.0	14.0	3.0																													a	1.0	None	0.0		1.0	hexagonmagenta.gif	go								0.384244918823																								1.0	0.51423406601	0.0008959770202639998	0.384244918823	1.0	a	346.097656965																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
38	200.0	w	200.0																	0.0	0.0	0.0	0.0	3.0	3.0	15.0	0.0																													w	1.0	None	0.0		2.0	crossyellow.gif	go								0.301060914993																								1.92	0.514410972595	0.00104904174805	0.301060914993	1.0	w	349.10113477699997																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
39	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	0.0	16.0	3.0																													a	1.0	None	0.0		1.0	hexagonmagenta.gif	go								0.350811004639																								1.21	0.5140311717989999	0.0009100437164310001	0.350811004639	1.0	a	352.10450887699994																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
40	200.0	s	-200.0																	0.0	0.0	0.0	0.0	4.0	1.0	17.0	2.0																													s	1.0	None	0.0		1.0	hexagonmagenta.gif	go								0.40109205246																								0.0	0.514307022095	0.000907897949219	0.40109205246	1.0	s	355.107759953																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
41	200.0	w	200.0																	0.0	0.0	0.0	0.0	4.0	2.0	18.0	0.0																													w	1.0	None	0.0		1.0	diamondcyan.gif	stop								0.40080690383900003																								1.04	0.514277935028	0.00095009803772	0.400806903839	1.0	w	358.111383915																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
42	-200.0	q	200.0																	0.0	0.0	0.0	0.0	4.0	3.0	19.0	1.0																													q	1.0	None	0.0		1.0	diamondcyan.gif	stop								0.317353963852																								1.15	0.5138390064239999	0.00100588798523	0.317353963852	1.0	q	361.11456584900003																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
43	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	0.0	20.0	2.0																													s	1.0	None	0.0		0.5	invertedtriangleorange.gif	stop								0.334238052368																								0.26	0.514060974121	0.0009019374847410001	0.334238052368	1.0	s	364.11783385300004																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
44	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	1.0	21.0	2.0																													s	1.0	None	0.0		0.5	squaregreen.gif	go								0.333842992783																								0.48	0.5142738819120001	0.000902891159058	0.333842992783	1.0	s	367.12137985199996																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
45	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	5.0	2.0	22.0	3.0																													a	1.0	None	0.0		1.0	hexagonmagenta.gif	go								0.35108590126																								0.95	0.514167070389	0.0008940696716310001	0.35108590126	1.0	a	370.12455081900004																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
46	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	5.0	3.0	23.0	3.0																													a	1.0	None	0.0		2.0	crossyellow.gif	go								0.317951917648																								2.07	0.5143339633940001	0.000900983810425	0.317951917648	1.0	a	373.12835884099997																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
47	200.0	s	-200.0																	0.0	0.0	0.0	0.0	6.0	0.0	24.0	2.0																													s	1.0	None	0.0		2.0	lineblue.gif	stop								0.317371845245																								2.06	0.513864040375	0.0009379386901860002	0.317371845245	1.0	s	376.131455898																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
48	200.0	w	200.0																	0.0	0.0	0.0	0.0	6.0	1.0	25.0	0.0																													w	1.0	None	0.0		0.5	invertedtriangleorange.gif	stop								0.317704916																								0.65	0.5141639709470001	0.0008938312530519999	0.317704916	1.0	w	379.1346488																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
49	-200.0	q	200.0																	0.0	0.0	0.0	0.0	6.0	2.0	26.0	1.0																													q	1.0	None	0.0		4.0	circlewhite.gif	go								0.35107612609899996																								4.0	0.514189004898	0.0009608268737789999	0.351076126099	1.0	q	382.138392925																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
50	200.0	w	200.0																	0.0	0.0	0.0	0.0	6.0	3.0	27.0	0.0																													w	1.0	None	0.0		0.5	invertedtriangleorange.gif	stop								0.450945854187																								0.7	0.51379108429	0.0009760856628420001	0.450945854187	1.0	w	385.14130091699997																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
51	-200.0	q	200.0																	0.0	0.0	0.0	0.0	7.0	0.0	28.0	1.0																													q	1.0	None	0.0		1.0	hexagonmagenta.gif	go								0.400848150253																								1.13	0.51441693306	0.000913858413696	0.400848150253	1.0	q	388.14454984699995																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
52	-200.0	q	200.0																	0.0	0.0	0.0	0.0	7.0	1.0	29.0	1.0																													q	1.0	None	0.0		0.5	squaregreen.gif	go								0.35097908973700004																								0.41	0.514511108398	0.0009479522705080001	0.350979089737	1.0	q	391.148187876																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
53	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	7.0	2.0	30.0	3.0																													a	1.0	None	0.0		0.5	invertedtriangleorange.gif	stop								0.333889007568																								0.55	0.514409065247	0.000900030136108	0.333889007568	1.0	a	394.15137887																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
54	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	7.0	3.0	31.0	3.0																													a	1.0	None	0.0		0.5	squaregreen.gif	go								0.400166988373																								0.34	0.514597892761	0.00110292434692	0.400166988373	1.0	a	397.15481782																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
55	200.0	w	200.0																	0.0	0.0	0.0	0.0	8.0	0.0	32.0	0.0																													w	1.0	None	0.0		1.0	diamondcyan.gif	stop								0.467973947525																								0.8	0.513920068741	0.0013849735260000001	0.467973947525	1.0	w	400.157956839																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
56	200.0	s	-200.0																	0.0	0.0	0.0	0.0	8.0	1.0	33.0	2.0																													s	1.0	None	0.0		4.0	circlewhite.gif	go								0.384316921234																								0.0	0.514365911484	0.0009047985076900001	0.384316921234	1.0	s	403.16174793199997																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
57	-200.0	q	200.0																	0.0	0.0	0.0	0.0	8.0	2.0	34.0	1.0																													q	1.0	None	0.0		4.0	trianglegray.gif	stop								0.334086894989																								4.14	0.513844966888	0.000968933105469	0.334086894989	1.0	q	406.164925814																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
58	200.0	s	-200.0																	0.0	0.0	0.0	0.0	8.0	3.0	35.0	2.0																													s	1.0	None	0.0		2.0	crossyellow.gif	go								0.334563970566																								2.16	0.5138368606570001	0.0008938312530519999	0.334563970566	1.0	s	409.168262005																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
59	200.0	w	200.0																	0.0	0.0	0.0	0.0	9.0	0.0	36.0	0.0																													w	1.0	None	0.0		0.5	invertedtriangleorange.gif	stop								0.45124006271399997																								0.33	0.5142509937290001	0.0008978843688960001	0.451240062714	1.0	w	412.171614885																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
60	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	9.0	1.0	37.0	3.0																													a	1.0	None	0.0		0.5	squaregreen.gif	go								0.350732803345																								0.62	0.51395201683	0.0009129047393799999	0.350732803345	1.0	a	415.17493701																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
61	200.0	s	-200.0																	0.0	0.0	0.0	0.0	9.0	2.0	38.0	2.0																													s	1.0	None	0.0		1.0	diamondcyan.gif	stop								0.401352882385																								0.0	0.514073133469	0.000908136367798	0.468013048172	0.0	w	418.17812895800006	0.0	0.515693902969	0.0009710788726810001	0.401352882385	1.0	s	421.182190895																										2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
62	200.0	s	-200.0																	0.0	0.0	0.0	0.0	9.0	3.0	39.0	2.0																													s	1.0	None	0.0		0.5	squaregreen.gif	go								0.350667953491																								0.48	0.513414859772	0.0009169578552250001	0.350667953491	1.0	s	424.18513798699996																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
63	-200.0	q	200.0																	0.0	0.0	0.0	0.0	10.0	0.0	40.0	1.0																													q	1.0	None	0.0		0.5	invertedtriangleorange.gif	stop								0.417175769806																								0.33	0.5140309333799999	0.000890016555786	0.417175769806	1.0	q	427.18832588199996																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
64	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	10.0	1.0	41.0	3.0																													a	1.0	None	0.0		1.0	hexagonmagenta.gif	go								0.351007938385																								1.18	0.5143198966979999	0.0009200572967529999	0.351007938385	1.0	a	430.192273855																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
65	200.0	w	200.0																	0.0	0.0	0.0	0.0	10.0	2.0	42.0	0.0																													w	1.0	None	0.0		0.5	squaregreen.gif	go								0.38422799110399997																								0.59	0.51363992691	0.0009019374847410001	0.384227991104	1.0	w	433.194947004																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
66	-200.0	q	200.0																	0.0	0.0	0.0	0.0	10.0	3.0	43.0	1.0																													q	1.0	None	0.0		1.0	hexagonmagenta.gif	go								0.350877046585																								1.1	0.514401912689	0.000898838043213	0.350877046585	1.0	q	436.198418856																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
67	200.0	w	200.0																	0.0	0.0	0.0	0.0	11.0	0.0	44.0	0.0																													w	1.0	None	0.0		1.0	diamondcyan.gif	stop								0.434034824371																								0.0	0.51432800293	0.000946044921875	0.434034824371	1.0	w	439.20181489																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
68	200.0	s	-200.0																	0.0	0.0	0.0	0.0	11.0	1.0	45.0	2.0																													s	1.0	None	0.0		1.0	hexagonmagenta.gif	go								0.367972135544																								0.87	0.514288902283	0.0011630058288599999	0.367972135544	1.0	s	442.20507788699996																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
69	200.0	w	200.0																	0.0	0.0	0.0	0.0	11.0	2.0	46.0	0.0																													w	1.0	None	0.0		0.5	invertedtriangleorange.gif	stop								0.46716189384499995																								0.0	0.514593839645	0.0010769367217999999	0.467161893845	1.0	w	445.208279848																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
70	-200.0	q	200.0																	0.0	0.0	0.0	0.0	11.0	3.0	47.0	1.0																													q	1.0	None	0.0		4.0	circlewhite.gif	go								0.35104990005500003																								0.0	0.514225959778	0.000988006591797	0.351049900055	1.0	q	448.211753845																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
71	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	12.0	0.0	48.0	3.0																													a	1.0	None	0.0		2.0	crossyellow.gif	go								0.283872842789																								1.97	0.514484882355	0.0009400844573969999	0.283872842789	1.0	a	451.215004921																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
72	-200.0	q	200.0																	0.0	0.0	0.0	0.0	12.0	1.0	49.0	1.0																													q	1.0	None	0.0		4.0	circlewhite.gif	go								0.401011943817																								0.0	0.5141551494600001	0.00105810165405	0.401011943817	1.0	q	454.21860384900003																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
73	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	12.0	2.0	50.0	3.0																													a	1.0	None	0.0		0.5	squaregreen.gif	go								0.417449951172																								0.54	0.514245033264	0.0009100437164310001	0.417449951172	1.0	a	457.22203087800006																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
74	200.0	w	200.0																	0.0	0.0	0.0	0.0	12.0	3.0	51.0	0.0																													w	1.0	None	0.0		2.0	lineblue.gif	stop								0.400500059128																								1.87	0.514287948608	0.0009119510650630002	0.400500059128	1.0	w	460.225381851																																	2015_Jun_23_1355	60.055727217299996	LearningTask	1	62	
