	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	feedbackResp.rt	secondPracComputedRewardOutput	secondPracLearningStimOnset	secondPracLearningFixOnset	secondPracPresentationRT	secondPracPresentationAcc	secondPracPresentationResp	secondPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	stopSignalOnset	EndTrialTimeStamp	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	auctionResponse.rt	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 138
0																																																	[]	[]	[]	[]	[]	9.0	44.419989109																																																																															2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
1	-200.0	a	-200.0				0.0	0.0	0.0	7.0																																														a	1.0	0.9352531433110001	None	0.0	0.5	squaregray.gif	go	0.4	0.512989997864	0.015881061554	0.935253143311	1.0	a	103.58287501299999																																																																2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
2	200.0	s	-200.0				0.0	1.0	1.0	2.0																																														s	1.0	0.7673661708830001	None	0.0	0.5	hexagonblue.gif	stop	0.0	0.514596939087	0.00170803070068	0.767366170883	1.0	s	106.58546114																																																																2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
3	-200.0	q	200.0				0.0	2.0	2.0	9.0																																														q	1.0	0.467647075653	None	0.0	1.0	diamondgreen.gif	go	0.0	0.514998912811	0.0161828994751	[]	0.0	None	109.58900809299999	0.8772149086	0.0	0.51607298851	0.000961065292358	0.467647075653	1.0	q	112.592567921																																																								2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
4	-200.0	q	200.0				0.0	3.0	3.0	1.0																																														q	1.0	0.45117402076700003	None	0.0	4.0	crosswhite.gif	stop	4.06	0.514792203903	0.04283618927	0.451174020767	1.0	q	115.59548592600001																																																																2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
5	200.0	w	200.0				0.0	4.0	4.0	0.0																																														w	1.0	0.518136024475	None	0.0	0.5	squaregray.gif	go	0.38	0.514992952347	0.0009360313415529999	0.518136024475	1.0	w	118.598935127																																																																2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
6	200.0	w	200.0				0.0	5.0	5.0	4.0																																														w	1.0	0.484194993973	None	0.0	0.5	squaregray.gif	go	0.48	0.5154068470000001	0.0009160041809079999	0.484194993973	1.0	w	121.602245092																																																																2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
7	-200.0	a	-200.0				0.0	6.0	6.0	3.0																																														a	1.0	0.701154947281	None	0.0	4.0	crosswhite.gif	stop	3.81	0.51525592804	0.000945806503296	0.701154947281	1.0	a	124.60570812200001																																																																2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
8	200.0	s	-200.0				0.0	7.0	7.0	6.0																																														s	1.0	0.8846931457520001	None	0.0	4.0	crosswhite.gif	stop	3.96	0.515113830566	0.0009357929229739999	0.884693145752	1.0	s	127.60906910899999																																																																2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
9	200.0	w	200.0				0.0	8.0	8.0	8.0																																														w	1.0	0.384720802307	None	0.0	2.0	trianglemagenta.gif	go	0.0	0.514853954315	0.0284531116486	[]	0.0	None	130.61236405399998	0.393671035767	2.05	0.515980958939	0.000977039337158	0.384720802307	1.0	w	133.615828037																																																								2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
10	-200.0	q	200.0				0.0	9.0	9.0	5.0																																														q	1.0	0.351222038269	None	0.0	1.0	invertedtriangleorange.gif	stop	1.18	0.5151021480560001	0.043848991393999996	0.351222038269	1.0	q	136.619020939																																																																2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
11				m	0.0	200.0										0.0	0.0	0.0	1.0																																																												194.306455135	stop	invertedtriangleorange.gif	stop	1.0	m	1.0	0.484786987305	None	0.0	0.00141596794128	0.509099960327	0.759494066238	197.303501129																																										2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
12				z	0.0	-200.0										0.0	1.0	1.0	0.0																																																												197.30389094400002	stop	circlecyan.gif	stop	2.0	None	0.0		None	0.0	0.013070106506299998	0.5155990123749999	0.766169071198	200.306779146																																										2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
13				m	0.0	200.0										1.0	0.0	2.0	1.0																																																												200.307140112	go	squaregray.gif	go	0.5	m	1.0	0.78427696228	None	0.0	0.000981092453003	0.515867948532		203.31022906299998																																										2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
14				z	0.0	-200.0										1.0	1.0	3.0	0.0																																																												203.310639143	stop	hexagonblue.gif	stop	0.5	None	0.0		None	0.0	0.00104188919067	0.515486001968	0.7657628059389999	206.313339949																																										2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
15				z	0.0	-200.0										2.0	0.0	4.0	0.0																																																												206.31370401400002	stop	crosswhite.gif	stop	4.0	None	0.0		None	0.0	0.0009489059448239998	0.515828847885	0.766214847565	209.31668400799998																																										2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
16				z	0.0	-200.0										2.0	1.0	5.0	0.0																																																												209.31715107	stop	invertedtriangleorange.gif	stop	1.0	None	0.0		None	0.0	0.00104093551636	0.515687942505	0.765951871872	212.320101023																																										2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
17				m	0.0	200.0										3.0	0.0	6.0	1.0																																																												212.320469141	go	lineyellow.gif	go	4.0	m	1.0	0.634696006775	None	0.0	0.0451149940491	0.515582084656		215.323352098																																										2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
18				z	0.0	-200.0										3.0	1.0	7.0	0.0																																																												215.323714972	go	lineyellow.gif	go	4.0	z	1.0	0.717996835709	None	0.0	0.000998973846436	0.515952110291		218.326828003																																										2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
19				m	0.0	200.0										4.0	0.0	8.0	1.0																																																												218.327206135	stop	crosswhite.gif	stop	4.0	None	0.0		None	0.0	0.0009739398956299999	0.515893936157	0.7656939029690001	221.330223083																																										2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
20				m	0.0	200.0										4.0	1.0	9.0	1.0																																																												221.330615044	go	trianglemagenta.gif	go	2.0	m	1.0	0.8012959957119999	None	0.0	0.0009529590606689998	0.515582799911		224.333413124																																										2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
21																																																																																													9.0	60.192905187600005																																								2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
22																																																						9.0	10.3782010078																																																																															2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
23	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																													w	1.0	0.48465681076000006	None	0.0	2.0	circlecyan.gif	stop																																2.05	0.511831998825	0.0009210109710689999	0.48465681076	1.0	w	298.117288113																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
24	-200.0	q	200.0																	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0																													q	1.0	0.41748499870300004	None	0.0	4.0	crosswhite.gif	stop																																3.76	0.5134019851680001	0.0009047985076900001	0.417484998703	1.0	q	301.11993503599996																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
25	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0																													w	1.0	0.484427928925	None	0.0	4.0	lineyellow.gif	go																																3.85	0.514382839203	0.0008997917175289999	0.484427928925	1.0	w	304.123213053																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
26	200.0	s	-200.0																	0.0	0.0	0.0	0.0	0.0	3.0	3.0	2.0																													s	1.0	0.48414397239699997	None	0.0	2.0	trianglemagenta.gif	go																																1.78	0.51466012001	0.00100517272949	0.484143972397	1.0	s	307.12716198																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
27	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	1.0	0.0	4.0	3.0																													a	1.0	0.38418006897	None	0.0	1.0	diamondgreen.gif	go																																0.99	0.513772964478	0.0009069442749019998	0.38418006897	1.0	a	310.129835129																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
28	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	1.0	5.0	0.0																													w	1.0	0.36767101287799997	None	0.0	4.0	lineyellow.gif	go																																3.77	0.5145409107209999	0.0008950233459470001	0.367671012878	1.0	w	313.133219957																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
29	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	2.0	6.0	2.0																													s	1.0	0.317481040955	None	0.0	2.0	circlecyan.gif	stop																																1.89	0.514409065247	0.00096607208252	0.317481040955	1.0	s	316.136878014																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
30	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	3.0	7.0	2.0																													s	1.0	0.367738008499	None	0.0	2.0	trianglemagenta.gif	go																																2.17	0.514097929001	0.000926971435547	0.367738008499	1.0	s	319.140228987																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
31	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	0.0	8.0	3.0																													a	1.0	0.450567960739	None	0.0	0.5	hexagonblue.gif	stop																																0.39	0.514415979385	0.0012378692627000002	0.450567960739	1.0	a	322.143216133																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
32	200.0	s	-200.0																	0.0	0.0	0.0	0.0	2.0	1.0	9.0	2.0																													s	1.0	0.40044498443599996	None	0.0	0.5	squaregray.gif	go																																0.65	0.514561891556	0.0008938312530519999	0.400444984436	1.0	s	325.146733999																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
33	200.0	w	200.0																	0.0	0.0	0.0	0.0	2.0	2.0	10.0	0.0																													w	1.0	0.368147850037	None	0.0	1.0	diamondgreen.gif	go																																0.0	0.514276981354	0.0009257793426510001	0.368147850037	1.0	w	328.15009594																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
34	200.0	s	-200.0																	0.0	0.0	0.0	0.0	2.0	3.0	11.0	2.0																													s	1.0	0.384490966797	None	0.0	1.0	diamondgreen.gif	go																																1.01	0.51430106163	0.00116419792175	0.384490966797	1.0	s	331.153660059																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
35	200.0	s	-200.0																	0.0	0.0	0.0	0.0	3.0	0.0	12.0	2.0																													s	1.0	0.367513179779	None	0.0	4.0	crosswhite.gif	stop																																4.02	0.514243841171	0.00089693069458	0.367513179779	1.0	s	334.156713963																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
36	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	1.0	13.0	1.0																													q	1.0	0.468127012253	None	0.0	4.0	lineyellow.gif	go																																3.97	0.514355182648	0.0009210109710689999	0.468127012253	1.0	q	337.160462141																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
37	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	3.0	2.0	14.0	3.0																													a	1.0	0.43487405776999993	None	0.0	2.0	trianglemagenta.gif	go																																1.84	0.513578891754	0.000923871994019	0.43487405777	1.0	a	340.163576126																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
38	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	3.0	15.0	1.0																													q	1.0	0.4175760746	None	0.0	4.0	crosswhite.gif	stop																																4.18	0.514270067215	0.0008990764617919999	0.4175760746	1.0	q	343.166804075																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
39	-200.0	q	200.0																	0.0	0.0	0.0	0.0	4.0	0.0	16.0	1.0																													q	1.0	0.400892972946	None	0.0	4.0	lineyellow.gif	go																																0.0	0.5144450664519999	0.0009019374847410001	0.400892972946	1.0	q	346.17018795																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
40	200.0	w	200.0																	0.0	0.0	0.0	0.0	4.0	1.0	17.0	0.0																													w	1.0	0.384371042252	None	0.0	0.5	squaregray.gif	go																																0.62	0.514271974564	0.000941038131714	0.384371042252	1.0	w	349.173664093																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
41	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	2.0	18.0	3.0																													a	1.0	0.483726024628	None	0.0	0.5	squaregray.gif	go																																0.38	0.514512062073	0.0011291503906199999	0.483726024628	1.0	a	352.17673206300003																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
42	-200.0	q	200.0																	0.0	0.0	0.0	0.0	4.0	3.0	19.0	1.0																													q	1.0	0.36800718307499997	None	0.0	0.5	squaregray.gif	go																																0.45	0.5145030021670001	0.0009391307830810002	0.368007183075	1.0	q	355.18095207199997																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
43	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	0.0	20.0	2.0																													s	1.0	0.38468289375299997	None	0.0	4.0	crosswhite.gif	stop																																4.01	0.513417005539	0.000913858413696	0.384682893753	1.0	s	358.18357801400003																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
44	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	5.0	1.0	21.0	3.0																													a	1.0	0.434094905853	None	0.0	0.5	hexagonblue.gif	stop																																0.46	0.5144309997559999	0.00108194351196	0.434094905853	1.0	a	361.186906099																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
45	200.0	w	200.0																	0.0	0.0	0.0	0.0	5.0	2.0	22.0	0.0																													w	1.0	0.40091681480400004	None	0.0	0.5	hexagonblue.gif	stop																																0.0	0.514331102371	0.0009589195251460001	0.400916814804	1.0	w	364.190546036																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
46	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	3.0	23.0	2.0																													s	1.0	0.418122053146	None	0.0	2.0	trianglemagenta.gif	go																																1.96	0.514011144638	0.0008909702301030001	0.418122053146	1.0	s	367.193871975																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
47	-200.0	q	200.0																	0.0	0.0	0.0	0.0	6.0	0.0	24.0	1.0																													q	1.0	0.384083986282	None	0.0	1.0	diamondgreen.gif	go																																0.0	0.514143943787	0.0009200572967529999	0.384083986282	1.0	q	370.19690394400004																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
48	200.0	s	-200.0																	0.0	0.0	0.0	0.0	6.0	1.0	25.0	2.0																													s	1.0	0.550596952438	None	0.0	0.5	squaregray.gif	go																																0.57	0.514717102051	0.0008950233459470001	0.550596952438	1.0	s	373.200377941																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
49	-200.0	q	200.0																	0.0	0.0	0.0	0.0	6.0	2.0	26.0	1.0																													q	1.0	0.45137190818800005	None	0.0	0.5	hexagonblue.gif	stop																																0.62	0.514315128326	0.0008981227874760001	0.451371908188	1.0	q	376.203825951																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
50	200.0	w	200.0																	0.0	0.0	0.0	0.0	6.0	3.0	27.0	0.0																													w	1.0	0.417814016342	None	0.0	1.0	diamondgreen.gif	go																																0.82	0.514112949371	0.00118803977966	0.417814016342	1.0	w	379.207304955																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
51	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	7.0	0.0	28.0	3.0																													a	1.0	0.601186990738	None	0.0	4.0	lineyellow.gif	go																																4.21	0.513747930527	0.00103497505188	0.601186990738	1.0	a	382.21039009099997																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
52	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	7.0	1.0	29.0	3.0																													a	1.0	0.601711034775	None	0.0	2.0	circlecyan.gif	stop																																2.06	0.514314174652	0.0009210109710689999	0.601711034775	1.0	a	385.21371007																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
53	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	7.0	2.0	30.0	3.0																													a	1.0	0.534624099731	None	0.0	0.5	squaregray.gif	go																																0.56	0.5140910148619999	0.00120401382446	0.534624099731	1.0	a	388.217176914																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
54	-200.0	q	200.0																	0.0	0.0	0.0	0.0	7.0	3.0	31.0	1.0																													q	1.0	0.367390155792	None	0.0	0.5	squaregray.gif	go																																0.71	0.514337778091	0.0008878707885739998	0.367390155792	1.0	q	391.22035908699996																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
55	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	8.0	0.0	32.0	3.0																													a	1.0	0.43425393104599996	None	0.0	0.5	hexagonblue.gif	stop																																0.43	0.514527082443	0.0009760856628420001	0.434253931046	1.0	a	394.223799944																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
56	-200.0	q	200.0																	0.0	0.0	0.0	0.0	8.0	1.0	33.0	1.0																													q	1.0	0.45046710968000003	None	0.0	0.5	hexagonblue.gif	stop																																0.72	0.514420032501	0.0009450912475589999	0.45046710968	1.0	q	397.227180958																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
57	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	8.0	2.0	34.0	3.0																													a	1.0	0.451152801514	None	0.0	1.0	invertedtriangleorange.gif	stop																																0.99	0.5143709182739999	0.0008931159973139998	0.451152801514	1.0	a	400.230484962																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
58	-200.0	q	200.0																	0.0	0.0	0.0	0.0	8.0	3.0	35.0	1.0																													q	1.0	0.5343840122219999	None	0.0	2.0	trianglemagenta.gif	go																																2.18	0.51429104805	0.000930070877075	0.534384012222	1.0	q	403.23507404300005																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
59	200.0	w	200.0																	0.0	0.0	0.0	0.0	9.0	0.0	36.0	0.0																													w	1.0	0.5347471237179999	None	0.0	2.0	trianglemagenta.gif	go																																2.08	0.512670993805	0.000902891159058	0.534747123718	1.0	w	406.23746109																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
60	200.0	w	200.0																	0.0	0.0	0.0	0.0	9.0	1.0	37.0	0.0																													w	1.0	0.5172560214999999	None	0.0	1.0	invertedtriangleorange.gif	stop																																1.06	0.5141038894650001	0.0008938312530519999	0.5172560215	1.0	w	409.24061799																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
61	200.0	w	200.0																	0.0	0.0	0.0	0.0	9.0	2.0	38.0	0.0																													w	1.0	0.400784015656	None	0.0	2.0	trianglemagenta.gif	go																																2.08	0.514271020889	0.0009450912475589999	0.400784015656	1.0	w	412.244096041																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
62	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	9.0	3.0	39.0	3.0																													a	1.0	0.550981044769	None	0.0	1.0	diamondgreen.gif	go																																0.95	0.514271020889	0.000918865203857	0.550981044769	1.0	a	415.24724102																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
63	200.0	s	-200.0																	0.0	0.0	0.0	0.0	10.0	0.0	40.0	2.0																													s	1.0	0.417518854141	None	0.0	1.0	diamondgreen.gif	go																																0.0	0.514366149902	0.000888109207153	0.417518854141	1.0	s	418.25059914599996																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
64	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	10.0	1.0	41.0	3.0																													a	1.0	0.43370795249899996	None	0.0	2.0	circlecyan.gif	stop																																1.85	0.514717102051	0.0008950233459470001	0.433707952499	1.0	a	421.254081011																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
65	200.0	w	200.0																	0.0	0.0	0.0	0.0	10.0	2.0	42.0	0.0																													w	1.0	0.41778492927599997	None	0.0	2.0	trianglemagenta.gif	go																																0.0	0.514027118683	0.000900030136108	0.417784929276	1.0	w	424.25733208699995																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
66	200.0	w	200.0																	0.0	0.0	0.0	0.0	10.0	3.0	43.0	0.0																													w	1.0	0.434259176254	None	0.0	2.0	circlecyan.gif	stop																																2.08	0.514317035675	0.00109314918518	0.434259176254	1.0	w	427.261078119																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
67	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	11.0	0.0	44.0	3.0																													a	1.0	0.45081877708400003	None	0.0	1.0	invertedtriangleorange.gif	stop																																1.06	0.513972997665	0.000921964645386	0.450818777084	1.0	a	430.26436305																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
68	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	11.0	1.0	45.0	3.0																													a	1.0	0.5010709762569999	None	0.0	1.0	invertedtriangleorange.gif	stop																																0.98	0.5139570236209999	0.0009279251098630001	0.501070976257	1.0	a	433.26759100000004																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
69	-200.0	q	200.0																	0.0	0.0	0.0	0.0	11.0	2.0	46.0	1.0																													q	1.0	0.45150113105800005	None	0.0	0.5	hexagonblue.gif	stop																																0.3	0.5139338970180001	0.000977039337158	0.451501131058	1.0	q	436.270998001																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
70	200.0	s	-200.0																	0.0	0.0	0.0	0.0	11.0	3.0	47.0	2.0																													s	1.0	0.518121004105	None	0.0	0.5	hexagonblue.gif	stop																																0.4	0.514133930206	0.0009031295776369999	0.518121004105	1.0	s	439.274058104																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
71	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	12.0	0.0	48.0	3.0																													a	1.0	0.501332998276	None	0.0	4.0	crosswhite.gif	stop																																0.0	0.514410972595	0.0008788108825680001	0.501332998276	1.0	a	442.27762913699996																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
72	200.0	s	-200.0																	0.0	0.0	0.0	0.0	12.0	1.0	49.0	2.0																													s	1.0	0.383994102478	None	0.0	0.5	squaregray.gif	go																																0.53	0.513874053955	0.000926971435547	0.383994102478	1.0	s	445.280868053																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
73	200.0	s	-200.0																	0.0	0.0	0.0	0.0	12.0	2.0	50.0	2.0																													s	1.0	0.40049099922200004	None	0.0	1.0	invertedtriangleorange.gif	stop																																0.95	0.5142390728	0.0009360313415529999	0.400490999222	1.0	s	448.28433704400004																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
74	200.0	w	200.0																	0.0	0.0	0.0	0.0	12.0	3.0	51.0	0.0																													w	1.0	0.467528104782	None	0.0	1.0	invertedtriangleorange.gif	stop																																0.99	0.51345205307	0.000970125198364	0.467528104782	1.0	w	451.288439035																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
75	200.0	s	-200.0																	0.0	0.0	0.0	0.0	13.0	0.0	52.0	2.0																													s	1.0	0.46777510643	None	0.0	0.5	squaregray.gif	go																																0.39	0.513286113739	0.0013070106506300001	0.46777510643	1.0	s	454.291052103																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
76	200.0	s	-200.0																	0.0	0.0	0.0	0.0	13.0	1.0	53.0	2.0																													s	1.0	0.40114808082599995	None	0.0	4.0	lineyellow.gif	go																																3.96	0.513659000397	0.0013370513916	0.401148080826	1.0	s	457.294186115																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
77	-200.0	q	200.0																	0.0	0.0	0.0	0.0	13.0	2.0	54.0	1.0																													q	1.0	0.46807289123499995	None	0.0	4.0	lineyellow.gif	go																																4.13	0.514310836792	0.000943899154663	0.468072891235	1.0	q	460.29826808																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
78	200.0	w	200.0																	0.0	0.0	0.0	0.0	13.0	3.0	55.0	0.0																													w	1.0	0.7181470394130001	None	0.0	1.0	invertedtriangleorange.gif	stop																																1.09	0.513340950012	0.0009100437164310001	0.718147039413	1.0	w	463.301361084																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
79	200.0	w	200.0																	0.0	0.0	0.0	0.0	14.0	0.0	56.0	0.0																													w	1.0	0.551002025604	None	0.0	4.0	crosswhite.gif	stop																																3.83	0.5138981342319999	0.0013840198516800002	0.551002025604	1.0	w	466.304310083																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
80	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	14.0	1.0	57.0	3.0																													a	1.0	0.484237909317	None	0.0	0.5	squaregray.gif	go																																0.0	0.514253139496	0.0008912086486819999	0.484237909317	1.0	a	469.307714939																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
81	200.0	w	200.0																	0.0	0.0	0.0	0.0	14.0	2.0	58.0	0.0																													w	1.0	0.484612941742	None	0.0	4.0	lineyellow.gif	go																																3.95	0.514282226562	0.0009250640869139999	0.484612941742	1.0	w	472.31100392300004																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
82	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	14.0	3.0	59.0	3.0																													a	1.0	0.48414802551299996	None	0.0	2.0	circlecyan.gif	stop																																2.13	0.514422893524	0.0014619827270499998	0.484148025513	1.0	a	475.31450295400003																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
83	200.0	s	-200.0																	0.0	0.0	0.0	0.0	15.0	0.0	60.0	2.0																													s	1.0	0.584386825562	None	0.0	4.0	crosswhite.gif	stop																																0.0	0.5141651630399999	0.00102210044861	0.584386825562	1.0	s	478.31759405099996																																	2015_Jul_02_1229	59.97895025850001	LearningTask	1	74	
