	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	stopSignalOnset	EndTrialTimeStamp	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	auctionResponse.rt	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 130
0																																																	[]	[]	[]	[]	[]	9.0	58.6020948887																																																																							2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
1	200.0	w	200.0				0.0	0.0	0.0	8.0																																														w	1.0	0.617772817612	None	0.0	2.0	squaremagenta.gif	stop	0.0	0.500752925873	0.019429922103900002	0.617772817612	1.0	w	128.589436054																																																								2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
2	200.0	w	200.0				0.0	1.0	1.0	0.0																																														w	1.0	0.500532150269	None	0.0	2.0	squaremagenta.gif	stop	1.93	0.514853954315	0.0008959770202639998	0.500532150269	1.0	w	131.59261298200002																																																								2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
3	-200.0	q	200.0				0.0	2.0	2.0	9.0																																														q	1.0	0.467746973038	None	0.0	2.0	circleyellow.gif	go	2.08	0.515094041824	0.0170509815216	0.467746973038	1.0	q	134.595916986																																																								2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
4	200.0	s	-200.0				0.0	3.0	3.0	6.0																																														s	1.0	0.501441955566	None	0.0	0.5	invertedtriangleblue.gif	go	0.62	0.515486955643	0.00993895530701	0.501441955566	1.0	s	137.599279881																																																								2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
5	200.0	s	-200.0				0.0	4.0	4.0	2.0																																														s	1.0	0.5178480148319999	None	0.0	1.0	crossgreen.gif	go	1.02	0.515009880066	0.022449016571	0.5178480148319999	1.0	s	140.603102922																																																								2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
6	-200.0	a	-200.0				0.0	5.0	5.0	7.0																																														a	1.0	0.367735862732	None	0.0	0.5	invertedtriangleblue.gif	go	0.0	0.5144951343540001	0.0009241104125980002	0.367735862732	1.0	a	143.606050968																																																								2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
7	-200.0	q	200.0				0.0	6.0	6.0	5.0																																														q	1.0	0.41749906539899995	None	0.0	1.0	hexagoncyan.gif	stop	0.94	0.515202045441	0.0349450111389	0.41749906539899995	1.0	q	146.609487057																																																								2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
8	200.0	w	200.0				0.0	7.0	7.0	4.0																																														w	1.0	0.40144395828199997	None	0.0	2.0	squaremagenta.gif	stop	1.88	0.5150001049040001	0.0010449886322	0.40144395828199997	1.0	w	149.612663031																																																								2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
9	-200.0	a	-200.0				0.0	8.0	8.0	3.0																																														a	1.0	0.417685031891	None	0.0	0.5	invertedtriangleblue.gif	go	0.0	0.5150949954990001	0.00101017951965	0.417685031891	1.0	a	152.616396904																																																								2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
10	-200.0	q	200.0				0.0	9.0	9.0	1.0																																														q	1.0	0.40063285827600004	None	0.0	4.0	diamondgray.gif	stop	4.1	0.5151021480560001	0.060246944427500004	0.40063285827600004	1.0	q	155.619561911																																																								2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
11				m	0.0	200.0										0.0	0.0	0.0	1.0																																																				206.31855893099998	stop	diamondgray.gif	stop	4.0	m	1.0	0.534753084183	None	0.0	0.00165700912476	0.50644493103	0.7570409774779999	209.312933922																																										2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
12				z	0.0	-200.0										0.0	1.0	1.0	0.0																																																				209.313334942	go	lineorange.gif	go	4.0	z	1.0	0.634423017502	None	0.0	0.0786430835724	0.515855073929		212.316606045																																										2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
13				z	0.0	-200.0										1.0	0.0	2.0	0.0																																																				212.31696987200002	stop	diamondgray.gif	stop	4.0	None	0.0		None	0.0	0.0012519359588599999	0.515595912933	0.7656579017640001	215.31991195700002																																										2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
14				m	0.0	200.0										1.0	1.0	3.0	1.0																																																				215.32027006099997	go	circleyellow.gif	go	2.0	m	1.0	0.417628765106	None	0.0	0.0013129711151099999	0.516170024872		218.32355904599999																																										2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
15				z	0.0	-200.0										2.0	0.0	4.0	0.0																																																				218.323930979	go	lineorange.gif	go	4.0	z	1.0	0.601101875305	None	0.0	0.00109195709229	0.515106916428		221.32649588599998																																										2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
16				m	0.0	200.0										2.0	1.0	5.0	1.0																																																				221.326858044	go	invertedtriangleblue.gif	go	0.5	m	1.0	0.534148216248	None	0.0	0.0013108253479	0.516015052795		224.329908848																																										2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
17				m	0.0	200.0										3.0	0.0	6.0	1.0																																																				224.33027195900002	stop	hexagoncyan.gif	stop	1.0	m	1.0	0.434353113174	None	0.0	0.0013840198516800002	0.515774965286	0.76601600647	227.33355093																																										2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
18				z	0.0	-200.0										3.0	1.0	7.0	0.0																																																				227.33397603	go	invertedtriangleblue.gif	go	0.5	z	1.0	0.534409046173	None	0.0	0.00103306770325	0.515373945236		230.336703062																																										2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
19				z	0.0	-200.0										4.0	0.0	8.0	0.0																																																				230.337065935	go	lineorange.gif	go	4.0	z	1.0	0.48395490646399997	None	0.0	0.0009469985961910001	0.5159771442409999		233.339804888																																										2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
20				m	0.0	200.0										4.0	1.0	9.0	1.0																																																				233.340177059	stop	trianglewhite.gif	stop	0.5	m	1.0	0.384641885757	None	0.0	0.0238308906555	0.515759944916	0.750211000443	236.343564987																																										2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
21																																																																																					9.0	3.42765498161																																								2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
22																																																						9.0	100.32971096																																																																							2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
23	200.0	s	-200.0																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0																													s	1.0	0.48417592048600006	None	0.0	0.5	trianglewhite.gif	stop																								0.34	0.504989147186	0.0008931159973139998	0.48417592048600006	1.0	s	343.2816329																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
24	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0																													a	1.0	0.45090413093599996	None	0.0	2.0	squaremagenta.gif	stop																								2.22	0.513658046722	0.00127601623535	0.45090413093599996	1.0	a	346.284708977																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
25	200.0	s	-200.0																	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0																													s	1.0	0.40129899978600003	None	0.0	0.5	invertedtriangleblue.gif	go																								0.67	0.514183998108	0.0009150505065920001	0.40129899978600003	1.0	s	349.287832022																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
26	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0																													a	1.0	0.467945098877	None	0.0	2.0	circleyellow.gif	go																								1.78	0.514307975769	0.0008950233459470001	0.467945098877	1.0	a	352.29161787																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
27	-200.0	q	200.0																	0.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0																													q	1.0	0.350665092468	None	0.0	2.0	circleyellow.gif	go																								2.08	0.514028072357	0.000942945480347	0.350665092468	1.0	q	355.294698954																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
28	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	1.0	5.0	0.0																													w	1.0	0.484213113785	None	0.0	4.0	lineorange.gif	go																								4.09	0.514404058456	0.0008981227874760001	0.484213113785	1.0	w	358.298060894																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
29	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	2.0	6.0	2.0																													s	1.0	0.334568977356	None	0.0	0.5	trianglewhite.gif	stop																								0.38	0.514261960983	0.00092887878418	0.334568977356	1.0	s	361.301444054																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
30	-200.0	q	200.0																	0.0	0.0	0.0	0.0	1.0	3.0	7.0	1.0																													q	1.0	0.35054087638899994	None	0.0	0.5	trianglewhite.gif	stop																								0.62	0.514064788818	0.000902891159058	0.35054087638899994	1.0	q	364.304760933																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
31	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	0.0	8.0	3.0																													a	1.0	0.33400416374200004	None	0.0	1.0	crossgreen.gif	go																								1.22	0.5144538879389999	0.00128698348999	0.33400416374200004	1.0	a	367.308475971																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
32	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	1.0	9.0	3.0																													a	1.0	0.384493112564	None	0.0	2.0	circleyellow.gif	go																								1.79	0.513593196869	0.0009210109710689999	0.384493112564	1.0	a	370.311790943																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
33	200.0	s	-200.0																	0.0	0.0	0.0	0.0	2.0	2.0	10.0	2.0																													s	1.0	0.38442492485	None	0.0	1.0	hexagoncyan.gif	stop																								1.04	0.5141181945800001	0.000888109207153	0.38442492485	1.0	s	373.314935923																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
34	200.0	w	200.0																	0.0	0.0	0.0	0.0	2.0	3.0	11.0	0.0																													w	1.0	0.38411211967500003	None	0.0	2.0	squaremagenta.gif	stop																								1.91	0.514389038086	0.000998020172119	0.38411211967500003	1.0	w	376.318214893																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
35	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	0.0	12.0	1.0																													q	1.0	0.334137916565	None	0.0	4.0	diamondgray.gif	stop																								4.21	0.514422893524	0.0008909702301030001	0.334137916565	1.0	q	379.32170105																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
36	200.0	s	-200.0																	0.0	0.0	0.0	0.0	3.0	1.0	13.0	2.0																													s	1.0	0.351161956787	None	0.0	4.0	diamondgray.gif	stop																								0.0	0.5142300128939999	0.00118517875671	0.351161956787	1.0	s	382.325026035																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
37	200.0	w	200.0																	0.0	0.0	0.0	0.0	3.0	2.0	14.0	0.0																													w	1.0	0.350912094116	None	0.0	4.0	diamondgray.gif	stop																								0.0	0.514338970184	0.0010070800781199999	0.350912094116	1.0	w	385.32878089																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
38	200.0	w	200.0																	0.0	0.0	0.0	0.0	3.0	3.0	15.0	0.0																													w	1.0	0.367249011993	None	0.0	2.0	squaremagenta.gif	stop																								1.81	0.514215946198	0.0008909702301030001	0.367249011993	1.0	w	388.331806898																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
39	200.0	w	200.0																	0.0	0.0	0.0	0.0	4.0	0.0	16.0	0.0																													w	1.0	0.367567062378	None	0.0	1.0	crossgreen.gif	go																								0.77	0.514409065247	0.000922918319702	0.367567062378	1.0	w	391.335053921																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
40	200.0	s	-200.0																	0.0	0.0	0.0	0.0	4.0	1.0	17.0	2.0																													s	1.0	0.43457603454599997	None	0.0	1.0	hexagoncyan.gif	stop																								0.75	0.514087915421	0.0009248256683350001	0.43457603454599997	1.0	s	394.338654041																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
41	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	2.0	18.0	3.0																													a	1.0	0.41817402839699996	None	0.0	1.0	hexagoncyan.gif	stop																								1.05	0.514347791672	0.0008978843688960001	0.41817402839699996	1.0	a	397.342005014																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
42	-200.0	q	200.0																	0.0	0.0	0.0	0.0	4.0	3.0	19.0	1.0																													q	1.0	0.400542974472	None	0.0	4.0	lineorange.gif	go																								3.83	0.5145897865300001	0.0009608268737789999	0.400542974472	1.0	q	400.345479965																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
43	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	0.0	20.0	2.0																													s	1.0	0.350771188736	None	0.0	4.0	diamondgray.gif	stop																								3.91	0.514093875885	0.00125002861023	0.350771188736	1.0	s	403.348796844																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
44	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	1.0	21.0	2.0																													s	1.0	0.40151596069300005	None	0.0	0.5	invertedtriangleblue.gif	go																								0.0	0.514069795609	0.0009670257568360001	0.40151596069300005	1.0	s	406.351992846																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
45	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	2.0	22.0	2.0																													s	1.0	0.334362983704	None	0.0	2.0	circleyellow.gif	go																								2.22	0.514323949814	0.0009479522705080001	0.334362983704	1.0	s	409.35581588699995																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
46	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	3.0	23.0	2.0																													s	1.0	0.367694139481	None	0.0	0.5	trianglewhite.gif	stop																								0.0	0.514019966125	0.00090503692627	0.367694139481	1.0	s	412.35876894																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
47	200.0	w	200.0																	0.0	0.0	0.0	0.0	6.0	0.0	24.0	0.0																													w	1.0	0.41724705696099995	None	0.0	4.0	diamondgray.gif	stop																								4.03	0.514544963837	0.000885009765625	0.41724705696099995	1.0	w	415.362119913																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
48	200.0	w	200.0																	0.0	0.0	0.0	0.0	6.0	1.0	25.0	0.0																													w	1.0	0.38377904892	None	0.0	1.0	hexagoncyan.gif	stop																								0.98	0.514523029327	0.000890016555786	0.38377904892	1.0	w	418.365567923																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
49	200.0	w	200.0																	0.0	0.0	0.0	0.0	6.0	2.0	26.0	0.0																													w	1.0	0.38435196876500005	None	0.0	2.0	squaremagenta.gif	stop																								1.9	0.514225006104	0.0008990764617919999	0.38435196876500005	1.0	w	421.36897492400004																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
50	200.0	w	200.0																	0.0	0.0	0.0	0.0	6.0	3.0	27.0	0.0																													w	1.0	0.38393402099600005	None	0.0	0.5	trianglewhite.gif	stop																								0.0	0.514317989349	0.00104808807373	0.38393402099600005	1.0	w	424.372876883																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
51	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	7.0	0.0	28.0	3.0																													a	1.0	0.38431596755999997	None	0.0	0.5	trianglewhite.gif	stop																								0.67	0.513714075089	0.00089693069458	0.38431596755999997	1.0	a	427.37580394699995																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
52	200.0	s	-200.0																	0.0	0.0	0.0	0.0	7.0	1.0	29.0	2.0																													s	1.0	0.350589036942	None	0.0	1.0	hexagoncyan.gif	stop																								1.22	0.5145130157469999	0.0008931159973139998	0.350589036942	1.0	s	430.37900686300003																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
53	-200.0	q	200.0																	0.0	0.0	0.0	0.0	7.0	2.0	30.0	1.0																													q	1.0	0.317401170731	None	0.0	0.5	invertedtriangleblue.gif	go																								0.43	0.51437497139	0.00104093551636	0.317401170731	1.0	q	433.38261199																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
54	200.0	s	-200.0																	0.0	0.0	0.0	0.0	7.0	3.0	31.0	2.0																													s	1.0	0.317494869232	None	0.0	4.0	diamondgray.gif	stop																								3.94	0.514096975327	0.000908851623535	0.317494869232	1.0	s	436.385808945																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
55	-200.0	q	200.0																	0.0	0.0	0.0	0.0	8.0	0.0	32.0	1.0																													q	1.0	0.41760492324799997	None	0.0	4.0	lineorange.gif	go																								0.0	0.5143401622770001	0.0009100437164310001	0.41760492324799997	1.0	q	439.38901400599997																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
56	200.0	w	200.0																	0.0	0.0	0.0	0.0	8.0	1.0	33.0	0.0																													w	1.0	0.384021043777	None	0.0	1.0	hexagoncyan.gif	stop																								1.04	0.514716148376	0.00092601776123	0.384021043777	1.0	w	442.39261794099997																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
57	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	8.0	2.0	34.0	3.0																													a	1.0	0.451039075851	None	0.0	2.0	circleyellow.gif	go																								1.76	0.51444196701	0.000907897949219	0.451039075851	1.0	a	445.395959854																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
58	200.0	s	-200.0																	0.0	0.0	0.0	0.0	8.0	3.0	35.0	2.0																													s	1.0	0.367812156677	None	0.0	0.5	invertedtriangleblue.gif	go																								0.0	0.514200210571	0.0009591579437260001	0.367812156677	1.0	s	448.399466038																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
59	-200.0	q	200.0																	0.0	0.0	0.0	0.0	9.0	0.0	36.0	1.0																													q	1.0	0.401087999344	None	0.0	4.0	diamondgray.gif	stop																								0.0	0.5137491226199999	0.0009059906005860001	0.401087999344	1.0	q	451.402714014																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
60	200.0	s	-200.0																	0.0	0.0	0.0	0.0	9.0	1.0	37.0	2.0																													s	1.0	0.334275007248	None	0.0	4.0	lineorange.gif	go																								4.03	0.514148950577	0.0008990764617919999	0.334275007248	1.0	s	454.40635895699995																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
61	200.0	s	-200.0																	0.0	0.0	0.0	0.0	9.0	2.0	38.0	2.0																													s	1.0	0.384325027466	None	0.0	2.0	squaremagenta.gif	stop																								2.02	0.513758897781	0.000926971435547	0.384325027466	1.0	s	457.40971803699995																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
62	200.0	s	-200.0																	0.0	0.0	0.0	0.0	9.0	3.0	39.0	2.0																													s	1.0	0.400760173798	None	0.0	1.0	crossgreen.gif	go																								0.85	0.514404058456	0.000900983810425	0.400760173798	1.0	s	460.412883997																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
63	200.0	w	200.0																	0.0	0.0	0.0	0.0	10.0	0.0	40.0	0.0																													w	1.0	0.333956003189	None	0.0	1.0	hexagoncyan.gif	stop																								1.12	0.514349937439	0.000913858413696	0.333956003189	1.0	w	463.416344881																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
64	200.0	w	200.0																	0.0	0.0	0.0	0.0	10.0	1.0	41.0	0.0																													w	1.0	0.333933830261	None	0.0	2.0	circleyellow.gif	go																								0.0	0.514189958572	0.0009100437164310001	0.333933830261	1.0	w	466.41968488699996																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
65	200.0	w	200.0																	0.0	0.0	0.0	0.0	10.0	2.0	42.0	0.0																													w	1.0	0.334219932556	None	0.0	2.0	circleyellow.gif	go																								2.04	0.514135122299	0.0008919239044189998	0.334219932556	1.0	w	469.423357964																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
66	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	10.0	3.0	43.0	3.0																													a	1.0	0.43432188034100006	None	0.0	0.5	trianglewhite.gif	stop																								0.44	0.513554096222	0.000943899154663	0.43432188034100006	1.0	a	472.426828861																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
67	200.0	w	200.0																	0.0	0.0	0.0	0.0	11.0	0.0	44.0	0.0																													w	1.0	0.35091900825499994	None	0.0	4.0	lineorange.gif	go																								4.19	0.514245033264	0.0008981227874760001	0.35091900825499994	1.0	w	475.42975807199997																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
68	-200.0	q	200.0																	0.0	0.0	0.0	0.0	11.0	1.0	45.0	1.0																													q	1.0	0.33456993103	None	0.0	2.0	circleyellow.gif	go																								0.0	0.514434099197	0.0008990764617919999	0.33456993103	1.0	q	478.43311190599997																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
69	200.0	w	200.0																	0.0	0.0	0.0	0.0	11.0	2.0	46.0	0.0																													w	1.0	0.334501981735	None	0.0	1.0	crossgreen.gif	go																								1.04	0.514191865921	0.0009717941284180001	0.334501981735	1.0	w	481.43665599800005																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
70	200.0	s	-200.0																	0.0	0.0	0.0	0.0	11.0	3.0	47.0	2.0																													s	1.0	0.334187030792	None	0.0	1.0	hexagoncyan.gif	stop																								0.87	0.514181137085	0.00103712081909	0.334187030792	1.0	s	484.43986797300005																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
71	-200.0	q	200.0																	0.0	0.0	0.0	0.0	12.0	0.0	48.0	1.0																													q	1.0	0.38408899307300004	None	0.0	2.0	circleyellow.gif	go																								2.04	0.514243841171	0.0011968612670899999	0.38408899307300004	1.0	q	487.443609953																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
72	200.0	s	-200.0																	0.0	0.0	0.0	0.0	12.0	1.0	49.0	2.0																													s	1.0	0.367099046707	None	0.0	4.0	diamondgray.gif	stop																								4.04	0.513845920563	0.000907897949219	0.367099046707	1.0	s	490.44667697																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
73	200.0	w	200.0																	0.0	0.0	0.0	0.0	12.0	2.0	50.0	0.0																													w	1.0	0.384596824646	None	0.0	4.0	diamondgray.gif	stop																								3.95	0.514350175858	0.0009901523590089998	0.384596824646	1.0	w	493.450011015																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
74	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	12.0	3.0	51.0	3.0																													a	1.0	0.38474583625799996	None	0.0	4.0	lineorange.gif	go																								3.92	0.514235973358	0.00094199180603	0.38474583625799996	1.0	a	496.453938961																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
75	200.0	w	200.0																	0.0	0.0	0.0	0.0	13.0	0.0	52.0	0.0																													w	1.0	0.30021905899	None	0.0	2.0	squaremagenta.gif	stop																								0.0	0.514056921005	0.00089693069458	0.30021905899	1.0	w	499.456815004																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
76	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	13.0	1.0	53.0	3.0																													a	1.0	0.38454008102399995	None	0.0	0.5	invertedtriangleblue.gif	go																								0.56	0.514196872711	0.000913858413696	0.38454008102399995	1.0	a	502.460084915																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
77	200.0	w	200.0																	0.0	0.0	0.0	0.0	13.0	2.0	54.0	0.0																													w	1.0	0.35078501701399994	None	0.0	2.0	squaremagenta.gif	stop																								0.0	0.514573812485	0.000900983810425	0.35078501701399994	1.0	w	505.46367502199996																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
78	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	13.0	3.0	55.0	3.0																													a	1.0	0.450911998749	None	0.0	2.0	squaremagenta.gif	stop																								1.95	0.513530015945	0.0010859966278099998	0.450911998749	1.0	a	508.46692395199995																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
79	-200.0	q	200.0																	0.0	0.0	0.0	0.0	14.0	0.0	56.0	1.0																													q	1.0	0.367643117905	None	0.0	0.5	invertedtriangleblue.gif	go																								0.28	0.514315843582	0.00102281570435	0.367643117905	1.0	q	511.471385002																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
80	200.0	s	-200.0																	0.0	0.0	0.0	0.0	14.0	1.0	57.0	2.0																													s	1.0	0.384382009506	None	0.0	2.0	circleyellow.gif	go																								2.17	0.513419866562	0.0009448528289790001	0.384382009506	1.0	s	514.473736048																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
81	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	14.0	2.0	58.0	3.0																													a	1.0	0.383655071259	None	0.0	0.5	trianglewhite.gif	stop																								0.5	0.514653921127	0.000938892364502	0.383655071259	1.0	a	517.476980925																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
82	-200.0	q	200.0																	0.0	0.0	0.0	0.0	14.0	3.0	59.0	1.0																													q	1.0	0.383900880814	None	0.0	2.0	squaremagenta.gif	stop																								1.98	0.514456033707	0.000951051712036	0.383900880814	1.0	q	520.480279922																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
83	-200.0	q	200.0																	0.0	0.0	0.0	0.0	15.0	0.0	60.0	1.0																													q	1.0	0.41747188568099997	None	0.0	4.0	diamondgray.gif	stop																								0.0	0.514419078827	0.0010268688201900001	0.41747188568099997	1.0	q	523.483752012																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
84	-200.0	q	200.0																	0.0	0.0	0.0	0.0	15.0	1.0	61.0	1.0																													q	1.0	0.500926017761	None	0.0	2.0	circleyellow.gif	go																								2.25	0.514492988586	0.0008981227874760001	0.500926017761	1.0	q	526.486973047																																	2015_Jul_07_1410	59.87774062850001	LearningTask	1	82	
