	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	EndTrialTimeStamp	stopSignalOnset	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	feedbackResp.rt	beginningSSD	EndingSSD	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	auctionResponse.rt	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 130
0																																																	[]	[]	[]	[]	[]	9.0	41.6577680111																																																																							2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
1	200.0	s	-200.0				0.0	0.0	0.0	2.0																																														s	1.0	0.467799901962	None	0.0	1.0	crosscyan.gif	go	0.0	0.509069919586	0.00319480895996	0.467799901962	1.0	s	69.8160638809																																																								2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
2	-200.0	q	200.0				0.0	1.0	1.0	5.0																																														q	1.0	0.36731100082400003	None	0.0	2.0	circlewhite.gif	go	1.76	0.514312982559	0.00130200386047	0.36731100082400003	1.0	q	72.8184809685																																																								2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
3	-200.0	a	-200.0				0.0	2.0	2.0	3.0																																														a	1.0	0.300612211227	None	0.0	0.5	triangleorange.gif	go	0.29	0.515075922012	0.0009069442749019998	0.300612211227	1.0	a	75.82170796390001																																																								2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
4	-200.0	q	200.0				0.0	3.0	3.0	9.0																																														q	1.0	0.31772518158	None	0.0	0.5	hexagonmagenta.gif	stop	0.57	0.515254020691	0.00130319595337	0.31772518158	1.0	q	78.8255178928																																																								2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
5	200.0	w	200.0				0.0	4.0	4.0	4.0																																														w	1.0	0.31746006012	None	0.0	1.0	crosscyan.gif	go	0.0	0.5147659778589999	0.000907897949219	0.31746006012	1.0	w	81.8286030293																																																								2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
6	200.0	w	200.0				0.0	5.0	5.0	0.0																																														w	1.0	0.31765508651700003	None	0.0	4.0	diamondyellow.gif	go	4.17	0.5151329040529999	0.00129699707031	0.31765508651700003	1.0	w	84.8319919109																																																								2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
7	-200.0	a	-200.0				0.0	6.0	6.0	7.0																																														a	1.0	0.31756401062	None	0.0	4.0	squareblue.gif	stop	0.0	0.514909029007	0.0013239383697500001	0.31756401062	1.0	a	87.8355388641																																																								2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
8	-200.0	q	200.0				0.0	7.0	7.0	1.0																																														q	1.0	0.267351150513	None	0.0	2.0	invertedtrianglegray.gif	stop	2.11	0.514956951141	0.00132703781128	0.267351150513	1.0	q	90.838739872																																																								2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
9	200.0	w	200.0				0.0	8.0	8.0	8.0																																														w	1.0	0.28454399108899997	None	0.0	1.0	crosscyan.gif	go	0.87	0.5152709484100001	0.0008981227874760001	0.28454399108899997	1.0	w	93.8421239853																																																								2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
10	200.0	s	-200.0				0.0	9.0	9.0	6.0																																														s	1.0	0.300899982452	None	0.0	0.5	hexagonmagenta.gif	stop	0.29	0.515068054199	0.000949859619141	0.300899982452	1.0	s	96.845471859																																																								2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
11				z	0.0	-200.0										0.0	0.0	0.0	0.0																																																				140.39862299	go	crosscyan.gif	go	1.0	z	1.0	0.333828926086	None	0.0	0.00133895874023	0.511481046677	143.39757204100002																																											2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
12				z	0.0	-200.0										0.0	1.0	1.0	0.0																																																				143.397969007	stop	linegreen.gif	stop	1.0	z	1.0	0.334313869476	None	0.0	0.00145792961121	0.515478134155	146.401087999	0.765916109085																																										2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
13				m	0.0	200.0										1.0	0.0	2.0	1.0																																																				146.401450872	stop	hexagonmagenta.gif	stop	0.5	None	0.0		None	0.0	0.0009851455688480002	0.515825986862	149.404347897	0.766312122345																																										2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
14				m	0.0	200.0										1.0	1.0	3.0	1.0																																																				149.404739857	stop	invertedtrianglegray.gif	stop	2.0	None	0.0		None	0.0	0.0009758472442630001	0.515995979309	152.407968998	0.7660138607029999																																										2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
15				m	0.0	200.0										2.0	0.0	4.0	1.0																																																				152.408330917	go	triangleorange.gif	go	0.5	m	1.0	0.450361967087	None	0.0	0.0012691020965599998	0.515917062759	155.411098957																																											2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
16				z	0.0	-200.0										2.0	1.0	5.0	0.0																																																				155.411541939	go	crosscyan.gif	go	1.0	z	1.0	0.41761302948	None	0.0	0.000983953475952	0.515885829926	158.414383888																																											2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
17				m	0.0	200.0										3.0	0.0	6.0	1.0																																																				158.414746046	go	diamondyellow.gif	go	4.0	m	1.0	0.517606019974	None	0.0	0.000953912734985	0.515981912613	161.41808295200002																																											2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
18				m	0.0	200.0										3.0	1.0	7.0	1.0																																																				161.418593884	go	crosscyan.gif	go	1.0	m	1.0	0.417443037033	None	0.0	0.00103616714478	0.515393018723	164.421314001																																											2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
19				z	0.0	-200.0										4.0	0.0	8.0	0.0																																																				164.421731949	stop	linegreen.gif	stop	1.0	z	1.0	0.31752705574	None	0.0	0.0009629726409910001	0.5155329704280001	167.42463803299998	0.7659978866580001																																										2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
20				z	0.0	-200.0										4.0	1.0	9.0	0.0																																																				167.425004005	stop	squareblue.gif	stop	4.0	None	0.0		None	0.0	0.000934839248657	0.516003847122	170.42789006200002	0.7666709423070001																																										2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
21																																																																																					9.0	59.441770792																																								2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
22																																																						9.0	2.41894602776																																																																							2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
23	-200.0	q	200.0																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0																													q	1.0	0.267497062683	None	0.0	4.0	squareblue.gif	stop																								4.05	0.509812116623	0.0009140968322749999	0.267497062683	1.0	q	235.43565607099998																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
24	200.0	s	-200.0																	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0																													s	1.0	0.317407131195	None	0.0	4.0	squareblue.gif	stop																								3.84	0.514133930206	0.00088095664978	0.317407131195	1.0	s	238.438631058																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
25	200.0	s	-200.0																	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0																													s	1.0	0.333958864212	None	0.0	2.0	circlewhite.gif	go																								0.0	0.514298915863	0.0009279251098630001	0.333958864212	1.0	s	241.44190692900003																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
26	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0																													a	1.0	0.300748109818	None	0.0	0.5	hexagonmagenta.gif	stop																								0.0	0.51423406601	0.0009119510650630002	0.300748109818	1.0	a	244.44535493900003																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
27	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2.0																													s	1.0	0.284351110458	None	0.0	4.0	diamondyellow.gif	go																								0.0	0.5142819881440001	0.00092887878418	0.284351110458	1.0	s	247.449069023																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
28	-200.0	q	200.0																	0.0	0.0	0.0	0.0	1.0	1.0	5.0	1.0																													q	1.0	0.283764123917	None	0.0	2.0	invertedtrianglegray.gif	stop																								2.14	0.514081954956	0.00090503692627	0.283764123917	1.0	q	250.45229888																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
29	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	1.0	2.0	6.0	3.0																													a	1.0	0.28430891036999995	None	0.0	4.0	diamondyellow.gif	go																								4.02	0.51414513588	0.000892162322998	0.28430891036999995	1.0	a	253.455529928																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
30	-200.0	q	200.0																	0.0	0.0	0.0	0.0	1.0	3.0	7.0	1.0																													q	1.0	0.251032829285	None	0.0	1.0	crosscyan.gif	go																								1.17	0.5143120288849999	0.000943899154663	0.251032829285	1.0	q	256.459105015																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
31	200.0	w	200.0																	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0																													w	1.0	0.283793926239	None	0.0	0.5	hexagonmagenta.gif	stop																								0.0	0.51433300972	0.0009150505065920001	0.283793926239	1.0	w	259.46242690099996																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
