	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	EndTrialTimeStamp	stopSignalOnset	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	feedbackResp.rt	beginningSSD	EndingSSD	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	auctionResponse.rt	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 130
32	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	1.0	9.0	3.0																													a	1.0	0.267025947571	None	0.0	0.5	triangleorange.gif	go																								0.56	0.514348983765	0.00123190879822	0.267025947571	1.0	a	262.465409994																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
33	200.0	s	-200.0																	0.0	0.0	0.0	0.0	2.0	2.0	10.0	2.0																													s	1.0	0.26726603508	None	0.0	0.5	hexagonmagenta.gif	stop																								0.32	0.514557123184	0.0009570121765139998	0.26726603508	1.0	s	265.468873978																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
34	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	3.0	11.0	3.0																													a	1.0	0.267509937286	None	0.0	4.0	squareblue.gif	stop																								4.0	0.514117956161	0.000922918319702	0.267509937286	1.0	a	268.472338915																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
35	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	0.0	12.0	1.0																													q	1.0	0.23420810699499997	None	0.0	4.0	diamondyellow.gif	go																								4.01	0.5143120288849999	0.00112009048462	0.23420810699499997	1.0	q	271.47575497599996																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
36	200.0	w	200.0																	0.0	0.0	0.0	0.0	3.0	1.0	13.0	0.0																													w	1.0	0.267624855042	None	0.0	2.0	invertedtrianglegray.gif	stop																								2.23	0.513916015625	0.0008940696716310001	0.267624855042	1.0	w	274.479136944																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
37	200.0	s	-200.0																	0.0	0.0	0.0	0.0	3.0	2.0	14.0	2.0																													s	1.0	0.28438496589699996	None	0.0	1.0	linegreen.gif	stop																								0.92	0.514353990555	0.000892877578735	0.28438496589699996	1.0	s	277.48273587200003																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
38	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	3.0	15.0	1.0																													q	1.0	0.234205961227	None	0.0	4.0	diamondyellow.gif	go																								4.09	0.513565778732	0.00095796585083	0.234205961227	1.0	q	280.485949039																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
39	200.0	s	-200.0																	0.0	0.0	0.0	0.0	4.0	0.0	16.0	2.0																													s	1.0	0.30066609382599996	None	0.0	0.5	hexagonmagenta.gif	stop																								0.0	0.514193058014	0.0009760856628420001	0.284183979034	0.0	w	283.488926888	0.49	0.515878915787	0.000908851623535	0.30066609382599996	1.0	s	286.493038893																										2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
40	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	1.0	17.0	3.0																													a	1.0	0.31730389594999997	None	0.0	4.0	squareblue.gif	stop																								3.92	0.51339507103	0.00103902816772	0.31730389594999997	1.0	a	289.496087074																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
41	-200.0	q	200.0																	0.0	0.0	0.0	0.0	4.0	2.0	18.0	1.0																													q	1.0	0.283736944199	None	0.0	1.0	linegreen.gif	stop																								0.98	0.514499187469	0.0008931159973139998	0.283736944199	1.0	q	292.499333858																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
42	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	3.0	19.0	3.0																													a	1.0	0.28392004966699996	None	0.0	4.0	squareblue.gif	stop																								4.0	0.514403820038	0.000885009765625	0.28392004966699996	1.0	a	295.503206968																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
43	200.0	w	200.0																	0.0	0.0	0.0	0.0	5.0	0.0	20.0	0.0																													w	1.0	0.267598152161	None	0.0	2.0	circlewhite.gif	go																								1.97	0.513732910156	0.0009169578552250001	0.267598152161	1.0	w	298.506160975																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
44	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	5.0	1.0	21.0	3.0																													a	1.0	0.300951957703	None	0.0	4.0	squareblue.gif	stop																								3.93	0.51428103447	0.00088095664978	0.300951957703	1.0	a	301.509608984																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
45	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	5.0	2.0	22.0	3.0																													a	1.0	0.300489902496	None	0.0	4.0	diamondyellow.gif	go																								0.0	0.514405012131	0.00101113319397	0.300489902496	1.0	a	304.51316905																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
46	-200.0	q	200.0																	0.0	0.0	0.0	0.0	5.0	3.0	23.0	1.0																													q	1.0	0.300749063492	None	0.0	1.0	crosscyan.gif	go																								1.22	0.514126062393	0.0008940696716310001	0.300749063492	1.0	q	307.516207933																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
47	200.0	s	-200.0																	0.0	0.0	0.0	0.0	6.0	0.0	24.0	2.0																													s	1.0	0.267556190491	None	0.0	0.5	triangleorange.gif	go																								0.55	0.514369010925	0.00109481811523	0.267556190491	1.0	s	310.519803047																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
48	-200.0	q	200.0																	0.0	0.0	0.0	0.0	6.0	1.0	25.0	1.0																													q	1.0	0.300822973251	None	0.0	0.5	triangleorange.gif	go																								0.58	0.513983011246	0.000931024551392	0.300822973251	1.0	q	313.522897005																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
49	200.0	s	-200.0																	0.0	0.0	0.0	0.0	6.0	2.0	26.0	2.0																													s	1.0	0.317330121994	None	0.0	0.5	triangleorange.gif	go																								0.66	0.514512062073	0.0008981227874760001	0.317330121994	1.0	s	316.526498079																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
50	200.0	s	-200.0																	0.0	0.0	0.0	0.0	6.0	3.0	27.0	2.0																													s	1.0	0.33365893364	None	0.0	1.0	crosscyan.gif	go																								0.0	0.514097929001	0.0010588169097899998	0.33365893364	1.0	s	319.529978991																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
51	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	7.0	0.0	28.0	3.0																													a	1.0	0.333894968033	None	0.0	1.0	linegreen.gif	stop																								1.0	0.514202833176	0.000890016555786	0.333894968033	1.0	a	322.533171892																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
52	200.0	w	200.0																	0.0	0.0	0.0	0.0	7.0	1.0	29.0	0.0																													w	1.0	0.30061197280900004	None	0.0	2.0	circlewhite.gif	go																								1.99	0.51438498497	0.0009069442749019998	0.30061197280900004	1.0	w	325.536576033																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
53	200.0	w	200.0																	0.0	0.0	0.0	0.0	7.0	2.0	30.0	0.0																													w	1.0	0.317004203796	None	0.0	2.0	invertedtrianglegray.gif	stop																								2.17	0.514447927475	0.000922918319702	0.317004203796	1.0	w	328.53986287099997																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
54	-200.0	q	200.0																	0.0	0.0	0.0	0.0	7.0	3.0	31.0	1.0																													q	1.0	0.300906896591	None	0.0	4.0	squareblue.gif	stop																								4.13	0.514122009277	0.00088906288147	0.300906896591	1.0	q	331.543178082																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
55	200.0	w	200.0																	0.0	0.0	0.0	0.0	8.0	0.0	32.0	0.0																													w	1.0	0.284516096115	None	0.0	0.5	triangleorange.gif	go																								0.57	0.5145039558410001	0.000888824462891	0.284516096115	1.0	w	334.546966076																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
56	200.0	w	200.0																	0.0	0.0	0.0	0.0	8.0	1.0	33.0	0.0																													w	1.0	0.333909034729	None	0.0	1.0	linegreen.gif	stop																								0.98	0.514045953751	0.0009019374847410001	0.333909034729	1.0	w	337.550188065																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
57	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	8.0	2.0	34.0	3.0																													a	1.0	0.30107617378199997	None	0.0	0.5	hexagonmagenta.gif	stop																								0.5	0.514164924622	0.00090503692627	0.30107617378199997	1.0	a	340.553377867																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
58	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	8.0	3.0	35.0	3.0																													a	1.0	0.317542076111	None	0.0	4.0	diamondyellow.gif	go																								0.0	0.514466047287	0.000900030136108	0.317542076111	1.0	a	343.557148933																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
59	-200.0	q	200.0																	0.0	0.0	0.0	0.0	9.0	0.0	36.0	1.0																													q	1.0	0.30116915702799996	None	0.0	1.0	linegreen.gif	stop																								1.07	0.513912916183	0.0009059906005860001	0.30116915702799996	1.0	q	346.56017494199995																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
60	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	9.0	1.0	37.0	3.0																													a	1.0	0.300554990768	None	0.0	1.0	crosscyan.gif	go																								0.0	0.51442694664	0.0009400844573969999	0.300554990768	1.0	a	349.56348896																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
61	200.0	w	200.0																	0.0	0.0	0.0	0.0	9.0	2.0	38.0	0.0																													w	1.0	0.284004926682	None	0.0	4.0	squareblue.gif	stop																								4.16	0.5143120288849999	0.00092601776123	0.284004926682	1.0	w	352.56706595400004																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
62	-200.0	q	200.0																	0.0	0.0	0.0	0.0	9.0	3.0	39.0	1.0																													q	1.0	0.300662994385	None	0.0	1.0	linegreen.gif	stop																								1.12	0.514317035675	0.000902891159058	0.300662994385	1.0	q	355.570291996																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
63	200.0	w	200.0																	0.0	0.0	0.0	0.0	10.0	0.0	40.0	0.0																													w	1.0	0.284198045731	None	0.0	0.5	hexagonmagenta.gif	stop																								0.34	0.514302015305	0.00113010406494	0.284198045731	1.0	w	358.573691845																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
64	200.0	w	200.0																	0.0	0.0	0.0	0.0	10.0	1.0	41.0	0.0																													w	1.0	0.30073094368000003	None	0.0	4.0	diamondyellow.gif	go																								3.87	0.514151096344	0.0009059906005860001	0.30073094368000003	1.0	w	361.57695698699996																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
65	200.0	s	-200.0																	0.0	0.0	0.0	0.0	10.0	2.0	42.0	2.0																													s	1.0	0.31735086441	None	0.0	4.0	diamondyellow.gif	go																								0.0	0.51444196701	0.000892877578735	0.31735086441	1.0	s	364.58044099800003																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
66	200.0	s	-200.0																	0.0	0.0	0.0	0.0	10.0	3.0	43.0	2.0																													s	1.0	0.31761097908	None	0.0	1.0	linegreen.gif	stop																								0.0	0.514058113098	0.0009431838989260002	0.31761097908	1.0	s	367.58378505699994																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
67	-200.0	q	200.0																	0.0	0.0	0.0	0.0	11.0	0.0	44.0	1.0																													q	1.0	0.233922958374	None	0.0	2.0	circlewhite.gif	go																								1.86	0.514181137085	0.000900983810425	0.233922958374	1.0	q	370.587154865																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
68	200.0	s	-200.0																	0.0	0.0	0.0	0.0	11.0	1.0	45.0	2.0																													s	1.0	0.283852100372	None	0.0	4.0	diamondyellow.gif	go																								4.23	0.514516830444	0.000890016555786	0.283852100372	1.0	s	373.59078598																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
69	-200.0	q	200.0																	0.0	0.0	0.0	0.0	11.0	2.0	46.0	1.0																													q	1.0	0.31733202934300003	None	0.0	4.0	diamondyellow.gif	go																								4.18	0.513810873032	0.000951051712036	0.31733202934300003	1.0	q	376.594055891																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
70	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	11.0	3.0	47.0	3.0																													a	1.0	0.284158945084	None	0.0	2.0	circlewhite.gif	go																								0.0	0.514303922653	0.0009129047393799999	0.284158945084	1.0	a	379.597219944																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
71	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	12.0	0.0	48.0	3.0																													a	1.0	0.284422874451	None	0.0	1.0	crosscyan.gif	go																								1.0	0.514467954636	0.000900030136108	0.284422874451	1.0	a	382.60112500199995																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
72	200.0	w	200.0																	0.0	0.0	0.0	0.0	12.0	1.0	49.0	0.0																													w	1.0	0.300522089005	None	0.0	0.5	hexagonmagenta.gif	stop																								0.26	0.513683080673	0.000921964645386	0.300522089005	1.0	w	385.604434013																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
73	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	12.0	2.0	50.0	3.0																													a	1.0	0.300818920135	None	0.0	0.5	hexagonmagenta.gif	stop																								0.53	0.51353597641	0.0012738704681400002	0.300818920135	1.0	a	388.60746789																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
74	200.0	w	200.0																	0.0	0.0	0.0	0.0	12.0	3.0	51.0	0.0																													w	1.0	0.300838947296	None	0.0	0.5	triangleorange.gif	go																								0.29	0.5143840312960001	0.0009360313415529999	0.300838947296	1.0	w	391.611140013																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
75	-200.0	q	200.0																	0.0	0.0	0.0	0.0	13.0	0.0	52.0	1.0																													q	1.0	0.250762224197	None	0.0	1.0	crosscyan.gif	go																								0.0	0.514266014099	0.000900030136108	0.250762224197	1.0	q	394.614248037																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
76	200.0	s	-200.0																	0.0	0.0	0.0	0.0	13.0	1.0	53.0	2.0																													s	1.0	0.30048680305500003	None	0.0	2.0	invertedtrianglegray.gif	stop																								2.07	0.514347076416	0.00110816955566	0.30048680305500003	1.0	s	397.61775589																																	2015_Jun_25_1141	59.9408923314	LearningTask	1	67	
