	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	feedbackResp.rt	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	secondPracComputedRewardOutput	secondPracLearningStimOnset	secondPracLearningFixOnset	secondPracPresentationRT	secondPracPresentationAcc	secondPracPresentationResp	secondPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	stopSignalOnset	EndTrialTimeStamp	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	thirdComputedRewardOutput	thirdLearningStimOnset	thirdLearningFixOnset	thirdPresentationRT	thirdPresentationAcc	thirdPresentationResp	thirdEndTrialTimeStamp	fourthComputedRewardOutput	fourthLearningStimOnset	fourthLearningFixOnset	fourthPresentationRT	fourthPresentationAcc	fourthPresentationResp	fourthEndTrialTimeStamp	fifthComputedRewardOutput	fifthLearningStimOnset	fifthLearningFixOnset	fifthPresentationRT	fifthPresentationAcc	fifthPresentationResp	fifthEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	auctionResponse.rt	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 159
0																																																	[]	[]	[]	[]	[]	9.0	45.14564108850001																																																																																																				2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
1	200.0	s	-200.0				0.0	0.0	0.0	6.0																																														s	1.0	0.434093952179	None	0.0	0.026632070541400002	0.5	hexagongray.gif	go	0.0	0.510489940643	0.045131921768199995	0.517576932907	0.0	w	104.914314985	0.26	0.5155990123749999	0.0010199546814	0.434093952179	1.0	s	107.91759896299999																																																																													2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
2	200.0	s	-200.0				0.0	1.0	1.0	2.0																																														s	1.0	0.41718101501500005	None	0.0		4.0	invertedtriangleyellow.gif	stop	3.98	0.5151720047	0.0555160045624	0.41718101501500005	1.0	s	110.920659065																																																																																				2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
3	-200.0	a	-200.0				0.0	2.0	2.0	3.0																																														a	1.0	0.41748094558700005	None	0.0		1.0	circlemagenta.gif	stop	0.0	0.515108108521	0.0130279064178	0.417661905289	0.0	q	113.92394900299999	0.8	0.5162780284880001	0.0009629726409910001	0.41748094558700005	1.0	a	116.92750406299999																																																																													2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
4	-200.0	a	-200.0				0.0	3.0	3.0	7.0																																														a	1.0	0.41741085052500004	None	0.0		4.0	invertedtriangleyellow.gif	stop	3.91	0.5146970748899999	0.000922918319702	0.41741085052500004	1.0	a	119.93082118																																																																																				2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
5	200.0	w	200.0				0.0	4.0	4.0	8.0																																														w	1.0	0.40098285674999995	None	0.0		1.0	squarewhite.gif	go	1.04	0.514811038971	0.038539886474599994	0.40098285674999995	1.0	w	122.93402600299999																																																																																				2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
6	-200.0	q	200.0				0.0	5.0	5.0	5.0																																														q	1.0	0.451030015945	None	0.0		4.0	invertedtriangleyellow.gif	stop	4.15	0.515050888062	0.00110697746277	0.451030015945	1.0	q	125.937709093																																																																																				2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
7	200.0	w	200.0				0.0	6.0	6.0	4.0																																														w	1.0	0.384443998337	None	0.0		2.0	triangleorange.gif	go	2.01	0.514460086823	0.0174992084503	0.384443998337	1.0	w	128.94071912799998																																																																																				2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
8	-200.0	q	200.0				0.0	7.0	7.0	9.0																																														q	1.0	0.467677116394	None	0.0		4.0	invertedtriangleyellow.gif	stop	4.25	0.515367984772	0.0009059906005860001	0.467677116394	1.0	q	131.944100142																																																																																				2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
9	200.0	w	200.0				0.0	8.0	8.0	0.0																																														w	1.0	0.500629901886	None	0.0		4.0	invertedtriangleyellow.gif	stop	4.19	0.5154600143429999	0.0009379386901860002	0.500629901886	1.0	w	134.94749617600002																																																																																				2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
10	-200.0	q	200.0				0.0	9.0	9.0	1.0																																														q	1.0	0.484432935715	None	0.0		2.0	crossblue.gif	stop	2.07	0.515174150467	0.0343420505524	0.484432935715	1.0	q	137.950867176																																																																																				2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
11				m	0.0	200.0										0.0	0.0	0.0	1.0																																																												201.79922604599997	stop	invertedtriangleyellow.gif	stop	4.0	m	1.0	0.468008041382	None	0.0	0.00141096115112	0.50553894043	0.755732059479	204.792695045																																																															2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
12				m	0.0	200.0										0.0	1.0	1.0	1.0																																																												204.793091059	go	hexagongray.gif	go	0.5	m	1.0	0.6343550682069999	None	0.0	0.00095796585083	0.515695810318		207.79588818599998																																																															2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
13				z	0.0	-200.0										1.0	0.0	2.0	0.0																																																												207.79625701900002	go	triangleorange.gif	go	2.0	z	1.0	0.501223087311	None	0.0	0.0009570121765139998	0.515759944916		210.79925918599997																																																															2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
14				m	0.0	200.0										1.0	1.0	3.0	1.0																																																												210.799621105	stop	invertedtriangleyellow.gif	stop	4.0	None	0.0		None	0.0	0.00109314918518	0.515677213669	0.7660300731659999	213.80263996099998																																																															2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
15				m	0.0	200.0										2.0	0.0	4.0	1.0																																																												213.80300498	go	hexagongray.gif	go	0.5	m	1.0	0.450968980789	None	0.0	0.00100111961365	0.515811920166		216.806244135																																																															2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
16				z	0.0	-200.0										2.0	1.0	5.0	0.0																																																												216.806627035	go	squarewhite.gif	go	1.0	z	1.0	0.634585857391	None	0.0	0.000913143157959	0.515476942062		219.80955409999999																																																															2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
17				m	0.0	200.0										3.0	0.0	6.0	1.0																																																												219.809983015	go	linecyan.gif	go	4.0	m	1.0	0.750730991364	None	0.0	0.0421788692474	0.5156748294829999		222.81263709099997																																																															2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
18				z	0.0	-200.0										3.0	1.0	7.0	0.0																																																												222.813003063	stop	invertedtriangleyellow.gif	stop	4.0	None	0.0		None	0.0	0.0009617805480960001	0.516247987747	0.766530990601	225.81612515400002																																																															2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
19				z	0.0	-200.0										4.0	0.0	8.0	0.0																																																												225.816488981	go	linecyan.gif	go	4.0	z	1.0	0.583880901337	None	0.0	0.00094199180603	0.515798091888		228.81942510599998																																																															2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
20				z	0.0	-200.0										4.0	1.0	9.0	0.0																																																												228.819864035	stop	diamondgreen.gif	stop	0.5	None	0.0		None	0.0	0.0189731121063	0.51557302475	0.765691041946	231.822750092																																																															2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
21																																																																																													9.0	66.6091299057																																																													2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
22																																																						9.0	23.6602418423																																																																																																				2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
23	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																													w	1.0	0.500982999802	None	0.0		0.5	hexagongray.gif	go																															0.6	0.503578901291	0.0009548664093019999	0.500982999802	1.0	w	325.295802116																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
24	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0																													w	1.0	0.43456602096600006	None	0.0		4.0	linecyan.gif	go																															4.17	0.5136311054230001	0.000917911529541	0.434566020966	1.0	w	328.298632145																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
25	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0																													a	1.0	0.48504114151	None	0.0		2.0	crossblue.gif	stop																															2.07	0.514232873917	0.0009069442749019998	0.48504114151	1.0	a	331.302549124																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
26	-200.0	q	200.0																	0.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0																													q	1.0	0.41807699203500004	None	0.0		1.0	squarewhite.gif	go																															1.12	0.51370215416	0.0008990764617919999	0.418076992035	1.0	q	334.30538702																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
27	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0																													w	1.0	0.384517908096	None	0.0		4.0	invertedtriangleyellow.gif	stop																															3.9	0.51433801651	0.0009379386901860002	0.384517908096	1.0	w	337.308830023																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
28	-200.0	q	200.0																	0.0	0.0	0.0	0.0	1.0	1.0	5.0	1.0																													q	1.0	0.384198904037	None	0.0		4.0	linecyan.gif	go																															4.04	0.514148950577	0.000890016555786	0.384198904037	1.0	q	340.312281132																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
29	200.0	w	200.0																	0.0	0.0	0.0	0.0	1.0	2.0	6.0	0.0																													w	1.0	0.400851011276	None	0.0		4.0	linecyan.gif	go																															3.97	0.5141398906710001	0.0009059906005860001	0.400851011276	1.0	w	343.315420151																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
30	-200.0	q	200.0																	0.0	0.0	0.0	0.0	1.0	3.0	7.0	1.0																													q	1.0	0.417871952057	None	0.0		2.0	crossblue.gif	stop																															1.91	0.514231920242	0.00108504295349	0.417871952057	1.0	q	346.318964005																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
31	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	0.0	8.0	3.0																													a	1.0	0.384246110916	None	0.0		1.0	squarewhite.gif	go																															1.23	0.51446390152	0.000930070877075	0.384246110916	1.0	a	349.32267618199995																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
32	200.0	s	-200.0																	0.0	0.0	0.0	0.0	2.0	1.0	9.0	2.0																													s	1.0	0.38432097435	None	0.0		2.0	crossblue.gif	stop																															1.94	0.513818979263	0.0009250640869139999	0.38432097435	1.0	s	352.325615168																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
33	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	2.0	10.0	3.0																													a	1.0	0.451250076294	None	0.0		2.0	triangleorange.gif	go																															0.0	0.514223098755	0.0009379386901860002	0.451250076294	1.0	a	355.32899212800004																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
34	200.0	w	200.0																	0.0	0.0	0.0	0.0	2.0	3.0	11.0	0.0																													w	1.0	0.434314012527	None	0.0		0.5	hexagongray.gif	go																															0.43	0.514585971832	0.000908851623535	0.434314012527	1.0	w	358.33237505																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
35	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	0.0	12.0	1.0																													q	1.0	0.35124993324299997	None	0.0		4.0	invertedtriangleyellow.gif	stop																															4.21	0.514167070389	0.0008990764617919999	0.351249933243	1.0	q	361.33616805099996																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
36	200.0	w	200.0																	0.0	0.0	0.0	0.0	3.0	1.0	13.0	0.0																													w	1.0	0.417631864548	None	0.0		4.0	invertedtriangleyellow.gif	stop																															4.22	0.513628005981	0.0009198188781739999	0.417631864548	1.0	w	364.339163065																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
37	200.0	s	-200.0																	0.0	0.0	0.0	0.0	3.0	2.0	14.0	2.0																													s	1.0	0.451195001602	None	0.0		0.5	diamondgreen.gif	stop																															0.0	0.514255046844	0.0008919239044189998	0.451195001602	1.0	s	367.34248805																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
38	200.0	w	200.0																	0.0	0.0	0.0	0.0	3.0	3.0	15.0	0.0																													w	1.0	0.334544897079	None	0.0		0.5	diamondgreen.gif	stop																															0.0	0.514276981354	0.000938177108765	0.334544897079	1.0	w	370.346362114																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
39	200.0	s	-200.0																	0.0	0.0	0.0	0.0	4.0	0.0	16.0	2.0																													s	1.0	0.400345087051	None	0.0		2.0	triangleorange.gif	go																															2.16	0.513773918152	0.000900983810425	0.400345087051	1.0	s	373.349646091																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
40	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	1.0	17.0	3.0																													a	1.0	0.400823831558	None	0.0		4.0	linecyan.gif	go																															0.0	0.514204978943	0.000961065292358	0.400823831558	1.0	a	376.352674961																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
41	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	2.0	18.0	3.0																													a	1.0	0.400949954987	None	0.0		2.0	crossblue.gif	stop																															1.95	0.514379024506	0.0009820461273189998	0.400949954987	1.0	a	379.356323004																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
42	200.0	s	-200.0																	0.0	0.0	0.0	0.0	4.0	3.0	19.0	2.0																													s	1.0	0.367338895798	None	0.0		0.5	hexagongray.gif	go																															0.68	0.514115095139	0.0009031295776369999	0.367338895798	1.0	s	382.359544992																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
43	-200.0	q	200.0																	0.0	0.0	0.0	0.0	5.0	0.0	20.0	1.0																													q	1.0	0.567942142487	None	0.0		4.0	linecyan.gif	go																															4.25	0.5141568183899999	0.0010318756103500002	0.567942142487	1.0	q	385.36265111																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
44	200.0	w	200.0																	0.0	0.0	0.0	0.0	5.0	1.0	21.0	0.0																													w	1.0	0.334326982498	None	0.0		0.5	hexagongray.gif	go																															0.31	0.514527082443	0.000900983810425	0.334326982498	1.0	w	388.366240978																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
45	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	2.0	22.0	2.0																													s	1.0	0.350687980652	None	0.0		0.5	hexagongray.gif	go																															0.39	0.514485836029	0.000908851623535	0.350687980652	1.0	s	391.370205164																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
46	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	5.0	3.0	23.0	3.0																													a	1.0	0.417630910873	None	0.0		2.0	triangleorange.gif	go																															2.12	0.513607978821	0.0009400844573969999	0.417630910873	1.0	a	394.373239994																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
47	-200.0	q	200.0																	0.0	0.0	0.0	0.0	6.0	0.0	24.0	1.0																													q	1.0	0.41760396957400003	None	0.0		1.0	circlemagenta.gif	stop																															0.94	0.513720989227	0.0009469985961910001	0.417603969574	1.0	q	397.376384974																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
48	200.0	s	-200.0																	0.0	0.0	0.0	0.0	6.0	1.0	25.0	2.0																													s	1.0	0.36784696579000004	None	0.0		2.0	crossblue.gif	stop																															0.0	0.514292955399	0.000902891159058	0.36784696579	1.0	s	400.379531145																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
49	200.0	s	-200.0																	0.0	0.0	0.0	0.0	6.0	2.0	26.0	2.0																													s	1.0	0.401123046875	None	0.0		2.0	triangleorange.gif	go																															0.0	0.5144309997559999	0.0009431838989260002	0.401123046875	1.0	s	403.383023024																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
50	200.0	w	200.0																	0.0	0.0	0.0	0.0	6.0	3.0	27.0	0.0																													w	1.0	0.400708913803	None	0.0		4.0	invertedtriangleyellow.gif	stop																															4.01	0.5145142078399999	0.0008971691131589999	0.400708913803	1.0	w	406.386548996																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
51	-200.0	q	200.0																	0.0	0.0	0.0	0.0	7.0	0.0	28.0	1.0																													q	1.0	0.317832946777	None	0.0		0.5	hexagongray.gif	go																															0.44	0.514435052872	0.0009150505065920001	0.317832946777	1.0	q	409.390225172																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
52	200.0	w	200.0																	0.0	0.0	0.0	0.0	7.0	1.0	29.0	0.0																													w	1.0	0.484571933746	None	0.0		4.0	invertedtriangleyellow.gif	stop																															3.85	0.51370382309	0.0009360313415529999	0.484571933746	1.0	w	412.393109083																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
53	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	7.0	2.0	30.0	3.0																													a	1.0	0.45087194442699996	None	0.0		2.0	crossblue.gif	stop																															2.18	0.5142588615420001	0.00123596191406	0.450871944427	1.0	a	415.396552086																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
54	200.0	s	-200.0																	0.0	0.0	0.0	0.0	7.0	3.0	31.0	2.0																													s	1.0	0.417474985123	None	0.0		2.0	triangleorange.gif	go																															2.16	0.51423406601	0.0008931159973139998	0.417474985123	1.0	s	418.400493145																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
55	200.0	s	-200.0																	0.0	0.0	0.0	0.0	8.0	0.0	32.0	2.0																													s	1.0	0.384216070175	None	0.0		1.0	squarewhite.gif	go																															1.05	0.513684988022	0.000917911529541	0.384216070175	1.0	s	421.40392398800003																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
56	-200.0	q	200.0																	0.0	0.0	0.0	0.0	8.0	1.0	33.0	1.0																													q	1.0	0.38428902626	None	0.0		1.0	circlemagenta.gif	stop																															0.0	0.5134601593020001	0.0010139942169199998	0.38428902626	1.0	q	424.407092094																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
57	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	8.0	2.0	34.0	3.0																													a	1.0	0.501405954361	None	0.0		0.5	hexagongray.gif	go																															0.0	0.513678073883	0.0009589195251460001	0.501405954361	1.0	a	427.410168171																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
58	200.0	s	-200.0																	0.0	0.0	0.0	0.0	8.0	3.0	35.0	2.0																													s	1.0	0.40061497688299996	None	0.0		2.0	crossblue.gif	stop																															2.11	0.514255046844	0.0009069442749019998	0.400614976883	1.0	s	430.41337299300005																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
59	200.0	s	-200.0																	0.0	0.0	0.0	0.0	9.0	0.0	36.0	2.0																													s	1.0	0.384697914124	None	0.0		2.0	crossblue.gif	stop																															2.14	0.514191150665	0.00099515914917	0.384697914124	1.0	s	433.417010069																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
60	-200.0	q	200.0																	0.0	0.0	0.0	0.0	9.0	1.0	37.0	1.0																													q	1.0	0.38429188728299996	None	0.0		1.0	circlemagenta.gif	stop																															0.0	0.514088153839	0.000900030136108	0.384016036987	0.0	a	436.420116186	0.0	0.5155839920040001	0.000969171524048	0.384291887283	1.0	q	439.423890114																																															2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
61	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	9.0	2.0	38.0	3.0																													a	1.0	0.46788811683700005	None	0.0		0.5	diamondgreen.gif	stop																															0.63	0.513834953308	0.000938892364502	0.467888116837	1.0	a	442.426855087																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
62	200.0	w	200.0																	0.0	0.0	0.0	0.0	9.0	3.0	39.0	0.0																													w	1.0	0.36775183677699996	None	0.0		4.0	linecyan.gif	go																															4.11	0.514398097992	0.0009191036224369998	0.367751836777	1.0	w	445.430325985																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
63	200.0	w	200.0																	0.0	0.0	0.0	0.0	10.0	0.0	40.0	0.0																													w	1.0	0.401170969009	None	0.0		1.0	squarewhite.gif	go																															0.0	0.5142891407010001	0.000890016555786	0.401170969009	1.0	w	448.433717012																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
64	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	10.0	1.0	41.0	3.0																													a	1.0	0.383958101273	None	0.0		1.0	circlemagenta.gif	stop																															1.22	0.514217853546	0.0009469985961910001	0.383958101273	1.0	a	451.43699407599996																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
65	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	10.0	2.0	42.0	3.0																													a	1.0	0.400948047638	None	0.0		0.5	diamondgreen.gif	stop																															0.33	0.5143229961399999	0.000900030136108	0.400948047638	1.0	a	454.44046807300003																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
66	-200.0	q	200.0																	0.0	0.0	0.0	0.0	10.0	3.0	43.0	1.0																													q	1.0	0.451328039169	None	0.0		1.0	circlemagenta.gif	stop																															0.95	0.514043092728	0.000900030136108	0.451328039169	1.0	q	457.44394111599996																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
67	-200.0	q	200.0																	0.0	0.0	0.0	0.0	11.0	0.0	44.0	1.0																													q	1.0	0.400946855545	None	0.0		4.0	linecyan.gif	go																															3.78	0.51424407959	0.0008990764617919999	0.400946855545	1.0	q	460.44721508																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
68	200.0	s	-200.0																	0.0	0.0	0.0	0.0	11.0	1.0	45.0	2.0																													s	1.0	0.534806013107	None	0.0		4.0	invertedtriangleyellow.gif	stop																															0.0	0.514341115952	0.00090503692627	0.534806013107	1.0	s	463.450430155																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
69	200.0	w	200.0																	0.0	0.0	0.0	0.0	11.0	2.0	46.0	0.0																													w	1.0	0.45076918602	None	0.0		0.5	hexagongray.gif	go																															0.7	0.5145540237430001	0.0008940696716310001	0.45076918602	1.0	w	466.454159021																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
70	-200.0	q	200.0																	0.0	0.0	0.0	0.0	11.0	3.0	47.0	1.0																													q	1.0	0.484790086746	None	0.0		1.0	circlemagenta.gif	stop																															0.0	0.514147996902	0.0008931159973139998	0.484790086746	1.0	q	469.457327127																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
71	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	12.0	0.0	48.0	3.0																													a	1.0	0.41800904274000006	None	0.0		2.0	crossblue.gif	stop																															2.19	0.514256000519	0.000970840454102	0.41800904274	1.0	a	472.460504055																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
72	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	12.0	1.0	49.0	3.0																													a	1.0	0.3841381073	None	0.0		4.0	invertedtriangleyellow.gif	stop																															3.79	0.514534950256	0.0009489059448239998	0.3841381073	1.0	a	475.46403718																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
73	-200.0	q	200.0																	0.0	0.0	0.0	0.0	12.0	2.0	50.0	1.0																													q	1.0	0.450757980347	None	0.0		0.5	diamondgreen.gif	stop																															0.0	0.514544963837	0.000917911529541	0.450757980347	1.0	q	478.467381001																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
74	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	12.0	3.0	51.0	3.0																													a	1.0	0.418056964874	None	0.0		1.0	squarewhite.gif	go																															0.0	0.513680934906	0.0009479522705080001	0.418056964874	1.0	a	481.47090601900004																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
75	200.0	s	-200.0																	0.0	0.0	0.0	0.0	13.0	0.0	52.0	2.0																													s	1.0	0.484611988068	None	0.0		2.0	triangleorange.gif	go																															0.0	0.514216899872	0.0009760856628420001	0.484611988068	1.0	s	484.47420096400003																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
76	200.0	s	-200.0																	0.0	0.0	0.0	0.0	13.0	1.0	53.0	2.0																													s	1.0	0.38399887085	None	0.0		1.0	circlemagenta.gif	stop																															1.06	0.5144441127780001	0.0009019374847410001	0.38399887085	1.0	s	487.477468014																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
77	-200.0	q	200.0																	0.0	0.0	0.0	0.0	13.0	2.0	54.0	1.0																													q	1.0	0.41745615005500003	None	0.0		2.0	triangleorange.gif	go																															2.17	0.514404058456	0.00094199180603	0.417456150055	1.0	q	490.480942965																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
78	-200.0	q	200.0																	0.0	0.0	0.0	0.0	13.0	3.0	55.0	1.0																													q	1.0	0.384790897369	None	0.0		1.0	squarewhite.gif	go																															0.89	0.514298915863	0.0009019374847410001	0.384790897369	1.0	q	493.484512091																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
79	200.0	s	-200.0																	0.0	0.0	0.0	0.0	14.0	0.0	56.0	2.0																													s	1.0	0.401266098022	None	0.0		4.0	linecyan.gif	go																															4.05	0.514038085938	0.000892162322998	0.401266098022	1.0	s	496.487854958																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
80	200.0	s	-200.0																	0.0	0.0	0.0	0.0	14.0	1.0	57.0	2.0																													s	1.0	0.350589990616	None	0.0		1.0	circlemagenta.gif	stop																															1.02	0.514054059982	0.0009109973907470001	0.350589990616	1.0	s	499.491479158																																																						2015_Jul_02_1246	59.990531508500005	LearningTask	1	14	
