	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	EndTrialTimeStamp	stopSignalOnset	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	feedbackResp.rt	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionResponse.rt	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 131
175	200.0	s	-200.0																	1.0	0.0	1.0	0.0	12.0	3.0	51.0	2.0																													s	1.0	0.434719800949	None	0.0	4.0	invertedtrianglegreen.gif	stop																								4.15	0.514400005341	0.0008838176727290001	0.434719800949	1.0	s	811.042724848																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
176	200.0	w	200.0																	1.0	0.0	1.0	0.0	13.0	0.0	52.0	0.0																													w	1.0	0.367624998093	None	0.0	1.0	circlecyan.gif	go																								0.94	0.5142149925230001	0.0010039806366	0.367624998093	1.0	w	814.046113968																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
177	200.0	w	200.0																	1.0	0.0	1.0	0.0	13.0	1.0	53.0	0.0																													w	1.0	0.401443004608	None	0.0	2.0	squareblue.gif	go																								2.08	0.514497041702	0.0008749961853029999	0.401443004608	1.0	w	817.0500190260001																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
178	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	13.0	2.0	54.0	3.0																													a	1.0	0.5509397983550001	None	0.0	1.0	hexagonwhite.gif	stop																								0.89	0.513784885406	0.000881910324097	0.550939798355	1.0	a	820.053133965																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
179	200.0	s	-200.0																	1.0	0.0	1.0	0.0	13.0	3.0	55.0	2.0																													s	1.0	0.40054607391400004	None	0.0	0.5	crossmagenta.gif	go																								0.33	0.514198064804	0.0009431838989260002	0.400546073914	1.0	s	823.05644393																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
180	200.0	s	-200.0																	1.0	0.0	1.0	0.0	14.0	0.0	56.0	2.0																													s	1.0	0.48439788818400004	None	0.0	4.0	lineorange.gif	go																								0.0	0.5139951705929999	0.000907182693481	0.484397888184	1.0	s	826.059643984																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
181	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	14.0	1.0	57.0	3.0																													a	1.0	0.5510959625240001	None	0.0	4.0	lineorange.gif	go																								4.15	0.514231920242	0.00117492675781	0.551095962524	1.0	a	829.0636060239999																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
182	200.0	w	200.0																	1.0	0.0	1.0	0.0	14.0	2.0	58.0	0.0																													w	1.0	0.517663002014	None	0.0	1.0	circlecyan.gif	go																								0.0	0.5134010314940001	0.0009379386901860002	0.517663002014	1.0	w	832.0663950439999																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
183	200.0	w	200.0																	1.0	0.0	1.0	0.0	14.0	3.0	59.0	0.0																													w	1.0	0.483889818192	None	0.0	0.5	diamondgray.gif	stop																								0.48	0.514678001404	0.00090217590332	0.483889818192	1.0	w	835.0698068139999																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
184	200.0	w	200.0																	1.0	0.0	1.0	0.0	15.0	0.0	60.0	0.0																													w	1.0	0.485006093979	None	0.0	1.0	circlecyan.gif	go																								1.16	0.514071941376	0.0008909702301030001	0.485006093979	1.0	w	838.073559046																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
185	-200.0	q	200.0																	1.0	0.0	1.0	0.0	15.0	1.0	61.0	1.0																													q	1.0	0.41725897789000005	None	0.0	0.5	diamondgray.gif	stop																								0.56	0.514271020889	0.0008759498596189999	0.41725897789	1.0	q	841.076586962																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
186	200.0	s	-200.0																	1.0	0.0	1.0	0.0	15.0	2.0	62.0	2.0																													s	1.0	0.36712312698399996	None	0.0	2.0	triangleyellow.gif	stop																								1.77	0.514372110367	0.00098705291748	0.367123126984	1.0	s	844.0799908639999																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
187	-200.0	q	200.0																	1.0	0.0	1.0	0.0	15.0	3.0	63.0	1.0																													q	1.0	0.517884016037	None	0.0	0.5	crossmagenta.gif	go																								0.34	0.514112949371	0.0008749961853029999	0.517884016037	1.0	q	847.0834980010001																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
188	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	16.0	0.0	64.0	3.0																													a	1.0	0.467292070389	None	0.0	4.0	lineorange.gif	go																								4.24	0.514219045639	0.000885009765625	0.467292070389	1.0	a	850.086606979																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
189	200.0	s	-200.0																	1.0	0.0	1.0	0.0	16.0	1.0	65.0	2.0																													s	1.0	0.48410701751699997	None	0.0	4.0	lineorange.gif	go																								4.05	0.514456033707	0.0009479522705080001	0.484107017517	1.0	s	853.089970827																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
190	-200.0	q	200.0																	1.0	0.0	1.0	0.0	16.0	2.0	66.0	1.0																													q	1.0	0.368390083313	None	0.0	1.0	circlecyan.gif	go																								0.81	0.514235019684	0.0008940696716310001	0.368390083313	1.0	q	856.0935390000001																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
191	200.0	s	-200.0																	1.0	0.0	1.0	0.0	16.0	3.0	67.0	2.0																													s	1.0	0.45077419281000003	None	0.0	4.0	invertedtrianglegreen.gif	stop																								4.04	0.514408826828	0.000881910324097	0.45077419281	1.0	s	859.096542835																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
192	200.0	s	-200.0																	1.0	0.0	1.0	0.0	17.0	0.0	68.0	2.0																													s	1.0	0.5011298656459999	None	0.0	2.0	triangleyellow.gif	stop																								1.82	0.514245986938	0.000922918319702	0.501129865646	1.0	s	862.099979877																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
193	200.0	s	-200.0																	1.0	0.0	1.0	0.0	17.0	1.0	69.0	2.0																													s	1.0	0.48408412933300005	None	0.0	1.0	circlecyan.gif	go																								0.0	0.514773130417	0.00090503692627	0.484084129333	1.0	s	865.1035749910001																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
194	-200.0	q	200.0																	1.0	0.0	1.0	0.0	17.0	2.0	70.0	1.0																													q	1.0	0.43387413024899996	None	0.0	4.0	invertedtrianglegreen.gif	stop																								4.04	0.5145039558410001	0.000882863998413	0.433874130249	1.0	q	868.1075110439999																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
195	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	17.0	3.0	71.0	3.0																													a	1.0	0.534127950668	None	0.0	4.0	invertedtrianglegreen.gif	stop																								3.87	0.513752937317	0.00088095664978	0.534127950668	1.0	a	871.110365868																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
196	200.0	w	200.0																	1.0	0.0	1.0	0.0	18.0	0.0	72.0	0.0																													w	1.0	0.517754793167	None	0.0	4.0	lineorange.gif	go																								3.79	0.514308929443	0.0008759498596189999	0.517754793167	1.0	w	874.1134889130001																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
197	200.0	w	200.0																	1.0	0.0	1.0	0.0	18.0	1.0	73.0	0.0																													w	1.0	0.53462100029	None	0.0	0.5	crossmagenta.gif	go																								0.66	0.514357089996	0.0008840560913089999	0.53462100029	1.0	w	877.117233992																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
198	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	18.0	2.0	74.0	3.0																													a	1.0	0.551625967026	None	0.0	2.0	triangleyellow.gif	stop																								2.0	0.513514995575	0.0009031295776369999	0.551625967026	1.0	a	880.120492935																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
199	-200.0	q	200.0																	1.0	0.0	1.0	0.0	18.0	3.0	75.0	1.0																													q	1.0	0.5011789798740001	None	0.0	1.0	hexagonwhite.gif	stop																								0.0	0.514290094376	0.0008840560913089999	0.501178979874	1.0	q	883.1237299439999																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
200	-200.0	q	200.0																	1.0	0.0	1.0	0.0	19.0	0.0	76.0	1.0																													q	1.0	0.45087194442699996	None	0.0	0.5	crossmagenta.gif	go																								0.31	0.5146219730380001	0.000888109207153	0.450871944427	1.0	q	886.127462864																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
201	200.0	w	200.0																	1.0	0.0	1.0	0.0	19.0	1.0	77.0	0.0																													w	1.0	0.45120096206699994	None	0.0	0.5	diamondgray.gif	stop																								0.39	0.514133930206	0.00088095664978	0.451200962067	1.0	w	889.1303248410001																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
202	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	19.0	2.0	78.0	3.0																													a	1.0	0.5175819396970001	None	0.0	2.0	squareblue.gif	go																								2.19	0.512385845184	0.000921964645386	0.517581939697	1.0	a	892.134254932																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
203	-200.0	q	200.0																	1.0	0.0	1.0	0.0	19.0	3.0	79.0	1.0																													q	1.0	0.484315872192	None	0.0	4.0	lineorange.gif	go																								4.25	0.513989925385	0.000869989395142	0.484315872192	1.0	q	895.137370825																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
204	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	20.0	0.0	80.0	3.0																													a	1.0	0.484204053879	None	0.0	0.5	crossmagenta.gif	go																								0.56	0.514378070831	0.000900983810425	0.484204053879	1.0	a	898.1404509539999																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
205	200.0	w	200.0																	1.0	0.0	1.0	0.0	20.0	1.0	81.0	0.0																													w	1.0	0.417752981186	None	0.0	4.0	invertedtrianglegreen.gif	stop																								3.78	0.514204978943	0.00108194351196	0.417752981186	1.0	w	901.144037962																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
206	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	20.0	2.0	82.0	3.0																													a	1.0	0.7178430557250001	None	0.0	1.0	hexagonwhite.gif	stop																								0.79	0.514400005341	0.0008869171142580001	0.717843055725	1.0	a	904.1476018430001																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
207	-200.0	q	200.0																	1.0	0.0	1.0	0.0	20.0	3.0	83.0	1.0																													q	1.0	0.45075511932400003	None	0.0	1.0	hexagonwhite.gif	stop																								0.0	0.514175891876	0.0008790493011469999	0.450755119324	1.0	q	907.150599003																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
208	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	21.0	0.0	84.0	3.0																													a	1.0	0.56729388237	None	0.0	0.5	crossmagenta.gif	go																								0.31	0.5145130157469999	0.000946044921875	0.56729388237	1.0	a	910.154593945																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
209	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	21.0	1.0	85.0	3.0																													a	1.0	0.43400120735200004	None	0.0	4.0	invertedtrianglegreen.gif	stop																								4.04	0.513875961304	0.00116801261902	0.434001207352	1.0	a	913.157579899																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
210	200.0	w	200.0																	1.0	0.0	1.0	0.0	21.0	2.0	86.0	0.0																													w	1.0	0.6010921001430001	None	0.0	1.0	circlecyan.gif	go																								0.86	0.514206886292	0.0008831024169919999	0.601092100143	1.0	w	916.1613140110001																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
211	-200.0	q	200.0																	1.0	0.0	1.0	0.0	21.0	3.0	87.0	1.0																													q	1.0	0.551867008209	w	0.0	1.0	circlecyan.gif	go																								0.86	0.513798952103	0.000913858413696	0.551867008209	1.0	q	919.1643218989999										0.842138051987																								2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
212	200.0	s	-200.0																	1.0	0.0	1.0	0.0	22.0	0.0	88.0	2.0																													s	1.0	0.5337820053100001	None	0.0	1.0	circlecyan.gif	go																								0.95	0.5145988464360001	0.000962018966675	0.53378200531	1.0	s	922.1679038999999																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
213	-200.0	q	200.0																	1.0	0.0	1.0	0.0	22.0	1.0	89.0	1.0																													q	1.0	0.467107057571	None	0.0	2.0	squareblue.gif	go																								2.11	0.514440059662	0.0008761882781980001	0.467107057571	1.0	q	925.1712679860001																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
214	200.0	w	200.0																	1.0	0.0	1.0	0.0	22.0	2.0	90.0	0.0																													w	1.0	0.401463985443	None	0.0	2.0	squareblue.gif	go																								2.06	0.513768911362	0.0008740425109860002	0.401463985443	1.0	w	928.174480915																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
215	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	22.0	3.0	91.0	3.0																													a	1.0	0.417532920837	None	0.0	4.0	invertedtrianglegreen.gif	stop																								3.97	0.514433145523	0.0008950233459470001	0.417532920837	1.0	a	931.17772603																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
216	200.0	s	-200.0																	1.0	0.0	1.0	0.0	23.0	0.0	92.0	2.0																													s	1.0	0.38449716568000003	None	0.0	1.0	circlecyan.gif	go																								0.77	0.514339923859	0.0009200572967529999	0.38449716568	1.0	s	934.181490898																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
217	200.0	s	-200.0																	1.0	0.0	1.0	0.0	23.0	1.0	93.0	2.0																													s	1.0	0.48409199714699996	None	0.0	4.0	invertedtrianglegreen.gif	stop																								0.0	0.51426410675	0.000890016555786	0.484091997147	1.0	s	937.184674978																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
218	200.0	s	-200.0																	1.0	0.0	1.0	0.0	23.0	2.0	94.0	2.0																													s	1.0	0.617238044739	None	0.0	2.0	triangleyellow.gif	stop																								2.0	0.514311075211	0.0009391307830810002	0.617238044739	1.0	s	940.187829971																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
219	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	23.0	3.0	95.0	3.0																													a	1.0	0.7841460704800001	None	0.0	4.0	lineorange.gif	go																								4.1	0.514744997025	0.0009860992431639998	0.78414607048	1.0	a	943.1913950439999																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
220	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	24.0	0.0	96.0	3.0																													a	1.0	0.46769785881000003	None	0.0	4.0	invertedtrianglegreen.gif	stop																								4.24	0.514480113983	0.000887155532837	0.46769785881	1.0	a	946.1946458819999																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
221	-200.0	q	200.0																	1.0	0.0	1.0	0.0	24.0	1.0	97.0	1.0																													q	1.0	0.467945098877	None	0.0	1.0	circlecyan.gif	go																								1.07	0.513894081116	0.00099515914917	0.467945098877	1.0	q	949.197886944																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
222	-200.0	q	200.0																	1.0	0.0	1.0	0.0	24.0	2.0	98.0	1.0																													q	1.0	0.467558860779	None	0.0	2.0	squareblue.gif	go																								2.17	0.5145778656009999	0.0008950233459470001	0.467558860779	1.0	q	952.201367855																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
223	200.0	s	-200.0																	1.0	0.0	1.0	0.0	24.0	3.0	99.0	2.0																													s	1.0	0.43434095382700005	None	0.0	2.0	squareblue.gif	go																								2.06	0.514497995377	0.00088095664978	0.434340953827	1.0	s	955.204985857																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
224																				1.0	0.0	1.0	0.0																																																																														9.0	39.1331579685																									2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
225	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0																													a	1.0	0.617491960526	None	0.0	0.5	diamondgray.gif	stop																								0.52	0.509737968445	0.000909090042114	0.617491960526	1.0	a	998.0367028710001																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
226	-200.0	q	200.0																	2.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0																													q	1.0	0.417803049088	None	0.0	0.5	crossmagenta.gif	go																								0.0	0.513673067093	0.0008790493011469999	0.417803049088	1.0	q	1001.03969288																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
227	-200.0	q	200.0																	2.0	0.0	2.0	0.0	0.0	2.0	2.0	1.0																													q	1.0	0.467680931091	None	0.0	0.5	crossmagenta.gif	go																								0.0	0.514477968216	0.000877857208252	0.467680931091	1.0	q	1004.04375005																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
228	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	0.0	3.0	3.0	3.0																													a	1.0	0.38419008255000003	None	0.0	4.0	lineorange.gif	go																								4.07	0.513273000717	0.00102210044861	0.38419008255	1.0	a	1007.04654598																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
229	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	1.0	0.0	4.0	3.0																													a	1.0	0.467834949493	None	0.0	2.0	squareblue.gif	go																								0.0	0.514079093933	0.0008769035339360002	0.467834949493	1.0	a	1010.0497178999999																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
230	200.0	w	200.0																	2.0	0.0	2.0	0.0	1.0	1.0	5.0	0.0																													w	1.0	0.534821987152	None	0.0	4.0	invertedtrianglegreen.gif	stop																								4.19	0.514290094376	0.000882863998413	0.534821987152	1.0	w	1013.05341101																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
231	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	1.0	2.0	6.0	3.0																													a	1.0	0.517766952515	None	0.0	0.5	diamondgray.gif	stop																								0.74	0.5137758255	0.0008838176727290001	0.517766952515	1.0	a	1016.05646205																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
232	200.0	w	200.0																	2.0	0.0	2.0	0.0	1.0	3.0	7.0	0.0																													w	1.0	0.634574174881	None	0.0	4.0	invertedtrianglegreen.gif	stop																								4.08	0.5145778656009999	0.000931024551392	0.634574174881	1.0	w	1019.05993199																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
233	200.0	s	-200.0																	2.0	0.0	2.0	0.0	2.0	0.0	8.0	2.0																													s	1.0	0.451369047165	None	0.0	1.0	hexagonwhite.gif	stop																								0.79	0.514218091965	0.00093412399292	0.451369047165	1.0	s	1022.06348205																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
234	200.0	w	200.0																	2.0	0.0	2.0	0.0	2.0	1.0	9.0	0.0																													w	1.0	0.534348964691	None	0.0	4.0	invertedtrianglegreen.gif	stop																								3.97	0.5142750740049999	0.0008831024169919999	0.534348964691	1.0	w	1025.06669784																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
235	200.0	w	200.0																	2.0	0.0	2.0	0.0	2.0	2.0	10.0	0.0																													w	1.0	0.433885097504	None	0.0	2.0	squareblue.gif	go																								2.17	0.514450073242	0.00127601623535	0.433885097504	1.0	w	1028.07012296																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
236	200.0	s	-200.0																	2.0	0.0	2.0	0.0	2.0	3.0	11.0	2.0																													s	1.0	0.384597063065	None	0.0	0.5	crossmagenta.gif	go																								0.75	0.51390004158	0.00088095664978	0.384597063065	1.0	s	1031.07372403																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
237	200.0	s	-200.0																	2.0	0.0	2.0	0.0	3.0	0.0	12.0	2.0																													s	1.0	0.40039110183700005	None	0.0	4.0	lineorange.gif	go																								4.2	0.5139930248260001	0.0008780956268310002	0.400391101837	1.0	s	1034.07690096																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
238	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	3.0	1.0	13.0	3.0																													a	1.0	0.43434214592	None	0.0	2.0	triangleyellow.gif	stop																								0.0	0.514018058777	0.000909090042114	0.43434214592	1.0	a	1037.08017802																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
239	200.0	s	-200.0																	2.0	0.0	2.0	0.0	3.0	2.0	14.0	2.0																													s	1.0	0.46742010116599997	None	0.0	2.0	squareblue.gif	go																								2.14	0.514380931854	0.00087308883667	0.467420101166	1.0	s	1040.08340287																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
240	200.0	w	200.0																	2.0	0.0	2.0	0.0	3.0	3.0	15.0	0.0																													w	1.0	0.38400292396499996	None	0.0	4.0	lineorange.gif	go																								4.0	0.5146920681	0.00173497200012	0.384002923965	1.0	w	1043.08670592																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
241	200.0	w	200.0																	2.0	0.0	2.0	0.0	4.0	0.0	16.0	0.0																													w	1.0	0.46802020072899997	None	0.0	0.5	crossmagenta.gif	go																								0.0	0.514206886292	0.00092601776123	0.468020200729	1.0	w	1046.09045887																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
242	200.0	w	200.0																	2.0	0.0	2.0	0.0	4.0	1.0	17.0	0.0																													w	1.0	0.434267997742	None	0.0	0.5	crossmagenta.gif	go																								0.55	0.514265060425	0.0008790493011469999	0.434267997742	1.0	w	1049.09360385																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
243	-200.0	q	200.0																	2.0	0.0	2.0	0.0	4.0	2.0	18.0	1.0																													q	1.0	0.46733188629199995	None	0.0	1.0	circlecyan.gif	go																								0.76	0.514804840088	0.0008759498596189999	0.467331886292	1.0	q	1052.09773803																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
244	200.0	s	-200.0																	2.0	0.0	2.0	0.0	4.0	3.0	19.0	2.0																													s	1.0	0.45089793205300005	None	0.0	4.0	lineorange.gif	go																								4.09	0.513716936111	0.0008878707885739998	0.450897932053	1.0	s	1055.10067797																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
245	200.0	s	-200.0																	2.0	0.0	2.0	0.0	5.0	0.0	20.0	2.0																													s	1.0	0.43514990806599996	None	0.0	0.5	diamondgray.gif	stop																								0.74	0.513864994049	0.000977039337158	0.435149908066	1.0	s	1058.10399199																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
246	-200.0	q	200.0																	2.0	0.0	2.0	0.0	5.0	1.0	21.0	1.0																													q	1.0	0.501093864441	None	0.0	1.0	hexagonwhite.gif	stop																								0.94	0.5139570236209999	0.0011079311370799998	0.501093864441	1.0	q	1061.10758781																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
247	200.0	s	-200.0																	2.0	0.0	2.0	0.0	5.0	2.0	22.0	2.0																													s	1.0	0.401108026505	None	0.0	2.0	triangleyellow.gif	stop																								1.87	0.513831138611	0.0008740425109860002	0.401108026505	1.0	s	1064.11091805																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
248	-200.0	q	200.0																	2.0	0.0	2.0	0.0	5.0	3.0	23.0	1.0																													q	1.0	0.48459005355800006	None	0.0	0.5	diamondgray.gif	stop																								0.0	0.51398897171	0.0011968612670899999	0.484590053558	1.0	q	1067.11432004																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
249	200.0	w	200.0																	2.0	0.0	2.0	0.0	6.0	0.0	24.0	0.0																													w	1.0	0.500803947449	None	0.0	0.5	crossmagenta.gif	go																								0.43	0.5139210224149999	0.0008978843688960001	0.500803947449	1.0	w	1070.11735702																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
250	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	6.0	1.0	25.0	3.0																													a	1.0	0.48454689979599996	None	0.0	4.0	lineorange.gif	go																								3.94	0.514352083206	0.0009369850158689999	0.484546899796	1.0	a	1073.1207149																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
251	200.0	w	200.0																	2.0	0.0	2.0	0.0	6.0	2.0	26.0	0.0																													w	1.0	0.41762208938600004	None	0.0	2.0	triangleyellow.gif	stop																								2.05	0.51406788826	0.00105094909668	0.417622089386	1.0	w	1076.12455297																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
252	200.0	s	-200.0																	2.0	0.0	2.0	0.0	6.0	3.0	27.0	2.0																													s	1.0	0.45088505744900004	None	0.0	0.5	crossmagenta.gif	go																								0.0	0.513881921768	0.0009369850158689999	0.450885057449	1.0	s	1079.12749004																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
253	200.0	s	-200.0																	2.0	0.0	2.0	0.0	7.0	0.0	28.0	2.0																													s	1.0	0.40078186988799996	None	0.0	2.0	triangleyellow.gif	stop																								1.85	0.514168024063	0.00092887878418	0.400781869888	1.0	s	1082.13121295																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
254	200.0	s	-200.0																	2.0	0.0	2.0	0.0	7.0	1.0	29.0	2.0																													s	1.0	0.48461318016099997	None	0.0	2.0	squareblue.gif	go																								1.76	0.5132608413699999	0.000888824462891	0.484613180161	1.0	s	1085.13438797																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
255	200.0	s	-200.0																	2.0	0.0	2.0	0.0	7.0	2.0	30.0	2.0																													s	1.0	0.417797088623	None	0.0	0.5	diamondgray.gif	stop																								0.56	0.513987064362	0.0009129047393799999	0.417797088623	1.0	s	1088.13746786																																		2015_Jul_08_1003	59.9063905516	LearningTask	1	83	
