	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	EndTrialTimeStamp	stopSignalOnset	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	feedbackResp.rt	beginningSSD	EndingSSD	key_resp_9.rt	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	auctionResponse.rt	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 131
0																																																	[]	[]	[]	[]	[]	9.0	52.0821931362																																																																								2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
1	-200.0	q	200.0				0.0	0.0	0.0	1.0																																														q	1.0	0.7344169616699999	None	0.0	2.0	triangleblue.gif	go	1.84	0.5075359344479999	0.0743589401245	0.7344169616699999	1.0	q	80.6055920124																																																									2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
2	-200.0	q	200.0				0.0	1.0	1.0	5.0																																														q	1.0	0.6517560482029999	None	0.0	4.0	invertedtrianglegreen.gif	stop	3.78	0.5140311717989999	0.0695099830627	0.6517560482029999	1.0	q	83.6079790592																																																									2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
3	200.0	s	-200.0				0.0	2.0	2.0	2.0																																														s	1.0	0.384370088577	None	0.0	1.0	crosscyan.gif	stop	1.06	0.5150890350339999	0.0384640693665	0.384370088577	1.0	s	86.6112101078																																																									2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
4	-200.0	a	-200.0				0.0	3.0	3.0	7.0																																														a	1.0	0.350968122482	None	0.0	1.0	circlegray.gif	go	0.84	0.515470027924	0.00189113616943	0.350968122482	1.0	a	89.6149880886																																																									2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
5	-200.0	a	-200.0				0.0	4.0	4.0	3.0																																														a	1.0	0.401090145111	None	0.0	4.0	invertedtrianglegreen.gif	stop	3.75	0.514897823334	0.000898838043213	0.401090145111	1.0	a	92.6181299686																																																									2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
6	200.0	w	200.0				0.0	5.0	5.0	0.0																																														w	1.0	0.367109060287	None	0.0	4.0	squareorange.gif	go	3.87	0.515274047852	0.0583729743958	0.367109060287	1.0	w	95.6214630604																																																									2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
7	-200.0	q	200.0				0.0	6.0	6.0	9.0																																														q	1.0	0.401614904404	None	0.0	0.5	linewhite.gif	go	0.59	0.515062093735	0.0018131732940699999	0.401614904404	1.0	q	98.62481999399999																																																									2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
8	200.0	w	200.0				0.0	7.0	7.0	8.0																																														w	1.0	0.350703001022	None	0.0	4.0	invertedtrianglegreen.gif	stop	3.78	0.515160083771	0.0008950233459470001	0.350703001022	1.0	w	101.628107071																																																									2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
9	200.0	s	-200.0				0.0	8.0	8.0	6.0																																														s	1.0	0.351387023926	None	0.0	2.0	diamondmagenta.gif	stop	2.06	0.515229940414	0.043223857879599994	0.351387023926	1.0	s	104.63154006																																																									2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
10	200.0	w	200.0				0.0	9.0	9.0	4.0																																														w	1.0	0.317222118378	None	0.0	2.0	triangleblue.gif	go	0.0	0.515189886093	0.0009319782257080001	0.317222118378	1.0	w	107.63513398200001																																																									2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
11				z	0.0	-200.0										0.0	0.0	0.0	0.0																																																				157.913790941	go	triangleblue.gif	go	2.0	z	1.0	0.401046037674	None	0.0	0.00169396400452	0.510252952576	160.911621094																																												2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
12				m	0.0	200.0										0.0	1.0	1.0	1.0																																																				160.912014008	stop	diamondmagenta.gif	stop	2.0	m	1.0	0.283607959747	None	0.0	0.0013241767883299998	0.5157339572909999	163.914803028	0.765874147415																																											2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
13				m	0.0	200.0										1.0	0.0	2.0	1.0																																																				163.915169001	go	triangleblue.gif	go	2.0	m	1.0	0.467806100845	None	0.0	0.00096607208252	0.5155260562899999	166.91803503																																												2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
14				z	0.0	-200.0										1.0	1.0	3.0	0.0																																																				166.918399096	stop	diamondmagenta.gif	stop	2.0	z	1.0	0.400989055634	None	0.0	0.0009739398956299999	0.515707015991	169.921422958	0.766366004944																																											2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
15				m	0.0	200.0										2.0	0.0	4.0	1.0																																																				169.921781063	stop	diamondmagenta.gif	stop	2.0	None	0.0		None	0.0	0.00107097625732	0.515924930573	172.924806118	0.7658770084379999																																											2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
16				z	0.0	-200.0										2.0	1.0	5.0	0.0																																																				172.925162077	go	squareorange.gif	go	4.0	z	1.0	0.467683076859	None	0.0	0.00148892402649	0.5157618522640001	175.928180933																																												2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
17				m	0.0	200.0										3.0	0.0	6.0	1.0																																																				175.928544044	stop	invertedtrianglegreen.gif	stop	4.0	m	1.0	0.5009369850159999	None	0.0	0.00136590003967	0.516132831573	178.931623936	0.766300916672																																											2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
18				m	0.0	200.0										3.0	1.0	7.0	1.0																																																				178.93198204	stop	invertedtrianglegreen.gif	stop	4.0	None	0.0		None	0.0	0.00101613998413	0.515757083893	181.934900045	0.7661831378939999																																											2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
19				z	0.0	-200.0										4.0	0.0	8.0	0.0																																																				181.935261965	go	circlegray.gif	go	1.0	z	1.0	0.567495107651	None	0.0	0.0015721321106	0.516054153442	184.93829512599999																																												2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
20				z	0.0	-200.0										4.0	1.0	9.0	0.0																																																				184.938698053	go	triangleblue.gif	go	2.0	None	0.0		None	0.0	0.0010008811950700002	0.515763998032	187.941679955																																												2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
21																																																																																					9.0	34.5351810455																																									2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
22																																																						9.0	9.14400100708																																																																								2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
23	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																													w	1.0	0.48422002792400004	None	0.0	0.5	hexagonyellow.gif	stop																								0.62	0.508142948151	0.0365700721741	0.48422002792400004	1.0	w	234.762725115																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
24	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0																													w	1.0	0.333978891373	None	0.0	1.0	crosscyan.gif	stop																								1.12	0.513688087463	0.0012710094451900001	0.333978891373	1.0	w	237.765501022																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
25	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0																													a	1.0	0.351063013077	None	0.0	0.5	linewhite.gif	go																								0.0	0.513841867447	0.00127983093262	0.351063013077	1.0	a	240.76855492599998																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
26	200.0	w	200.0																	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0																													w	1.0	0.317593097687	None	0.0	2.0	diamondmagenta.gif	stop																								2.01	0.514605998993	0.00089693069458	0.317593097687	1.0	w	243.772197008																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
27	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2.0																													s	1.0	0.5177278518680001	None	0.0	4.0	invertedtrianglegreen.gif	stop																								4.0	0.514079809189	0.000908851623535	0.5177278518680001	1.0	s	246.77537012099998																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
28	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	1.0	5.0	2.0																													s	1.0	0.501274108887	None	0.0	2.0	diamondmagenta.gif	stop																								1.94	0.514271974564	0.0009338855743410001	0.501274108887	1.0	s	249.77849602700002																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
29	-200.0	q	200.0																	0.0	0.0	0.0	0.0	1.0	2.0	6.0	1.0																													q	1.0	0.351000070572	None	0.0	4.0	squareorange.gif	go																								4.01	0.5141780376430001	0.0009710788726810001	0.351000070572	1.0	q	252.782292128																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
30	200.0	s	-200.0																	0.0	0.0	0.0	0.0	1.0	3.0	7.0	2.0																													s	1.0	0.41724491119400003	None	0.0	4.0	invertedtrianglegreen.gif	stop																								0.0	0.514295101166	0.0009150505065920001	0.41724491119400003	1.0	s	255.78563690200002																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
31	-200.0	q	200.0																	0.0	0.0	0.0	0.0	2.0	0.0	8.0	1.0																													q	1.0	0.400803089142	None	0.0	4.0	invertedtrianglegreen.gif	stop																								3.88	0.5139780044560001	0.000959873199463	0.400803089142	1.0	q	258.788888931																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
32	-200.0	q	200.0																	0.0	0.0	0.0	0.0	2.0	1.0	9.0	1.0																													q	1.0	0.401194095612	None	0.0	0.5	hexagonyellow.gif	stop																								0.0	0.514084815979	0.00094199180603	0.401194095612	1.0	q	261.792192936																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
33	200.0	w	200.0																	0.0	0.0	0.0	0.0	2.0	2.0	10.0	0.0																													w	1.0	0.384063959122	None	0.0	2.0	diamondmagenta.gif	stop																								2.02	0.51442694664	0.0008940696716310001	0.384063959122	1.0	w	264.795484066																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
34	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	2.0	3.0	11.0	3.0																													a	1.0	0.317517995834	None	0.0	2.0	diamondmagenta.gif	stop																								1.87	0.514085054398	0.0009400844573969999	0.317517995834	1.0	a	267.798897982																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
35	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	3.0	0.0	12.0	3.0																													a	1.0	0.317341804504	None	0.0	4.0	invertedtrianglegreen.gif	stop																								4.1	0.514307975769	0.000908136367798	0.317341804504	1.0	a	270.802295923																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
36	200.0	w	200.0																	0.0	0.0	0.0	0.0	3.0	1.0	13.0	0.0																													w	1.0	0.334494113922	None	0.0	2.0	diamondmagenta.gif	stop																								1.8	0.514285802841	0.000900983810425	0.334494113922	1.0	w	273.805649042																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
37	-200.0	q	200.0																	0.0	0.0	0.0	0.0	3.0	2.0	14.0	1.0																													q	1.0	0.351042985916	None	0.0	4.0	squareorange.gif	go																								4.02	0.5141038894650001	0.000922918319702	0.351042985916	1.0	q	276.80905294400003																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
38	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	3.0	3.0	15.0	3.0																													a	1.0	0.400979995728	None	0.0	2.0	triangleblue.gif	go																								0.0	0.51433801651	0.0008919239044189998	0.400979995728	1.0	a	279.812453985																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
39	200.0	s	-200.0																	0.0	0.0	0.0	0.0	4.0	0.0	16.0	2.0																													s	1.0	0.43451499938999993	None	0.0	1.0	crosscyan.gif	stop																								0.0	0.514357089996	0.0008919239044189998	0.43451499938999993	1.0	s	282.816474915																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
40	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	4.0	1.0	17.0	3.0																													a	1.0	0.43404316902199996	None	0.0	0.5	linewhite.gif	go																								0.47	0.513444900513	0.000926971435547	0.43404316902199996	1.0	a	285.819354057																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
41	200.0	w	200.0																	0.0	0.0	0.0	0.0	4.0	2.0	18.0	0.0																													w	1.0	0.43416595459	None	0.0	2.0	triangleblue.gif	go																								2.01	0.514180898666	0.0009119510650630002	0.43416595459	1.0	w	288.82246589700003																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
42	200.0	w	200.0																	0.0	0.0	0.0	0.0	4.0	3.0	19.0	0.0																													w	1.0	0.417098999023	None	0.0	0.5	hexagonyellow.gif	stop																								0.53	0.514623165131	0.0009551048278810001	0.417098999023	1.0	w	291.826080084																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
43	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	0.0	20.0	2.0																													s	1.0	0.334180116653	None	0.0	2.0	triangleblue.gif	go																								2.12	0.514008998871	0.0009319782257080001	0.334180116653	1.0	s	294.82932591400004																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
44	200.0	s	-200.0																	0.0	0.0	0.0	0.0	5.0	1.0	21.0	2.0																													s	1.0	0.350687980652	None	0.0	4.0	invertedtrianglegreen.gif	stop																								0.0	0.5143201351169999	0.00113701820374	0.350687980652	1.0	s	297.83306503299997																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
45	-200.0	q	200.0																	0.0	0.0	0.0	0.0	5.0	2.0	22.0	1.0																													q	1.0	0.634454965591	None	0.0	4.0	squareorange.gif	go																								4.2	0.5138750076290001	0.0009629726409910001	0.634454965591	1.0	q	300.836077929																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
46	200.0	w	200.0																	0.0	0.0	0.0	0.0	5.0	3.0	23.0	0.0																													w	1.0	0.284090995789	None	0.0	0.5	hexagonyellow.gif	stop																								0.59	0.514482975006	0.0008909702301030001	0.284090995789	1.0	w	303.83937192																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
47	-200.0	q	200.0																	0.0	0.0	0.0	0.0	6.0	0.0	24.0	1.0																													q	1.0	0.350862979889	None	0.0	0.5	hexagonyellow.gif	stop																								0.0	0.5142970085140001	0.0009658336639400001	0.350862979889	1.0	q	306.842989922																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
48	-200.0	q	200.0																	0.0	0.0	0.0	0.0	6.0	1.0	25.0	1.0																													q	1.0	0.334137916565	None	0.0	1.0	circlegray.gif	go																								1.16	0.514572143555	0.0008931159973139998	0.334137916565	1.0	q	309.846199036																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
49	200.0	w	200.0																	0.0	0.0	0.0	0.0	6.0	2.0	26.0	0.0																													w	1.0	0.31708908081099996	None	0.0	0.5	linewhite.gif	go																								0.51	0.514653921127	0.0008959770202639998	0.31708908081099996	1.0	w	312.849770069																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
50	200.0	s	-200.0																	0.0	0.0	0.0	0.0	6.0	3.0	27.0	2.0																													s	1.0	0.317422866821	None	0.0	2.0	diamondmagenta.gif	stop																								1.79	0.5138821601870001	0.000932216644287	0.317422866821	1.0	s	315.853104115																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
51	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	7.0	0.0	28.0	3.0																													a	1.0	0.300588846207	None	0.0	0.5	hexagonyellow.gif	stop																								0.7	0.514057159424	0.0009059906005860001	0.300588846207	1.0	a	318.856324911																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
52	200.0	s	-200.0																	0.0	0.0	0.0	0.0	7.0	1.0	29.0	2.0																													s	1.0	0.35132908821099995	None	0.0	0.5	linewhite.gif	go																								0.48	0.514414072037	0.000890016555786	0.35132908821099995	1.0	s	321.860068083																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
53	200.0	s	-200.0																	0.0	0.0	0.0	0.0	7.0	2.0	30.0	2.0																													s	1.0	0.317780971527	None	0.0	0.5	linewhite.gif	go																								0.5	0.513674020767	0.000965118408203	0.317780971527	1.0	s	324.863378048																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
54	200.0	w	200.0																	0.0	0.0	0.0	0.0	7.0	3.0	31.0	0.0																													w	1.0	0.367219924927	None	0.0	2.0	triangleblue.gif	go																								2.21	0.514263868332	0.0009548664093019999	0.367219924927	1.0	w	327.866518021																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
55	200.0	w	200.0																	0.0	0.0	0.0	0.0	8.0	0.0	32.0	0.0																													w	1.0	0.30103111267099997	None	0.0	4.0	squareorange.gif	go																								0.0	0.514461040497	0.0009279251098630001	0.30103111267099997	1.0	w	330.870052099																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
56	200.0	s	-200.0																	0.0	0.0	0.0	0.0	8.0	1.0	33.0	2.0																													s	1.0	0.367812871933	None	0.0	0.5	linewhite.gif	go																								0.55	0.5140600204469999	0.0009200572967529999	0.367812871933	1.0	s	333.87333703																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
57	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	8.0	2.0	34.0	3.0																													a	1.0	0.334119081497	None	0.0	0.5	linewhite.gif	go																								0.67	0.5142681598659999	0.000993013381958	0.334119081497	1.0	a	336.876578093																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
58	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	8.0	3.0	35.0	3.0																													a	1.0	0.350400924683	None	0.0	1.0	circlegray.gif	go																								0.77	0.514572143555	0.0009431838989260002	0.350400924683	1.0	a	339.88023090400003																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
59	-200.0	q	200.0																	0.0	0.0	0.0	0.0	9.0	0.0	36.0	1.0																													q	1.0	0.484409809113	None	0.0	4.0	invertedtrianglegreen.gif	stop																								3.85	0.514083862305	0.0008940696716310001	0.484409809113	1.0	q	342.88404703099997																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
60	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	9.0	1.0	37.0	3.0																													a	1.0	0.317552804947	None	0.0	1.0	crosscyan.gif	stop																								0.75	0.513602972031	0.0009400844573969999	0.317552804947	1.0	a	345.886893034																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
61	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	9.0	2.0	38.0	3.0																													a	1.0	0.367626190186	None	0.0	2.0	triangleblue.gif	go																								0.0	0.514084100723	0.000922203063965	0.367626190186	1.0	a	348.890094995																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
62	200.0	w	200.0																	0.0	0.0	0.0	0.0	9.0	3.0	39.0	0.0																													w	1.0	0.41731595993	None	0.0	0.5	linewhite.gif	go																								0.31	0.514424085617	0.000904083251953	0.41731595993	1.0	w	351.893537045																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
63	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	10.0	0.0	40.0	3.0																													a	1.0	0.367630004883	None	0.0	0.5	hexagonyellow.gif	stop																								0.55	0.5139710903170001	0.0009560585021970001	0.367630004883	1.0	a	354.896891117																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
64	200.0	s	-200.0																	0.0	0.0	0.0	0.0	10.0	1.0	41.0	2.0																													s	1.0	0.383904933929	None	0.0	4.0	squareorange.gif	go																								4.1	0.51461315155	0.000907182693481	0.383904933929	1.0	s	357.90021610300005																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
65	-200.0	q	200.0																	0.0	0.0	0.0	0.0	10.0	2.0	42.0	1.0																													q	1.0	0.38436293602	None	0.0	0.5	hexagonyellow.gif	stop																								0.69	0.5143492221829999	0.0008981227874760001	0.38436293602	1.0	q	360.90360713																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
66	-200.0	q	200.0																	0.0	0.0	0.0	0.0	10.0	3.0	43.0	1.0																													q	1.0	0.36780381202699997	None	0.0	1.0	circlegray.gif	go																								1.1	0.51407289505	0.0009379386901860002	0.36780381202699997	1.0	q	363.90707492800004																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
67	200.0	s	-200.0																	0.0	0.0	0.0	0.0	11.0	0.0	44.0	2.0																													s	1.0	0.317501068115	None	0.0	1.0	circlegray.gif	go																								1.2	0.514308929443	0.000909090042114	0.317501068115	1.0	s	366.910267115																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
68	200.0	s	-200.0																	0.0	0.0	0.0	0.0	11.0	1.0	45.0	2.0																													s	1.0	0.300701141357	None	0.0	4.0	squareorange.gif	go																								0.0	0.514401912689	0.000900030136108	0.300701141357	1.0	s	369.914160967																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
69	200.0	s	-200.0																	0.0	0.0	0.0	0.0	11.0	2.0	46.0	2.0																													s	1.0	0.350594997406	None	0.0	1.0	circlegray.gif	go																								0.0	0.514028787613	0.000898838043213	0.350594997406	1.0	s	372.91727709800006																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
70	200.0	s	-200.0																	0.0	0.0	0.0	0.0	11.0	3.0	47.0	2.0																													s	1.0	0.38413500785800003	None	0.0	1.0	crosscyan.gif	stop																								1.21	0.5140450000760001	0.00090503692627	0.38413500785800003	1.0	s	375.92042493800005																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
71	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	12.0	0.0	48.0	3.0																													a	1.0	0.350811958313	None	0.0	0.5	linewhite.gif	go																								0.46	0.514509916306	0.0009670257568360001	0.350811958313	1.0	a	378.923868895																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
72	200.0	w	200.0																	0.0	0.0	0.0	0.0	12.0	1.0	49.0	0.0																													w	1.0	0.318114042282	None	0.0	1.0	crosscyan.gif	stop																								0.0	0.514415025711	0.000900983810425	0.317656993866	0.0	s	381.92794013	0.93	0.5148220062259999	0.0009858608245850002	0.318114042282	1.0	w	384.930701017																											2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
73	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	12.0	2.0	50.0	3.0																													a	1.0	0.35086798667900004	None	0.0	2.0	diamondmagenta.gif	stop																								2.08	0.514302968979	0.000926971435547	0.35086798667900004	1.0	a	387.934099913																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
74	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	12.0	3.0	51.0	3.0																													a	1.0	0.333603143692	None	0.0	2.0	triangleblue.gif	go																								2.05	0.514241933823	0.000951051712036	0.333603143692	1.0	a	390.937422037																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
75	-200.0	q	200.0																	0.0	0.0	0.0	0.0	13.0	0.0	52.0	1.0																													q	1.0	0.384693861008	None	0.0	0.5	hexagonyellow.gif	stop																								0.54	0.514034032822	0.0012431144714400001	0.384693861008	1.0	q	393.940726042																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
76	-200.0	q	200.0																	0.0	0.0	0.0	0.0	13.0	1.0	53.0	1.0																													q	1.0	0.33455586433400003	None	0.0	0.5	linewhite.gif	go																								0.73	0.5140528678890001	0.000918865203857	0.33455586433400003	1.0	q	396.94414305699996																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
77	-200.0	q	200.0																	0.0	0.0	0.0	0.0	13.0	2.0	54.0	1.0																													q	1.0	0.317348003387	None	0.0	1.0	crosscyan.gif	stop																								1.0	0.5143709182739999	0.0009109973907470001	0.317348003387	1.0	q	399.94780302																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
78	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	13.0	3.0	55.0	3.0																													a	1.0	0.46766710281400004	None	0.0	1.0	crosscyan.gif	stop																								0.96	0.513474941254	0.000930070877075	0.46766710281400004	1.0	a	402.95107913																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
79	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	14.0	0.0	56.0	3.0																													a	1.0	0.333914995193	None	0.0	2.0	diamondmagenta.gif	stop																								2.14	0.514203071594	0.00134491920471	0.333914995193	1.0	a	405.95425605800006																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
80	-200.0	q	200.0																	0.0	0.0	0.0	0.0	14.0	1.0	57.0	1.0																													q	1.0	0.367337942123	None	0.0	0.5	hexagonyellow.gif	stop																								0.51	0.514433860779	0.000903844833374	0.367337942123	1.0	q	408.957479954																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
81	-200.0	a	-200.0																	0.0	0.0	0.0	0.0	14.0	2.0	58.0	3.0																													a	1.0	0.334036111832	None	0.0	0.5	linewhite.gif	go																								0.26	0.513942956924	0.0009169578552250001	0.334036111832	1.0	a	411.961266041																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
82	200.0	w	200.0																	0.0	0.0	0.0	0.0	14.0	3.0	59.0	0.0																													w	1.0	0.350691080093	None	0.0	0.5	linewhite.gif	go																								0.0	0.514086961746	0.00089693069458	0.350691080093	1.0	w	414.96497297300004																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
83	200.0	s	-200.0																	0.0	0.0	0.0	0.0	15.0	0.0	60.0	2.0																													s	1.0	0.383955001831	None	0.0	2.0	diamondmagenta.gif	stop																								1.8	0.513576030731	0.000998020172119	0.383955001831	1.0	s	417.96835494																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
84	200.0	w	200.0																	0.0	0.0	0.0	0.0	15.0	1.0	61.0	0.0																													w	1.0	0.38456583023100005	None	0.0	1.0	circlegray.gif	go																								1.2	0.513769865036	0.000917911529541	0.38456583023100005	1.0	w	420.971384048																																		2015_Jul_02_1405	59.8236798453	LearningTask	1	76	
