	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	EndTrialTimeStamp	stopSignalOnset	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	feedbackResp.rt	beginningSSD	key_resp_9.rt	EndingSSD	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionResponse.rt	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 131
196	200.0	w	200.0																	1.0	0.0	1.0	0.0	18.0	0.0	72.0	0.0																													w	1.0	0.501219034195	None	0.0	4.0	hexagonmagenta.gif	go																								0.0	0.513128995895	0.0009140968322749999	0.501219034195	1.0	w	879.538638115																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
197	200.0	s	-200.0																	1.0	0.0	1.0	0.0	18.0	1.0	73.0	2.0																													s	1.0	0.350610017776	None	0.0	0.5	triangleblue.gif	stop																								0.69	0.514164924622	0.0009031295776369999	0.350610017776	1.0	s	882.54173398																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
198	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	18.0	2.0	74.0	3.0																													a	1.0	0.7348978519439999	None	0.0	0.5	crossyellow.gif	go																								0.33	0.514422893524	0.000962018966675	0.7348978519439999	1.0	a	885.545627117																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
199	200.0	w	200.0																	1.0	0.0	1.0	0.0	18.0	3.0	75.0	0.0																													w	1.0	0.40084481239299996	None	0.0	1.0	squarewhite.gif	stop																								1.12	0.513883829117	0.0008919239044189998	0.40084481239299996	1.0	w	888.5487470630001																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
200	-200.0	q	200.0																	1.0	0.0	1.0	0.0	19.0	0.0	76.0	1.0																													q	1.0	0.651350021362	None	0.0	4.0	hexagonmagenta.gif	go																								3.91	0.514153957367	0.00120401382446	0.651350021362	1.0	q	891.5519859789999																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
201	-200.0	q	200.0																	1.0	0.0	1.0	0.0	19.0	1.0	77.0	1.0																													q	1.0	0.467657804489	None	0.0	2.0	invertedtrianglecyan.gif	stop																								1.86	0.514204978943	0.0009448528289790001	0.467657804489	1.0	q	894.555418015																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
202	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	19.0	2.0	78.0	3.0																													a	1.0	0.56822013855	None	0.0	0.5	crossyellow.gif	go																								0.34	0.51410984993	0.0009729862213130002	0.56822013855	1.0	a	897.558897972																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
203	200.0	w	200.0																	1.0	0.0	1.0	0.0	19.0	3.0	79.0	0.0																													w	1.0	0.417695999146	None	0.0	2.0	circlegreen.gif	go																								1.92	0.513946771622	0.0009379386901860002	0.417695999146	1.0	w	900.561886072																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
204	200.0	w	200.0																	1.0	0.0	1.0	0.0	20.0	0.0	80.0	0.0																													w	1.0	0.38440489769	None	0.0	2.0	circlegreen.gif	go																								2.09	0.5144381523129999	0.00090503692627	0.38440489769	1.0	w	903.565621138																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
205	200.0	s	-200.0																	1.0	0.0	1.0	0.0	20.0	1.0	81.0	2.0																													s	1.0	0.35060691833499996	None	0.0	2.0	invertedtrianglecyan.gif	stop																								0.0	0.514240980148	0.000898838043213	0.35060691833499996	1.0	s	906.5689530369999																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
206	200.0	s	-200.0																	1.0	0.0	1.0	0.0	20.0	2.0	82.0	2.0																													s	1.0	0.45073795318599996	None	0.0	4.0	lineorange.gif	stop																								4.0	0.514310121536	0.0008981227874760001	0.45073795318599996	1.0	s	909.572367191																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
207	-200.0	q	200.0																	1.0	0.0	1.0	0.0	20.0	3.0	83.0	1.0																													q	1.0	0.433810949326	None	0.0	0.5	triangleblue.gif	stop																								0.4	0.514100074768	0.00102400779724	0.433810949326	1.0	q	912.575648069																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
208	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	21.0	0.0	84.0	3.0																													a	1.0	0.46797490119900004	None	0.0	4.0	hexagonmagenta.gif	go																								4.15	0.514271020889	0.0008959770202639998	0.46797490119900004	1.0	a	915.579568148																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
209	200.0	s	-200.0																	1.0	0.0	1.0	0.0	21.0	1.0	85.0	2.0																													s	1.0	0.40065598487899995	None	0.0	2.0	circlegreen.gif	go																								0.0	0.51368689537	0.0009241104125980002	0.40065598487899995	1.0	s	918.5824670789999																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
210	200.0	w	200.0																	1.0	0.0	1.0	0.0	21.0	2.0	86.0	0.0																													w	1.0	0.400696992874	None	0.0	1.0	diamondgray.gif	go																								1.23	0.514224052429	0.000909090042114	0.400696992874	1.0	w	921.5858280660001																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
211	200.0	w	200.0																	1.0	0.0	1.0	0.0	21.0	3.0	87.0	0.0																													w	1.0	0.400732040405	None	0.0	1.0	squarewhite.gif	stop																								0.78	0.514345884323	0.0009160041809079999	0.400732040405	1.0	w	924.5891849989999																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
212	200.0	w	200.0																	1.0	0.0	1.0	0.0	22.0	0.0	88.0	0.0																													w	1.0	0.41753077506999997	None	0.0	1.0	diamondgray.gif	go																								1.05	0.514026880264	0.0009379386901860002	0.41753077506999997	1.0	w	927.5927619930001																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
213	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	22.0	1.0	89.0	3.0																													a	1.0	0.48432803154	None	0.0	1.0	diamondgray.gif	go																								0.0	0.514023065567	0.0009629726409910001	0.48432803154	1.0	a	930.595786095																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
214	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	22.0	2.0	90.0	3.0																													a	1.0	0.41745686531099996	None	0.0	4.0	hexagonmagenta.gif	go																								4.05	0.514314889908	0.0009567737579349999	0.41745686531099996	1.0	a	933.599493027																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
215	200.0	s	-200.0																	1.0	0.0	1.0	0.0	22.0	3.0	91.0	2.0																													s	1.0	0.367604970932	None	0.0	4.0	lineorange.gif	stop																								4.12	0.513885974884	0.00105094909668	0.367604970932	1.0	s	936.602996111																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
216	200.0	w	200.0																	1.0	0.0	1.0	0.0	23.0	0.0	92.0	0.0																													w	1.0	0.417713165283	None	0.0	4.0	hexagonmagenta.gif	go																								3.82	0.513711929321	0.000963926315308	0.417713165283	1.0	w	939.605992079																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
217	-200.0	q	200.0																	1.0	0.0	1.0	0.0	23.0	1.0	93.0	1.0																													q	1.0	0.484384059906	None	0.0	0.5	crossyellow.gif	go																								0.73	0.514039039612	0.0009181499481200001	0.484384059906	1.0	q	942.609475136																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
218	200.0	s	-200.0																	1.0	0.0	1.0	0.0	23.0	2.0	94.0	2.0																													s	1.0	0.350882053375	None	0.0	1.0	diamondgray.gif	go																								0.91	0.514235019684	0.00089693069458	0.350882053375	1.0	s	945.612714052																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
219	-200.0	a	-200.0																	1.0	0.0	1.0	0.0	23.0	3.0	95.0	3.0																													a	1.0	0.38466501236	None	0.0	2.0	circlegreen.gif	go																								1.76	0.513961076736	0.0009360313415529999	0.38466501236	1.0	a	948.616422176																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
220	200.0	w	200.0																	1.0	0.0	1.0	0.0	24.0	0.0	96.0	0.0																													w	1.0	0.350602149963	None	0.0	4.0	lineorange.gif	stop																								4.25	0.514017820358	0.0009977817535399998	0.350602149963	1.0	w	951.6197910310001																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
221	-200.0	q	200.0																	1.0	0.0	1.0	0.0	24.0	1.0	97.0	1.0																													q	1.0	0.367350101471	None	0.0	4.0	hexagonmagenta.gif	go																								3.99	0.513999938965	0.000988960266113	0.367350101471	1.0	q	954.623520136																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
222	200.0	s	-200.0																	1.0	0.0	1.0	0.0	24.0	2.0	98.0	2.0																													s	1.0	0.48445105552699996	None	0.0	1.0	diamondgray.gif	go																								1.03	0.5134479999539999	0.0008940696716310001	0.48445105552699996	1.0	s	957.626563072																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
223	-200.0	q	200.0																	1.0	0.0	1.0	0.0	24.0	3.0	99.0	1.0																													q	1.0	0.484545946121	None	0.0	1.0	squarewhite.gif	stop																								1.14	0.514063835144	0.0008869171142580001	0.484545946121	1.0	q	960.629860163																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
224																				1.0	0.0	1.0	0.0																																																																														9.0	9.24923300743																									2015_Jun_24_1402	59.94123498	LearningTask	1	65	
225	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0																													a	1.0	0.684719800949	None	0.0	0.5	triangleblue.gif	stop																								0.48	0.509767055511	0.0008878707885739998	0.684719800949	1.0	a	973.594532013																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
226	200.0	s	-200.0																	2.0	0.0	2.0	0.0	0.0	1.0	1.0	2.0																													s	1.0	0.417345046997	None	0.0	2.0	invertedtrianglecyan.gif	stop																								2.09	0.514232873917	0.000902891159058	0.417345046997	1.0	s	976.597741127																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
227	-200.0	q	200.0																	2.0	0.0	2.0	0.0	0.0	2.0	2.0	1.0																													q	1.0	0.417853116989	None	0.0	0.5	triangleblue.gif	stop																								0.3	0.514409065247	0.0008981227874760001	0.417853116989	1.0	q	979.600932121																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
228	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	0.0	3.0	3.0	3.0																													a	1.0	0.500895023346	None	0.0	2.0	circlegreen.gif	go																								1.99	0.5143249034880001	0.0009808540344239999	0.500895023346	1.0	a	982.604699135																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
229	-200.0	q	200.0																	2.0	0.0	2.0	0.0	1.0	0.0	4.0	1.0																													q	1.0	0.434152841568	None	0.0	0.5	triangleblue.gif	stop																								0.67	0.514110803604	0.0008978843688960001	0.434152841568	1.0	q	985.607815981																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
230	200.0	s	-200.0																	2.0	0.0	2.0	0.0	1.0	1.0	5.0	2.0																													s	1.0	0.38447308540299996	None	0.0	1.0	squarewhite.gif	stop																								1.03	0.5144071578980001	0.0008950233459470001	0.38447308540299996	1.0	s	988.611045122																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
231	200.0	s	-200.0																	2.0	0.0	2.0	0.0	1.0	2.0	6.0	2.0																													s	1.0	0.433908939362	None	0.0	0.5	triangleblue.gif	stop																								0.67	0.51441192627	0.0009679794311519998	0.433908939362	1.0	s	991.6149401660001																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
232	-200.0	q	200.0																	2.0	0.0	2.0	0.0	1.0	3.0	7.0	1.0																													q	1.0	0.384128093719	None	0.0	0.5	crossyellow.gif	go																								0.75	0.513240098953	0.00101613998413	0.384128093719	1.0	q	994.618059158																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
233	-200.0	q	200.0																	2.0	0.0	2.0	0.0	2.0	0.0	8.0	1.0																													q	1.0	0.450935125351	None	0.0	2.0	invertedtrianglecyan.gif	stop																								1.87	0.514112949371	0.000904083251953	0.450935125351	1.0	q	997.6214571																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
234	200.0	w	200.0																	2.0	0.0	2.0	0.0	2.0	1.0	9.0	0.0																													w	1.0	0.38393402099600005	None	0.0	2.0	circlegreen.gif	go																								0.0	0.514227867126	0.0009210109710689999	0.38393402099600005	1.0	w	1000.62460113																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
235	200.0	w	200.0																	2.0	0.0	2.0	0.0	2.0	2.0	10.0	0.0																													w	1.0	0.45083379745499996	None	0.0	0.5	crossyellow.gif	go																								0.69	0.514375925064	0.00089693069458	0.45083379745499996	1.0	w	1003.62804818																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
236	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	2.0	3.0	11.0	3.0																													a	1.0	0.484256029129	None	0.0	1.0	diamondgray.gif	go																								1.1	0.514229059219	0.0008981227874760001	0.484256029129	1.0	a	1006.63192916																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
237	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	3.0	0.0	12.0	3.0																													a	1.0	0.450821876526	None	0.0	2.0	circlegreen.gif	go																								1.77	0.513864040375	0.000921964645386	0.450821876526	1.0	a	1009.63486814																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
238	200.0	w	200.0																	2.0	0.0	2.0	0.0	3.0	1.0	13.0	0.0																													w	1.0	0.45071101188699997	None	0.0	1.0	squarewhite.gif	stop																								1.25	0.5143840312960001	0.000885009765625	0.45071101188699997	1.0	w	1012.63821101																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
239	-200.0	q	200.0																	2.0	0.0	2.0	0.0	3.0	2.0	14.0	1.0																													q	1.0	0.433781862259	None	0.0	2.0	invertedtrianglecyan.gif	stop																								1.83	0.514253854752	0.000917911529541	0.433781862259	1.0	q	1015.6416111																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
240	200.0	s	-200.0																	2.0	0.0	2.0	0.0	3.0	3.0	15.0	2.0																													s	1.0	0.401345014572	None	0.0	1.0	diamondgray.gif	go																								1.18	0.5139620304110001	0.0008959770202639998	0.401345014572	1.0	s	1018.64482403																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
241	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	4.0	0.0	16.0	3.0																													a	1.0	0.434075117111	None	0.0	2.0	circlegreen.gif	go																								2.22	0.514338970184	0.00104594230652	0.434075117111	1.0	a	1021.64821219																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
242	200.0	s	-200.0																	2.0	0.0	2.0	0.0	4.0	1.0	17.0	2.0																													s	1.0	0.38467502594	None	0.0	2.0	circlegreen.gif	go																								1.95	0.514388084412	0.000896215438843	0.38467502594	1.0	s	1024.65190315																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
243	200.0	w	200.0																	2.0	0.0	2.0	0.0	4.0	2.0	18.0	0.0																													w	1.0	0.367351055145	None	0.0	4.0	lineorange.gif	stop																								3.94	0.514075040817	0.0008909702301030001	0.367351055145	1.0	w	1027.65509009																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
244	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	4.0	3.0	19.0	3.0																													a	1.0	0.534378051758	None	0.0	4.0	lineorange.gif	stop																								4.1	0.514003992081	0.000928163528442	0.534378051758	1.0	a	1030.65839911																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
245	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	5.0	0.0	20.0	3.0																													a	1.0	0.43491291999799997	None	0.0	0.5	triangleblue.gif	stop																								0.33	0.51430606842	0.0008990764617919999	0.43491291999799997	1.0	a	1033.66177511																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
246	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	5.0	1.0	21.0	3.0																													a	1.0	0.500813007355	None	0.0	1.0	diamondgray.gif	go																								0.0	0.514506101608	0.0008931159973139998	0.500813007355	1.0	a	1036.66533899																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
247	200.0	s	-200.0																	2.0	0.0	2.0	0.0	5.0	2.0	22.0	2.0																													s	1.0	0.400522232056	None	0.0	0.5	crossyellow.gif	go																								0.5	0.514292001724	0.000908136367798	0.400522232056	1.0	s	1039.66851401																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
248	200.0	s	-200.0																	2.0	0.0	2.0	0.0	5.0	3.0	23.0	2.0																													s	1.0	0.33374595642099997	None	0.0	0.5	crossyellow.gif	go																								0.71	0.514727115631	0.000888109207153	0.33374595642099997	1.0	s	1042.67199802																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
249	-200.0	q	200.0																	2.0	0.0	2.0	0.0	6.0	0.0	24.0	1.0																													q	1.0	0.451179027557	None	0.0	2.0	invertedtrianglecyan.gif	stop																								2.02	0.514235973358	0.0008940696716310001	0.451179027557	1.0	q	1045.67553806																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
250	200.0	w	200.0																	2.0	0.0	2.0	0.0	6.0	1.0	25.0	0.0																													w	1.0	0.434135913849	None	0.0	2.0	circlegreen.gif	go																								2.09	0.51407122612	0.0008931159973139998	0.434135913849	1.0	w	1048.67893219																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
251	200.0	s	-200.0																	2.0	0.0	2.0	0.0	6.0	2.0	26.0	2.0																													s	1.0	0.367239952087	None	0.0	4.0	lineorange.gif	stop																								4.06	0.514245986938	0.000890016555786	0.367239952087	1.0	s	1051.68208313																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
252	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	6.0	3.0	27.0	3.0																													a	1.0	0.434261083603	None	0.0	1.0	squarewhite.gif	stop																								1.04	0.514189004898	0.0008938312530519999	0.434261083603	1.0	a	1054.68569303																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
253	200.0	s	-200.0																	2.0	0.0	2.0	0.0	7.0	0.0	28.0	2.0																													s	1.0	0.33451795578000004	None	0.0	2.0	circlegreen.gif	go																								1.75	0.514102935791	0.0009019374847410001	0.33451795578000004	1.0	s	1057.68887615																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
254	200.0	w	200.0																	2.0	0.0	2.0	0.0	7.0	1.0	29.0	0.0																													w	1.0	0.40113282203699996	None	0.0	0.5	crossyellow.gif	go																								0.75	0.514285087585	0.0008978843688960001	0.40113282203699996	1.0	w	1060.69211316																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
255	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	7.0	2.0	30.0	3.0																													a	1.0	0.517643928528	None	0.0	4.0	lineorange.gif	stop																								4.22	0.514534950256	0.000894784927368	0.517643928528	1.0	a	1063.69576097																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
256	200.0	w	200.0																	2.0	0.0	2.0	0.0	7.0	3.0	31.0	0.0																													w	1.0	0.38439702987700003	None	0.0	2.0	invertedtrianglecyan.gif	stop																								0.0	0.514298915863	0.00090503692627	0.38439702987700003	1.0	w	1066.69897008																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
257	200.0	w	200.0																	2.0	0.0	2.0	0.0	8.0	0.0	32.0	0.0																													w	1.0	0.40087890625	None	0.0	2.0	circlegreen.gif	go																								2.07	0.514233827591	0.0012369155883800002	0.40087890625	1.0	w	1069.70293498																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
258	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	8.0	1.0	33.0	3.0																													a	1.0	0.500609874725	None	0.0	0.5	crossyellow.gif	go																								0.41	0.5139780044560001	0.0009129047393799999	0.500609874725	1.0	a	1072.70576																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
259	200.0	w	200.0																	2.0	0.0	2.0	0.0	8.0	2.0	34.0	0.0																													w	1.0	0.33407998085	None	0.0	2.0	invertedtrianglecyan.gif	stop																								2.16	0.514276981354	0.000892877578735	0.33407998085	1.0	w	1075.70900917																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
260	-200.0	q	200.0																	2.0	0.0	2.0	0.0	8.0	3.0	35.0	1.0																													q	1.0	0.567822217941	None	0.0	1.0	squarewhite.gif	stop																								1.12	0.514084815979	0.000942945480347	0.567822217941	1.0	q	1078.7125360999999																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
261	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	9.0	0.0	36.0	3.0																													a	1.0	0.434531927109	None	0.0	1.0	squarewhite.gif	stop																								0.0	0.514313220978	0.000923156738281	0.434531927109	1.0	a	1081.71603107																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
262	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	9.0	1.0	37.0	3.0																													a	1.0	0.467624902725	None	0.0	4.0	lineorange.gif	stop																								0.0	0.514117956161	0.000902891159058	0.467624902725	1.0	a	1084.71948719																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
263	-200.0	q	200.0																	2.0	0.0	2.0	0.0	9.0	2.0	38.0	1.0																													q	1.0	0.500838041306	None	0.0	1.0	diamondgray.gif	go																								1.02	0.513799190521	0.000923156738281	0.500838041306	1.0	q	1087.72253203																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
264	200.0	w	200.0																	2.0	0.0	2.0	0.0	9.0	3.0	39.0	0.0																													w	1.0	0.40103006362899996	None	0.0	4.0	lineorange.gif	stop																								0.0	0.514287948608	0.000992059707642	0.40103006362899996	1.0	w	1090.72604203																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
265	-200.0	q	200.0																	2.0	0.0	2.0	0.0	10.0	0.0	40.0	1.0																													q	1.0	0.468125104904	None	0.0	0.5	triangleblue.gif	stop																								0.5	0.514232873917	0.0008909702301030001	0.468125104904	1.0	q	1093.72997713																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
266	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	10.0	1.0	41.0	3.0																													a	1.0	0.45066499710100005	None	0.0	1.0	squarewhite.gif	stop																								1.14	0.513494968414	0.000923156738281	0.45066499710100005	1.0	a	1096.7328701																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
267	-200.0	q	200.0																	2.0	0.0	2.0	0.0	10.0	2.0	42.0	1.0																													q	1.0	0.36725091934199994	None	0.0	0.5	triangleblue.gif	stop																								0.0	0.514183998108	0.0008940696716310001	0.36725091934199994	1.0	q	1099.73621702																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
268	200.0	w	200.0																	2.0	0.0	2.0	0.0	10.0	3.0	43.0	0.0																													w	1.0	0.333650112152	None	0.0	0.5	triangleblue.gif	stop																								0.67	0.514514923096	0.0009150505065920001	0.333650112152	1.0	w	1102.73972297																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
269	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	11.0	0.0	44.0	3.0																													a	1.0	0.38365387916599997	None	0.0	2.0	invertedtrianglecyan.gif	stop																								2.17	0.5142378807069999	0.0009520053863530001	0.38365387916599997	1.0	a	1105.74305701																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
270	200.0	s	-200.0																	2.0	0.0	2.0	0.0	11.0	1.0	45.0	2.0																													s	1.0	0.38411402702299996	None	0.0	0.5	triangleblue.gif	stop																								0.67	0.514130115509	0.00115203857422	0.38411402702299996	1.0	s	1108.74605608																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
271	200.0	s	-200.0																	2.0	0.0	2.0	0.0	11.0	2.0	46.0	2.0																													s	1.0	0.38434290885899997	None	0.0	1.0	squarewhite.gif	stop																								1.21	0.513946056366	0.0009059906005860001	0.38434290885899997	1.0	s	1111.74967909																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
272	200.0	w	200.0																	2.0	0.0	2.0	0.0	11.0	3.0	47.0	0.0																													w	1.0	0.35102510452299995	None	0.0	4.0	lineorange.gif	stop																								3.89	0.5142600536349999	0.000930070877075	0.35102510452299995	1.0	w	1114.75271201																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
273	-200.0	q	200.0																	2.0	0.0	2.0	0.0	12.0	0.0	48.0	1.0																													q	1.0	0.384345054626	None	0.0	2.0	circlegreen.gif	go																								0.0	0.51433801651	0.0011210441589400001	0.384345054626	1.0	q	1117.75644708																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
274	-200.0	q	200.0																	2.0	0.0	2.0	0.0	12.0	1.0	49.0	1.0																													q	1.0	0.38434100151100004	None	0.0	1.0	squarewhite.gif	stop																								0.88	0.514456033707	0.000881910324097	0.38434100151100004	1.0	q	1120.75971198																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
275	-200.0	q	200.0																	2.0	0.0	2.0	0.0	12.0	2.0	50.0	1.0																													q	1.0	0.468119859695	None	0.0	4.0	hexagonmagenta.gif	go																								3.95	0.514248132706	0.0008981227874760001	0.468119859695	1.0	q	1123.76299596																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
276	200.0	w	200.0																	2.0	0.0	2.0	0.0	12.0	3.0	51.0	0.0																													w	1.0	0.417917013168	None	0.0	0.5	crossyellow.gif	go																								0.47	0.514174938202	0.0013628005981400002	0.417917013168	1.0	w	1126.76669812																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
277	-200.0	a	-200.0																	2.0	0.0	2.0	0.0	13.0	0.0	52.0	3.0																													a	1.0	0.384393930435	None	0.0	2.0	invertedtrianglecyan.gif	stop																								1.79	0.5141398906710001	0.000917911529541	0.384393930435	1.0	a	1129.77000213																																		2015_Jun_24_1402	59.94123498	LearningTask	1	65	
