	xPos	corrAns	yPos	corrGoResp	yPosGoStim	xPosGoStim	pracTrials.thisRepN	pracTrials.thisTrialN	pracTrials.thisN	pracTrials.thisIndex	ReDoLoopPrac.thisRepN	ReDoLoopPrac.thisTrialN	ReDoLoopPrac.thisN	ReDoLoopPrac.thisIndex	ReDoLoopPrac.thisTrial	pracStopTrials.thisRepN	pracStopTrials.thisTrialN	pracStopTrials.thisN	pracStopTrials.thisIndex	Blocks.thisRepN	Blocks.thisTrialN	Blocks.thisN	Blocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	ReDoLoopMain.thisRepN	ReDoLoopMain.thisTrialN	ReDoLoopMain.thisN	ReDoLoopMain.thisIndex	ReDoLoopMain.thisTrial	StopBlocks.thisRepN	StopBlocks.thisTrialN	StopBlocks.thisN	StopBlocks.thisIndex	StopTrials.thisRepN	StopTrials.thisTrialN	StopTrials.thisN	StopTrials.thisIndex	auctionBlocks.thisRepN	auctionBlocks.thisTrialN	auctionBlocks.thisN	auctionBlocks.thisIndex	auctionTrials.thisRepN	auctionTrials.thisTrialN	auctionTrials.thisN	auctionTrials.thisIndex	learningTrialList	learningPracTrialList	stopTrialList	stopPracTrialList	auctionTrialList	ok1.keys	ok1.rt	resp.keys	resp.corr	resp.rt	feedbackResp.keys	feedbackResp.corr	currentReward	currentStimulus	currentStimType	firstPracComputedRewardOutput	firstPracLearningStimOnset	firstPracLearningFixOnset	firstPracPresentationRT	firstPracPresentationAcc	firstPracPresentationResp	firstPracEndTrialTimeStamp	StartTrialTimeStamp	trialType	goStim	stimType	stopStimValue	goResp.keys	goResp.corr	goResp.rt	key_resp_9.keys	key_resp_9.corr	fixStopOnset	goStimOnset	stopSignalOnset	EndTrialTimeStamp	key_resp_3.keys	key_resp_3.rt	firstComputedRewardOutput	firstLearningStimOnset	firstLearningFixOnset	firstPresentationRT	firstPresentationAcc	firstPresentationResp	firstEndTrialTimeStamp	secondComputedRewardOutput	secondLearningStimOnset	secondLearningFixOnset	secondPresentationRT	secondPresentationAcc	secondPresentationResp	secondEndTrialTimeStamp	key_resp_7.keys	key_resp_7.rt	feedbackResp.rt	beginningSSD	EndingSSD	key_resp_4.keys	key_resp_4.rt	auctionResponse.keys	auctionResponse.rt	auctionStimDuration	auctionStim	auctionAmounts	auctionStimValue	auctionCondition	chosenAuctionAmount	key_resp_5.keys	key_resp_5.rt	shuffledRewardList	chosenReward1	chosenReward2	chosenReward3	chosenReward4	chosenReward5	key_resp_6.keys	key_resp_6.rt	date	frameRate	expName	session	participant	Unnamed: 130
741																																									1.0	0.0	1.0	0.0	5.0	0.0	5.0	0.0																							3309.33818889													3315.34358692																								o	3.10379290581	4.10390496254	diamondblue.gif	[220, 88, 132, 264, 44, 176]	2.0	stop	176.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
742																																									1.0	0.0	1.0	0.0	6.0	0.0	6.0	0.0																							3315.3446269													3321.35055089																								r	3.2204399108899997	4.20389413834	hexagongray.gif	[102, 136, 170, 34, 204, 68]	2.0	go	102.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
743																																									1.0	0.0	1.0	0.0	7.0	0.0	7.0	0.0																							3321.35158205													3327.37367296																								i	1.41791415215	2.41134691238	squaregreen.gif	[220, 264, 176, 88, 44, 132]	0.5	go	44.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
744																																									1.0	0.0	1.0	0.0	8.0	0.0	8.0	0.0																							3327.374717													3333.38044																								i	1.8519229888900002	2.8532941341400004	squaregreen.gif	[294, 245, 98, 196, 49, 147]	0.5	go	49.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
745																																									1.0	0.0	1.0	0.0	9.0	0.0	9.0	0.0																							3333.38146496													3339.38738394																								u	2.58564305305	3.5866539478300004	hexagongray.gif	[294, 98, 147, 196, 49, 245]	2.0	go	196.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
746																																									1.0	0.0	1.0	0.0	10.0	0.0	10.0	0.0																							3339.38843894													3345.41092587																								y	1.5514841079700001	2.5499792099	lineorange.gif	[88, 220, 264, 176, 44, 132]	4.0	go	264.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
747																																									1.0	0.0	1.0	0.0	11.0	0.0	11.0	0.0																							3345.41234803													3351.41774893																								i	2.9702291488599997	3.96988391876	hexagongray.gif	[176, 132, 264, 44, 220, 88]	2.0	go	220.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
748																																									1.0	0.0	1.0	0.0	12.0	0.0	12.0	0.0																							3351.41877604													3357.42428088																								o	2.0188121795700003	3.01875400543	circleyellow.gif	[170, 204, 102, 136, 68, 34]	0.5	stop	34.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
749																																									1.0	0.0	1.0	0.0	13.0	0.0	13.0	0.0																							3357.42532301													3363.43078303																								t	4.922690868380001	5.92242598534	crosswhite.gif	[220, 88, 132, 176, 44, 264]	1.0	stop	88.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
750																																									1.0	0.0	1.0	0.0	14.0	0.0	14.0	0.0																							3363.4318439999997													3369.43765903																								i	1.06835603714	2.0697319507599996	circleyellow.gif	[98, 147, 196, 245, 49, 294]	0.5	stop	49.0											2015_Jun_30_1020	60.1203753739	LearningTask	1	68	
