xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,feedbackResp.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,10,2,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.300606012344,None,0,1.0,circleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.513895988464,0.000952959060669,0.300606012344,1,w,1573.99664998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,10,3,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434629917145,None,0,1.0,circleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.51411819458,0.000878095626831,0.434629917145,1,w,1576.99991703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,11,0,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317781925201,None,0,2.0,trianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,0.51416516304,0.000923156738281,0.317781925201,1,q,1580.00321794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,11,1,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400980949402,None,0,4.0,squarewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,0.514314889908,0.0010290145874,0.400980949402,1,s,1583.00640798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,11,2,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367952108383,None,0,4.0,squarewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,0.514194011688,0.000879049301147,0.367952108383,1,w,1586.00993204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,11,3,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434329032898,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,0.514353990555,0.000933885574341,0.434329032898,1,w,1589.01315498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,12,0,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350929021835,None,0,0.5,diamondyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.51451587677,0.00113105773926,0.350929021835,1,q,1592.01635599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,12,1,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384379148483,None,0,1.0,circleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.514423847198,0.000887870788574,0.384379148483,1,w,1595.01992989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,12,2,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.485054969788,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,4.23,0.514045000076,0.000915050506592,0.485054969788,1,q,1598.02326298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,12,3,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.551328897476,None,0,0.5,diamondyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.514008045197,0.000952005386353,0.551328897476,1,s,1601.0269649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,13,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.584542036057,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,0.513889074326,0.000883102416992,0.584542036057,1,w,1604.03022003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,13,1,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.584097146988,None,0,1.0,circleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.514216899872,0.000885009765625,0.584097146988,1,w,1607.03356504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,13,2,54,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.351214170456,None,0,1.0,circleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.177157878876,0,0.513960838318,0.000910997390747,[],0,None,1610.03672791,1.24,0.515404939651,0.00095009803772,0.351214170456,1,a,1613.04013205,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,13,3,55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.40136384964,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514060020447,0.000882148742676,0.40136384964,1,a,1616.043854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,14,0,56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.317712068558,None,0,1.0,circleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.514061927795,0.000895023345947,0.317712068558,1,a,1619.04692483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,14,1,57,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417675971985,None,0,0.5,hexagoncyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.513999938965,0.000885963439941,0.417675971985,1,a,1622.05029392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,14,2,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317483186722,None,0,4.0,squarewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,4.13,0.514295816422,0.000878810882568,0.317483186722,1,w,1625.05356693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,14,3,59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350844860077,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.514220952988,0.000934839248657,0.350844860077,1,s,1628.05660486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,15,0,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351402044296,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.514647960663,0.000905990600586,0.351402044296,1,q,1631.06054091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,15,1,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.317877054214,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,0.513957023621,0.000882148742676,0.317877054214,1,s,1634.06357789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,15,2,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.434065103531,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514589071274,0.000913143157959,0.434065103531,1,q,1637.06697202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,15,3,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.451053857803,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514111995697,0.00111794471741,0.451053857803,1,w,1640.07035685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,16,0,64,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.266746997833,None,0,4.0,squarewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,0.514680862427,0.000890970230103,0.266746997833,1,s,1643.07355785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,16,1,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.467976093292,None,0,4.0,squarewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,3.96,0.514093875885,0.000902891159058,0.467976093292,1,s,1646.07702994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,16,2,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.584442853928,None,0,0.5,hexagoncyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.513970136642,0.000925064086914,0.584442853928,1,q,1649.08033895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,16,3,67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.334081888199,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.514320135117,0.000880002975464,0.334081888199,1,a,1652.08383799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,17,0,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.31741309166,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514262914658,0.000878810882568,0.334000110626,0,a,1655.08824205,0,0.514406919479,0.000969886779785,0.31741309166,1,q,1658.09040904,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,17,1,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384155035019,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514321088791,0.000877141952515,0.384155035019,1,q,1661.09378695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,17,2,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484575986862,None,0,0.5,diamondyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.51420211792,0.000880002975464,0.484575986862,1,a,1664.09784889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,17,3,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.35102391243,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,0.513535022736,0.000925064086914,0.35102391243,1,q,1667.100353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,18,0,72,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417543888092,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.51464676857,0.000888824462891,0.417543888092,1,a,1670.10410595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,18,1,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317231178284,None,0,4.0,squarewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,0.514158010483,0.000869035720825,0.317231178284,1,w,1673.10736299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,18,2,74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.467652082443,None,0,1.0,circleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.514099836349,0.00094199180603,0.467652082443,1,s,1676.11038089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,18,3,75,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417672872543,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514295101166,0.00100111961365,0.417672872543,1,a,1679.11459804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,19,0,76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417726993561,None,0,0.5,diamondyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.513767004013,0.000878095626831,0.417726993561,1,a,1682.11733794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,19,1,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.600769996643,None,0,1.0,circleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.514494895935,0.000938892364502,0.600769996643,1,w,1685.12065005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,19,2,78,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.317587137222,None,0,4.0,squarewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.51437497139,0.00113391876221,0.317587137222,1,a,1688.1238029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,19,3,79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.284216880798,None,0,4.0,squarewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,0.514598846436,0.000927925109863,0.284216880798,1,s,1691.12725306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,20,0,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.351036071777,None,0,4.0,squarewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,0.514088869095,0.000905990600586,0.351036071777,1,a,1694.13101101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,20,1,81,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467674016953,None,0,0.5,hexagoncyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.51350402832,0.000907182693481,0.467674016953,1,a,1697.13424683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,20,2,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.767594099045,None,0,2.0,linegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.514271020889,0.00087308883667,0.767594099045,1,w,1700.1376009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,20,3,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.35068488121,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,0.51421713829,0.000881195068359,0.35068488121,1,q,1703.14065099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,21,0,84,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434679985046,None,0,0.5,hexagoncyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.51415014267,0.000913143157959,0.434679985046,1,a,1706.14428306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,21,1,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334621906281,None,0,4.0,squarewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0.243484020233,0,0.514170885086,0.00087308883667,[],0,None,1709.14786601,0,0.515048027039,0.0012059211731,0.334621906281,1,w,1712.15127397,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,21,2,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317291975021,None,0,2.0,trianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,0.513705015182,0.000967979431152,0.317291975021,1,q,1715.15436101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,21,3,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350735902786,None,0,2.0,linegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,0.5141248703,0.000871896743774,0.350735902786,1,q,1718.15780282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,22,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.300611972809,None,0,1.0,circleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.514310836792,0.000885963439941,0.300611972809,1,w,1721.16112399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,22,1,89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484251022339,None,0,2.0,trianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.514097929001,0.000903129577637,0.484251022339,1,s,1724.16409588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,22,2,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367660999298,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.514432191849,0.000880002975464,0.367660999298,1,s,1727.16809297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,22,3,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384028196335,None,0,2.0,trianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514073848724,0.000874996185303,0.384028196335,1,q,1730.17107892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,23,0,92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367535114288,None,0,2.0,trianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514113903046,0.000903844833374,0.367535114288,1,s,1733.17433786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,23,1,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350831031799,None,0,1.0,circleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.514423131943,0.00113606452942,0.350831031799,1,q,1736.177706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,23,2,94,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417838811874,None,0,2.0,linegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.514648914337,0.000869035720825,0.417838811874,1,a,1739.18126798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,23,3,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434580087662,None,0,1.0,circleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.513931035995,0.000885963439941,0.434580087662,1,s,1742.18428802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,24,0,96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.601410865784,None,0,0.5,diamondyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.513972997665,0.000905990600586,0.601410865784,1,a,1745.18772483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,24,1,97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434250831604,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,0.514606952667,0.000874996185303,0.434250831604,1,s,1748.19139504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,24,2,98,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467674970627,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.513997077942,0.000888109207153,0.467674970627,1,a,1751.19459891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1354,59.8960392081,LearningTask,1,75,
