xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,feedbackResp.rt,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,8,1,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367880105972,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.514197826385,0.00091290473938,0.367880105972,1,w,700.576286077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,8,2,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384300947189,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514430046082,0.000874042510986,0.384300947189,1,q,703.579698086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,8,3,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.50127196312,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,1.94,0.514380216599,0.000876188278198,0.50127196312,1,s,706.583553076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,9,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350681066513,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,4.04,0.513839006424,0.000883102416992,0.350681066513,1,w,709.586481094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,9,1,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484110116959,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.514240980148,0.000956058502197,0.484110116959,1,a,712.590125084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,9,2,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384273052216,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,1.11,0.51406288147,0.000881910324097,0.384273052216,1,q,715.593281031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,9,3,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401453971863,None,0,2.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,2.16,0.514137983322,0.000864028930664,0.401453971863,1,s,718.596584082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,10,0,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434492111206,None,0,0.5,circleorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.514281988144,0.000972986221313,0.434492111206,1,s,721.600277901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,10,1,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434924125671,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,2.02,0.514036893845,0.000881910324097,0.434924125671,1,a,724.603296995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,10,2,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401135921478,None,0,4.0,crossmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514168977737,0.000885009765625,0.401135921478,1,s,727.607009888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,10,3,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.333549976349,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,2.12,0.514286994934,0.000909090042114,0.333549976349,1,w,730.610198975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,11,0,44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384164810181,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,4.03,0.514394044876,0.000874042510986,0.384164810181,1,a,733.613534927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,11,1,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434287071228,None,0,4.0,crossmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,3.85,0.514322042465,0.00115704536438,0.434287071228,1,w,736.616892099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,11,2,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350641012192,None,0,2.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,2.08,0.514079093933,0.000911951065063,0.350641012192,1,q,739.620203972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,11,3,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417569875717,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,3.92,0.514248132706,0.000874042510986,0.417569875717,1,a,742.623635054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,0,48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.51754283905,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,3.79,0.514418840408,0.000871896743774,0.51754283905,1,a,745.627321005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,12,1,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.617561817169,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.514074087143,0.000888109207153,0.617561817169,1,w,748.630323887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,12,2,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417602062225,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.514348983765,0.00142097473145,0.417602062225,1,w,751.63359189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,12,3,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334075927734,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514517068863,0.00088095664978,0.334075927734,1,w,754.637207031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,0,52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384046077728,None,0,4.0,crossmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.514226913452,0.00116276741028,0.384046077728,1,a,757.640592098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,1,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384105920792,q,0,4.0,triangleyellow.gif,go,,,,,,,,0.292078018188,,,,,,,,,,,,,,,,,4.09,0.51410984993,0.000926971435547,0.384105920792,1,s,760.643693924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,13,2,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367358922958,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,3.96,0.514531135559,0.000880002975464,0.367358922958,1,q,763.647264957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,3,55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384312868118,q,0,4.0,triangleyellow.gif,go,,,,,,,,0.758563995361,,,,,,,,,,,,,,,,,4.1,0.514106035233,0.000885963439941,0.384312868118,1,a,766.650605917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,14,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.40016579628,None,0,2.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,1.79,0.514303922653,0.00102496147156,0.40016579628,1,w,769.653894901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,1,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400385141373,None,0,0.5,circleorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.514425992966,0.000885009765625,0.400385141373,1,s,772.657295942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,14,2,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384014844894,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.514537096024,0.000874996185303,0.384014844894,1,q,775.660815954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,14,3,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317597150803,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0,0.513653039932,0.00119709968567,0.317597150803,1,w,778.66407609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,0,60,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434049844742,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.514602184296,0.000877141952515,0.434049844742,1,a,781.667625904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,1,61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417490005493,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5141248703,0.000886917114258,0.417490005493,1,a,784.670952082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,2,62,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400629997253,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.514206886292,0.000870943069458,0.400629997253,1,a,787.674258947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,3,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367835044861,None,0,2.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,1.83,0.51432800293,0.000862121582031,0.367835044861,1,s,790.677599907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,0,64,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334308862686,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,1.11,0.514257907867,0.000886917114258,0.334308862686,1,s,793.681292057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,1,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.36750793457,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.513881206512,0.000886201858521,0.36750793457,1,s,796.684360027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,16,2,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.400926828384,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,3.86,0.514189958572,0.000904083251953,0.400926828384,1,w,799.687542915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,16,3,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384077072144,None,0,2.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,1.91,0.514522075653,0.000890970230103,0.384077072144,1,w,802.691127062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,17,0,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.48447394371,q,1,1.0,diamondgray.gif,go,,,,,,,,0.791882991791,,,,,,,,,,,,,,,,,0.84,0.514573097229,0.000870943069458,0.48447394371,1,q,805.694586992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,17,1,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.451297044754,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.514158964157,0.000967979431152,0.451297044754,1,q,808.698215961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,2,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484738111496,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,4.14,0.513993024826,0.00115609169006,0.484738111496,1,a,811.701210022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,17,3,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.451308012009,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,2.07,0.514322042465,0.000879049301147,0.451308012009,1,q,814.704592943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.484449863434,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,2.11,0.513978004456,0.00100898742676,0.484449863434,1,q,817.707931995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417520999908,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.514305830002,0.000888824462891,0.417520999908,1,q,820.711345911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.601129055023,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,4.16,0.514359951019,0.000894069671631,0.601129055023,1,s,823.714926004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384481906891,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.514089107513,0.000916957855225,0.384481906891,1,a,826.718200922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.668022871017,None,0,0.5,circleorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.514237165451,0.000900030136108,0.668022871017,1,q,829.721504927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.484664201736,None,0,2.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0,0.513997077942,0.000872135162354,0.250921964645,0,q,832.724759102,0,0.515579938889,0.000942945480347,0.484664201736,1,w,835.728174925,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384387969971,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514394044876,0.000880002975464,[],0,None,838.731561899,0.75,0.515781164169,0.00094199180603,0.384387969971,1,s,841.735249996,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417880058289,q,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,0.258496046066,,,,,,,,,,,,,,,,,0,0.514078855515,0.000883817672729,0.417880058289,1,s,844.738301992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367829084396,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.514366149902,0.00101017951965,0.367829084396,1,a,847.741935015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384183883667,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,2.15,0.513992071152,0.000879049301147,0.384183883667,1,s,850.745131016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417437791824,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.514086008072,0.000879049301147,0.417437791824,1,q,853.748517036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.484342098236,w,0,4.0,crossmagenta.gif,stop,,,,,,,,0.592191934586,,,,,,,,,,,,,,,,,4.07,0.514153003693,0.00103402137756,0.484342098236,1,q,856.751983881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.450934886932,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,3.86,0.514177083969,0.000879049301147,0.450934886932,1,s,859.755243063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.468273878098,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,1.13,0.514213085175,0.000883102416992,0.468273878098,1,a,862.758518934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.484304189682,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.514350891113,0.00123190879822,0.484304189682,1,w,865.761844873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434279918671,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.514619827271,0.000883817672729,0.434279918671,1,s,868.76531601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.551453828812,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514314889908,0.000875949859619,0.551453828812,1,a,871.769016981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.450489044189,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0,0.513969898224,0.000923871994019,0.450489044189,1,w,874.772119999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
