xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,feedbackResp.rt,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],9,43.0904119015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.567687034607,None,0,2.0,squareblue.gif,stop,1.97,0.515309095383,0.0098569393158,0.567687034607,1,a,99.868350029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.53484416008,None,0,0.5,invertedtrianglecyan.gif,stop,0,0.514518976212,0.0363240242004,0.53484416008,1,w,102.871011972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417383909225,None,0,0.5,invertedtrianglecyan.gif,stop,0.64,0.515254974365,0.00090503692627,0.417383909225,1,w,105.874584913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317725896835,a,0,0.5,invertedtrianglecyan.gif,stop,0,0.514709949493,0.000926971435547,0.317725896835,1,q,108.878172874,0.0253579616547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384192943573,None,0,4.0,crossmagenta.gif,stop,4.09,0.515029907227,0.0371890068054,0.384192943573,1,s,111.881150007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.55113697052,None,0,0.5,invertedtrianglecyan.gif,stop,0.3,0.515461921692,0.000895977020264,0.55113697052,1,q,114.884716988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.551130056381,None,0,4.0,crossmagenta.gif,stop,4.09,0.514945030212,0.000910997390747,0.551130056381,1,w,117.888057947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.551354885101,None,0,4.0,crossmagenta.gif,stop,3.95,0.515005111694,0.000900030136108,0.551354885101,1,s,120.891716957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.618045091629,None,0,2.0,linegreen.gif,go,1.8,0.51450586319,0.0205960273743,0.618045091629,1,a,123.894748926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417768955231,None,0,1.0,hexagonwhite.gif,stop,1.06,0.515052080154,0.0397920608521,0.417768955231,1,q,126.898115873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
,,,z,0,-200,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.826726913,stop,crossmagenta.gif,stop,4.0,z,1,0.617921113968,None,0,0.0013210773468,0.516136884689,0.766464948654,170.830626965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
,,,m,0,200,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.831017017,stop,crossmagenta.gif,stop,4.0,m,1,0.38423705101,None,0,0.00112295150757,0.515757083893,0.765968084335,173.833811045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
,,,m,0,200,,,,,,,,,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.834176064,go,linegreen.gif,go,2.0,m,1,0.450864076614,None,0,0.000965118408203,0.51592206955,,176.837187052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
,,,z,0,-200,,,,,,,,,,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.837549925,stop,invertedtrianglecyan.gif,stop,0.5,None,0,,None,0,0.000951051712036,0.515902042389,0.766493082047,179.840842962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
,,,m,0,200,,,,,,,,,,2,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.84127593,go,diamondgray.gif,go,1.0,m,1,0.483989953995,None,0,0.0158708095551,0.515463829041,,182.844033957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
,,,m,0,200,,,,,,,,,,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.844439983,go,diamondgray.gif,go,1.0,m,1,0.567565917969,None,0,0.000948905944824,0.515702009201,,185.847230911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
,,,z,0,-200,,,,,,,,,,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.847645998,stop,invertedtrianglecyan.gif,stop,0.5,None,0,,None,0,0.00101613998413,0.515846967697,0.766044139862,188.850955963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
,,,z,0,-200,,,,,,,,,,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.851393938,stop,hexagonwhite.gif,stop,1.0,None,0,,None,0,0.00103402137756,0.515475034714,0.765586137772,191.854232073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
,,,z,0,-200,,,,,,,,,,4,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.854597092,go,diamondgray.gif,go,1.0,z,1,0.434135913849,None,0,0.000952005386353,0.515710115433,,194.857367039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
,,,m,0,200,,,,,,,,,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.857728004,go,triangleyellow.gif,go,4.0,m,1,0.534624099731,None,0,0.0428159236908,0.515973091125,,197.86097002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.0812420845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,61.0691981316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.601551055908,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,3.76,0.500571012497,0.000910997390747,0.601551055908,1,a,265.204319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417226791382,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.513768911362,0.000890970230103,0.417226791382,1,w,268.207688093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400767087936,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.513782024384,0.000994920730591,0.400767087936,1,q,271.21064496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.501106023788,None,0,2.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,1.87,0.514054059982,0.000952959060669,0.501106023788,1,w,274.213931084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.450694084167,None,0,2.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514739990234,0.000904083251953,0.450694084167,1,a,277.217442989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.518218994141,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.51429104805,0.000898122787476,0.518218994141,1,s,280.221069098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384649991989,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,2.09,0.513341903687,0.00089693069458,0.384649991989,1,s,283.224174023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317795991898,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,3.84,0.514312028885,0.000895977020264,0.317795991898,1,q,286.227534056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384231090546,None,0,4.0,crossmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514387130737,0.000909090042114,0.384231090546,1,s,289.231476068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317622900009,None,0,0.5,circleorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.513575077057,0.0348799228668,0.317622900009,1,w,292.234390974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317521095276,None,0,4.0,crossmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,3.95,0.514243125916,0.000894069671631,0.317521095276,1,w,295.237618923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350760936737,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,4.03,0.514698982239,0.000901937484741,0.350760936737,1,s,298.241260052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384577989578,None,0,4.0,crossmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,4.09,0.514070034027,0.000904083251953,0.384577989578,1,q,301.244630098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.38414478302,None,0,0.5,circleorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.513733148575,0.00117301940918,0.38414478302,1,q,304.247725964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334496974945,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514246940613,0.00095796585083,0.334496974945,1,q,307.251441956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334048986435,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.513635873795,0.00102186203003,0.334048986435,1,q,310.254266024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.401262998581,None,0,4.0,crossmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,3.97,0.514595985413,0.00115990638733,0.401262998581,1,a,313.258039951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434617996216,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,3.82,0.513948202133,0.00095009803772,0.434617996216,1,a,316.261178017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.601622104645,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514497041702,0.000894069671631,0.601622104645,1,a,319.2646029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367363214493,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.514128923416,0.000955104827881,0.367363214493,1,q,322.267999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417915821075,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.514235973358,0.000951051712036,0.417915821075,1,s,325.271271944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.517456054688,None,0,0.5,circleorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.514605998993,0.00090503692627,0.517456054688,1,a,328.274849892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.467216014862,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.514256954193,0.000924825668335,0.467216014862,1,w,331.278300047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.584851980209,None,0,4.0,crossmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,3.82,0.514093160629,0.000894069671631,0.584851980209,1,a,334.281432867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.801789045334,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.514285087585,0.000930070877075,0.801789045334,1,a,337.285373926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.484046936035,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,1.94,0.513859987259,0.000901937484741,0.484046936035,1,w,340.288227081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384527921677,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,4.11,0.514090061188,0.000893115997314,0.384527921677,1,s,343.291673899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384122133255,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.514448881149,0.000978946685791,0.384122133255,1,s,346.295475006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.801498889923,None,0,0.5,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.513746023178,0.000919818878174,0.801498889923,1,q,349.298424006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.668053150177,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514233112335,0.00100302696228,0.668053150177,1,q,352.30153203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.41801404953,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,1.83,0.51451921463,0.000953197479248,0.41801404953,1,w,355.305375099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384050130844,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,1.11,0.514107942581,0.000903129577637,0.384050130844,1,w,358.308713913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.300894021988,None,0,4.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,4.21,0.513884067535,0.00102496147156,0.300894021988,1,w,361.311965942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417224884033,None,0,4.0,crossmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,3.93,0.51432299614,0.0010998249054,0.417224884033,1,s,364.315211058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367382049561,None,0,2.0,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514330148697,0.000901222229004,0.367382049561,1,q,367.318578959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1123,59.7196767341,LearningTask,1,77,
