xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,19,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384203910828,None,0,1.0,circlegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.514446973801,0.000978946685791,0.384203910828,1,w,1445.17287993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,19,1,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.434275150299,None,0,1.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.514366865158,0.000886917114258,0.434275150299,1,q,1448.17706299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,19,2,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350845098495,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.23,0.513768911362,0.000903844833374,0.350845098495,1,w,1451.1800189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,19,3,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384577989578,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.93,0.513830900192,0.00088095664978,0.384577989578,1,w,1454.18323493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,20,0,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367560863495,None,0,0.5,linewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514525175095,0.000899076461792,0.367560863495,1,a,1457.18683004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,20,1,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317518949509,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.514298915863,0.000882863998413,0.317518949509,1,q,1460.19045711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,20,2,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.63433599472,None,0,2.0,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.23,0.513702869415,0.000977039337158,0.63433599472,1,q,1463.19343591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,20,3,83,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.366787910461,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.21,0.514633178711,0.000976085662842,0.366787910461,1,a,1466.19651794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,21,0,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367633104324,None,0,1.0,circlegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.24,0.514479160309,0.000883102416992,0.367633104324,1,q,1469.20002198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,21,1,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.40107011795,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.24,0.514247894287,0.00088095664978,0.40107011795,1,w,1472.20349097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,21,2,86,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.801171064377,None,0,1.0,circlegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.51437497139,0.000947952270508,0.801171064377,1,s,1475.20700097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,21,3,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.317656993866,None,0,1.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.514055967331,0.00088095664978,0.317656993866,1,s,1478.21047401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,22,0,88,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.333989858627,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.89,0.514147043228,0.000877857208252,0.333989858627,1,s,1481.21347404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,22,1,89,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.334448099136,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.513970851898,0.000984907150269,0.334448099136,1,a,1484.21738505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,22,2,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.61780500412,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.83,0.513736963272,0.000879049301147,0.61780500412,1,q,1487.22056198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,22,3,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.333879947662,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.76,0.514250040054,0.000871896743774,0.333879947662,1,s,1490.22390795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,23,0,92,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.333943843842,None,0,2.0,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.513809204102,0.000923156738281,0.333943843842,1,a,1493.22706795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,23,1,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.300682067871,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.12,0.514654874802,0.000882863998413,0.300682067871,1,q,1496.23064709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,23,2,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434291124344,None,0,1.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.514357089996,0.00092601776123,0.434291124344,1,w,1499.23418093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,23,3,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.351438999176,None,0,2.0,triangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513561010361,0.000874996185303,0.351438999176,1,w,1502.23716903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,24,0,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384405136108,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514302015305,0.000881195068359,0.384405136108,1,s,1505.240556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,24,1,97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.317492008209,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.514280080795,0.000885009765625,0.317492008209,1,s,1508.24416494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,24,2,98,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.35064291954,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514033079147,0.000869989395142,0.35064291954,1,a,1511.24758792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,24,3,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417500019073,None,0,1.0,circlegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514117956161,0.00112795829773,0.417500019073,1,q,1514.25072193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,40.2556788921,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.03615093,stop,hexagonyellow.gif,stop,0.5,z,1,0.583948135376,None,0,0.00086784362793,0.510075807571,1574.03445411,0.75994682312,,,,,,,,,,,,,,,,,,,,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574.03494406,go,squareorange.gif,go,4.0,z,1,0.36688709259,None,0,0.000953912734985,0.515156984329,1577.03747606,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.03794813,go,diamondmagenta.gif,stop,2.0,z,1,0.417355060577,None,0,0.000945091247559,0.515118122101,1580.0409379,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.04145002,stop,hexagonyellow.gif,stop,0.5,None,0,,None,0,0.00093412399292,0.51499915123,1583.04450393,0.765038013458,,,,,,,,,,,,,,,,,,,,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583.04496408,stop,hexagonyellow.gif,stop,0.5,None,0,,None,0,0.000936031341553,0.515043020248,1586.04750991,0.715021133423,,,,,,,,,,,,,,,,,,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586.047966,go,crosscyan.gif,stop,1.0,z,1,0.400593042374,None,0,0.000931978225708,0.515378952026,1589.05124593,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589.05170393,stop,invertedtrianglegreen.gif,stop,4.0,None,0,,None,0,0.000932931900024,0.514914035797,1592.05466199,0.765008926392,,,,,,,,,,,,,,,,,,,,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.05511999,go,circlegray.gif,go,1.0,z,1,0.417719841003,None,0,0.000976085662842,0.514868021011,1595.05779195,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.05825806,stop,crosscyan.gif,stop,1.0,z,1,0.467558145523,None,0,0.000928163528442,0.515357971191,1598.06119609,0.815545082092,,,,,,,,,,,,,,,,,,,,0.3,0.25,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.06172109,go,squareorange.gif,go,4.0,m,1,0.667852878571,None,0,0.000937938690186,0.514868974686,1601.06455994,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.06501913,go,squareorange.gif,go,4.0,m,1,0.41764497757,None,0,0.000943899154663,0.514647006989,1604.06798792,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.06845093,go,linewhite.gif,go,0.5,m,1,0.534265041351,None,0,0.000931024551392,0.51519203186,1607.07166791,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.07212496,stop,crosscyan.gif,stop,1.0,None,0,,None,0,0.000924825668335,0.514955997467,1610.07486606,0.765142917633,,,,,,,,,,,,,,,,,,,,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.07540894,go,squareorange.gif,go,4.0,z,1,0.38452911377,None,0,0.000955820083618,0.514607906342,1613.07820702,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.07867408,stop,hexagonyellow.gif,stop,0.5,None,0,,None,0,0.00099515914917,0.514958143234,1616.08156991,0.81529211998,,,,,,,,,,,,,,,,,,,,0.3,0.35,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.08203101,stop,crosscyan.gif,stop,1.0,m,1,0.417502880096,None,0,0.000927209854126,0.514937162399,1619.0851779,0.86555814743,,,,,,,,,,,,,,,,,,,,0.35,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.08569193,go,circlegray.gif,go,1.0,m,1,0.91822385788,None,0,0.00094199180603,0.514529943466,1622.08853698,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622.08899903,stop,crosscyan.gif,stop,1.0,None,0,,None,0,0.000936031341553,0.514803886414,1625.09160089,0.815277814865,,,,,,,,,,,,,,,,,,,,0.3,0.35,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.09205198,stop,invertedtrianglegreen.gif,stop,4.0,None,0,,None,0,0.000924110412598,0.515369176865,1628.09537411,0.865727186203,,,,,,,,,,,,,,,,,,,,0.35,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.09586096,go,squareorange.gif,go,4.0,m,1,0.617369890213,None,0,0.000922203063965,0.515007019043,1631.09805799,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.09851789,go,linewhite.gif,go,0.5,z,1,0.517845869064,None,0,0.000931024551392,0.515424013138,1634.10143399,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.10189509,go,triangleblue.gif,go,2.0,m,1,0.700865030289,None,0,0.000927925109863,0.515590906143,1637.10531211,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.10576892,stop,diamondmagenta.gif,stop,2.0,None,0,,None,0,0.000929117202759,0.515253067017,1640.10869312,0.815350055695,,,,,,,,,,,,,,,,,,,,0.3,0.35,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,1,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.10914898,stop,hexagonyellow.gif,stop,0.5,None,0,,None,0,0.00101208686829,0.514674186707,1643.11218309,0.865091085434,,,,,,,,,,,,,,,,,,,,0.35,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643.11263704,stop,hexagonyellow.gif,stop,0.5,None,0,,None,0,0.000935077667236,0.514800071716,1646.11513591,0.915025949478,,,,,,,,,,,,,,,,,,,,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.115592,go,invertedtrianglegreen.gif,stop,4.0,m,1,0.383989810944,None,0,0.000933170318604,0.515284061432,1649.11898899,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.1195941,stop,hexagonyellow.gif,stop,0.5,None,0,,None,0,0.000949144363403,0.514681100845,1652.121907,0.914869070053,,,,,,,,,,,,,,,,,,,,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,1,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652.12236094,go,squareorange.gif,go,4.0,z,1,0.634161949158,None,0,0.00091814994812,0.515422105789,1655.12540102,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.12585711,go,squareorange.gif,go,4.0,m,1,0.367516994476,None,0,0.000920057296753,0.515130996704,1658.1292069,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,1,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.12972808,stop,invertedtrianglegreen.gif,stop,4.0,None,0,,None,0,0.000936031341553,0.514860153198,1661.13196111,0.965043067932,,,,,,,,,,,,,,,,,,,,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.13241696,go,linewhite.gif,go,0.5,z,1,0.367470026016,None,0,0.000918865203857,0.515249967575,1664.13567805,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,1,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.13613605,go,hexagonyellow.gif,stop,0.5,m,1,0.433812856674,None,0,0.000929117202759,0.515259981155,1667.13921905,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
