xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,1,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367386817932,None,0,0.5,linewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.514627933502,0.000874996185303,0.367386817932,1,s,727.048902035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,2,62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367937088013,None,0,2.0,triangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.03,0.513967990875,0.0012218952179,0.367937088013,1,s,730.052829981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,3,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334223985672,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.93,0.513659954071,0.000881910324097,0.334223985672,1,s,733.055458069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,0,64,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.300426006317,None,0,1.0,circlegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.11,0.514630794525,0.000927925109863,0.300426006317,1,s,736.058907032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,16,1,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467552900314,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.75,0.514336109161,0.000869989395142,0.467552900314,1,q,739.062381029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,16,2,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.551226139069,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514253854752,0.000866889953613,0.551226139069,1,w,742.065596104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,3,67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350937843323,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.06,0.514115095139,0.000986099243164,0.350937843323,1,a,745.069391966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,0,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.517588853836,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.94,0.513867139816,0.000893115997314,0.517588853836,1,s,748.07249403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,1,69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367541074753,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.25,0.513763904572,0.00103998184204,0.367541074753,1,a,751.075818062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,2,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384007930756,None,0,1.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.513840913773,0.000931024551392,0.384007930756,1,a,754.07913208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,3,71,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400609970093,None,0,1.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.51452589035,0.000881910324097,0.400609970093,1,a,757.082475901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384553909302,None,0,2.0,triangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.514236927032,0.000937938690186,0.384553909302,1,q,760.086261988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.434397220612,None,0,2.0,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513798952103,0.000895023345947,0.434397220612,1,q,763.089360952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317002058029,None,0,1.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.514461994171,0.000876188278198,0.317002058029,1,w,766.09279108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400981903076,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514194965363,0.000879049301147,0.400981903076,1,a,769.096589088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384300947189,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513648033142,0.000895977020264,0.384300947189,1,q,772.099437952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.351069927216,None,0,2.0,triangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.89,0.514263868332,0.000884056091309,0.351069927216,1,s,775.102636099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.467470169067,None,0,2.0,triangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.514714002609,0.000879049301147,0.467470169067,1,w,778.106405973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434405088425,None,0,1.0,circlegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.13,0.514075040817,0.00088095664978,0.434405088425,1,s,781.109277964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.351026058197,None,0,1.0,circlegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.514387130737,0.000923156738281,0.351026058197,1,w,784.11285305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417534828186,None,0,0.5,linewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.514496803284,0.000872850418091,0.417534828186,1,s,787.116494894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.53440117836,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.514050006866,0.000879049301147,0.53440117836,1,q,790.119940042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.501578092575,None,0,2.0,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513586044312,0.00091814994812,0.501578092575,1,w,793.12319994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434720039368,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514303922653,0.00140404701233,0.650949001312,0,s,796.126456976,4.17,0.515281915665,0.000949859619141,0.434720039368,1,w,799.130182981,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.600931882858,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.99,0.513667821884,0.00088095664978,0.600931882858,1,s,802.133168936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367341995239,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514331102371,0.000897169113159,0.367341995239,1,w,805.136554956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.434147119522,None,0,0.5,linewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.514319896698,0.000877857208252,0.434147119522,1,q,808.140358925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350327014923,None,0,2.0,triangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.513815164566,0.000890970230103,0.350327014923,1,q,811.14338398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484314918518,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.07,0.514501810074,0.000890970230103,0.484314918518,1,s,814.146729946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,2,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417705059052,None,0,2.0,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514311075211,0.000909090042114,0.417705059052,1,a,817.150748968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,3,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.41765999794,None,0,2.0,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.513571977615,0.00088095664978,0.41765999794,1,w,820.153611898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,23,0,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.451421022415,None,0,2.0,triangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.96,0.514098882675,0.000935077667236,0.451421022415,1,q,823.157088041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,1,93,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.567756175995,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.87,0.513933897018,0.00100803375244,0.567756175995,1,a,826.160589933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,2,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.400758981705,None,0,1.0,circlegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.513929843903,0.000884056091309,0.400758981705,1,w,829.163597107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,23,3,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417905807495,None,0,1.0,circlegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.514258861542,0.00111198425293,0.417905807495,1,q,832.166760921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,0,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.450956106186,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.75,0.514783859253,0.000880002975464,0.450956106186,1,s,835.170507908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,1,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.401179075241,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.13,0.513981103897,0.000882148742676,0.401179075241,1,w,838.173821926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,2,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.333945035934,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514189958572,0.00094199180603,0.333945035934,1,w,841.177165985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,24,3,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.434064865112,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.514183998108,0.000890970230103,0.434064865112,1,q,844.18048811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,54.6690161228,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417703151703,None,0,2.0,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.509994983673,0.000895977020264,0.417703151703,1,s,902.596586943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.433897018433,None,0,1.0,circlegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.513917922974,0.000957012176514,0.433897018433,1,w,905.599468946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434600830078,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.13,0.51448392868,0.0011420249939,0.434600830078,1,s,908.602852106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350630998611,None,0,2.0,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514638185501,0.00112700462341,0.350630998611,1,q,911.606348991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.284554004669,None,0,1.0,circlegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.514033794403,0.000898838043213,0.284554004669,1,a,914.609682083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434587955475,None,0,0.5,linewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.514364004135,0.000880002975464,0.434587955475,1,s,917.613070965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367713928223,None,0,2.0,triangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.513990163803,0.000931024551392,0.367713928223,1,w,920.616580009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,1,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.551124811172,None,0,2.0,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.88,0.513933181763,0.000884056091309,0.551124811172,1,w,923.619905949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,2,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350848913193,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.22,0.514394044876,0.000876188278198,0.350848913193,1,q,926.623198986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,2,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.284090995789,None,0,2.0,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.23,0.513966083527,0.000963926315308,0.284090995789,1,q,929.626543045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367223978043,None,0,2.0,triangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.514555931091,0.000890016555786,0.367223978043,1,s,932.629959106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,2,3,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.333995103836,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.51430606842,0.000883102416992,0.333995103836,1,w,935.633973122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,3,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.31776714325,None,0,1.0,circlegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.513123989105,0.000897884368896,0.31776714325,1,q,938.636883974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,3,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334179162979,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.83,0.514304876328,0.000869989395142,0.334179162979,1,q,941.640161991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,2,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.383944034576,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514221906662,0.000968933105469,0.383944034576,1,a,944.643861055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.317574977875,None,0,0.5,linewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.514050960541,0.000876903533936,0.317574977875,1,a,947.646888018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,4,0,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417402982712,None,0,2.0,triangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.16,0.514352083206,0.00109100341797,0.417402982712,1,s,950.650727987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1405,59.8236798453,LearningTask,1,76,
