xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,beginningSSD,EndingSSD,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,0,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367892980576,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.99,0.513864994049,0.000890016555786,0.367892980576,1,s,1496.56527305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,1,69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.333838939667,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.514541864395,0.000887870788574,0.333838939667,1,a,1499.56867218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,2,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467162847519,None,0,0.5,trianglemagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.514402151108,0.000879049301147,0.467162847519,1,a,1502.57198715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,3,71,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367710113525,None,0,0.5,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.514492034912,0.000880002975464,0.367710113525,1,a,1505.57538414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367520809174,None,0,0.5,trianglemagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.514170885086,0.00107598304749,0.367520809174,1,a,1508.5786972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.333960056305,None,0,1.0,circlewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.514526844025,0.000877857208252,0.333960056305,1,a,1511.58199501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317763090134,None,0,2.0,hexagonorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.514350891113,0.000904083251953,0.317763090134,1,q,1514.58531809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367993831635,None,0,2.0,linecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.96,0.51397895813,0.000936985015869,0.367993831635,1,q,1517.58864713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334697008133,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.514491081238,0.000874996185303,0.334697008133,1,s,1520.5925231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.36807012558,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.513817071915,0.000877141952515,0.36807012558,1,a,1523.59555912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400684833527,None,0,0.5,trianglemagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514211893082,0.000886917114258,0.400684833527,1,q,1526.59871602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417351007462,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.514442920685,0.000880002975464,0.417351007462,1,w,1529.60213113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384222984314,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.51428604126,0.000875949859619,0.384222984314,1,w,1532.605479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434104919434,None,0,1.0,circlewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.514175891876,0.000933885574341,0.434104919434,1,w,1535.60891008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400707960129,None,0,4.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.98,0.514375209808,0.000874042510986,0.400707960129,1,a,1538.61231613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417361021042,None,0,2.0,linecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.51442193985,0.000872850418091,0.417361021042,1,w,1541.61571121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367395162582,None,0,4.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.76,0.514290094376,0.000868082046509,0.367395162582,1,q,1544.61897302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334156990051,None,0,2.0,linecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.88,0.514279127121,0.000886201858521,0.334156990051,1,w,1547.62209916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384238004684,None,0,2.0,linecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.16,0.514443874359,0.000873804092407,0.384238004684,1,s,1550.62552714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350703001022,None,0,2.0,linecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.06,0.514534950256,0.000885009765625,0.350703001022,1,s,1553.62894106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.366949081421,None,0,2.0,linecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.514493942261,0.000977039337158,0.366949081421,1,s,1556.63230801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384609937668,None,0,4.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514318943024,0.000871896743774,0.384609937668,1,w,1559.63573813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,2,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.351252794266,None,0,0.5,trianglemagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.514331817627,0.000876903533936,0.351252794266,1,w,1562.63902402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,3,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401387929916,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514033079147,0.000936031341553,0.401387929916,1,s,1565.64233303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,23,0,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334268093109,None,0,4.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.97,0.514345884323,0.000874996185303,0.334268093109,1,q,1568.64570618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,1,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367499113083,None,0,4.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.01,0.514321088791,0.000871181488037,0.367499113083,1,s,1571.64922404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,2,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334336996078,None,0,0.5,trianglemagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.51393198967,0.000900030136108,0.334336996078,1,w,1574.65279603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,23,3,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334245920181,None,0,2.0,hexagonorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.79,0.513530015945,0.000975131988525,0.334245920181,1,q,1577.65588903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367862939835,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.91,0.514278173447,0.000883102416992,0.367862939835,1,w,1580.65957904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,1,97,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484074831009,None,0,2.0,linecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.09,0.513990879059,0.00089693069458,0.484074831009,1,a,1583.66260219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,2,98,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.41766500473,None,0,1.0,circlewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.514206171036,0.00117611885071,0.41766500473,1,a,1586.66606116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,3,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417959928513,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.513875007629,0.000885963439941,0.417959928513,1,w,1589.66950822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,199.827482939,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.351294994354,None,0,2.0,hexagonorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.508927822113,0.0010359287262,[],0,None,1793.21395922,0,0.514428853989,0.000967025756836,0.351294994354,1,w,1796.21711707,,,0.407510995865,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.333899974823,None,0,2.0,hexagonorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.03,0.513790130615,0.000877141952515,0.333899974823,1,s,1799.22008014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384119033813,None,0,2.0,hexagonorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.86,0.514098167419,0.000882148742676,0.384119033813,1,w,1802.2234261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.284034967422,None,0,2.0,hexagonorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514334917068,0.000916957855225,0.234151124954,0,q,1805.22677302,2.15,0.515352010727,0.000943899154663,0.284034967422,1,w,1808.22995615,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,1,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.333455085754,None,0,4.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.5142390728,0.00139403343201,0.35081410408,0,a,1811.23366022,3.95,0.515503883362,0.000960826873779,0.333455085754,1,q,1814.23675513,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400854110718,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514575004578,0.000893115997314,0.400854110718,1,s,1817.24022007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.333858966827,None,0,4.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.76,0.514524936676,0.000865936279297,0.333858966827,1,a,1820.24364519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,1,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.284164905548,None,0,0.5,trianglemagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.514187812805,0.000887870788574,0.284164905548,1,w,1823.24690819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.351031064987,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514283895493,0.0010359287262,0.283974885941,0,q,1826.25001621,1.04,0.515604972839,0.000940084457397,0.351031064987,1,a,1829.25349021,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.300935983658,None,0,2.0,hexagonorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.514470100403,0.000882148742676,0.300935983658,1,s,1832.25694919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,2,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334224939346,None,0,2.0,hexagonorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.514454841614,0.000998973846436,0.334224939346,1,q,1835.26039505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,3,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367118835449,None,0,0.5,trianglemagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.514492988586,0.00087308883667,0.367118835449,1,a,1838.263726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,3,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.300804138184,None,0,2.0,linecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.18,0.51432299614,0.00140404701233,0.300804138184,1,q,1841.26686716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,3,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317195892334,None,0,2.0,linecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514616966248,0.000921964645386,0.317195892334,1,q,1844.2702961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,2,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.300689935684,None,0,4.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.513673067093,0.000890016555786,0.300689935684,1,s,1847.2738502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.333919048309,None,0,0.5,trianglemagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.514430046082,0.000875949859619,0.333919048309,1,a,1850.27720022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,4,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.283715009689,None,0,1.0,invertedtrianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513892889023,0.00090503692627,0.334536075592,0,a,1853.28039122,1.02,0.515778064728,0.000951051712036,0.283715009689,1,q,1856.28381109,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,4,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351177930832,None,0,1.0,circlewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.514205932617,0.000882863998413,0.351177930832,1,q,1859.28753304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,4,2,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367887020111,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.513870954514,0.000880002975464,0.367887020111,1,w,1862.29064512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,4,3,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350490093231,None,0,4.0,crossblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.94,0.514438867569,0.000876903533936,0.350490093231,1,w,1865.29387116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,5,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317974090576,None,0,0.5,trianglemagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.514425039291,0.000881910324097,0.317974090576,1,w,1868.29743505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,5,1,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.351258039474,None,0,0.5,trianglemagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.51406788826,0.000884056091309,0.351258039474,1,a,1871.30071211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,5,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.333878040314,None,0,2.0,linecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.95,0.514282941818,0.00100994110107,0.333878040314,1,s,1874.30373216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,5,3,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.284202098846,None,0,1.0,circlewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.514392852783,0.000876903533936,0.284202098846,1,q,1877.30742621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1324,59.9645442796,LearningTask,1,64,
