xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,feedbackResp.rt,secondPracComputedRewardOutput,secondPracLearningStimOnset,secondPracLearningFixOnset,secondPracPresentationRT,secondPracPresentationAcc,secondPracPresentationResp,secondPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.651823997498,None,0,2.0,trianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.514104127884,0.000967979431152,0.651823997498,1,a,840.138366938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467964887619,None,0,1.0,invertedtriangleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.514389038086,0.000876903533936,0.467964887619,1,a,843.141880989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.534293174744,None,0,4.0,crosswhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.514211893082,0.00088906288147,0.534293174744,1,q,846.145396948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.450671195984,None,0,0.5,hexagonblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.513994932175,0.000931978225708,0.450671195984,1,a,849.148544073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.450847864151,None,0,2.0,trianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514238834381,0.00114488601685,0.450847864151,1,w,852.151958942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.517652988434,None,0,0.5,squaregray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.514317035675,0.000869035720825,0.517652988434,1,q,855.155305147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.451096057892,None,0,1.0,diamondgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.513870000839,0.00098991394043,0.451096057892,1,a,858.158507109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384636878967,None,0,0.5,hexagonblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.514352083206,0.000946998596191,0.384636878967,1,q,861.162014961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417625188828,None,0,4.0,crosswhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514330148697,0.000880002975464,0.417625188828,1,a,864.16607213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.51815700531,None,0,1.0,diamondgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.513359069824,0.000936985015869,0.51815700531,1,s,867.168921947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.60072684288,None,0,0.5,hexagonblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.514182090759,0.00088095664978,0.60072684288,1,w,870.171931028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.517655134201,None,0,0.5,hexagonblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514616012573,0.00115203857422,0.517655134201,1,a,873.175380945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.617792844772,None,0,0.5,squaregray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.514118909836,0.000931024551392,0.617792844772,1,q,876.178754091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.40089392662,None,0,0.5,squaregray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.514204978943,0.000997066497803,0.40089392662,1,q,879.182152987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484497070312,None,0,0.5,hexagonblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514286994934,0.000905990600586,0.484497070312,1,s,882.185868979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384496927261,None,0,2.0,circlecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.51353597641,0.000882863998413,0.384496927261,1,w,885.188750029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.467731952667,None,0,1.0,invertedtriangleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.514117956161,0.00106310844421,0.467731952667,1,s,888.19205308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,2,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417541027069,None,0,4.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514476060867,0.00141787528992,0.417541027069,1,s,891.195667982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,3,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.3842420578,None,0,4.0,crosswhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,0.514168977737,0.000882863998413,0.3842420578,1,s,894.198990107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,23,0,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.684225082397,None,0,4.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,0.51446890831,0.000911951065063,0.684225082397,1,q,897.202383041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,1,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.567806005478,None,0,2.0,circlecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,0.514292001724,0.000874996185303,0.567806005478,1,w,900.205482006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,2,94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.467936992645,None,0,4.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.51424908638,0.000993967056274,0.467936992645,1,s,903.209155083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,3,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434062957764,None,0,0.5,hexagonblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.513982057571,0.000956058502197,0.434062957764,1,s,906.212201118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,0,96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.534309864044,None,0,2.0,trianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,0.514630079269,0.000874996185303,0.534309864044,1,a,909.215815067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,1,97,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484041213989,None,0,0.5,squaregray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.514341831207,0.000871896743774,0.484041213989,1,a,912.21934104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,2,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.651376962662,None,0,2.0,circlecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514270067215,0.000930070877075,0.383396863937,0,s,915.222520113,,,0,0.515267848969,0.000948905944824,0.651376962662,1,w,918.225631952,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,3,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.517763853073,None,0,4.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,0.514366865158,0.000874042510986,0.517763853073,1,w,921.228972912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,81.4750919342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400764942169,None,0,4.0,crosswhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.509938001633,0.00086784362793,0.400764942169,1,q,1006.34116411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.451199054718,None,0,4.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,0.51393699646,0.00096607208252,0.451199054718,1,a,1009.34396195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.401181936264,None,0,2.0,trianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.514573097229,0.000884056091309,0.401181936264,1,a,1012.34730697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.534307003021,None,0,0.5,hexagonblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.5143430233,0.00091814994812,0.534307003021,1,s,1015.35090303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.383940935135,None,0,1.0,diamondgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.514446020126,0.00104093551636,0.383940935135,1,w,1018.35429001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384635210037,None,0,0.5,hexagonblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.514125823975,0.000893831253052,0.384635210037,1,a,1021.35751414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.517664909363,None,0,1.0,diamondgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514361858368,0.000890016555786,0.517664909363,1,a,1024.36072111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,1,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384756088257,None,0,1.0,diamondgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514248132706,0.000932931900024,0.384756088257,1,q,1027.36410499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,2,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367957830429,None,0,4.0,crosswhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08,0.514070034027,0.000905990600586,0.367957830429,1,q,1030.36752105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417653083801,None,0,0.5,hexagonblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.514667034149,0.000878095626831,0.417653083801,1,s,1033.37107897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,2,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350591897964,None,0,2.0,trianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.514391183853,0.000886201858521,0.350591897964,1,q,1036.3743031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400975942612,None,0,0.5,hexagonblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514235973358,0.000872850418091,0.400975942612,1,s,1039.37766314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.401090860367,None,0,0.5,squaregray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.514238119125,0.000931024551392,0.401090860367,1,a,1042.38114309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467370986938,None,0,2.0,trianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.513926029205,0.000898122787476,0.467370986938,1,a,1045.38439298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,3,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.501086950302,None,0,2.0,trianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,0.514591217041,0.000874042510986,0.501086950302,1,q,1048.38780403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,3,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.801393985748,None,0,0.5,hexagonblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.514255046844,0.00087308883667,0.801393985748,1,w,1051.39142203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,4,0,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417246818542,None,0,4.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514048814774,0.000883817672729,0.417246818542,1,a,1054.39438796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,4,1,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434089899063,None,0,4.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,0.514419078827,0.00119590759277,0.434089899063,1,s,1057.39776611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,4,2,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417495012283,None,0,0.5,squaregray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.514308929443,0.000873804092407,0.417495012283,1,a,1060.40109301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,4,3,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434395074844,None,0,4.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,0.514558076859,0.000866174697876,0.434395074844,1,a,1063.40452504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,5,0,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417313814163,None,0,1.0,diamondgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.514097929001,0.000956058502197,0.417313814163,1,a,1066.40816212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,5,1,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.40107011795,None,0,4.0,crosswhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,0.513879060745,0.000894069671631,0.40107011795,1,s,1069.41119003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,5,2,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.484419107437,None,0,2.0,circlecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,0.514281988144,0.000872850418091,0.484419107437,1,w,1072.4145081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,5,3,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484616041183,None,0,1.0,invertedtriangleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.514138936996,0.000976085662842,0.484616041183,1,s,1075.41778612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,6,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.534338951111,None,0,0.5,hexagonblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.514445066452,0.00088095664978,0.534338951111,1,w,1078.42129993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,6,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.584070920944,None,0,1.0,invertedtriangleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.5145008564,0.000910997390747,0.584070920944,1,w,1081.42468905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,6,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.534557104111,None,0,4.0,crosswhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14,0.51380109787,0.000913143157959,0.534557104111,1,w,1084.42799997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_02_1229,59.9789502585,LearningTask,1,74,
