xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,feedbackResp.keys,feedbackResp.corr,feedbackResp.rt,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,resp.rt,secondPracComputedRewardOutput,secondPracLearningStimOnset,secondPracLearningFixOnset,secondPracPresentationRT,secondPracPresentationAcc,secondPracPresentationResp,secondPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,triangleorange.gif,stop,,,,,,,,0.401215076447,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.514194965363,0.000887870788574,0.401215076447,1,q,853.332419872,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,squaregray.gif,go,,,,,,,,0.534570932388,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.514019012451,0.000915050506592,0.534570932388,1,q,856.335836887,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,diamondmagenta.gif,go,,,,,,,,0.451106071472,,,,,,,,,,,,,,,,,,,,,,,,3.85,0.514236927032,0.000878095626831,0.451106071472,1,s,859.339250088,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,0.5,linecyan.gif,stop,,,,,,,,0.58447098732,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.51407790184,0.000934839248657,0.58447098732,1,s,862.342648983,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,2.0,invertedtriangleyellow.gif,go,,,,,,,,0.450993776321,,,,,,,,,,,,,,,,,,,,,,,,0,0.514059066772,0.000915050506592,0.450993776321,1,q,865.345956087,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,4.0,crossblue.gif,stop,,,,,,,,0.467533111572,,,,,,,,,,,,,,,,,,,,,,,,0,0.514307975769,0.000890016555786,0.467533111572,1,w,868.34937191,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,triangleorange.gif,stop,,,,,,,,0.317384958267,,,,,,,,,,,,,,,,,,,,,,,,1.08,0.514173984528,0.000888824462891,0.317384958267,1,q,871.352963924,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,crossblue.gif,stop,,,,,,,,0.450392007828,,,,,,,,,,,,,,,,,,,,,,,,3.95,0.513990879059,0.000900030136108,0.450392007828,1,s,874.356050968,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,4.0,diamondmagenta.gif,go,,,,,,,,0.483793020248,,,,,,,,,,,,,,,,,,,,,,,,4.03,0.514512062073,0.000881910324097,0.483793020248,1,a,877.359477043,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,4.0,crossblue.gif,stop,,,,,,,,0.551148176193,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.514358043671,0.000883102416992,0.551148176193,1,a,880.362961054,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,2.0,circlewhite.gif,stop,,,,,,,,0.500803947449,,,,,,,,,,,,,,,,,,,,,,,,1.81,0.514218091965,0.000898122787476,0.500803947449,1,q,883.366214991,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,1.0,triangleorange.gif,stop,,,,,,,,0.517782926559,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.514326095581,0.00101208686829,0.517782926559,1,a,886.369428873,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,2.0,circlewhite.gif,stop,,,,,,,,0.434298992157,,,,,,,,,,,,,,,,,,,,,,,,1.94,0.514390945435,0.000887870788574,0.434298992157,1,w,889.373184919,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,22,2,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,0.5,hexagongreen.gif,go,,,,,,,,0.500806808472,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.514260053635,0.000910997390747,0.500806808472,1,q,892.376340866,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,3,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,2.0,circlewhite.gif,stop,,,,,,,,0.550881147385,,,,,,,,,,,,,,,,,,,,,,,,0,0.514173030853,0.000923156738281,0.550881147385,1,w,895.379747868,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,0,92,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,4.0,crossblue.gif,stop,,,,,,,,0.484260082245,,,,,,,,,,,,,,,,,,,,,,,,4.22,0.514353990555,0.000884056091309,0.484260082245,1,a,898.38331008,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,23,1,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,4.0,crossblue.gif,stop,,,,,,,,0.567650079727,,,,,,,,,,,,,,,,,,,,,,,,4.06,0.514236927032,0.000885963439941,0.567650079727,1,q,901.386694908,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,2,94,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,1.0,squaregray.gif,go,,,,,,,,0.567135095596,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.514173984528,0.000875949859619,0.567135095596,1,a,904.390022039,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,3,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,0.5,hexagongreen.gif,go,,,,,,,,0.434149026871,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.5141518116,0.000883817672729,0.434149026871,1,w,907.393337965,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,24,0,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,0.5,linecyan.gif,stop,,,,,,,,0.484285831451,,,,,,,,,,,,,,,,,,,,,,,,0,0.514175891876,0.000885009765625,0.484285831451,1,q,910.396750927,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,1,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,1.0,triangleorange.gif,stop,,,,,,,,0.517550945282,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.513922929764,0.000908851623535,0.517550945282,1,w,913.400038958,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,2,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,1.0,triangleorange.gif,stop,,,,,,,,0.534296989441,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.514009952545,0.000891923904419,0.534296989441,1,w,916.403339863,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,3,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,2.0,circlewhite.gif,stop,,,,,,,,0.501000881195,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.514621019363,0.000885009765625,0.501000881195,1,w,919.40724206,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,55.1314759254,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,0.5,hexagongreen.gif,go,,,,,,,,0.517645120621,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.508461952209,0.00111508369446,0.517645120621,1,a,977.973478079,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,0.5,linecyan.gif,stop,,,,,,,,0.417630910873,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.513035058975,0.000917911529541,0.417630910873,1,q,980.976109982,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,triangleorange.gif,stop,,,,,,,,0.484457969666,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.514102935791,0.000885009765625,0.484457969666,1,q,983.979289055,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,0.5,linecyan.gif,stop,,,,,,,,0.383913040161,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.514312028885,0.000953912734985,0.383913040161,1,a,986.982825994,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,0.5,hexagongreen.gif,go,,,,,,,,0.38440990448,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.514299154282,0.000895023345947,0.38440990448,1,a,989.985944033,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,2.0,invertedtriangleyellow.gif,go,,,,,,,,0.517982006073,,,,,,,,,,,,,,,,,,,,,,,,1.97,0.514412879944,0.000895977020264,0.517982006073,1,q,992.989217043,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,2.0,circlewhite.gif,stop,,,,,,,,0.333870887756,,,,,,,,,,,,,,,,,,,,,,,,1.89,0.514642000198,0.000891923904419,0.333870887756,1,a,995.992784977,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,2.0,invertedtriangleyellow.gif,go,,,,,,,,0.384280920029,,,,,,,,,,,,,,,,,,,,,,,,0,0.514318943024,0.000885963439941,0.384280920029,1,a,998.996305943,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,4.0,crossblue.gif,stop,,,,,,,,0.384130954742,,,,,,,,,,,,,,,,,,,,,,,,4.12,0.513451814651,0.000988006591797,0.384130954742,1,a,1001.99969387,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,2,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,2.0,circlewhite.gif,stop,,,,,,,,0.518117904663,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.514042139053,0.000924110412598,0.518117904663,1,w,1005.00295687,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,2,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,squaregray.gif,go,,,,,,,,0.433882951736,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.514430999756,0.00128602981567,0.433882951736,1,q,1008.00631905,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,2,3,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,2.0,circlewhite.gif,stop,,,,,,,,0.401121139526,,,,,,,,,,,,,,,,,,,,,,,,1.96,0.513839006424,0.000922918319702,0.401121139526,1,q,1011.00966191,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,0.5,linecyan.gif,stop,,,,,,,,0.384504079819,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.51434803009,0.000885009765625,0.384504079819,1,a,1014.01317906,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,2.0,circlewhite.gif,stop,,,,,,,,0.467554092407,,,,,,,,,,,,,,,,,,,,,,,,2.24,0.514183998108,0.000972986221313,0.467554092407,1,s,1017.01624489,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,2,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,diamondmagenta.gif,go,,,,,,,,0.484549999237,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.514370918274,0.000881910324097,0.484549999237,1,s,1020.01978397,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,3,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,2.0,invertedtriangleyellow.gif,go,,,,,,,,0.434475183487,,,,,,,,,,,,,,,,,,,,,,,,1.91,0.514112949371,0.000907897949219,0.434475183487,1,s,1023.02324605,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,4,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,4.0,diamondmagenta.gif,go,,,,,,,,0.517660140991,,,,,,,,,,,,,,,,,,,,,,,,0,0.514034032822,0.000939130783081,0.517660140991,1,q,1026.02686501,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,4,1,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,crossblue.gif,stop,,,,,,,,0.434104919434,,,,,,,,,,,,,,,,,,,,,,,,0,0.513965129852,0.000903129577637,0.434104919434,1,s,1029.02997088,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,4,2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,2.0,circlewhite.gif,stop,,,,,,,,0.501015901566,,,,,,,,,,,,,,,,,,,,,,,,2.14,0.514177083969,0.000890970230103,0.501015901566,1,q,1032.03328109,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,4,3,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,1.0,squaregray.gif,go,,,,,,,,0.467305898666,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.514279127121,0.000897169113159,0.467305898666,1,w,1035.03673005,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,5,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,2.0,circlewhite.gif,stop,,,,,,,,0.434509992599,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.514225959778,0.000885963439941,0.434509992599,1,q,1038.04005194,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,5,1,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,2.0,invertedtriangleyellow.gif,go,,,,,,,,0.450829029083,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.514551877975,0.00095796585083,0.450829029083,1,s,1041.04346108,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,5,2,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,4.0,diamondmagenta.gif,go,,,,,,,,0.467878818512,,,,,,,,,,,,,,,,,,,,,,,,4.14,0.514163017273,0.000993967056274,0.467878818512,1,q,1044.04682899,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,5,3,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,0.5,hexagongreen.gif,go,,,,,,,,0.451190948486,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.514335870743,0.000890970230103,0.451190948486,1,q,1047.05010295,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,6,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,1.0,squaregray.gif,go,,,,,,,,0.517637968063,,,,,,,,,,,,,,,,,,,,,,,,0,0.514122962952,0.000940084457397,0.517637968063,1,a,1050.05402088,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,6,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,crossblue.gif,stop,,,,,,,,0.450907945633,,,,,,,,,,,,,,,,,,,,,,,,3.81,0.51389503479,0.000881910324097,0.450907945633,1,s,1053.05702806,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,6,2,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,crossblue.gif,stop,,,,,,,,0.46776008606,,,,,,,,,,,,,,,,,,,,,,,,3.84,0.514151096344,0.00090217590332,0.46776008606,1,s,1056.06044793,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,6,3,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,0.5,linecyan.gif,stop,,,,,,,,0.517367839813,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.514243125916,0.000929117202759,0.517367839813,1,w,1059.06391001,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,7,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,2.0,invertedtriangleyellow.gif,go,,,,,,,,0.534162044525,,,,,,,,,,,,,,,,,,,,,,,,0,0.51415014267,0.000885963439941,0.534162044525,1,w,1062.06706095,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,7,1,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,1.0,squaregray.gif,go,,,,,,,,0.451506137848,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.514145851135,0.000900983810425,0.451506137848,1,s,1065.07153106,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,7,2,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,4.0,crossblue.gif,stop,,,,,,,,0.384253025055,,,,,,,,,,,,,,,,,,,,,,,,0,0.512853145599,0.000924110412598,0.384253025055,1,w,1068.07395005,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,7,3,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,2.0,invertedtriangleyellow.gif,go,,,,,,,,0.451134204865,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.514181852341,0.000890016555786,0.451134204865,1,s,1071.0771699,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,8,0,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,2.0,circlewhite.gif,stop,,,,,,,,0.467283010483,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.514490842819,0.000953912734985,0.467283010483,1,q,1074.0810349,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1140,59.9610295852,LearningTask,1,15,
