xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,feedbackResp.rt,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,thirdComputedRewardOutput,thirdLearningStimOnset,thirdLearningFixOnset,thirdPresentationRT,thirdPresentationAcc,thirdPresentationResp,thirdEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,7,3,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.383815050125,None,0,1.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.514435052872,0.000895023345947,0.383815050125,1,w,719.357730865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,8,0,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367942094803,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.06,0.513994932175,0.000932931900024,0.367942094803,1,a,722.360929012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,8,1,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400853157043,None,0,1.0,linecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.514225959778,0.000876903533936,0.400853157043,1,q,725.364408016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,8,2,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384063005447,None,0,1.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.514312028885,0.000871181488037,0.384063005447,1,a,728.367768049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,8,3,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417641162872,None,0,2.0,triangleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513830900192,0.000938892364502,0.417641162872,1,w,731.370998859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,9,0,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.300938844681,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.96,0.514091014862,0.000885009765625,0.300938844681,1,s,734.374418974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,9,1,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417237043381,None,0,1.0,linecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.08,0.51443696022,0.000917911529541,0.417237043381,1,q,737.377830029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,9,2,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.450880050659,None,0,1.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514069080353,0.000885963439941,0.367448091507,0,a,740.380918026,,0.83,0.515892982483,0.000951051712036,0.450880050659,1,q,743.384716988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,9,3,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417340040207,None,0,1.0,linecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.51403594017,0.000878095626831,0.38427901268,0,w,746.38835001,,0.99,0.515163898468,0.000976800918579,0.417340040207,1,s,749.391363859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,10,0,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.700469970703,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514849901199,0.000877857208252,0.700469970703,1,a,752.394659042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,10,1,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384083986282,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.514281988144,0.000923871994019,0.384083986282,1,w,755.398030043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,10,2,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.35103392601,None,0,4.0,diamondyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513959169388,0.000887155532837,0.435089826584,0,w,758.401376963,,3.94,0.515512943268,0.000949144363403,0.35103392601,1,s,761.405171871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,10,3,43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.467649936676,None,0,1.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.513942956924,0.000890970230103,0.467649936676,1,s,764.408302069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,11,0,44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400779008865,None,0,1.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.514156103134,0.000888109207153,0.400779008865,1,a,767.411303043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,11,1,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400825977325,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.514380931854,0.00101804733276,0.400825977325,1,q,770.414921999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,11,2,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367602825165,None,0,1.0,linecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.514091968536,0.00087308883667,0.367602825165,1,w,773.418550968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,11,3,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467844009399,None,0,0.5,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514356851578,0.000887870788574,0.467844009399,1,a,776.422111034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,12,0,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467164039612,None,0,0.5,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.514111995697,0.000908851623535,0.467164039612,1,q,779.425195932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,12,1,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417497873306,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.514350175858,0.000874996185303,0.417497873306,1,w,782.4285779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,12,2,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.418480873108,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.513882160187,0.000898122787476,0.418480873108,1,q,785.432136059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,3,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.33407998085,None,0,0.5,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514074087143,0.000900030136108,0.33407998085,1,s,788.435266972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,13,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.517468929291,None,0,1.0,linecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.514063835144,0.000874996185303,0.517468929291,1,w,791.438649893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,1,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367079019547,None,0,2.0,triangleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.89,0.514618873596,0.00088095664978,0.367079019547,1,s,794.442354918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,13,2,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.41804599762,None,0,0.5,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.513516187668,0.00123310089111,0.41804599762,1,w,797.44520998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,13,3,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.383946180344,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514583826065,0.000890016555786,0.383946180344,1,w,800.448462009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,0,56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.383959054947,None,0,2.0,invertedtrianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.83,0.514655828476,0.000890016555786,0.383959054947,1,a,803.452334881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,1,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.368278026581,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.81,0.513731002808,0.0010130405426,0.368278026581,1,s,806.455667973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,2,58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467371940613,None,0,4.0,diamondyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.81,0.514219045639,0.000930070877075,0.467371940613,1,a,809.45897007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,14,3,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384402036667,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514228105545,0.00088906288147,0.384402036667,1,w,812.462210894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,15,0,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.418167829514,None,0,4.0,diamondyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.93,0.514115095139,0.000879049301147,0.418167829514,1,q,815.465399981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,1,61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.41769695282,None,0,1.0,linecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.17,0.51424407959,0.000964879989624,0.41769695282,1,a,818.468920946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,15,2,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384402036667,None,0,1.0,linecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514058828354,0.000876903533936,0.384402036667,1,q,821.472532034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,3,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350682020187,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.513914108276,0.00113415718079,0.350682020187,1,s,824.475697994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,0,64,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350966930389,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.513891935349,0.000933885574341,0.350966930389,1,a,827.478769064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,16,1,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.35089302063,None,0,4.0,diamondyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.89,0.514577865601,0.000900030136108,0.35089302063,1,q,830.482954979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,16,2,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384366989136,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.25,0.513760089874,0.000919103622437,0.384366989136,1,q,833.486371994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,16,3,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367233037949,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.9,0.513714075089,0.000901937484741,0.367233037949,1,q,836.48930788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,17,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367123842239,None,0,1.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.514616966248,0.00088906288147,0.367123842239,1,w,839.492651939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,17,1,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.36717414856,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.514605045319,0.000892162322998,0.36717414856,1,w,842.495976925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,17,2,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367123126984,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514449834824,0.000909805297852,0.367123126984,1,q,845.499213934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,3,71,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384401082993,None,0,1.0,squareblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.514361143112,0.00104904174805,0.384401082993,1,s,848.502361059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417480945587,None,0,4.0,diamondyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.21,0.514846086502,0.00087308883667,0.417480945587,1,w,851.506196976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.333659887314,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.514353990555,0.000899076461792,0.333659887314,1,s,854.50957799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400959968567,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.5139939785,0.000994920730591,0.400959968567,1,s,857.512726068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334084033966,None,0,2.0,triangleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.13,0.514400959015,0.000887870788574,0.334084033966,1,s,860.516238928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350660800934,None,0,2.0,triangleorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.1,0.514362812042,0.000876903533936,0.350660800934,1,q,863.519922972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384614944458,None,0,2.0,invertedtrianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.97,0.513489961624,0.000900983810425,0.384614944458,1,q,866.522871971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384054899216,None,0,1.0,linecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.13,0.514425039291,0.00088095664978,0.384054899216,1,s,869.526332855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384468078613,None,0,4.0,diamondyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.75,0.514250993729,0.00088095664978,0.384468078613,1,s,872.529819012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.451376914978,None,0,2.0,invertedtrianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.5139939785,0.000915050506592,0.451376914978,1,w,875.533155918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367326021194,None,0,2.0,invertedtrianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.86,0.514338970184,0.000880002975464,0.367326021194,1,s,878.536328077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367444038391,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.99,0.514267921448,0.000883817672729,0.367444038391,1,w,881.540166855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350821018219,None,0,2.0,invertedtrianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513927936554,0.000884056091309,0.350821018219,1,s,884.543097019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467716932297,None,0,0.5,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.514574050903,0.00091814994812,0.467716932297,1,a,887.546512842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.35097694397,None,0,0.5,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.514514923096,0.000875949859619,0.35097694397,1,a,890.550482988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_0953,60.1413233,LearningTask,1,80,
