xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,14,3,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.35094499588,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.513708114624,0.000947952270508,0.35094499588,1,w,807.901431084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,0,60,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367797851562,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.514010906219,0.000875949859619,0.367797851562,1,a,810.904687166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,1,61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384304046631,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.84,0.514168024063,0.000890970230103,0.384304046631,1,a,813.907860041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,2,62,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367802143097,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.02,0.514018058777,0.00103402137756,0.367802143097,1,a,816.911301136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,3,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.366942882538,None,0,4.0,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514497041702,0.000874042510986,0.366942882538,1,s,819.914668083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,0,64,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.36733007431,None,0,4.0,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514141798019,0.000880002975464,0.36733007431,1,a,822.917967081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,1,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367760896683,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.514225959778,0.000958919525146,0.367760896683,1,s,825.921677113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,2,66,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.401182174683,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.513961076736,0.00088906288147,0.401182174683,1,a,828.924726009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,16,3,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.433858156204,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.514497041702,0.00087308883667,0.433858156204,1,q,831.928323984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,0,68,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.36785197258,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.51357793808,0.000905990600586,0.36785197258,1,a,834.931442976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,1,69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367660045624,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.514201879501,0.000874996185303,0.367660045624,1,a,837.934934139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,17,2,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.301028013229,None,0,4.0,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.77,0.513903141022,0.000878095626831,0.301028013229,1,q,840.938491106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,17,3,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334362983704,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513576030731,0.00119805335999,0.334362983704,1,q,843.941550016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350997924805,None,0,2.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.06,0.514019966125,0.000874996185303,0.350997924805,1,s,846.944983959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400754928589,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.514133214951,0.000879049301147,0.400754928589,1,s,849.948021173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.33403301239,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.51434803009,0.00094199180603,0.33403301239,1,s,852.951328039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350494861603,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.08,0.514917135239,0.00102996826172,0.350494861603,1,s,855.955279112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351044893265,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.513836145401,0.000883102416992,0.351044893265,1,q,858.958368063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.38453912735,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.514230012894,0.00087308883667,0.38453912735,1,w,861.961544991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384051084518,None,0,2.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.514010906219,0.000931024551392,0.384051084518,1,s,864.964939117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351577997208,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514029026031,0.000948905944824,0.351577997208,1,q,867.968543053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.31788110733,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.514173030853,0.000888109207153,0.31788110733,1,w,870.971876144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.366889953613,None,0,4.0,trianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.12,0.514256000519,0.000910043716431,0.366889953613,1,a,873.975394964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384547948837,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513900995255,0.000871896743774,0.384547948837,1,q,876.978676081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351368904114,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.89,0.514021158218,0.000903129577637,0.351368904114,1,q,879.981959105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367260932922,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.24,0.51384305954,0.000911951065063,0.367260932922,1,a,882.985033035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.351176023483,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514363050461,0.000874042510986,0.351176023483,1,w,885.988350153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.468343019485,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.514219999313,0.000876903533936,0.468343019485,1,a,888.992529154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384251832962,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.513292074203,0.000883102416992,0.384251832962,1,s,891.994940042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384382963181,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.12,0.514487028122,0.000901937484741,0.384382963181,1,s,894.998593092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434384822845,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514225006104,0.000870943069458,0.434384822845,1,s,898.002104998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,2,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367665052414,None,0,4.0,trianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.03,0.513981819153,0.00089693069458,0.367665052414,1,s,901.005203009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,3,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.38387799263,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514551877975,0.000980854034424,0.38387799263,1,s,904.008825064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,0,92,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367589950562,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513915061951,0.000880002975464,0.367589950562,1,a,907.012063026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,1,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384535074234,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.514041900635,0.00088095664978,0.384535074234,1,w,910.015426159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,2,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367375135422,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.513955831528,0.000994920730591,0.367375135422,1,w,913.018577099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,3,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384278059006,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.514415025711,0.000869989395142,0.384278059006,1,a,916.022186995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,24,0,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.45090508461,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.514127016068,0.000882863998413,0.45090508461,1,q,919.025114059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,1,97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.451646089554,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.06,0.514019012451,0.000937938690186,0.451646089554,1,s,922.02837801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,2,98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384266853333,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.95,0.514032840729,0.000967979431152,0.384266853333,1,s,925.032337189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,3,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434317111969,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.12,0.514088153839,0.000880002975464,0.434317111969,1,w,928.03570199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.6000919342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.517916917801,None,0,4.0,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.509978055954,0.000930070877075,0.517916917801,1,a,935.177313089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.50089097023,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.513635873795,0.000874996185303,0.50089097023,1,q,938.180144072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.55086684227,None,0,4.0,trianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.09,0.514250040054,0.000974893569946,0.55086684227,1,w,941.18372798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434391021729,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.513845920563,0.000936985015869,0.434391021729,1,w,944.186915159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,1,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.434208869934,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.04,0.514187812805,0.000885963439941,0.434208869934,1,q,947.190153122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467762947083,None,0,4.0,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514305114746,0.00095009803772,0.467762947083,1,a,950.193462133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400640010834,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.08,0.51459312439,0.000919103622437,0.400640010834,1,q,953.197065115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400739908218,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.514053821564,0.00088095664978,0.400739908218,1,s,956.200196028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,2,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384306907654,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.514014005661,0.00101685523987,0.384306907654,1,w,959.203341007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334084033966,None,0,4.0,trianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.07,0.514603853226,0.000874996185303,0.334084033966,1,s,962.207059145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,2,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334776878357,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.97,0.513849973679,0.00117206573486,0.334776878357,1,q,965.210345984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,3,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417163848877,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.513786792755,0.000952959060669,0.417163848877,1,a,968.213746071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417823076248,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514193058014,0.000877141952515,0.417823076248,1,s,971.21700716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,3,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.451071977615,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.514091014862,0.000900983810425,0.451071977615,1,q,974.22063899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,3,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384327888489,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.98,0.513610839844,0.000888824462891,0.384327888489,1,q,977.223651171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
