xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],9,50.696835041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.634584903717,None,0,1.0,circleblue.gif,go,0.89,0.506649017334,0.0368249416351,0.634584903717,1,w,78.9202749729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.484491109848,None,0,4.0,diamondwhite.gif,go,3.98,0.514428853989,0.0461189746857,0.484491109848,1,q,81.9230430126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.568146944046,None,0,1.0,circleblue.gif,go,1.05,0.515196084976,0.00105404853821,0.568146944046,1,s,84.9263920784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.43479514122,None,0,4.0,diamondwhite.gif,go,4.19,0.515324831009,0.000898838043213,0.43479514122,1,q,87.9299881458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.434037923813,None,0,4.0,trianglegray.gif,stop,0,0.51518201828,0.0379149913788,0.434037923813,1,q,90.9331829548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.450689077377,None,0,1.0,circleblue.gif,go,0.88,0.515434026718,0.000967025756836,0.450689077377,1,a,93.936715126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.467793941498,None,0,0.5,crosscyan.gif,stop,0.3,0.515012979507,0.00130081176758,0.467793941498,1,w,96.9399039745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484796047211,None,0,1.0,circleblue.gif,go,0.97,0.514748811722,0.000943899154663,0.484796047211,1,a,99.9431359768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.467715024948,None,0,2.0,lineyellow.gif,go,1.81,0.515297889709,0.00129890441895,0.467715024948,1,s,102.946614027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384192943573,None,0,4.0,diamondwhite.gif,go,3.82,0.514970064163,0.000899076461792,0.384192943573,1,w,105.950291157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.981207132,go,circleblue.gif,go,1.0,z,1,0.467643976212,None,0,0.00129199028015,0.510149002075,161.97914505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.979673147,go,diamondwhite.gif,go,4.0,m,1,0.367854833603,None,0,0.0012800693512,0.515320062637,164.982273102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.982751131,go,lineyellow.gif,go,2.0,z,1,0.384128093719,None,0,0.000994920730591,0.51578783989,167.985839128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.986202955,stop,crosscyan.gif,stop,0.5,z,1,0.400837898254,None,0,0.000946044921875,0.515646219254,170.989422083,0.766368150711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.989835024,go,diamondwhite.gif,go,4.0,z,1,0.500936985016,None,0,0.00108695030212,0.515423059464,173.992331028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.992738008,go,squaremagenta.gif,go,0.5,m,1,0.483632087708,None,0,0.0371270179749,0.515793800354,176.99554801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.995911121,stop,hexagonorange.gif,stop,2.0,None,0,,None,0,0.0013279914856,0.516115903854,179.9990201,0.766459941864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.999494076,stop,hexagonorange.gif,stop,2.0,m,1,0.467957019806,None,0,0.0010130405426,0.51571393013,183.002427101,0.766098976135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.002789974,stop,crosscyan.gif,stop,0.5,m,1,0.451112985611,None,0,0.000952005386353,0.515777826309,186.005848169,0.765922784805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.00625205,go,squaremagenta.gif,go,0.5,m,1,0.484498023987,None,0,0.00100612640381,0.515669107437,189.009134054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,114.706843853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13.56554389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.467714071274,None,0,2.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.86,0.507708072662,0.000886201858521,0.467714071274,1,s,320.42404604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434271097183,None,0,4.0,trianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.513585090637,0.000890016555786,0.434271097183,1,a,323.426687002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384308099747,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514086961746,0.00103497505188,0.384308099747,1,s,326.430238962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367574930191,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.514168977737,0.0013120174408,0.367574930191,1,w,329.433241129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.43460893631,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.514535903931,0.000910043716431,0.43460893631,1,w,332.436486006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400892972946,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514377117157,0.000961065292358,0.400892972946,1,s,335.439992189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384673833847,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.514330863953,0.000897884368896,0.384673833847,1,s,338.443339109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.333863019943,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.514752864838,0.000942945480347,0.333863019943,1,s,341.446952105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.433945178986,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.514236927032,0.000977039337158,0.433945178986,1,s,344.450239182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367626905441,None,0,4.0,trianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.97,0.514140129089,0.000895977020264,0.367626905441,1,a,347.453368187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400782108307,None,0,4.0,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.89,0.514542102814,0.000914096832275,0.400782108307,1,a,350.456986189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.3673350811,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513932228088,0.000901222229004,0.3673350811,1,s,353.460294008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350796937943,None,0,2.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.22,0.514112949371,0.000892877578735,0.350796937943,1,a,356.463554144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417722940445,None,0,4.0,trianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.01,0.514187097549,0.000910997390747,0.417722940445,1,q,359.467291117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350888967514,None,0,4.0,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513499975204,0.000913858413696,0.350888967514,1,q,362.470288992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384074926376,None,0,4.0,trianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.78,0.51443696022,0.000901937484741,0.384074926376,1,a,365.473591089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.383903980255,None,0,4.0,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.04,0.514616966248,0.00109386444092,0.383903980255,1,s,368.477234125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434695959091,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.513300180435,0.000895977020264,0.434695959091,1,a,371.480355024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384369850159,None,0,2.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514279127121,0.00102710723877,0.384369850159,1,a,374.484008074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.401053905487,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.513818025589,0.000901937484741,0.401053905487,1,a,377.487102032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.45072889328,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.21,0.514475822449,0.000897884368896,0.45072889328,1,q,380.490369081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384010076523,None,0,1.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.514189958572,0.000964879989624,0.384010076523,1,s,383.493843079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367209911346,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.16,0.514401912689,0.000895023345947,0.367209911346,1,s,386.496999025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.433954000473,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.514595985413,0.000894069671631,0.433954000473,1,q,389.500746965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.451259851456,None,0,4.0,trianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.1,0.513447999954,0.000944137573242,0.451259851456,1,a,392.504117012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401189088821,None,0,2.0,lineyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.16,0.513877868652,0.000888824462891,0.401189088821,1,s,395.507152081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384361028671,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.51432299614,0.000885009765625,0.384361028671,1,a,398.510287046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.383841991425,None,0,4.0,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.01,0.514542102814,0.000928163528442,0.383841991425,1,a,401.514109135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.434086799622,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.87,0.514189004898,0.000914096832275,0.434086799622,1,q,404.517208099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400902986526,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514185905457,0.000887870788574,0.400902986526,1,q,407.520774126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434221982956,None,0,4.0,trianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513993024826,0.000904083251953,0.434221982956,1,s,410.523877144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350378036499,None,0,0.5,squaremagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.514376163483,0.000906944274902,0.350378036499,1,w,413.527235985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.4341609478,None,0,4.0,trianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.98,0.514460086823,0.000996112823486,0.4341609478,1,q,416.530934095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.368156909943,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.514029026031,0.000909090042114,0.368156909943,1,w,419.534022093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400993824005,None,0,2.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.79,0.514314889908,0.0010449886322,0.400993824005,1,a,422.537433147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367661952972,None,0,0.5,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.514088869095,0.000936985015869,0.367661952972,1,s,425.540683031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_25_1004,59.9351535495,LearningTask,1,20,
