xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],9,45.5272879601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.634450912476,None,0,1.0,crossblue.gif,go,1.19,0.508907079697,0.0165820121765,0.634450912476,1,s,85.5009899139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,a,-200,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.401067972183,None,0,2.0,circlecyan.gif,go,0,0.514940977097,0.00135087966919,0.401067972183,1,a,88.5041348934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,a,-200,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400760889053,None,0,1.0,crossblue.gif,go,0,0.515196084976,0.000915050506592,0.400760889053,1,a,91.507322073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,w,200,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.517951965332,None,0,0.5,diamondwhite.gif,go,0,0.515114068985,0.00142002105713,0.517951965332,1,w,94.5109479427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,w,200,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.46785902977,None,0,4.0,lineorange.gif,go,4.12,0.515146970749,0.00131583213806,0.46785902977,1,w,97.514122963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484185934067,None,0,1.0,trianglegreen.gif,stop,1.18,0.515204191208,0.0012891292572,0.484185934067,1,s,100.517373085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,q,200,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400867938995,None,0,2.0,invertedtriangleyellow.gif,stop,1.95,0.5151450634,0.00184202194214,0.400867938995,1,q,103.520752907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,w,200,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417367935181,None,0,4.0,lineorange.gif,go,3.76,0.515306949615,0.000897884368896,0.417367935181,1,w,106.524252892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,q,200,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417705059052,None,0,0.5,hexagongray.gif,stop,0.31,0.515153884888,0.00130796432495,0.417705059052,1,q,109.527635098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,q,200,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417237997055,None,0,2.0,invertedtriangleyellow.gif,stop,1.98,0.51535320282,0.000970125198364,0.417237997055,1,q,112.531053066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
,,,m,0,200,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.752227068,stop,hexagongray.gif,stop,0.5,m,1,0.501021146774,None,0,0.00139689445496,0.506298065186,0.756507873535,185.746885061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
,,,z,0,-200,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.747278929,stop,squaremagenta.gif,stop,4.0,z,1,0.334286928177,None,0,0.00139284133911,0.514993906021,0.76539683342,188.749483109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
,,,z,0,-200,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.749841928,go,crossblue.gif,go,1.0,z,1,0.417741060257,None,0,0.000933885574341,0.516052007675,,191.753113985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
,,,m,0,200,,,,,,,,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.753551006,go,crossblue.gif,go,1.0,m,1,0.434401035309,None,0,0.000940084457397,0.515702009201,,194.756412029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
,,,z,0,-200,,,,,,,,,,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.756771088,stop,squaremagenta.gif,stop,4.0,None,0,,None,0,0.00122499465942,0.515765190125,0.766216993332,197.759929895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
,,,z,0,-200,,,,,,,,,,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.760335922,go,lineorange.gif,go,4.0,z,1,0.617627859116,None,0,0.000944137573242,0.515679121017,,200.763339996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
,,,z,0,-200,,,,,,,,,,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.763704062,stop,hexagongray.gif,stop,0.5,None,0,,None,0,0.000954151153564,0.516036987305,0.76602101326,203.7663939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
,,,m,0,200,,,,,,,,,,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.766834021,stop,hexagongray.gif,stop,0.5,None,0,,None,0,0.00103092193604,0.515980005264,0.766331911087,206.769996881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
,,,m,0,200,,,,,,,,,,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.770359039,stop,squaremagenta.gif,stop,4.0,None,0,,None,0,0.000964879989624,0.51580786705,0.766130924225,209.773364067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
,,,m,0,200,,,,,,,,,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.773725033,go,circlecyan.gif,go,2.0,m,1,0.417168855667,None,0,0.000946998596191,0.516010046005,,212.776802063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,46.4942831993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5.22280192375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367709875107,None,0,2.0,invertedtriangleyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.08,0.504762172699,0.000975131988525,0.367709875107,1,s,267.672889948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.333705186844,None,0,2.0,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.08,0.514220952988,0.000943899154663,0.333705186844,1,a,270.67641902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.351142168045,None,0,0.5,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.513719081879,0.000906229019165,0.351142168045,1,s,273.679269075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.334733009338,None,0,2.0,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.514284133911,0.000935077667236,0.334733009338,1,a,276.682401896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.351000070572,None,0,0.5,hexagongray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.514494895935,0.00105285644531,0.351000070572,1,w,279.686172009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350486040115,None,0,0.5,hexagongray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.514437913895,0.000910997390747,0.350486040115,1,a,282.689387083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384339094162,None,0,2.0,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.08,0.514363050461,0.0011990070343,0.384339094162,1,w,285.692822933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417349100113,None,0,0.5,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.514235019684,0.000885963439941,0.417349100113,1,a,288.695851088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.451349973679,None,0,2.0,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.514459133148,0.00091814994812,0.451349973679,1,w,291.699374914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.450998067856,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.83,0.514182806015,0.000947952270508,0.450998067856,1,q,294.702835083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350857019424,None,0,2.0,invertedtriangleyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.01,0.514396905899,0.000890016555786,0.350857019424,1,q,297.706413031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350924015045,None,0,1.0,crossblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.514281988144,0.000899076461792,0.350924015045,1,w,300.709536076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350924015045,None,0,4.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.94,0.514074087143,0.000931024551392,0.350924015045,1,q,303.712956905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.401079177856,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.514386892319,0.00088906288147,0.401079177856,1,a,306.716178894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384656906128,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.98,0.514531135559,0.000895023345947,0.384656906128,1,a,309.720179081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350938796997,None,0,2.0,invertedtriangleyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.01,0.513738155365,0.00102400779724,0.350938796997,1,w,312.723184109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.401215076447,None,0,0.5,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.514276027679,0.000886917114258,0.401215076447,1,q,315.72646904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400503158569,None,0,0.5,hexagongray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.514579057693,0.000945091247559,0.400503158569,1,a,318.730170965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.467742919922,None,0,1.0,trianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.513978004456,0.000891923904419,0.467742919922,1,s,321.733412027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367938995361,None,0,1.0,crossblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.51401591301,0.000967979431152,0.367938995361,1,s,324.736393929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401287078857,None,0,1.0,trianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.13,0.514393091202,0.000939130783081,0.401287078857,1,s,327.739983082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367730855942,None,0,2.0,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514231920242,0.000900030136108,0.367730855942,1,q,330.743192911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367385864258,None,0,4.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514271020889,0.000949859619141,0.367385864258,1,s,333.74665308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400547981262,None,0,0.5,hexagongray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.51445889473,0.000898838043213,0.400547981262,1,s,336.750102997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334259033203,None,0,0.5,hexagongray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.514377832413,0.00090479850769,0.334259033203,1,s,339.753629923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.317838907242,None,0,1.0,trianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.513642072678,0.000936985015869,0.317838907242,1,a,342.756862879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384093046188,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.13,0.513976097107,0.000885009765625,0.384093046188,1,s,345.760117054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.38441991806,None,0,1.0,crossblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.51446890831,0.000895977020264,0.38441991806,1,w,348.76354599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384191036224,None,0,0.5,diamondwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.513957977295,0.000929832458496,0.384191036224,1,w,351.766887903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350908041,None,0,4.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.89,0.514351844788,0.00111198425293,0.350908041,1,s,354.770303965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.351190090179,None,0,2.0,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.77,0.514309883118,0.00089693069458,0.351190090179,1,s,357.774117947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400923013687,None,0,1.0,trianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513827085495,0.000901937484741,0.400923013687,1,q,360.77707696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401319026947,None,0,2.0,invertedtriangleyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.88,0.514271020889,0.000897169113159,0.401319026947,1,s,363.780391932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384067058563,None,0,2.0,invertedtriangleyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.22,0.514281988144,0.000927925109863,0.384067058563,1,s,366.783847094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367478847504,None,0,1.0,trianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.514372110367,0.000903129577637,0.367478847504,1,a,369.787029982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.484163045883,None,0,0.5,hexagongray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.514528989792,0.00104284286499,0.484163045883,1,q,372.790678024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1125,59.9516876449,LearningTask,1,63,
