xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],9,78.1156201363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1004,59.7029304128,LearningTask,1,55,
200,s,-200,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.718077898026,None,0,0.5,trianglemagenta.gif,go,0.37,0.500169038773,0.0173079967499,0.718077898026,1,s,92.3617539406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1004,59.7029304128,LearningTask,1,55,
200,w,200,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.36748290062,None,0,0.5,diamondblue.gif,stop,0.67,0.51510310173,0.0440800189972,0.36748290062,1,w,95.3651478291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1004,59.7029304128,LearningTask,1,55,
-200,a,-200,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434226036072,None,0,2.0,squaregray.gif,stop,0,0.514620065689,0.0446660518646,0.434226036072,1,a,98.3685588837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1004,59.7029304128,LearningTask,1,55,
-200,a,-200,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.46773481369,None,0,4.0,linecyan.gif,go,0,0.514469146729,0.0221149921417,0.46773481369,1,a,101.371257782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1004,59.7029304128,LearningTask,1,55,
200,w,200,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.485095977783,None,0,4.0,hexagonwhite.gif,stop,4.08,0.515114068985,0.0415799617767,0.485095977783,1,w,104.374832869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1004,59.7029304128,LearningTask,1,55,
-200,q,200,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384427070618,None,0,4.0,hexagonwhite.gif,stop,3.87,0.51492190361,0.000897884368896,0.384427070618,1,q,107.378146887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1004,59.7029304128,LearningTask,1,55,
200,s,-200,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.333741903305,None,0,2.0,invertedtriangleorange.gif,go,2.23,0.51557803154,0.0122539997101,0.333741903305,1,s,110.381582975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1004,59.7029304128,LearningTask,1,55,
200,w,200,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.38406586647,None,0,2.0,squaregray.gif,stop,2.19,0.514957904816,0.000927925109863,0.38406586647,1,w,113.385146856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1004,59.7029304128,LearningTask,1,55,
-200,q,200,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351015090942,None,0,0.5,trianglemagenta.gif,go,0.67,0.514724969864,0.000958919525146,0.351015090942,1,q,116.388089895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1004,59.7029304128,LearningTask,1,55,
-200,q,200,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334236860275,None,0,2.0,squaregray.gif,stop,0,0.515160799026,0.00113892555237,0.334236860275,1,q,119.391418934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1004,59.7029304128,LearningTask,1,55,
