xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],9,58.6020948887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.617772817612,None,0,2.0,squaremagenta.gif,stop,0,0.500752925873,0.0194299221039,0.617772817612,1,w,128.589436054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.500532150269,None,0,2.0,squaremagenta.gif,stop,1.93,0.514853954315,0.000895977020264,0.500532150269,1,w,131.592612982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467746973038,None,0,2.0,circleyellow.gif,go,2.08,0.515094041824,0.0170509815216,0.467746973038,1,q,134.595916986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.501441955566,None,0,0.5,invertedtriangleblue.gif,go,0.62,0.515486955643,0.00993895530701,0.501441955566,1,s,137.599279881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.517848014832,None,0,1.0,crossgreen.gif,go,1.02,0.515009880066,0.022449016571,0.517848014832,1,s,140.603102922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367735862732,None,0,0.5,invertedtriangleblue.gif,go,0,0.514495134354,0.000924110412598,0.367735862732,1,a,143.606050968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417499065399,None,0,1.0,hexagoncyan.gif,stop,0.94,0.515202045441,0.0349450111389,0.417499065399,1,q,146.609487057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.401443958282,None,0,2.0,squaremagenta.gif,stop,1.88,0.515000104904,0.0010449886322,0.401443958282,1,w,149.612663031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417685031891,None,0,0.5,invertedtriangleblue.gif,go,0,0.515094995499,0.00101017951965,0.417685031891,1,a,152.616396904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400632858276,None,0,4.0,diamondgray.gif,stop,4.1,0.515102148056,0.0602469444275,0.400632858276,1,q,155.619561911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.318558931,stop,diamondgray.gif,stop,4.0,m,1,0.534753084183,None,0,0.00165700912476,0.50644493103,0.757040977478,209.312933922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.313334942,go,lineorange.gif,go,4.0,z,1,0.634423017502,None,0,0.0786430835724,0.515855073929,,212.316606045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.316969872,stop,diamondgray.gif,stop,4.0,None,0,,None,0,0.00125193595886,0.515595912933,0.765657901764,215.319911957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.320270061,go,circleyellow.gif,go,2.0,m,1,0.417628765106,None,0,0.00131297111511,0.516170024872,,218.323559046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.323930979,go,lineorange.gif,go,4.0,z,1,0.601101875305,None,0,0.00109195709229,0.515106916428,,221.326495886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.326858044,go,invertedtriangleblue.gif,go,0.5,m,1,0.534148216248,None,0,0.0013108253479,0.516015052795,,224.329908848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.330271959,stop,hexagoncyan.gif,stop,1.0,m,1,0.434353113174,None,0,0.00138401985168,0.515774965286,0.76601600647,227.33355093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.33397603,go,invertedtriangleblue.gif,go,0.5,z,1,0.534409046173,None,0,0.00103306770325,0.515373945236,,230.336703062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,z,0,-200,,,,,,,,,,4,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.337065935,go,lineorange.gif,go,4.0,z,1,0.483954906464,None,0,0.000946998596191,0.515977144241,,233.339804888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,m,0,200,,,,,,,,,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.340177059,stop,trianglewhite.gif,stop,0.5,m,1,0.384641885757,None,0,0.0238308906555,0.515759944916,0.750211000443,236.343564987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.42765498161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,100.32971096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484175920486,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.504989147186,0.000893115997314,0.484175920486,1,s,343.2816329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.450904130936,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.22,0.513658046722,0.00127601623535,0.450904130936,1,a,346.284708977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401298999786,None,0,0.5,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.514183998108,0.000915050506592,0.401298999786,1,s,349.287832022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467945098877,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.514307975769,0.000895023345947,0.467945098877,1,a,352.29161787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350665092468,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.08,0.514028072357,0.000942945480347,0.350665092468,1,q,355.294698954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.484213113785,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.09,0.514404058456,0.000898122787476,0.484213113785,1,w,358.298060894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334568977356,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.514261960983,0.00092887878418,0.334568977356,1,s,361.301444054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350540876389,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.514064788818,0.000902891159058,0.350540876389,1,q,364.304760933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.334004163742,None,0,1.0,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.22,0.514453887939,0.00128698348999,0.334004163742,1,a,367.308475971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384493112564,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.79,0.513593196869,0.000921010971069,0.384493112564,1,a,370.311790943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.38442492485,None,0,1.0,hexagoncyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.51411819458,0.000888109207153,0.38442492485,1,s,373.314935923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384112119675,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.91,0.514389038086,0.000998020172119,0.384112119675,1,w,376.318214893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334137916565,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.21,0.514422893524,0.000890970230103,0.334137916565,1,q,379.32170105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.351161956787,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514230012894,0.00118517875671,0.351161956787,1,s,382.325026035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350912094116,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514338970184,0.00100708007812,0.350912094116,1,w,385.32878089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367249011993,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.81,0.514215946198,0.000890970230103,0.367249011993,1,w,388.331806898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367567062378,None,0,1.0,crossgreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.514409065247,0.000922918319702,0.367567062378,1,w,391.335053921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434576034546,None,0,1.0,hexagoncyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.514087915421,0.000924825668335,0.434576034546,1,s,394.338654041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.418174028397,None,0,1.0,hexagoncyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.514347791672,0.000897884368896,0.418174028397,1,a,397.342005014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400542974472,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.83,0.51458978653,0.000960826873779,0.400542974472,1,q,400.345479965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350771188736,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.91,0.514093875885,0.00125002861023,0.350771188736,1,s,403.348796844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401515960693,None,0,0.5,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514069795609,0.000967025756836,0.401515960693,1,s,406.351992846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334362983704,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.22,0.514323949814,0.000947952270508,0.334362983704,1,s,409.355815887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367694139481,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514019966125,0.00090503692627,0.367694139481,1,s,412.35876894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417247056961,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.03,0.514544963837,0.000885009765625,0.417247056961,1,w,415.362119913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.38377904892,None,0,1.0,hexagoncyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.514523029327,0.000890016555786,0.38377904892,1,w,418.365567923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384351968765,None,0,2.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.514225006104,0.000899076461792,0.384351968765,1,w,421.368974924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.383934020996,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514317989349,0.00104808807373,0.383934020996,1,w,424.372876883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.38431596756,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.513714075089,0.00089693069458,0.38431596756,1,a,427.375803947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350589036942,None,0,1.0,hexagoncyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.22,0.514513015747,0.000893115997314,0.350589036942,1,s,430.379006863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317401170731,None,0,0.5,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.51437497139,0.00104093551636,0.317401170731,1,q,433.38261199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.317494869232,None,0,4.0,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.94,0.514096975327,0.000908851623535,0.317494869232,1,s,436.385808945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417604923248,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514340162277,0.000910043716431,0.417604923248,1,q,439.389014006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384021043777,None,0,1.0,hexagoncyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.514716148376,0.00092601776123,0.384021043777,1,w,442.392617941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.451039075851,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.76,0.51444196701,0.000907897949219,0.451039075851,1,a,445.395959854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367812156677,None,0,0.5,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514200210571,0.000959157943726,0.367812156677,1,s,448.399466038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1410,59.8777406285,LearningTask,1,82,
