xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,beginningSSD,key_resp_9.rt,EndingSSD,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,9,2,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384038925171,None,0,1.0,squarewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.512964963913,0.000897884368896,0.384038925171,1,s,774.420252085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,9,3,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334056854248,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.79,0.514287948608,0.000891923904419,0.334056854248,1,w,777.423727036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,10,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367562055588,None,0,0.5,triangleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.514401197433,0.000899076461792,0.367562055588,1,w,780.427752018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,10,1,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484260082245,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513253927231,0.000921964645386,0.484260082245,1,a,783.43069315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,10,2,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384649991989,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.514085054398,0.000892162322998,0.384649991989,1,w,786.433794975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,10,3,43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417884111404,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.05,0.514522075653,0.000900983810425,0.417884111404,1,s,789.437308073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,11,0,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434344053268,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.513944149017,0.000935077667236,0.434344053268,1,s,792.440675974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,11,1,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.501043796539,None,0,1.0,squarewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.51421713829,0.000890970230103,0.501043796539,1,a,795.443798065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,11,2,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.534384012222,None,0,0.5,triangleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.514569997787,0.000968933105469,0.534384012222,1,q,798.447187185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,11,3,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467627048492,None,0,4.0,lineorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.83,0.514664888382,0.000899076461792,0.467627048492,1,q,801.450628042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,0,48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484791040421,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.514166116714,0.0010621547699,0.484791040421,1,a,804.454265118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,1,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400990009308,None,0,0.5,triangleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.513852119446,0.00125217437744,0.400990009308,1,s,807.458316088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,2,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384410858154,None,0,1.0,squarewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.513471126556,0.000893115997314,0.384410858154,1,s,810.460880041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,12,3,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367899894714,None,0,4.0,lineorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.92,0.513793945312,0.000936031341553,0.367899894714,1,w,813.464223146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,0,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434195995331,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.514327049255,0.000903129577637,0.434195995331,1,s,816.467538118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,13,1,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.435033798218,None,0,2.0,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513849020004,0.000893115997314,0.435033798218,1,w,819.471160173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,13,2,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367516040802,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.12,0.513852119446,0.000909090042114,0.367516040802,1,w,822.474775076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,13,3,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417484045029,None,0,2.0,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.89,0.513913869858,0.000897884368896,0.417484045029,1,q,825.477787971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,0,56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.4846971035,None,0,0.5,triangleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.514226913452,0.000895023345947,0.4846971035,1,a,828.481441975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,1,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417861938477,None,0,4.0,lineorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.17,0.513911962509,0.000905990600586,0.417861938477,1,s,831.484909058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,14,2,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.450971126556,None,0,4.0,lineorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513823986053,0.000993013381958,0.450971126556,1,w,834.488085985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,3,59,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.48441696167,None,0,4.0,lineorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.01,0.513987064362,0.00110411643982,0.48441696167,1,a,837.491132021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,15,0,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.451086997986,None,0,0.5,triangleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.514186859131,0.000890970230103,0.451086997986,1,q,840.494673967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,1,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434676885605,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.76,0.514122962952,0.00101208686829,0.434676885605,1,s,843.498028994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,2,62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367383956909,None,0,2.0,circlegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514183998108,0.000949144363403,0.367383956909,1,s,846.501698971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,3,63,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367654800415,None,0,2.0,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.88,0.513870954514,0.000890016555786,0.367654800415,1,a,849.504697084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,0,64,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400780916214,None,0,1.0,squarewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.22,0.514242887497,0.000954866409302,0.400780916214,1,a,852.508493185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,16,1,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334571123123,None,0,2.0,circlegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.51323390007,0.00132179260254,0.334571123123,1,w,855.511684179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,16,2,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.40057516098,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.13,0.514281988144,0.000901937484741,0.40057516098,1,q,858.514796019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,3,67,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.368065834045,None,0,1.0,squarewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.514009952545,0.00102305412292,0.368065834045,1,s,861.518274069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,17,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350880146027,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.514164924622,0.000895977020264,0.350880146027,1,w,864.521521091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,1,69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434359073639,None,0,2.0,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.1,0.514369010925,0.000895023345947,0.434359073639,1,a,867.525817156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,17,2,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.401044130325,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.89,0.513247013092,0.000924110412598,0.401044130325,1,q,870.528567076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,3,71,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367188930511,None,0,0.5,triangleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513924121857,0.00101399421692,0.367840051651,0,w,873.531742096,0.57,0.515762090683,0.000964164733887,0.367188930511,1,s,876.535700083,,,0.694998025894,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.501219034195,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513128995895,0.000914096832275,0.501219034195,1,w,879.538638115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350610017776,None,0,0.5,triangleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.514164924622,0.000903129577637,0.350610017776,1,s,882.54173398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.734897851944,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.514422893524,0.000962018966675,0.734897851944,1,a,885.545627117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.400844812393,None,0,1.0,squarewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.513883829117,0.000891923904419,0.400844812393,1,w,888.548747063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.651350021362,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.91,0.514153957367,0.00120401382446,0.651350021362,1,q,891.551985979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467657804489,None,0,2.0,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.86,0.514204978943,0.000944852828979,0.467657804489,1,q,894.555418015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.56822013855,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.51410984993,0.000972986221313,0.56822013855,1,a,897.558897972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417695999146,None,0,2.0,circlegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.92,0.513946771622,0.000937938690186,0.417695999146,1,w,900.561886072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.38440489769,None,0,2.0,circlegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.09,0.514438152313,0.00090503692627,0.38440489769,1,w,903.565621138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350606918335,None,0,2.0,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514240980148,0.000898838043213,0.350606918335,1,s,906.568953037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.450737953186,None,0,4.0,lineorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.514310121536,0.000898122787476,0.450737953186,1,s,909.572367191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.433810949326,None,0,0.5,triangleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.514100074768,0.00102400779724,0.433810949326,1,q,912.575648069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467974901199,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.514271020889,0.000895977020264,0.467974901199,1,a,915.579568148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400655984879,None,0,2.0,circlegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.51368689537,0.000924110412598,0.400655984879,1,s,918.582467079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.400696992874,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.514224052429,0.000909090042114,0.400696992874,1,w,921.585828066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.400732040405,None,0,1.0,squarewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.514345884323,0.000916004180908,0.400732040405,1,w,924.589184999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.41753077507,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.514026880264,0.000937938690186,0.41753077507,1,w,927.592761993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.48432803154,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514023065567,0.000962972640991,0.48432803154,1,a,930.595786095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,2,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417456865311,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.05,0.514314889908,0.000956773757935,0.417456865311,1,a,933.599493027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,3,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367604970932,None,0,4.0,lineorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.12,0.513885974884,0.00105094909668,0.367604970932,1,s,936.602996111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417713165283,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.82,0.513711929321,0.000963926315308,0.417713165283,1,w,939.605992079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,23,1,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.484384059906,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.514039039612,0.00091814994812,0.484384059906,1,q,942.609475136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,2,94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350882053375,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.514235019684,0.00089693069458,0.350882053375,1,s,945.612714052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
