xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,beginningSSD,key_resp_9.rt,EndingSSD,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,15,3,63,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484071016312,None,0,4.0,lineorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.04,0.514469146729,0.000895977020264,0.484071016312,1,a,1483.55100012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,16,0,64,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417493104935,None,0,2.0,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.01,0.514209985733,0.000898838043213,0.417493104935,1,a,1486.55498219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,16,1,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.4009308815,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.51359295845,0.000905990600586,0.4009308815,1,s,1489.55784416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,16,2,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350956916809,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.85,0.513878107071,0.00113201141357,0.350956916809,1,s,1492.56161714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,16,3,67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367771148682,None,0,2.0,circlegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.92,0.513918876648,0.000897884368896,0.367771148682,1,a,1495.56468797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,17,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.551214933395,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.22,0.514172077179,0.000904083251953,0.551214933395,1,w,1498.56783605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,17,1,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400967121124,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.51428604126,0.000991821289062,0.400967121124,1,q,1501.57159114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,17,2,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.43391084671,None,0,4.0,lineorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514191150665,0.000935077667236,0.43391084671,1,w,1504.57473397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,17,3,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.434803009033,None,0,2.0,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.99,0.514209032059,0.000895977020264,0.434803009033,1,q,1507.57779598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,18,0,72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367771863937,None,0,1.0,squarewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.514600992203,0.00114893913269,0.367771863937,1,s,1510.581424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,18,1,73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.3345079422,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.514357089996,0.000929117202759,0.3345079422,1,s,1513.58481812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,18,2,74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400581121445,None,0,2.0,circlegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.77,0.514243841171,0.000895977020264,0.400581121445,1,s,1516.58867002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,18,3,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.351058006287,None,0,2.0,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.513314962387,0.00091290473938,0.351058006287,1,w,1519.59168005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,19,0,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.450919151306,None,0,4.0,lineorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.87,0.514031887054,0.000890970230103,0.450919151306,1,q,1522.59509706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,19,1,77,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384010791779,None,0,2.0,circlegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514188051224,0.000898838043213,0.384010791779,1,s,1525.59889603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,19,2,78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384195804596,None,0,0.5,triangleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.513729810715,0.000921964645386,0.384195804596,1,s,1528.60174608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,19,3,79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.351034164429,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.51435303688,0.000921964645386,0.351034164429,1,s,1531.60492611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,20,0,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467899084091,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.514413118362,0.000890970230103,0.467899084091,1,q,1534.60867906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,20,1,81,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400790929794,None,0,0.5,triangleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.514087200165,0.000900983810425,0.400790929794,1,a,1537.61147904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,20,2,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.450975894928,None,0,2.0,circlegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.514632940292,0.000946044921875,0.450975894928,1,w,1540.61508799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,20,3,83,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400932073593,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.93,0.514211893082,0.000948905944824,0.400932073593,1,a,1543.61873412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,21,0,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.517971992493,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.51403093338,0.000890016555786,0.517971992493,1,q,1546.62206507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,21,1,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.368152141571,None,0,2.0,circlegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.513864040375,0.00100612640381,0.368152141571,1,s,1549.62531614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,21,2,86,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367430925369,None,0,2.0,circlegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.51441693306,0.000892877578735,0.367430925369,1,s,1552.62866306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,21,3,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.36780500412,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.514395952225,0.000894069671631,0.36780500412,1,q,1555.63207197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,22,0,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351408958435,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.09,0.513906002045,0.00093412399292,0.351408958435,1,q,1558.63548112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,22,1,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.400882005692,None,0,2.0,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.22,0.514238119125,0.000895977020264,0.400882005692,1,w,1561.63892698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,22,2,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.45126414299,None,0,4.0,lineorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514065027237,0.000921010971069,0.45126414299,1,w,1564.64279509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,22,3,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384525060654,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.513360977173,0.000916957855225,0.384525060654,1,s,1567.64561915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,23,0,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384037017822,None,0,4.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.79,0.514417171478,0.000895023345947,0.384037017822,1,q,1570.64894819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,23,1,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.400857925415,None,0,0.5,triangleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.514243841171,0.000890970230103,0.400857925415,1,w,1573.65284896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,23,2,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417676925659,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.513510942459,0.000885963439941,0.417676925659,1,w,1576.65581203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,23,3,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.467464208603,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514451980591,0.000967979431152,0.467464208603,1,s,1579.65905404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,24,0,96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484486103058,None,0,0.5,crossyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.514401912689,0.00119209289551,0.484486103058,1,a,1582.66274905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,24,1,97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350654125214,None,0,1.0,diamondgray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.513890028,0.000895023345947,0.350654125214,1,s,1585.66585517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,24,2,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367702960968,None,0,2.0,circlegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.15,0.514231920242,0.000963926315308,0.367702960968,1,q,1588.66974711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,24,3,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.36731505394,None,0,2.0,invertedtrianglecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513721227646,0.00102806091309,0.36731505394,1,w,1591.67298317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11.9731779099,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.35971117,go,diamondgray.gif,go,1.0,None,0,,z,1,0.00095796585083,0.508430957794,1622.35697103,,,,,,,,,,,,,,,,,,,,,-1,0.0328850746155,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622.35746503,go,hexagonmagenta.gif,go,4.0,m,1,0.734395027161,None,0,0.000947952270508,0.514889955521,1625.35997319,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.36044097,stop,squarewhite.gif,stop,1.0,None,0,,None,0,0.00100517272949,0.51497220993,1628.36321616,0.765823125839,,,,,,,,,,,,,,,,,,,,0.25,,0.3,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.36367702,go,diamondgray.gif,go,1.0,z,1,0.784790039062,None,0,0.000946044921875,0.515275001526,1631.36702609,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.36749196,go,circlegreen.gif,go,2.0,m,1,0.767685890198,None,0,0.000951051712036,0.51487994194,1634.37038898,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.37101698,go,invertedtrianglecyan.gif,stop,2.0,z,1,0.768308877945,None,0,0.000962972640991,0.51481294632,1637.37364316,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.37411404,go,lineorange.gif,stop,4.0,z,1,0.851566076279,None,0,0.000946998596191,0.514918088913,1640.37701011,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.37748003,go,crossyellow.gif,go,0.5,z,1,0.851258993149,None,0,0.000946998596191,0.515033006668,1643.38043618,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643.38095713,go,circlegreen.gif,go,2.0,m,1,0.500824928284,None,0,0.000957012176514,0.514930009842,1646.38373804,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.38420796,go,diamondgray.gif,go,1.0,z,1,0.750907897949,None,0,0.000955104827881,0.515249967575,1649.38715696,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.38762403,go,hexagonmagenta.gif,go,4.0,m,1,0.784861803055,None,0,0.0010290145874,0.515147924423,1652.39067817,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652.3911581,stop,triangleblue.gif,stop,0.5,None,0,,None,0,0.00096583366394,0.514947891235,1655.39381409,0.765484809875,,,,,,,,,,,,,,,,,,,,0.25,,0.3,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.39428115,go,hexagonmagenta.gif,go,4.0,m,1,0.851366996765,None,0,0.000952959060669,0.515367031097,1658.39690304,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.39736819,stop,lineorange.gif,stop,4.0,None,0,,None,0,0.000946044921875,0.515599012375,1661.40090299,0.815668106079,,,,,,,,,,,,,,,,,,,,0.3,,0.35,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.40144014,go,triangleblue.gif,stop,0.5,m,1,0.684466123581,None,0,0.000953197479248,0.514919042587,1664.40386701,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,1,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.40433407,stop,invertedtrianglecyan.gif,stop,2.0,None,0,,None,0,0.000988960266113,0.515450000763,1667.40738106,0.815479040146,,,,,,,,,,,,,,,,,,,,0.3,,0.35,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.40785003,go,crossyellow.gif,go,0.5,z,1,0.651407003403,None,0,0.000952005386353,0.514794111252,1670.41069818,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.41117001,stop,lineorange.gif,stop,4.0,m,1,0.50092792511,None,0,0.000953912734985,0.515114784241,1673.41409707,0.865257978439,,,,,,,,,,,,,,,,,,,,0.35,,0.3,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.41456318,stop,invertedtrianglecyan.gif,stop,2.0,None,0,,None,0,0.00104188919067,0.515268802643,1676.41775608,0.865103006363,,,,,,,,,,,,,,,,,,,,0.35,,0.4,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1402,59.94123498,LearningTask,1,65,
