xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,feedbackResp.keys,feedbackResp.corr,feedbackResp.rt,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,secondPracComputedRewardOutput,secondPracLearningStimOnset,secondPracLearningFixOnset,secondPracPresentationRT,secondPracPresentationAcc,secondPracPresentationResp,secondPracEndTrialTimeStamp,resp.rt,thirdPracComputedRewardOutput,thirdPracLearningStimOnset,thirdPracLearningFixOnset,thirdPracPresentationRT,thirdPracPresentationAcc,thirdPracPresentationResp,thirdPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],9,46.5485448837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,s,-200,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,0.327845096588,2.0,squareblue.gif,go,0,0.507636070251,0.0379769802094,[],0,None,66.1947731972,0,0.51558303833,0.00117588043213,[],0,None,69.1979060173,0.451472043991,1.88,0.515788078308,0.000972032546997,0.451472043991,1,s,72.2013070583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,s,-200,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,diamondwhite.gif,stop,4.09,0.514952898026,0.0109479427338,0.618135929108,1,s,75.2044110298,,,,,,,,0.618135929108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,q,200,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,4.0,diamondwhite.gif,stop,3.83,0.5151720047,0.000903129577637,0.618235111237,1,q,78.207681179,,,,,,,,0.618235111237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,a,-200,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,a,1,0.12290096283,2.0,squareblue.gif,go,2.12,0.51466012001,0.000935077667236,0.517799139023,1,a,81.2110261917,,,,,,,,0.517799139023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,4.0,invertedtriangleorange.gif,go,4.0,0.515332937241,0.0131680965424,0.384541988373,1,w,84.2145030499,,,,,,,,0.384541988373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,1.0,trianglegreen.gif,stop,0.84,0.515218019485,0.00181198120117,0.534309148788,1,w,87.217689991,,,,,,,,0.534309148788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,1.0,trianglegreen.gif,stop,1.21,0.515170097351,0.000986099243164,0.33388710022,1,w,90.2209210396,,,,,,,,0.33388710022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,q,200,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,hexagonmagenta.gif,go,1.0,0.515385150909,0.0363450050354,0.417984962463,1,q,93.2246291637,,,,,,,,0.417984962463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,a,-200,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,2.0,crosscyan.gif,stop,2.02,0.514985084534,0.00175023078918,0.534705162048,1,a,96.2281410694,,,,,,,,0.534705162048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,q,200,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,2.0,squareblue.gif,go,0,0.514696121216,0.000893115997314,0.467787027359,1,q,99.2310531139,,,,,,,,0.467787027359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
,,,z,0,-200,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.364498138,go,hexagonmagenta.gif,go,1.0,z,1,0.568123102188,None,0,0.00144791603088,0.509652853012,171.361675978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
,,,m,0,200,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.36206913,go,invertedtriangleorange.gif,go,4.0,m,1,0.417536973953,None,0,0.000952005386353,0.515671014786,174.365090132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
,,,z,0,-200,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.36552906,go,invertedtriangleorange.gif,go,4.0,z,1,0.385064840317,None,0,0.000967979431152,0.515398979187,177.36829114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
,,,m,0,200,,,,,,,,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.368654013,stop,lineyellow.gif,stop,0.5,m,1,0.417982816696,None,0,0.0400788784027,0.515706062317,180.371848106,0.765970945358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
,,,m,0,200,,,,,,,,,,2,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.372210979,stop,lineyellow.gif,stop,0.5,None,0,,None,0,0.00095009803772,0.515834093094,183.375138044,0.766004085541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
,,,z,0,-200,,,,,,,,,,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.375504017,stop,crosscyan.gif,stop,2.0,z,1,0.550924062729,None,0,0.000951051712036,0.515742063522,186.378504992,0.766332864761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
,,,m,0,200,,,,,,,,,,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.378871202,go,circlegray.gif,go,0.5,m,1,0.601702928543,None,0,0.0382289886475,0.515548944473,189.381740093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
,,,z,0,-200,,,,,,,,,,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.382105112,stop,trianglegreen.gif,stop,1.0,None,0,,None,0,0.000951051712036,0.515964984894,192.385219097,0.766206979752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
,,,z,0,-200,,,,,,,,,,4,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.385580063,stop,trianglegreen.gif,stop,1.0,None,0,,None,0,0.000951051712036,0.515672206879,195.388628006,0.765780210495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
,,,m,0,200,,,,,,,,,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.389032125,stop,diamondwhite.gif,stop,4.0,None,0,,None,0,0.00119304656982,0.515532016754,198.391841173,0.765758991241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,55.0626192093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13.0147988796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,4.0,diamondwhite.gif,stop,,,,,,,,,,,,,,,0.500607013702,,,,,,,,,,,,,,,,,,,,,,,,4.02,0.509160995483,0.000901222229004,0.500607013702,1,q,269.622859001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,0.5,lineyellow.gif,stop,,,,,,,,,,,,,,,0.467523097992,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.513846874237,0.000931978225708,0.467523097992,1,w,272.625723124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,invertedtriangleorange.gif,go,,,,,,,,,,,,,,,0.367766857147,,,,,,,,,,,,,,,,,,,,,,,,3.91,0.514239788055,0.000926971435547,0.367766857147,1,s,275.628906012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,0.5,lineyellow.gif,stop,,,,,,,,,,,,,,,0.400695085526,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.514459133148,0.000909090042114,0.400695085526,1,s,278.632209063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,0.367496013641,,,,,,,,,,,,,,,,,,,,,,,,2.09,0.51433300972,0.000936031341553,0.367496013641,1,a,281.635607004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,1.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,0.33429980278,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.514353990555,0.000906944274902,0.33429980278,1,w,284.639032125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,4.0,invertedtriangleorange.gif,go,,,,,,,,,,,,,,,0.400882005692,,,,,,,,,,,,,,,,,,,,,,,,3.75,0.514403104782,0.000911235809326,0.400882005692,1,w,287.642511129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,4.0,invertedtriangleorange.gif,go,,,,,,,,,,,,,,,0.417443037033,,,,,,,,,,,,,,,,,,,,,,,,4.01,0.51401591301,0.000920057296753,0.417443037033,1,a,290.645673037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,0.417532920837,,,,,,,,,,,,,,,,,,,,,,,,1.92,0.514511108398,0.000904083251953,0.417532920837,1,a,293.649177074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,0.333995103836,,,,,,,,,,,,,,,,,,,,,,,,2.13,0.514245986938,0.00090503692627,0.333995103836,1,w,296.652793169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,4.0,diamondwhite.gif,stop,,,,,,,,,,,,,,,0.401009082794,,,,,,,,,,,,,,,,,,,,,,,,3.99,0.514242887497,0.00119686126709,0.401009082794,1,q,299.655805111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,diamondwhite.gif,stop,,,,,,,,,,,,,,,0.333792209625,,,,,,,,,,,,,,,,,,,,,,,,0,0.514616012573,0.000977993011475,0.333792209625,1,s,302.659373999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,0.5,circlegray.gif,go,,,,,,,,,,,,,,,0.351314783096,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.514137983322,0.000905990600586,0.351314783096,1,s,305.662463188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,4.0,invertedtriangleorange.gif,go,,,,,,,,,,,,,,,0.384201049805,,,,,,,,,,,,,,,,,,,,,,,,3.83,0.51448392868,0.000911951065063,0.384201049805,1,w,308.665874004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,1.0,trianglegreen.gif,stop,,,,,,,,,,,,,,,0.384078979492,,,,,,,,,,,,,,,,,,,,,,,,0,0.514290094376,0.00102996826172,0.384078979492,1,s,311.669209003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,2.0,squareblue.gif,go,,,,,,,,,,,,,,,0.417500019073,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.514352083206,0.000895023345947,0.417500019073,1,w,314.673032999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,trianglegreen.gif,stop,,,,,,,,,,,,,,,0.451026916504,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.514165878296,0.000906944274902,0.451026916504,1,q,317.676032066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,2.0,squareblue.gif,go,,,,,,,,,,,,,,,0.317770957947,,,,,,,,,,,,,,,,,,,,,,,,1.98,0.513690948486,0.000936031341553,0.317770957947,1,w,320.679480076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,hexagonmagenta.gif,go,,,,,,,,,,,,,,,0.434572935104,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.514171123505,0.000904083251953,0.434572935104,1,q,323.682357073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,0.500532865524,,,,,,,,,,,,,,,,,,,,,,,,2.09,0.514652967453,0.000998973846436,0.500532865524,1,a,326.686073065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,4.0,invertedtriangleorange.gif,go,,,,,,,,,,,,,,,0.384350061417,,,,,,,,,,,,,,,,,,,,,,,,0,0.514159917831,0.000940084457397,0.384350061417,1,q,329.68939209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,4.0,invertedtriangleorange.gif,go,,,,,,,,,,,,,,,0.450675964355,,,,,,,,,,,,,,,,,,,,,,,,0,0.514600038528,0.000893115997314,0.450675964355,1,a,332.692811966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,0.5,lineyellow.gif,stop,,,,,,,,,,,,,,,0.41724896431,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.514575004578,0.000895023345947,0.41724896431,1,a,335.696353197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,0.5,lineyellow.gif,stop,,,,,,,,,,,,,,,0.417411088943,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.513803005219,0.00089693069458,0.417411088943,1,s,338.699515104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,0.5,lineyellow.gif,stop,,,,,,,,,,,,,,,0.501155853271,,,,,,,,,,,,,,,,,,,,,,,,0,0.514258861542,0.000918865203857,0.501155853271,1,q,341.702723026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,1.0,trianglegreen.gif,stop,,,,,,,,,,,,,,,0.367809057236,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.514519929886,0.000900983810425,0.367809057236,1,w,344.706513166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,1.0,trianglegreen.gif,stop,,,,,,,,,,,,,,,0.417781114578,,,,,,,,,,,,,,,,,,,,,,,,0,0.51385807991,0.000912189483643,0.417781114578,1,s,347.709527016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,4.0,diamondwhite.gif,stop,,,,,,,,,,,,,,,0.400750875473,,,,,,,,,,,,,,,,,,,,,,,,4.14,0.514704227448,0.00092601776123,0.400750875473,1,w,350.713142157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,4.0,invertedtriangleorange.gif,go,,,,,,,,,,,,,,,0.351159095764,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.514215946198,0.000907897949219,0.351159095764,1,q,353.716456175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,0.5,circlegray.gif,go,,,,,,,,,,,,,,,0.367832899094,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.514157056808,0.00113487243652,0.367832899094,1,w,356.71957016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,4.0,diamondwhite.gif,stop,,,,,,,,,,,,,,,0.518154144287,,,,,,,,,,,,,,,,,,,,,,,,4.08,0.51434803009,0.000962972640991,0.518154144287,1,a,359.722773075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1444,59.9035671031,LearningTask,1,39,
