xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,thirdComputedRewardOutput,thirdLearningStimOnset,thirdLearningFixOnset,thirdPresentationRT,thirdPresentationAcc,thirdPresentationResp,thirdEndTrialTimeStamp,feedbackResp.rt,fourthComputedRewardOutput,fourthLearningStimOnset,fourthLearningFixOnset,fourthPresentationRT,fourthPresentationAcc,fourthPresentationResp,fourthEndTrialTimeStamp,fifthComputedRewardOutput,fifthLearningStimOnset,fifthLearningFixOnset,fifthPresentationRT,fifthPresentationAcc,fifthPresentationResp,fifthEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,17,0,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.567773103714,None,0,4.0,crosswhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514045000076,0.000875949859619,0.567773103714,1,s,1466.64322805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,17,1,69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.433949947357,None,0,4.0,crosswhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.25,0.513714790344,0.000894784927368,0.433949947357,1,a,1469.64598513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,17,2,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.433979034424,None,0,2.0,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.75,0.514565944672,0.000874042510986,0.433979034424,1,w,1472.64934206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,17,3,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467986822128,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.11,0.513781070709,0.00105810165405,0.467986822128,1,q,1475.65282798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,18,0,72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401252031326,None,0,1.0,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.24,0.513450860977,0.000908851623535,0.401252031326,1,s,1478.65622115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,18,1,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.451074123383,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.75,0.514012098312,0.000919103622437,0.451074123383,1,q,1481.65952015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,18,2,74,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384082794189,None,0,2.0,diamondorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514165878296,0.000880002975464,0.384082794189,1,a,1484.662884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,18,3,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.618091106415,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.17,0.514060974121,0.000882148742676,0.618091106415,1,q,1487.66623497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,19,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434004068375,None,0,2.0,diamondorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.82,0.513941049576,0.00106000900269,0.434004068375,1,w,1490.66985011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,19,1,77,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484089136124,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.18,0.513837099075,0.000888109207153,0.484089136124,1,a,1493.67283416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,19,2,78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.36785697937,None,0,0.5,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.514070987701,0.000882148742676,0.36785697937,1,s,1496.67606115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,19,3,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.484427928925,None,0,2.0,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.12,0.513912916183,0.000995874404907,0.484427928925,1,w,1499.6797092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,20,0,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434231042862,None,0,1.0,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514149904251,0.000886917114258,0.434231042862,1,a,1502.68308711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,20,1,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484252929688,None,0,2.0,diamondorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.76,0.514086008072,0.00273323059082,0.484252929688,1,s,1505.68629718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,20,2,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.40065908432,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.514230012894,0.000911951065063,0.40065908432,1,w,1508.6895411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,20,3,83,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484486103058,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.1,0.514439105988,0.000917196273804,0.484486103058,1,a,1511.69314814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,21,0,84,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.550987005234,None,0,2.0,diamondorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.11,0.513835906982,0.000935792922974,0.550987005234,1,a,1514.69669318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,21,1,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.4842441082,None,0,2.0,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.51353096962,0.000898122787476,0.4842441082,1,q,1517.69975901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,21,2,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.567043066025,None,0,4.0,crosswhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514521121979,0.000877141952515,0.567043066025,1,q,1520.70291018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,21,3,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400683879852,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514288902283,0.000886917114258,0.400683879852,1,s,1523.70701218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,22,0,88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467482089996,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.82,0.513432025909,0.000886917114258,0.467482089996,1,a,1526.70992112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,22,1,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.500810861588,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.514117956161,0.000919103622437,0.500810861588,1,q,1529.71276498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,22,2,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434137821198,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.17,0.514623880386,0.000868082046509,0.434137821198,1,s,1532.71659112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,22,3,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.550925016403,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.514223814011,0.00100898742676,0.550925016403,1,w,1535.71978211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,23,0,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417378902435,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.24,0.514232158661,0.000972986221313,0.417378902435,1,q,1538.72292805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,23,1,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.567995786667,None,0,2.0,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.514467954636,0.000884056091309,0.567995786667,1,w,1541.72648597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,23,2,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.300342082977,None,0,1.0,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.514364004135,0.00087308883667,0.300342082977,1,q,1544.73014808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,23,3,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.368207216263,None,0,2.0,diamondorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.24,0.513489961624,0.000936985015869,0.368207216263,1,q,1547.73327899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,24,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.484273910522,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.51419210434,0.000869035720825,0.484273910522,1,w,1550.73653102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,24,1,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367340803146,None,0,0.5,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514328956604,0.000872135162354,0.367340803146,1,q,1553.73996305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,24,2,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434627056122,None,0,2.0,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513930082321,0.00090503692627,0.434627056122,1,w,1556.74335718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,24,3,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.433989048004,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.514333963394,0.000878095626831,0.433989048004,1,w,1559.74648809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,22.7148790359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596.71129298,go,hexagonyellow.gif,stop,0.5,m,1,0.56743311882,None,0,0.000870943069458,0.50807094574,,1599.7077682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.70825219,go,crosswhite.gif,go,4.0,z,1,0.584785938263,None,0,0.000925064086914,0.514549016953,,1602.71063519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.71129918,go,trianglegray.gif,go,1.0,z,1,0.383623123169,None,0,0.000963926315308,0.515125989914,,1605.71393514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.71438599,stop,squaremagenta.gif,stop,1.0,None,0,,None,0,0.000917911529541,0.515594005585,0.765451908112,1608.71780705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608.7182622,go,invertedtriangleblue.gif,go,2.0,z,1,0.384346961975,None,0,0.000927925109863,0.515120029449,,1611.72098112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.72144818,stop,diamondorange.gif,stop,2.0,None,0,,None,0,0.000926971435547,0.515126943588,0.765655994415,1614.72427797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.72473502,go,trianglegray.gif,go,1.0,m,1,0.41716504097,None,0,0.00093412399292,0.51515007019,,1617.72737813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1617.72783804,go,diamondorange.gif,stop,2.0,m,1,0.567432880402,None,0,0.00095009803772,0.515458106995,,1620.73128819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.73174214,go,circlecyan.gif,go,0.5,m,1,0.534073114395,None,0,0.000920057296753,0.514858007431,,1623.73443913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.73489809,go,circlecyan.gif,go,0.5,m,1,0.567537069321,None,0,0.00104808807373,0.51508808136,,1626.73781013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.73826504,go,trianglegray.gif,go,1.0,m,1,0.434032917023,None,0,0.000948190689087,0.515012025833,,1629.74093318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629.74138808,stop,hexagonyellow.gif,stop,0.5,z,1,0.350564002991,None,0,0.000933885574341,0.515390872955,0.815277099609,1632.74435902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.25,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.74482203,go,circlecyan.gif,go,0.5,z,1,0.667872905731,None,0,0.00100302696228,0.514842987061,,1635.74760509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.74805713,stop,squaremagenta.gif,stop,1.0,m,1,0.450605869293,None,0,0.000921010971069,0.515378952026,0.81543803215,1638.75150418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.25,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.751966,stop,linegreen.gif,stop,4.0,None,0,,None,0,0.000940084457397,0.514855861664,0.765297889709,1641.75465298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,1,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.7551682,stop,diamondorange.gif,stop,2.0,None,0,,None,0,0.000942945480347,0.514712095261,0.76483798027,1644.75810409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.75856018,stop,linegreen.gif,stop,4.0,None,0,,None,0,0.000923871994019,0.515141963959,0.815397977829,1647.76126599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.35,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.76171708,stop,hexagonyellow.gif,stop,0.5,None,0,,None,0,0.000933885574341,0.514947891235,0.865537881851,1650.76498604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
