xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,thirdComputedRewardOutput,thirdLearningStimOnset,thirdLearningFixOnset,thirdPresentationRT,thirdPresentationAcc,thirdPresentationResp,thirdEndTrialTimeStamp,feedbackResp.rt,fourthComputedRewardOutput,fourthLearningStimOnset,fourthLearningFixOnset,fourthPresentationRT,fourthPresentationAcc,fourthPresentationResp,fourthEndTrialTimeStamp,fifthComputedRewardOutput,fifthLearningStimOnset,fifthLearningFixOnset,fifthPresentationRT,fifthPresentationAcc,fifthPresentationResp,fifthEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,17,2,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.484202861786,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.91,0.514297962189,0.000921964645386,0.484202861786,1,w,786.416006088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,17,3,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.567939996719,None,0,1.0,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.514406204224,0.000874996185303,0.567939996719,1,w,789.41933918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.435149908066,None,0,0.5,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.513952970505,0.000899076461792,0.435149908066,1,q,792.422580004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.466999053955,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.18,0.51501584053,0.000937938690186,0.466999053955,1,q,795.426151991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434161186218,None,0,4.0,crosswhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.77,0.514513015747,0.000876188278198,0.434161186218,1,w,798.429521084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367312908173,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514189004898,0.000897884368896,0.517715930939,0,w,801.432823181,0,0.515583992004,0.000960111618042,0.367312908173,1,s,804.436457157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.584683179855,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.51396894455,0.000883102416992,0.584683179855,1,s,807.439805031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.484308958054,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.1,0.514024972916,0.000977993011475,0.484308958054,1,w,810.44355607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.401377916336,None,0,1.0,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.513650894165,0.000917911529541,0.401377916336,1,a,813.446187019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467960119247,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.514401912689,0.000868082046509,0.467960119247,1,a,816.449676037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.4172539711,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.514384031296,0.000886917114258,0.4172539711,1,a,819.453154087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467958927155,None,0,0.5,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.513902187347,0.000952005386353,0.467958927155,1,q,822.456111193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.517574071884,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.514580965042,0.000867128372192,0.517574071884,1,a,825.460039139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.550642967224,None,0,2.0,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.14,0.513938903809,0.000979900360107,0.550642967224,1,w,828.463334084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434131860733,None,0,2.0,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.96,0.513921022415,0.000926971435547,0.434131860733,1,s,831.466396093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.567858934402,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.93,0.514156103134,0.0011100769043,0.567858934402,1,a,834.469632149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.401017904282,None,0,2.0,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.86,0.514557123184,0.000869035720825,0.401017904282,1,q,837.472988129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484483003616,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.514064073563,0.000900030136108,0.484483003616,1,s,840.476325989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.401365995407,None,0,0.5,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.5140209198,0.000916004180908,0.401365995407,1,a,843.479829073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.551167011261,None,0,4.0,crosswhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514312028885,0.000875949859619,0.551167011261,1,s,846.482971191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,2,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.383450984955,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514698028564,0.000964879989624,0.383450984955,1,a,849.486625195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,3,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484528779984,None,0,1.0,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.51408290863,0.000895977020264,0.484528779984,1,s,852.489798069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,0,92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.55117893219,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.514358043671,0.000864028930664,0.55117893219,1,s,855.493488073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,1,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.584403991699,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514044046402,0.000869035720825,0.584403991699,1,s,858.496896982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,2,94,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.517991065979,None,0,4.0,crosswhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.51353096962,0.000948905944824,0.517991065979,1,a,861.499976158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,3,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.450978040695,None,0,4.0,crosswhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514409065247,0.00089693069458,0.450978040695,1,s,864.50357008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,0,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.617702007294,None,0,0.5,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.51405620575,0.000884056091309,0.617702007294,1,s,867.50682807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,1,97,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.451026916504,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514012098312,0.000951051712036,0.451026916504,1,a,870.509757996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,24,2,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384486913681,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.514497995377,0.000921010971069,0.384486913681,1,q,873.513209105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,24,3,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384217023849,None,0,2.0,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.76,0.514446020126,0.000874996185303,0.384217023849,1,q,876.516580105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11.1270811558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417207956314,None,0,1.0,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.509047985077,0.000882863998413,0.417207956314,1,s,891.350212097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.534577131271,None,0,1.0,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.513969898224,0.000870943069458,0.534577131271,1,w,894.353598118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417656898499,None,0,0.5,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.514098167419,0.00087308883667,0.417656898499,1,s,897.356659174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.383911132812,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.04,0.514487028122,0.000988960266113,0.383911132812,1,q,900.360193014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434158802032,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514136075974,0.000890016555786,0.434158802032,1,w,903.363249063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.4842441082,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.514374017715,0.00088095664978,0.4842441082,1,q,906.366950035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.401187896729,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.513646841049,0.000907897949219,0.401187896729,1,a,909.370084047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417291879654,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.514267921448,0.00088906288147,0.417291879654,1,a,912.373401165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.518019914627,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.514428138733,0.000885963439941,0.518019914627,1,s,915.376856089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,1,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.567661046982,None,0,2.0,diamondorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.92,0.514105081558,0.000888109207153,0.567661046982,1,a,918.38004899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.433750152588,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.514434099197,0.000885963439941,0.433750152588,1,a,921.383498192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.31803894043,None,0,2.0,diamondorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514208078384,0.000879049301147,0.684409856796,0,a,924.387044191,1.97,0.515117883682,0.000969886779785,0.31803894043,1,s,927.390621185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,3,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.517380952835,None,0,0.5,hexagonyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513976097107,0.000883102416992,0.517380952835,1,w,930.393472195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.500905036926,None,0,4.0,crosswhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.75,0.514555931091,0.000876903533936,0.500905036926,1,s,933.397224188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,3,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.434186935425,None,0,1.0,squaremagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.513795852661,0.000932931900024,0.434186935425,1,q,936.400254011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,3,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.484214067459,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.24,0.514502048492,0.000891923904419,0.484214067459,1,w,939.403506994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,4,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417497873306,None,0,0.5,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.514456987381,0.00119090080261,0.417497873306,1,q,942.406756163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,4,1,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484138011932,None,0,2.0,invertedtriangleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.08,0.514389038086,0.000877141952515,0.484138011932,1,a,945.410369158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,4,2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.550943136215,None,0,4.0,linegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.77,0.514348983765,0.000962018966675,0.550943136215,1,q,948.413727045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,4,3,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.618108034134,None,0,0.5,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.51428604126,0.000883102416992,0.618108034134,1,s,951.416908979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_24_1041,59.7414524923,LearningTask,1,20,
