xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,resp.rt,secondPracComputedRewardOutput,secondPracLearningStimOnset,secondPracLearningFixOnset,secondPracPresentationRT,secondPracPresentationAcc,secondPracPresentationResp,secondPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,feedbackResp.rt,key_resp_7.keys,key_resp_7.rt,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],9,49.7560279369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,s,-200,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,1.0,crosscyan.gif,stop,0,0.505164146423,0.0311121940613,[],0,None,78.4798970222,0.434257984161,1.06,0.515933990479,0.000961065292358,0.434257984161,1,s,81.4833619595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,a,-200,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,2.0,squaregray.gif,go,1.77,0.51460313797,0.00101900100708,0.434639930725,1,a,84.4863021374,0.434639930725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,1.0,crosscyan.gif,stop,1.02,0.515167951584,0.000900983810425,0.50084400177,1,w,87.489741087,0.50084400177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,a,-200,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,1.0,invertedtriangleyellow.gif,go,0,0.514925956726,0.0409250259399,0.417452096939,1,a,90.4927351475,0.417452096939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,0.5,circleorange.gif,stop,0.56,0.515086889267,0.0314619541168,0.517493009567,1,q,93.4963240623,0.517493009567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,s,-200,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,1.0,crosscyan.gif,stop,0.93,0.515126943588,0.000900030136108,0.517272949219,1,s,96.4993190765,0.517272949219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,1.0,crosscyan.gif,stop,0.96,0.515686988831,0.00118207931519,0.400469064713,1,w,99.5030109882,0.400469064713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,0.5,linewhite.gif,go,0.67,0.51505112648,0.0433859825134,0.467510938644,1,q,102.506513119,0.467510938644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,2.0,diamondgreen.gif,stop,2.16,0.515033960342,0.0618669986725,0.4176030159,1,w,105.509705067,0.4176030159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,0.5,linewhite.gif,go,0.39,0.515132904053,0.000902891159058,0.451335906982,1,q,108.513075113,0.451335906982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
,,,m,0,200,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.970240116,go,invertedtriangleyellow.gif,go,1.0,m,1,0.534260988235,None,0,0.00133299827576,0.511455059052,158.969385147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
,,,m,0,200,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.969782114,stop,diamondgreen.gif,stop,2.0,None,0,,None,0,0.000962018966675,0.51563501358,161.972650051,0.765640974045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
,,,z,0,-200,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.973020077,stop,diamondgreen.gif,stop,2.0,z,1,0.367665052414,None,0,0.00111699104309,0.515772104263,164.975821972,0.766257047653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
,,,z,0,-200,,,,,,,,,,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.976264954,stop,hexagonmagenta.gif,stop,4.0,None,0,,None,0,0.0411691665649,0.515931129456,167.979295969,0.766049146652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
,,,m,0,200,,,,,,,,,,2,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.979715109,go,triangleblue.gif,go,4.0,m,1,0.851353168488,None,0,0.00100207328796,0.515648126602,170.982912064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
,,,z,0,-200,,,,,,,,,,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.983275175,stop,hexagonmagenta.gif,stop,4.0,None,0,,None,0,0.00102114677429,0.515553951263,173.986103058,0.766363143921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
,,,z,0,-200,,,,,,,,,,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.986467123,stop,diamondgreen.gif,stop,2.0,None,0,,None,0,0.000971794128418,0.515824794769,176.989802122,0.766175985336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
,,,m,0,200,,,,,,,,,,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.990185976,stop,crosscyan.gif,stop,1.0,None,0,,None,0,0.000959873199463,0.515709877014,179.992731094,0.765441894531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
,,,z,0,-200,,,,,,,,,,4,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.993093014,stop,hexagonmagenta.gif,stop,4.0,None,0,,None,0,0.00095009803772,0.515756130219,182.996011972,0.766201019287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
,,,m,0,200,,,,,,,,,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.996375084,go,linewhite.gif,go,0.5,m,1,0.534425020218,None,0,0.000956058502197,0.515886068344,185.999612093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,48.8540542126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.37039017677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,4.0,hexagonmagenta.gif,stop,,,,,,,,0.51761507988,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.503880977631,0.000894069671631,0.51761507988,1,q,241.413110018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,1.0,crosscyan.gif,stop,,,,,,,,0.33318901062,,,,,,,,,,,,,,,,,,,,,,,,0,0.513584852219,0.000923871994019,0.33318901062,1,w,244.415380955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,1.0,crosscyan.gif,stop,,,,,,,,0.434593915939,,,,,,,,,,,,,,,,,,,,,,,,1.16,0.514459133148,0.000885963439941,0.434593915939,1,w,247.418694973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,0.5,linewhite.gif,go,,,,,,,,0.367297172546,,,,,,,,,,,,,,,,,,,,,,,,0,0.514546871185,0.000905990600586,0.367297172546,1,q,250.422217131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,1.0,crosscyan.gif,stop,,,,,,,,0.367699146271,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.514339923859,0.00092601776123,0.367699146271,1,s,253.425572157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,0.5,circleorange.gif,stop,,,,,,,,0.367729187012,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.514253854752,0.000906944274902,0.367729187012,1,s,256.428850174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,2.0,squaregray.gif,go,,,,,,,,0.350707054138,,,,,,,,,,,,,,,,,,,,,,,,1.75,0.514589071274,0.000909090042114,0.350707054138,1,s,259.432633162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,2.0,squaregray.gif,go,,,,,,,,0.400788068771,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.513840913773,0.000914096832275,0.400788068771,1,q,262.435662985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,1.0,crosscyan.gif,stop,,,,,,,,0.433730125427,,,,,,,,,,,,,,,,,,,,,,,,0,0.514662981033,0.000902891159058,0.433730125427,1,s,265.439002991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,0.5,linewhite.gif,go,,,,,,,,0.33452296257,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.514251947403,0.000895023345947,0.33452296257,1,w,268.442392111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,4.0,hexagonmagenta.gif,stop,,,,,,,,0.383635044098,,,,,,,,,,,,,,,,,,,,,,,,0,0.514073133469,0.000932931900024,0.383635044098,1,a,271.446165085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,2.0,diamondgreen.gif,stop,,,,,,,,0.434470176697,,,,,,,,,,,,,,,,,,,,,,,,2.09,0.513688802719,0.000948905944824,0.434470176697,1,w,274.449249983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,2.0,diamondgreen.gif,stop,,,,,,,,0.351182937622,,,,,,,,,,,,,,,,,,,,,,,,2.15,0.514304876328,0.000898838043213,0.351182937622,1,s,277.452413082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,4.0,triangleblue.gif,go,,,,,,,,0.384416818619,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.514255046844,0.000951051712036,0.384416818619,1,s,280.455674171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,4.0,triangleblue.gif,go,,,,,,,,0.434740066528,,,,,,,,,,,,,,,,,,,,,,,,3.75,0.514151096344,0.000947952270508,0.434740066528,1,a,283.459243059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,4.0,hexagonmagenta.gif,stop,,,,,,,,0.367923974991,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.514251947403,0.000898838043213,0.367923974991,1,a,286.462528944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,0.5,linewhite.gif,go,,,,,,,,0.433805942535,,,,,,,,,,,,,,,,,,,,,,,,0,0.514495849609,0.000916957855225,0.433805942535,1,w,289.465741158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,0.5,linewhite.gif,go,,,,,,,,0.350471973419,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.514588117599,0.000921964645386,0.350471973419,1,a,292.469099045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,2.0,squaregray.gif,go,,,,,,,,0.367491006851,,,,,,,,,,,,,,,,,,,,,,,,2.14,0.514304161072,0.00122594833374,0.367491006851,1,w,295.472407103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,1.0,crosscyan.gif,stop,,,,,,,,0.317445993423,,,,,,,,,,,,,,,,,,,,,,,,0,0.51438498497,0.000921964645386,0.317445993423,1,s,298.475960016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,0.5,circleorange.gif,stop,,,,,,,,0.434586048126,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.51396894455,0.00095009803772,0.434586048126,1,q,301.479285955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,4.0,hexagonmagenta.gif,stop,,,,,,,,0.300609827042,,,,,,,,,,,,,,,,,,,,,,,,4.16,0.514326095581,0.000891923904419,0.300609827042,1,w,304.482522964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,1.0,invertedtriangleyellow.gif,go,,,,,,,,0.334277153015,,,,,,,,,,,,,,,,,,,,,,,,1.08,0.514756917953,0.000895023345947,0.334277153015,1,w,307.486670017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,0.5,circleorange.gif,stop,,,,,,,,0.367436885834,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.5135409832,0.00094199180603,0.367436885834,1,s,310.489542007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,1.0,invertedtriangleyellow.gif,go,,,,,,,,0.401304960251,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.514018058777,0.000900030136108,0.401304960251,1,q,313.492686033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,4.0,hexagonmagenta.gif,stop,,,,,,,,0.400727987289,,,,,,,,,,,,,,,,,,,,,,,,3.88,0.514321088791,0.00104594230652,0.400727987289,1,w,316.495895147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,2.0,diamondgreen.gif,stop,,,,,,,,0.367984056473,,,,,,,,,,,,,,,,,,,,,,,,1.76,0.514385938644,0.00092887878418,0.367984056473,1,q,319.499441147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,2.0,squaregray.gif,go,,,,,,,,0.367480993271,,,,,,,,,,,,,,,,,,,,,,,,2.12,0.51443696022,0.000942945480347,0.367480993271,1,q,322.503137112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,2.0,squaregray.gif,go,,,,,,,,0.401039838791,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.513988018036,0.000877857208252,0.401039838791,1,q,325.50605917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,2.0,squaregray.gif,go,,,,,,,,0.350567102432,,,,,,,,,,,,,,,,,,,,,,,,0,0.514643907547,0.000890016555786,0.350567102432,1,w,328.509396076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,2.0,squaregray.gif,go,,,,,,,,0.417413949966,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.514061927795,0.00094199180603,0.417413949966,1,a,331.512746096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,4.0,hexagonmagenta.gif,stop,,,,,,,,0.368088960648,,,,,,,,,,,,,,,,,,,,,,,,0,0.51412987709,0.000895023345947,0.368088960648,1,q,334.516241074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,1.0,crosscyan.gif,stop,,,,,,,,0.40102314949,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.5141248703,0.000890970230103,0.40102314949,1,q,337.519529104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1138,60.0283088672,LearningTask,1,57,
