xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.317728042603,None,0,4.0,invertedtrianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513920068741,0.000881910324097,0.317728042603,1,a,807.909276009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.401064157486,None,0,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.1,0.514281988144,0.000932931900024,0.401064157486,1,q,810.912834167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.351475000381,None,0,4.0,invertedtrianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.07,0.513575077057,0.000890016555786,0.351475000381,1,a,813.916380167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350404024124,None,0,4.0,invertedtrianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.88,0.514293909073,0.000875949859619,0.350404024124,1,w,816.91943717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.300688028336,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.514452934265,0.000875949859619,0.300688028336,1,a,819.923325062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384232997894,None,0,4.0,diamondmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.02,0.513622999191,0.000887870788574,0.384232997894,1,w,822.926279068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.36786198616,None,0,4.0,invertedtrianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514213085175,0.000888109207153,0.36786198616,1,w,825.929858208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417162895203,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514336109161,0.000899076461792,0.417162895203,1,a,828.933293104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384557008743,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513706922531,0.000876903533936,0.384557008743,1,s,831.936314106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.283898115158,None,0,0.5,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514457941055,0.000885963439941,0.283898115158,1,q,834.939706087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367348909378,None,0,1.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.514557123184,0.000888109207153,0.367348909378,1,s,837.943651199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367280960083,None,0,2.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.96,0.51385307312,0.000977993011475,0.367280960083,1,s,840.946370125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.383819103241,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.514811038971,0.00123310089111,0.383819103241,1,q,843.95010519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334384918213,None,0,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514186859131,0.000874996185303,0.334384918213,1,s,846.953200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317162036896,None,0,4.0,invertedtrianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.24,0.51451086998,0.000932931900024,0.317162036896,1,w,849.956676006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350791931152,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.513824939728,0.000941038131714,0.350791931152,1,q,852.960005999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350708961487,None,0,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.514395952225,0.000879049301147,0.350708961487,1,w,855.963247061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.36766910553,None,0,1.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.514147043228,0.000905990600586,0.36766910553,1,q,858.966589212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,2,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384288787842,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.513967990875,0.000953197479248,0.384288787842,1,a,861.970210075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,3,91,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.351072072983,None,0,4.0,invertedtrianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.75,0.51443195343,0.000876903533936,0.351072072983,1,a,864.973919153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,23,0,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367766141891,None,0,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513871908188,0.000876903533936,0.367766141891,1,q,867.977229118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,1,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317337036133,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513857841492,0.000893831253052,0.317337036133,1,w,870.980148077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,2,94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.36727309227,None,0,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.14,0.514750957489,0.000885963439941,0.36727309227,1,s,873.983693123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,3,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.36789393425,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.514169931412,0.000877857208252,0.36789393425,1,s,876.987089157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367264986038,None,0,0.5,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.514367103577,0.000884056091309,0.367264986038,1,w,879.990365028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,1,97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367828130722,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.514256000519,0.00102305412292,0.367828130722,1,s,882.994662046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,2,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.30064702034,None,0,1.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.513601064682,0.000893115997314,0.30064702034,1,w,885.997445107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,24,3,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.217612981796,None,0,2.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514009952545,0.000926971435547,0.33405995369,0,a,889.000538111,2.07,0.515589952469,0.000962972640991,0.217612981796,1,q,892.003823996,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,19.3812508583,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384749889374,None,0,0.5,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.508954048157,0.000924110412598,0.384749889374,1,s,915.097735167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317311048508,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513389110565,0.000893115997314,0.317311048508,1,w,918.099852085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.351094961166,None,0,1.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.514071941376,0.000946998596191,0.351094961166,1,w,921.103492022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334055900574,None,0,0.5,trianglewhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.514375925064,0.000885963439941,0.334055900574,1,w,924.106636047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.299946069717,None,0,1.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.22,0.514671087265,0.000882148742676,0.299946069717,1,w,927.110579014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.267106056213,None,0,4.0,invertedtrianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.513565063477,0.00088906288147,0.267106056213,1,w,930.113507986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434159994125,None,0,0.5,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.514408111572,0.000895023345947,0.434159994125,1,a,933.116827011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367769956589,None,0,2.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.08,0.513899087906,0.00103402137756,0.367769956589,1,a,936.120841026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384613037109,None,0,0.5,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513334989548,0.000900983810425,0.384613037109,1,a,939.123583078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,2,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317846059799,None,0,4.0,invertedtrianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514127016068,0.000887155532837,0.317846059799,1,w,942.126947165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367385149002,None,0,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514351129532,0.000890016555786,0.367385149002,1,a,945.13046813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,2,3,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317549943924,None,0,2.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.83,0.514128923416,0.00086498260498,0.317549943924,1,w,948.134273052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367480993271,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513678789139,0.000964879989624,0.367480993271,1,a,951.137515068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,3,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351317167282,None,0,4.0,invertedtrianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.14,0.513758897781,0.000876903533936,0.351317167282,1,q,954.140626192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,3,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351259946823,None,0,2.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.88,0.513957977295,0.000974893569946,0.351259946823,1,q,957.143801212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,3,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.250561952591,None,0,0.5,linegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514138936996,0.000936985015869,0.334351062775,0,w,960.147277117,0.59,0.515700101852,0.000944137573242,0.250561952591,1,s,963.151093006,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,4,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.283936023712,None,0,2.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513885974884,0.000869989395142,0.283936023712,1,w,966.15450716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,4,1,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350980043411,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.513408899307,0.000892877578735,0.350980043411,1,a,969.157552004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,4,2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317972183228,None,0,4.0,invertedtrianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514071941376,0.000871896743774,0.317972183228,1,q,972.160609007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,4,3,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384010076523,None,0,1.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.514548063278,0.000876903533936,0.384010076523,1,s,975.164057016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,5,0,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367818117142,None,0,1.0,circleblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513946056366,0.000915050506592,0.367818117142,1,s,978.167160988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,5,1,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434359073639,None,0,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514830112457,0.00090503692627,0.434359073639,1,a,981.171039104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,5,2,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.31717300415,None,0,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.76,0.514446020126,0.000879049301147,0.31717300415,1,q,984.174598217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,5,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367916107178,None,0,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514056921005,0.000876903533936,0.367916107178,1,a,987.177389145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,6,0,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350764989853,None,0,2.0,crosscyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.51478600502,0.000868082046509,0.350764989853,1,q,990.180725098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,6,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.333889961243,None,0,2.0,squareyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.96,0.514815807343,0.000977993011475,0.333889961243,1,s,993.184514999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,6,2,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350882768631,None,0,4.0,invertedtrianglegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514138936996,0.000871896743774,0.350882768631,1,s,996.187909126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,6,3,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.434016942978,None,0,1.0,hexagonorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.24,0.514366149902,0.000981092453003,0.434016942978,1,q,999.191155195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,7,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367187023163,None,0,4.0,diamondmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.84,0.514400959015,0.000872850418091,0.367187023163,1,q,1002.19452405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1245,59.9538300345,LearningTask,1,52,
