xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.451200962067,None,0,0.5,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.514133930206,0.00088095664978,0.451200962067,1,w,889.130324841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.517581939697,None,0,2.0,squareblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.19,0.512385845184,0.000921964645386,0.517581939697,1,a,892.134254932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.484315872192,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.25,0.513989925385,0.000869989395142,0.484315872192,1,q,895.137370825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484204053879,None,0,0.5,crossmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.514378070831,0.000900983810425,0.484204053879,1,a,898.140450954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417752981186,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.78,0.514204978943,0.00108194351196,0.417752981186,1,w,901.144037962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.717843055725,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.514400005341,0.000886917114258,0.717843055725,1,a,904.147601843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.450755119324,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514175891876,0.000879049301147,0.450755119324,1,q,907.150599003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.56729388237,None,0,0.5,crossmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.514513015747,0.000946044921875,0.56729388237,1,a,910.154593945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434001207352,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.04,0.513875961304,0.00116801261902,0.434001207352,1,a,913.157579899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.601092100143,None,0,1.0,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.514206886292,0.000883102416992,0.601092100143,1,w,916.161314011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.551867008209,w,0,1.0,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.513798952103,0.000913858413696,0.551867008209,1,q,919.164321899,,,,,,,,,,0.842138051987,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.53378200531,None,0,1.0,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.514598846436,0.000962018966675,0.53378200531,1,s,922.1679039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467107057571,None,0,2.0,squareblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.11,0.514440059662,0.000876188278198,0.467107057571,1,q,925.171267986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,2,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.401463985443,None,0,2.0,squareblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.06,0.513768911362,0.000874042510986,0.401463985443,1,w,928.174480915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,3,91,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417532920837,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.97,0.514433145523,0.000895023345947,0.417532920837,1,a,931.17772603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,0,92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.38449716568,None,0,1.0,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.514339923859,0.000920057296753,0.38449716568,1,s,934.181490898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,1,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484091997147,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.51426410675,0.000890016555786,0.484091997147,1,s,937.184674978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,2,94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.617238044739,None,0,2.0,triangleyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.514311075211,0.000939130783081,0.617238044739,1,s,940.187829971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,3,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.78414607048,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.1,0.514744997025,0.000986099243164,0.78414607048,1,a,943.191395044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,0,96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.46769785881,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.24,0.514480113983,0.000887155532837,0.46769785881,1,a,946.194645882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,24,1,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467945098877,None,0,1.0,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.513894081116,0.00099515914917,0.467945098877,1,q,949.197886944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,24,2,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467558860779,None,0,2.0,squareblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.514577865601,0.000895023345947,0.467558860779,1,q,952.201367855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,3,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434340953827,None,0,2.0,squareblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.06,0.514497995377,0.00088095664978,0.434340953827,1,s,955.204985857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,39.1331579685,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.617491960526,None,0,0.5,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.509737968445,0.000909090042114,0.617491960526,1,a,998.036702871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417803049088,None,0,0.5,crossmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513673067093,0.000879049301147,0.417803049088,1,q,1001.03969288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467680931091,None,0,0.5,crossmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514477968216,0.000877857208252,0.467680931091,1,q,1004.04375005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.38419008255,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.07,0.513273000717,0.00102210044861,0.38419008255,1,a,1007.04654598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.467834949493,None,0,2.0,squareblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514079093933,0.000876903533936,0.467834949493,1,a,1010.0497179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.534821987152,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.514290094376,0.000882863998413,0.534821987152,1,w,1013.05341101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.517766952515,None,0,0.5,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.5137758255,0.000883817672729,0.517766952515,1,a,1016.05646205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,1,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.634574174881,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.08,0.514577865601,0.000931024551392,0.634574174881,1,w,1019.05993199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.451369047165,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.514218091965,0.00093412399292,0.451369047165,1,s,1022.06348205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,2,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.534348964691,None,0,4.0,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.97,0.514275074005,0.000883102416992,0.534348964691,1,w,1025.06669784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,2,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.433885097504,None,0,2.0,squareblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.514450073242,0.00127601623535,0.433885097504,1,w,1028.07012296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384597063065,None,0,0.5,crossmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.51390004158,0.00088095664978,0.384597063065,1,s,1031.07372403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400391101837,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.513993024826,0.000878095626831,0.400391101837,1,s,1034.07690096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.43434214592,None,0,2.0,triangleyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514018058777,0.000909090042114,0.43434214592,1,a,1037.08017802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,2,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.467420101166,None,0,2.0,squareblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.14,0.514380931854,0.00087308883667,0.467420101166,1,s,1040.08340287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,3,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384002923965,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.5146920681,0.00173497200012,0.384002923965,1,w,1043.08670592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,4,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.468020200729,None,0,0.5,crossmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514206886292,0.00092601776123,0.468020200729,1,w,1046.09045887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,4,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434267997742,None,0,0.5,crossmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.514265060425,0.000879049301147,0.434267997742,1,w,1049.09360385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,4,2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467331886292,None,0,1.0,circlecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.514804840088,0.000875949859619,0.467331886292,1,q,1052.09773803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,4,3,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.450897932053,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.09,0.513716936111,0.000887870788574,0.450897932053,1,s,1055.10067797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,5,0,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.435149908066,None,0,0.5,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.513864994049,0.000977039337158,0.435149908066,1,s,1058.10399199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,5,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.501093864441,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.513957023621,0.00110793113708,0.501093864441,1,q,1061.10758781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,5,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401108026505,None,0,2.0,triangleyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.87,0.513831138611,0.000874042510986,0.401108026505,1,s,1064.11091805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,5,3,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.484590053558,None,0,0.5,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.51398897171,0.00119686126709,0.484590053558,1,q,1067.11432004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,6,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.500803947449,None,0,0.5,crossmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.513921022415,0.000897884368896,0.500803947449,1,w,1070.11735702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,6,1,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.484546899796,None,0,4.0,lineorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.94,0.514352083206,0.000936985015869,0.484546899796,1,a,1073.1207149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,6,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417622089386,None,0,2.0,triangleyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.51406788826,0.00105094909668,0.417622089386,1,w,1076.12455297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,6,3,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.450885057449,None,0,0.5,crossmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513881921768,0.000936985015869,0.450885057449,1,s,1079.12749004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,7,0,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400781869888,None,0,2.0,triangleyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.514168024063,0.00092887878418,0.400781869888,1,s,1082.13121295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,7,1,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484613180161,None,0,2.0,squareblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.76,0.51326084137,0.000888824462891,0.484613180161,1,s,1085.13438797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,7,2,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417797088623,None,0,0.5,diamondgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.513987064362,0.00091290473938,0.417797088623,1,s,1088.13746786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,7,3,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.46798992157,None,0,0.5,crossmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.514287233353,0.000884056091309,0.46798992157,1,q,1091.14153004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,8,0,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.534462928772,None,0,1.0,hexagonwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.513554096222,0.000914096832275,0.534462928772,1,s,1094.14455199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_08_1003,59.9063905516,LearningTask,1,83,
