xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],9,63.6764640808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.635009050369,None,0,1.0,squarecyan.gif,go,0,0.50804901123,0.0156421661377,0.635009050369,1,a,76.7444519997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,q,200,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.401041984558,None,0,2.0,invertedtriangleorange.gif,go,1.91,0.514476060867,0.00138306617737,0.401041984558,1,q,79.7471699715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,q,200,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400820016861,None,0,0.5,trianglegreen.gif,go,0.51,0.515455007553,0.0368490219116,0.400820016861,1,q,82.7507648468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400903940201,None,0,0.5,trianglegreen.gif,go,0.66,0.514840126038,0.00105810165405,0.400903940201,1,s,85.7540359497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,q,200,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417580127716,None,0,4.0,crosswhite.gif,go,3.82,0.514964818954,0.00169897079468,0.417580127716,1,q,88.7572648525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,w,200,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.30122590065,None,0,0.5,circlegray.gif,stop,0.64,0.515127897263,0.035717010498,0.30122590065,1,w,91.7605438232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334376811981,None,0,1.0,hexagonmagenta.gif,stop,1.21,0.51508307457,0.000937938690186,0.334376811981,1,s,94.7640049458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384059906006,None,0,4.0,diamondblue.gif,stop,4.2,0.515211105347,0.0354189872742,0.384059906006,1,a,97.7674539089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,w,200,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334076881409,None,0,2.0,invertedtriangleorange.gif,go,1.98,0.515204191208,0.000938177108765,0.334076881409,1,w,100.770994902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,w,200,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.434761047363,None,0,2.0,lineyellow.gif,stop,1.99,0.514888048172,0.0362141132355,0.434761047363,1,w,103.773972988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
,,,z,0,-200,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.849189997,go,invertedtriangleorange.gif,go,2.0,z,1,0.400887012482,None,0,0.00132203102112,0.510844945908,139.847417831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
,,,m,0,200,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.847835779,stop,lineyellow.gif,stop,2.0,m,1,0.334192991257,None,0,0.000957012176514,0.515912055969,142.850907803,0.766113996506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
,,,z,0,-200,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.851397991,go,squarecyan.gif,go,1.0,z,1,0.317851066589,None,0,0.000976800918579,0.515522003174,145.854204893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
,,,m,0,200,,,,,,,,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.854565859,go,squarecyan.gif,go,1.0,m,1,0.417688846588,None,0,0.00120806694031,0.515650033951,148.857598782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
,,,z,0,-200,,,,,,,,,,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.857960939,go,squarecyan.gif,go,1.0,z,1,0.416861057281,None,0,0.00106310844421,0.516002178192,151.861096859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
,,,z,0,-200,,,,,,,,,,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.861512899,stop,diamondblue.gif,stop,4.0,None,0,,None,0,0.000972986221313,0.515607118607,154.864240885,0.765752077103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
,,,m,0,200,,,,,,,,,,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.864602804,go,crosswhite.gif,go,4.0,m,1,0.400965929031,None,0,0.000954866409302,0.51593708992,157.867498875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
,,,m,0,200,,,,,,,,,,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.867857933,go,trianglegreen.gif,go,0.5,m,1,0.45118188858,None,0,0.00104904174805,0.515712976456,160.870720863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
,,,z,0,-200,,,,,,,,,,4,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.871145964,go,squarecyan.gif,go,1.0,z,1,0.601633071899,None,0,0.000992059707642,0.515990018845,163.874326944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
,,,m,0,200,,,,,,,,,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.87468791,go,crosswhite.gif,go,4.0,m,1,0.417679071426,None,0,0.000971078872681,0.515949964523,166.87771678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,37.0523080826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.08630299568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.450604915619,None,0,4.0,crosswhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.84,0.509700059891,0.000916004180908,0.450604915619,1,s,210.160518885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384249925613,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.513847112656,0.000904083251953,0.384249925613,1,a,213.163512945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.351164102554,None,0,1.0,squarecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.514246940613,0.000881910324097,0.351164102554,1,w,216.16702795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.351163864136,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514199018478,0.000961065292358,0.351163864136,1,s,219.170382977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384135961533,None,0,0.5,trianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.51381111145,0.000898122787476,0.384135961533,1,w,222.173584938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.284343957901,None,0,1.0,squarecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.514351129532,0.000894069671631,0.284343957901,1,q,225.176959991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317126989365,None,0,4.0,diamondblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.98,0.514733076096,0.000895023345947,0.317126989365,1,w,228.18035984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367486953735,None,0,0.5,trianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514358997345,0.000897884368896,0.367486953735,1,a,231.183512926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367340803146,None,0,0.5,trianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.51455783844,0.000906944274902,0.367340803146,1,s,234.186675787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.333899974823,None,0,0.5,circlegray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.51463508606,0.000921010971069,0.333899974823,1,q,237.190486908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.400900125504,None,0,2.0,lineyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.98,0.514549970627,0.000891923904419,0.400900125504,1,w,240.194102764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367649078369,None,0,2.0,invertedtriangleorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.513983011246,0.000971078872681,0.367649078369,1,w,243.197336912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367457866669,None,0,1.0,hexagonmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.514008998871,0.000900030136108,0.367457866669,1,s,246.200562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384468078613,None,0,1.0,hexagonmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514369010925,0.000909090042114,0.384468078613,1,s,249.203671932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367479085922,None,0,0.5,trianglegreen.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.513974905014,0.000958919525146,0.367479085922,1,s,252.207227945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.333972930908,None,0,1.0,squarecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.51426410675,0.000890970230103,0.333972930908,1,a,255.210625887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334361076355,None,0,1.0,hexagonmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.22,0.514118909836,0.00110697746277,0.334361076355,1,s,258.214489937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.35051202774,None,0,1.0,hexagonmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.513841867447,0.000898838043213,0.35051202774,1,q,261.217570782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417480945587,None,0,2.0,lineyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.06,0.514033079147,0.000916004180908,0.417480945587,1,a,264.220558882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334082126617,None,0,1.0,squarecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.514276981354,0.000946044921875,0.334082126617,1,q,267.224339962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384625196457,None,0,4.0,crosswhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.86,0.513695955276,0.00123190879822,0.384625196457,1,q,270.227208853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.35066485405,None,0,2.0,invertedtriangleorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.83,0.514508008957,0.000892877578735,0.35066485405,1,s,273.230724812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350263834,None,0,1.0,hexagonmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.17,0.514871835709,0.000898838043213,0.350263834,1,s,276.234412909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350789070129,None,0,1.0,squarecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513932943344,0.000900983810425,0.350789070129,1,a,279.237339973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384232997894,None,0,4.0,crosswhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514390945435,0.000916004180908,0.384232997894,1,a,282.240660906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367494106293,None,0,1.0,squarecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514271020889,0.000888109207153,0.367494106293,1,a,285.243888855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367917776108,None,0,1.0,hexagonmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.514457941055,0.000913143157959,0.367917776108,1,a,288.247635841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384057998657,None,0,2.0,lineyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.513859033585,0.000930070877075,0.384057998657,1,a,291.25097394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400815010071,None,0,1.0,squarecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.514163017273,0.000895023345947,0.400815010071,1,a,294.254082918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.333928108215,None,0,1.0,hexagonmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.514486074448,0.000923871994019,0.333928108215,1,w,297.257445812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.300654888153,None,0,2.0,invertedtriangleorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514095067978,0.000947952270508,0.300654888153,1,q,300.260942936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.334176063538,None,0,2.0,lineyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.24,0.51433801651,0.000900030136108,0.334176063538,1,a,303.264287949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.383635997772,None,0,2.0,invertedtriangleorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.86,0.514661073685,0.00108289718628,0.383635997772,1,w,306.267650843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367703914642,None,0,1.0,squarecyan.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.51401591301,0.000930070877075,0.367703914642,1,s,309.270969868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.40083694458,None,0,2.0,lineyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.87,0.514209985733,0.000898838043213,0.40083694458,1,a,312.274443865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384272813797,None,0,4.0,crosswhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.51411986351,0.00094199180603,0.384272813797,1,s,315.278137922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1256,59.9004017349,LearningTask,1,79,
