xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,feedbackResp.keys,feedbackResp.corr,feedbackResp.rt,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,resp.rt,secondPracComputedRewardOutput,secondPracLearningStimOnset,secondPracLearningFixOnset,secondPracPresentationRT,secondPracPresentationAcc,secondPracPresentationResp,secondPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],9,79.2187049389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,0.0252101421356,0.5,squarewhite.gif,stop,0,0.506590843201,0.00285005569458,[],0,None,131.777296066,0.401422023773,0.48,0.515590906143,0.0011579990387,0.401422023773,1,q,134.780874968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,lineorange.gif,stop,0.95,0.514575004578,0.00131702423096,0.484215021133,1,q,137.783565044,0.484215021133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,w,200,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,4.0,hexagoncyan.gif,stop,3.96,0.515237808228,0.00134086608887,0.417564868927,1,w,140.786947012,0.417564868927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,w,200,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,0.5,squarewhite.gif,stop,0.57,0.515331983566,0.000877857208252,0.384552955627,1,w,143.791486025,0.384552955627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,triangleblue.gif,go,0.8,0.513736963272,0.00132417678833,0.351035833359,1,q,146.793852091,0.351035833359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,w,200,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,4.0,hexagoncyan.gif,stop,4.25,0.515111923218,0.000927925109863,0.367652893066,1,w,149.797234058,0.367652893066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,s,-200,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,2.0,crossgreen.gif,stop,2.07,0.515227794647,0.00128388404846,0.417928934097,1,s,152.800863981,0.417928934097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,s,-200,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,2.0,invertedtriangleyellow.gif,go,2.05,0.514376163483,0.00133419036865,0.367724895477,1,s,155.803975105,0.367724895477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,a,-200,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,0.5,circlemagenta.gif,go,0.26,0.515074014664,0.00131702423096,0.450844049454,1,a,158.807346106,0.450844049454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,a,-200,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,0.5,circlemagenta.gif,go,0.55,0.515165090561,0.000895977020264,0.43408203125,1,a,161.811182022,0.43408203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
,,,m,0,200,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.442393064,stop,hexagoncyan.gif,stop,4.0,m,1,0.517524957657,None,0,0.00134587287903,0.510270833969,0.760450839996,247.440526009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
,,,z,0,-200,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.440979958,stop,crossgreen.gif,stop,2.0,z,1,0.300667047501,None,0,0.00096607208252,0.515232086182,0.765510082245,250.44350791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
,,,z,0,-200,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.443871975,go,circlemagenta.gif,go,0.5,z,1,0.36737203598,None,0,0.0010712146759,0.515924215317,,253.447046041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
,,,m,0,200,,,,,,,,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.44746089,stop,squarewhite.gif,stop,0.5,m,1,0.384267091751,None,0,0.000952005386353,0.515311002731,0.76553606987,256.450126886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
,,,m,0,200,,,,,,,,,,2,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.450531006,go,triangleblue.gif,go,1.0,m,1,0.450916051865,None,0,0.000941038131714,0.515870094299,,259.453634024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
,,,m,0,200,,,,,,,,,,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.454009056,go,triangleblue.gif,go,1.0,m,1,0.484216213226,None,0,0.00100493431091,0.515772819519,,262.457082033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
,,,z,0,-200,,,,,,,,,,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.457508087,go,circlemagenta.gif,go,0.5,z,1,0.333950042725,None,0,0.000965118408203,0.515619039536,,265.46026206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
,,,z,0,-200,,,,,,,,,,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.460633993,go,invertedtriangleyellow.gif,go,2.0,z,1,0.334179878235,None,0,0.000946998596191,0.515815019608,,268.46363306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
,,,z,0,-200,,,,,,,,,,4,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.464005947,go,triangleblue.gif,go,1.0,z,1,0.350381135941,None,0,0.000953197479248,0.516135215759,,271.467118025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
,,,m,0,200,,,,,,,,,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.467487097,go,circlemagenta.gif,go,0.5,m,1,0.317224979401,None,0,0.000947952270508,0.516147851944,,274.470423937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,87.0092499256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.68831682205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,2.0,invertedtriangleyellow.gif,go,,,,,,,,0.534368038177,,,,,,,,,,,,,,,,,,,,,,,,1.91,0.50871515274,0.000957012176514,0.534368038177,1,w,369.311902046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,diamondgray.gif,go,,,,,,,,0.417768955231,,,,,,,,,,,,,,,,,,,,,,,,3.86,0.513485193253,0.0434181690216,0.417768955231,1,s,372.314544916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,2.0,crossgreen.gif,stop,,,,,,,,0.433856010437,,,,,,,,,,,,,,,,,,,,,,,,0,0.514686822891,0.000888824462891,0.417348146439,0,q,375.318269968,1.8,0.515177965164,0.00101089477539,0.433856010437,1,a,378.321677923,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,hexagoncyan.gif,stop,,,,,,,,0.400629997253,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.514017820358,0.00104284286499,0.400629997253,1,s,381.324517965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,1.0,lineorange.gif,stop,,,,,,,,0.401206016541,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.514565944672,0.000893831253052,0.401206016541,1,a,384.32802701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,2.0,crossgreen.gif,stop,,,,,,,,0.333878040314,,,,,,,,,,,,,,,,,,,,,,,,2.09,0.514438867569,0.000897884368896,0.333878040314,1,s,387.331327915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,2.0,crossgreen.gif,stop,,,,,,,,0.40064406395,,,,,,,,,,,,,,,,,,,,,,,,1.84,0.514621019363,0.00100111961365,0.40064406395,1,q,390.334866047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,diamondgray.gif,go,,,,,,,,0.384463787079,,,,,,,,,,,,,,,,,,,,,,,,0,0.514230012894,0.000933170318604,0.384463787079,1,s,393.338181973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,0.5,circlemagenta.gif,go,,,,,,,,0.384083032608,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.514342069626,0.000890016555786,0.384083032608,1,q,396.341651917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,2.0,crossgreen.gif,stop,,,,,,,,0.334272861481,,,,,,,,,,,,,,,,,,,,,,,,2.21,0.513992071152,0.000962972640991,0.334272861481,1,s,399.345160961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,0.5,squarewhite.gif,stop,,,,,,,,0.36766409874,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.513725996017,0.000891923904419,0.36766409874,1,w,402.348282099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,2.0,invertedtriangleyellow.gif,go,,,,,,,,0.401327848434,,,,,,,,,,,,,,,,,,,,,,,,2.01,0.514375925064,0.00088906288147,0.401327848434,1,w,405.352217913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,0.5,circlemagenta.gif,go,,,,,,,,0.317450046539,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.513695001602,0.000919103622437,0.317450046539,1,q,408.355092049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,4.0,hexagoncyan.gif,stop,,,,,,,,0.418041944504,,,,,,,,,,,,,,,,,,,,,,,,3.94,0.514270067215,0.000936985015869,0.418041944504,1,q,411.358433008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,1.0,triangleblue.gif,go,,,,,,,,0.351139068604,,,,,,,,,,,,,,,,,,,,,,,,0,0.514362096786,0.000892162322998,0.351139068604,1,w,414.362292051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,lineorange.gif,stop,,,,,,,,0.350942134857,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.51390004158,0.000997066497803,0.350942134857,1,q,417.365582943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,1.0,lineorange.gif,stop,,,,,,,,0.41765999794,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.513787984848,0.00123500823975,0.41765999794,1,a,420.368709087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,1.0,lineorange.gif,stop,,,,,,,,0.401254892349,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.514228820801,0.00090503692627,0.401254892349,1,a,423.372122049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,2.0,invertedtriangleyellow.gif,go,,,,,,,,0.384691953659,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.514167785645,0.000898838043213,0.384691953659,1,q,426.375298977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,4.0,hexagoncyan.gif,stop,,,,,,,,0.384272813797,,,,,,,,,,,,,,,,,,,,,,,,4.06,0.514419794083,0.000921964645386,0.384272813797,1,a,429.37847209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,triangleblue.gif,go,,,,,,,,0.367838144302,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.514717102051,0.000962018966675,0.367838144302,1,q,432.382214069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,4.0,diamondgray.gif,go,,,,,,,,0.367321968079,,,,,,,,,,,,,,,,,,,,,,,,0,0.514267921448,0.000907897949219,0.367321968079,1,a,435.385421991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,2.0,crossgreen.gif,stop,,,,,,,,0.417493104935,,,,,,,,,,,,,,,,,,,,,,,,1.93,0.514081954956,0.000983953475952,0.417493104935,1,s,438.388865948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,4.0,hexagoncyan.gif,stop,,,,,,,,0.40118598938,,,,,,,,,,,,,,,,,,,,,,,,3.91,0.514041900635,0.000970840454102,0.40118598938,1,a,441.392141104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,hexagoncyan.gif,stop,,,,,,,,0.401610136032,,,,,,,,,,,,,,,,,,,,,,,,4.04,0.51430106163,0.000891208648682,0.401610136032,1,s,444.395864964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,4.0,diamondgray.gif,go,,,,,,,,0.384500980377,,,,,,,,,,,,,,,,,,,,,,,,4.17,0.513596057892,0.00095009803772,0.384500980377,1,q,447.399004936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,None,0,,4.0,hexagoncyan.gif,stop,,,,,,,,0.367496967316,,,,,,,,,,,,,,,,,,,,,,,,3.86,0.51421880722,0.000895977020264,0.367496967316,1,a,450.402335882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,1.0,lineorange.gif,stop,,,,,,,,0.350793123245,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.514356851578,0.000895977020264,0.350793123245,1,w,453.40597105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,hexagoncyan.gif,stop,,,,,,,,0.36789393425,,,,,,,,,,,,,,,,,,,,,,,,4.1,0.513735055923,0.000899076461792,0.36789393425,1,s,456.409277916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,1.0,triangleblue.gif,go,,,,,,,,0.300669908524,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.514271020889,0.000898122787476,0.300669908524,1,q,459.412544966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,None,0,,4.0,diamondgray.gif,go,,,,,,,,0.401247024536,,,,,,,,,,,,,,,,,,,,,,,,0,0.514065027237,0.0011990070343,0.401247024536,1,w,462.416327953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,None,0,,4.0,diamondgray.gif,go,,,,,,,,0.367732048035,,,,,,,,,,,,,,,,,,,,,,,,0,0.513850927353,0.000899076461792,0.367732048035,1,q,465.419564009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,None,0,,4.0,hexagoncyan.gif,stop,,,,,,,,0.434615850449,,,,,,,,,,,,,,,,,,,,,,,,0,0.514045000076,0.00091290473938,0.434615850449,1,s,468.42257905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_23_1302,59.9858126816,LearningTask,1,61,
