,int_param,cohensd_int,int_pval,int_pval_ez,int_pval_simple,cohensd_int_simple
0,4.124771070347931,0.15051783753224365,0.18976833954153036,7.798333730055117e-05,0.1725820857475098,0.06287154045297165
0,2.3951761043917923,0.0379684121784657,0.15338457218167453,0.002090299483536018,0.1407300566769339,0.07256419183937761
0,2.3371038665921517,0.052272444496958365,0.2895809174519854,0.0010678426839933004,0.2652039434644803,0.05487684277941784
0,4.045284932025885,0.3151133659515753,0.008691540810205189,9.0956975916802e-09,0.004828675667340776,0.13001219834766525
0,1.7780596577352137,0.06349950681362855,0.4098160740363479,0.08865331468187514,0.4030894079230829,0.041178110237792866
0,4.567087588264906,0.29734858895589245,0.02350589323590009,1.0638018402037195e-06,0.012084491311507994,0.11575146747256032
0,1.6786098245856662,0.06880333392032421,0.2845772261071543,0.0007171941934911037,0.26516131558128114,0.054881738648346466
0,1.4674497939801032,0.13122628032308015,0.21975655563223284,0.01009260861028334,0.20533272950060485,0.06238295548649653
0,3.6013706465529114,0.04057774394351776,0.020210329538114247,2.498024744090991e-05,0.01904594965429745,0.11555537314273022
0,2.4604921269521376,0.02297227927553528,0.7888033801969758,0.020856199536270763,0.7829438372799019,0.013566143163780093
0,2.637257413530725,0.11809481374278165,0.20073158294193452,0.007661917379829833,0.19096923504907634,0.06441399861884567
0,4.440636286041833,0.4324678585907651,0.001343332125225921,3.308962901271733e-07,0.0008986631571165773,0.16378697353636593
0,2.8118243623447423,0.17564457617848184,0.0185786363421484,0.002530007425363862,0.0154384975083882,0.11937156010442887
0,4.7189494205808025,0.07706869963006949,0.1021774625019423,1.169962676097655e-06,0.10438873425328954,0.07486331174429661
0,2.2954888061028083,0.11445846529666913,0.007330717433864236,2.610631888472843e-05,0.006121363427232605,0.13514210454297002
0,2.1897908636361487,0.04668063794052298,0.6996761699013554,0.04219955402792826,0.690018689664467,0.018379929411323482
0,4.2884578175867984,0.6258793845133832,4.465530087988875e-08,8.182903648490116e-08,9.453173314924076e-09,0.265693413621004
0,4.0090795325653,0.2508517024398822,0.011995503718493842,1.1104497907820964e-06,0.01042099069009729,0.12626605248837386
