,int_param,cohensd_int,int_pval,int_pval_ez,int_pval_simple,cohensd_int_simple
0,3.0810656763776656,0.049079510665375366,0.027663077841807143,0.12385534498049618,0.02309308382252579,0.10476887677105023
0,3.975971268295053,0.3599154181068949,0.005876200778842536,4.861235004438878e-06,0.0029236296447711033,0.13729048452173429
0,4.790182524872118,0.11169785232484716,0.28821462320393243,1.9962948716013178e-07,0.25760642428897923,0.052178674223866496
0,5.704968851328171,0.21382117691273897,6.2681370935191126e-06,4.210474782750005e-12,4.605385436372673e-06,0.2263563740545162
0,1.7430917226945433,0.13168516486287785,0.07269310169459169,0.1876071115751088,0.06617021840181334,0.09052087582279868
0,2.893889237611245,0.14220065809294752,0.0010680873504283427,0.0006906786686033447,0.0010747176115818908,0.1509169833947005
0,1.0531542949037926,0.10281742154731277,0.18360247170180627,0.38289638739921217,0.17749912344155602,0.0664236863323124
0,1.1171134101464637,0.0012929634650986936,0.9363121677460574,0.9398203630408829,0.9379948050541548,0.0035848696960127154
0,1.3129750811227985,0.0009331501809501069,0.9608503240035592,0.33991925578294585,0.9614953436668254,0.002377365055646988
0,6.644097796728079,0.4191068140684254,0.00015963295716860896,2.812683645770073e-11,7.076954535641813e-05,0.1961495196023459
0,1.4527307923221926,0.01822964313951347,0.229556430064442,0.2345547884390805,0.22939251089112606,0.05920063465239918
0,2.608395225473004,0.05039501430815206,0.2911600658383552,0.15023691859746532,0.29970651120203795,0.04779850355256299
0,2.3569576296143384,0.12866334943571706,0.12073861526107645,0.006677078264826787,0.1112207587359504,0.07846265959048966
0,6.569090841093383,0.4932178034184066,6.220922350234292e-08,1.527493374097814e-11,3.699304598730631e-08,0.2723202376382313
0,3.3186725368426195,0.2028136768492048,0.08227811637650607,0.001412140949120974,0.06618342266736284,0.08470193188283713
0,1.1321956583963808,-0.012099780269618924,0.6743355816922912,0.4604124661917389,0.6797557231644544,-0.019023612634332904
0,5.486965373798443,0.3639023544613262,0.00012259213475712645,1.848272420014455e-17,4.3021977660664224e-05,0.18893032115734432
0,4.23272895070712,0.2788598371704544,0.017199904001608264,1.0150404891407922e-05,0.012652297713223484,0.12290136222576625
0,3.2556388218655066,0.6731538047776962,0.0028277572404914377,1.3700037138807875e-05,0.0017969870838116144,0.14405414014795942
0,2.125926152179732,0.1129742991128303,0.008746355010719239,0.047744704763118304,0.009582932521918296,0.11948739865667847
0,6.8658647795651975,0.18490295967506426,2.0758571379829746e-07,1.339576496369473e-22,9.46656187851184e-08,0.2639380130411979
0,2.093924974223088,0.3107770252731065,0.01531072661709219,0.07982310324239962,0.011490419723597234,0.11657161199540715
0,1.2699566888330605,0.034793559272978836,0.12230841951835195,0.23943827252898936,0.125350792572675,0.07550304601827655
0,2.4630101010742806,0.16370890887069062,0.11228522446855088,0.006176087066292711,0.09696186332983504,0.08176767799317229
0,2.629679112545888,0.12862679691308873,0.23667371771783954,0.11544270674941876,0.21448988640532585,0.05721600727166811
0,2.094590335569806,0.048640644387907064,0.5241540424748059,0.007463697087157299,0.5176824254533265,0.029814204190867086
0,3.4154134764369832,0.11532096437578684,0.10769232292422724,0.002074899097358864,0.10516612121090496,0.07469578839412856
0,1.5944194263183555,0.07666631648209242,0.12586280529308996,0.017179367267851492,0.12661854391625318,0.07525051179982134
0,3.1295861709112494,0.021447723221406558,0.2532904446419208,0.09021393789358813,0.24662209201260135,0.05706543280493896
0,3.267472903173501,0.3066564958719584,0.014542462089671275,8.043149336082048e-06,0.012529979091272169,0.11515959960301456
0,1.0213866822743116,0.01541046628171459,0.874547014449744,0.3521359847736215,0.8705099581825172,0.007512162867326722
0,1.9362056176161309,0.19920738993760828,0.13198650599159614,0.7306551376394608,0.10121234124539896,0.08074429876708795
0,3.319393345159429,0.06047063723467104,0.6138751539761396,0.00016553447508577704,0.6042474035094876,0.025524344753744096
0,6.057547871646496,0.3567470020918831,0.0002671607022372002,7.247798363730052e-20,0.00012860910888844724,0.1889805361281322
0,1.018685295266192,0.10312885312230112,0.371505313523448,0.0259258881360096,0.3667913647859173,0.041595016272339615
0,3.0255065399389283,0.2556893178343965,0.00658633707587504,0.015493914862836947,0.005558317096296362,0.12790947093459346
0,1.0447705512080074,-0.058692931598441564,0.6391831142786529,0.345031092320557,0.6246895205961209,-0.024091803162316863
0,4.7793822762688825,0.3025961284520613,0.00058622046986899,1.87489131116235e-11,0.00031478767853942936,0.17776689645095406
0,5.0643180963638645,0.4656161442076703,0.0002963080702770252,1.9672651001467586e-07,0.00014846952812222903,0.18722121570338351
0,4.227663154072614,0.2301792391039009,0.0010750576595714694,0.0015125023456498904,0.000989581006091318,0.15199409947333395
0,2.3393760180994594,0.12584206680847815,0.1668012916957901,0.031169634435586794,0.15194187018088315,0.06604236073842397
0,1.849638139851556,0.03617444109713548,0.5428321172821495,0.05525791113727817,0.5183009672808129,0.03181202971835338
0,3.4110256584636565,0.05404909433177557,0.00043671089357114046,0.005579311108049626,0.00036471058572131,0.16453735186057636
0,3.0079349511614217,0.21685416138471644,0.07171858172247951,0.0026767676886970946,0.0690516230353127,0.0838206775543941
0,2.0300015496073227,0.03576913850466757,0.03984402388131699,0.17529751982317884,0.03657807831662372,0.10301007839323978
0,1.677673200259015,0.08163871317291008,0.10000889214087444,0.006889130815923894,0.09801704236105907,0.07627518983892513
0,2.845298840080225,0.1805753399682071,0.05320115302063903,0.18965923966276546,0.04526838239948964,0.09865401743753187
0,6.666046046806732,0.06710532216449216,4.502689287289237e-06,7.358814441153466e-13,3.7019099589213143e-06,0.2286160589756028
0,3.0927151145877385,0.1717673062166531,0.14540449343148373,0.0004852458030777338,0.1216471463878014,0.07625247201664513
0,2.115381597275309,0.07943747967434069,0.4736930973303522,0.07150405575957379,0.4668731921863417,0.033531736126908684
0,2.568787310834644,0.24729309899640564,0.00018209438681106578,4.35306832352604e-06,0.0001405597772831678,0.18789364333894407
0,1.309644223798366,0.08398890441503816,0.4899062280329383,0.039904446785091315,0.4489600603382117,0.03728837267493078
