,int_param,cohensd_int,int_pval,int_pval_ez,int_pval_simple,cohensd_int_simple
0,1.8541824341348576,0.05452626587409362,0.03298650487856821,0.08566171347733417,0.034151164043346414,0.10419420639277577
0,2.419239783153692,0.06977472377148931,0.0043371405561327386,0.017234163989313333,0.004616571631823126,0.13940643197921093
0,1.9658616094634445,0.0567412318192253,0.02292477552636546,0.06500282212387558,0.02384869364932461,0.11115367098598612
0,1.754224120410686,0.048141609314537065,0.04496875616857707,0.10781039488399748,0.04639274131552988,0.09796521284339683
0,3.2564086754116945,0.0994185495408184,8.88782247771823e-05,0.0006230790323136094,0.00010086477794950094,0.19157555622848368
0,2.549692491048201,0.07711573464818049,0.0025384416217841856,0.0110601026689986,0.0027230831916908306,0.14753569293135313
0,1.4833617919863606,0.04195230650710112,0.09699528056829744,0.18554027155000288,0.09916144170373233,0.0810861416457362
0,3.3015344521070307,0.10054239511267747,6.99920571702837e-05,0.0005047939958322585,7.96956798761859e-05,0.1943875741764035
0,1.100838755926258,0.030460257670069664,0.2413131915671757,0.3286151959997007,0.2442512965739332,0.05724879146523501
0,2.2241582105940982,0.06472144548154461,0.00921577928499374,0.03178171258957605,0.009705665585536259,0.12724967609712634
0,2.491378511394107,0.07503241546918778,0.003234958040343144,0.013531317085403477,0.003458430502282092,0.14390185489955906
0,1.1120749070647276,0.029854287142222814,0.23558881573356225,0.32416637246741165,0.2385328221229923,0.057948975411335236
0,2.8401320465212216,0.08391590086845555,0.0007022096695701278,0.003734180220832271,0.0007684817385280522,0.16563478985222288
0,2.6110362836660053,0.07788079756823622,0.0019543185258091515,0.0088932155117406,0.0021062390052805197,0.1513584131777804
0,1.9227459633885795,0.05553073293632926,0.02643518920215321,0.07248367537877727,0.02745263567730873,0.10846685061781952
0,1.1968121517899233,0.03191773028084699,0.1956089048105838,0.2907336581085804,0.19843828675596425,0.0632294567236336
0,1.4632166716832709,0.039258138942506765,0.1022816393307336,0.1922908510161223,0.10449865773586292,0.07983078337067329
0,2.08634780514876,0.05868547326646807,0.015168891176761796,0.04718584788640813,0.015868435449278556,0.118661891336366
0,1.4439458657751043,0.03918889823864438,0.10758398760800644,0.1988598591683336,0.10981560780188362,0.07862988934553287
